"Status","Year","Region_ITL3","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","South Hampshire","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","HM Revenue and Customs (excl. agencies)","140","100","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Foreign, Commonwealth and Development Office (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","HM Revenue and Customs (excl. agencies)","80","70","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","Maritime and Coastguard Agency","40","30","[c]","[c]"
"Leaver CS","2022","Southampton","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","Maritime and Coastguard Agency","40","40","[c]","[c]"
"Leaver CS","2022","Southampton","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Male","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","HM Prison and Probation Service","100","90","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","HM Prison and Probation Service","130","130","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","HM Courts and Tribunals Service","50","40","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
