"Status","Year","Ethnicity","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Met Office","Unknown","30","30","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence (excl. agencies)","Heterosexual / straight","340","330","34350","33000"
"In post","2021","Mixed","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","70","60","43470","39720"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Justice (excl. agencies)","Heterosexual / straight","130","120","40440","36800"
"In post","2021","Mixed","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Crime Agency","Heterosexual / straight","90","90","39850","38540"
"In post","2021","Mixed","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of the Public Guardian","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Mixed","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Public Health England","Heterosexual / straight","110","100","38960","33950"
"In post","2021","Mixed","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government (excl. agencies)","Heterosexual / straight","50","50","46400","46600"
"In post","2021","Mixed","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","Heterosexual / straight","60","60","32500","29840"
"In post","2021","Mixed","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government (excl. agencies)","Heterosexual / straight","50","50","40430","37410"
"In post","2021","Mixed","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office (excl. agencies)","Heterosexual / straight","50","50","46880","39020"
"In post","2021","Other ethnicity","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Prosecution Service","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Equipment and Support","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education (excl. agencies)","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","300","280","29500","27570"
"In post","2021","Other ethnicity","Department for Work and Pensions (excl. agencies)","LGBO","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Department for Work and Pensions (excl. agencies)","Undeclared","50","40","[c]","[c]"
"In post","2021","Other ethnicity","Department for Work and Pensions (excl. agencies)","Unknown","80","70","27750","27570"
"In post","2021","Other ethnicity","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","60","60","42330","37560"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Legal Department","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Legal Department","Undeclared","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Property Agency","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Courts and Tribunals Service","Heterosexual / straight","70","70","25340","22680"
"In post","2021","Other ethnicity","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Prison and Probation Service","Heterosexual / straight","190","180","31940","31390"
"In post","2021","Other ethnicity","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Prison and Probation Service","Unknown","30","30","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","140","130","33830","31810"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
