"Status","Year","Sexual_orientation","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","40-49","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Defence Electronics and Components Agency","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Defence Equipment and Support","1740","1680","41000","39860"
"In post","2021","Heterosexual / straight","40-49","Defence Science and Technology Laboratory","730","690","44540","46080"
"In post","2021","Heterosexual / straight","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","750","710","56890","54220"
"In post","2021","Heterosexual / straight","40-49","Department for Digital, Culture, Media and Sport","210","200","58240","57000"
"In post","2021","Heterosexual / straight","40-49","Department for Education (excl. agencies)","1050","980","48390","49860"
"In post","2021","Heterosexual / straight","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","1040","990","46360","47550"
"In post","2021","Heterosexual / straight","40-49","Department for International Trade","290","280","53230","51970"
"In post","2021","Heterosexual / straight","40-49","Department for Transport (excl. agencies)","530","510","55750","54760"
"In post","2021","Heterosexual / straight","40-49","Department for Work and Pensions (excl. agencies)","13860","12600","28430","27570"
"In post","2021","Heterosexual / straight","40-49","Department of Health and Social Care (excl. agencies)","340","320","52100","51540"
"In post","2021","Heterosexual / straight","40-49","Disclosure Scotland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Driver and Vehicle Licensing Agency","920","850","29100","21590"
"In post","2021","Heterosexual / straight","40-49","Driver and Vehicle Standards Agency","740","720","30980","27680"
"In post","2021","Heterosexual / straight","40-49","Education and Skills Funding Agency","360","340","45380","40940"
"In post","2021","Heterosexual / straight","40-49","Education Scotland","60","50","57440","62530"
"In post","2021","Heterosexual / straight","40-49","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","FCDO Services","200","200","43150","39490"
"In post","2021","Heterosexual / straight","40-49","Food Standards Agency","230","230","40870","37910"
"In post","2021","Heterosexual / straight","40-49","Food Standards Scotland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","1390","1350","53980","55620"
"In post","2021","Heterosexual / straight","40-49","Forestry and Land Scotland","60","60","38690","36610"
"In post","2021","Heterosexual / straight","40-49","Government Actuary's Department","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Government Internal Audit Agency","120","120","49420","47980"
"In post","2021","Heterosexual / straight","40-49","Government Legal Department","430","390","58730","63730"
"In post","2021","Heterosexual / straight","40-49","Government Property Agency","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Health and Safety Executive","490","460","46180","45100"
"In post","2021","Heterosexual / straight","40-49","HM Courts and Tribunals Service","2770","2450","26220","22080"
"In post","2021","Heterosexual / straight","40-49","HM Land Registry","740","690","34880","33840"
"In post","2021","Heterosexual / straight","40-49","HM Prison and Probation Service","8140","7780","32600","31650"
"In post","2021","Heterosexual / straight","40-49","HM Revenue and Customs (excl. agencies)","7970","7470","34110","31810"
"In post","2021","Heterosexual / straight","40-49","HM Treasury (excl. agencies)","160","150","61050","63680"
"In post","2021","Heterosexual / straight","40-49","Home Office (incl. agencies)","7330","6860","33780","28850"
"In post","2021","Heterosexual / straight","40-49","Insolvency Service","280","270","35330","35070"
"In post","2021","Heterosexual / straight","40-49","Institute for Apprenticeships and Technical Education","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Legal Aid Agency","260","240","30940","26900"
"In post","2021","Heterosexual / straight","40-49","Maritime and Coastguard Agency","240","230","39990","36180"
"In post","2021","Heterosexual / straight","40-49","Medicines and Healthcare Products Regulatory Agency","180","170","54000","53620"
"In post","2021","Heterosexual / straight","40-49","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Ministry of Defence (excl. agencies)","5950","5760","33750","31370"
"In post","2021","Heterosexual / straight","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","450","430","51180","48810"
"In post","2021","Heterosexual / straight","40-49","Ministry of Justice (excl. agencies)","1020","980","45860","42370"
"In post","2021","Heterosexual / straight","40-49","National Crime Agency","1020","990","42640","40210"
"In post","2021","Heterosexual / straight","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","National Records of Scotland","60","60","41850","39110"
"In post","2021","Heterosexual / straight","40-49","National Savings and Investments","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Office for Standards in Education, Children's Services and Skills","410","400","52940","51360"
"In post","2021","Heterosexual / straight","40-49","Office of Gas and Electricity Markets","80","80","55720","53490"
"In post","2021","Heterosexual / straight","40-49","Office of Qualifications and Examinations Regulation","50","50","47580","45660"
"In post","2021","Heterosexual / straight","40-49","Office of Rail and Road","50","50","51730","51310"
"In post","2021","Heterosexual / straight","40-49","Office of the Public Guardian","200","180","23140","20650"
"In post","2021","Heterosexual / straight","40-49","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Planning Inspectorate","190","180","44640","47660"
"In post","2021","Heterosexual / straight","40-49","Public Health England","1120","1020","46470","41650"
"In post","2021","Heterosexual / straight","40-49","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Registers of Scotland","170","160","35240","30840"
"In post","2021","Heterosexual / straight","40-49","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Rural Payments Agency","330","290","27910","25880"
"In post","2021","Heterosexual / straight","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Scottish Government (excl. agencies)","1450","1370","48930","46600"
"In post","2021","Heterosexual / straight","40-49","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Scottish Prison Service","330","330","33990","33650"
"In post","2021","Heterosexual / straight","40-49","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Serious Fraud Office","70","70","51950","52330"
"In post","2021","Heterosexual / straight","40-49","Social Security Scotland","230","220","34360","29190"
"In post","2021","Heterosexual / straight","40-49","Standards and Testing Agency","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Submarine Delivery Agency","310","300","45660","42190"
"In post","2021","Heterosexual / straight","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","The National Archives","70","60","41980","37770"
"In post","2021","Heterosexual / straight","40-49","Transport Scotland","90","80","51860","50850"
"In post","2021","Heterosexual / straight","40-49","UK Export Finance","90","90","56660","52880"
"In post","2021","Heterosexual / straight","40-49","UK Hydrographic Office","140","140","39050","33800"
"In post","2021","Heterosexual / straight","40-49","UK Intellectual Property Office","250","230","42850","40090"
"In post","2021","Heterosexual / straight","40-49","UK Space Agency","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","United Kingdom Statistics Authority","690","630","38510","36030"
"In post","2021","Heterosexual / straight","40-49","Valuation Office Agency","460","430","35260","32100"
"In post","2021","Heterosexual / straight","40-49","Vehicle Certification Agency","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Veterinary Medicines Directorate","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Welsh Government (excl. agencies)","1380","1310","43800","37410"
"In post","2021","Heterosexual / straight","40-49","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","40-49","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","50-59","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","50-59","Advisory, Conciliation and Arbitration Service","230","210","36060","34500"
"In post","2021","Heterosexual / straight","50-59","Animal and Plant Health Agency","530","500","32360","28900"
"In post","2021","Heterosexual / straight","50-59","Cabinet Office (excl. agencies)","820","800","52580","42600"
"In post","2021","Heterosexual / straight","50-59","Centre for Environment, Fisheries and Aquaculture Science","70","60","38820","35900"
"In post","2021","Heterosexual / straight","50-59","Charity Commission","60","50","35960","29620"
"In post","2021","Heterosexual / straight","50-59","Companies House","220","200","32470","27460"
"In post","2021","Heterosexual / straight","50-59","Competition and Markets Authority","110","110","65560","56630"
"In post","2021","Heterosexual / straight","50-59","Criminal Injuries Compensation Authority","60","60","29610","24250"
"In post","2021","Heterosexual / straight","50-59","Crown Commercial Service","150","140","42390","39000"
"In post","2021","Heterosexual / straight","50-59","Crown Office and Procurator Fiscal Service","430","390","36240","29040"
"In post","2021","Heterosexual / straight","50-59","Crown Prosecution Service","1460","1370","45160","40800"
"In post","2021","Heterosexual / straight","50-59","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","50-59","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","50-59","Defence Electronics and Components Agency","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","50-59","Defence Equipment and Support","2380","2330","40620","39260"
"In post","2021","Heterosexual / straight","50-59","Defence Science and Technology Laboratory","710","690","45060","46080"
"In post","2021","Heterosexual / straight","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","650","640","51620","53380"
"In post","2021","Heterosexual / straight","50-59","Department for Digital, Culture, Media and Sport","130","130","54270","52250"
"In post","2021","Heterosexual / straight","50-59","Department for Education (excl. agencies)","890","860","46690","42580"
"In post","2021","Heterosexual / straight","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","890","870","45410","41640"
