"Status","Year","Parent_department","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Justice","Sefton","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Shropshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Shropshire CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Somerset","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Somerset","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South and West Derbyshire","HM Prison and Probation Service","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Hampshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Hampshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Lanarkshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Nottinghamshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Teesside","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Teesside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Teesside","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South West Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South West Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Southampton","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Southampton","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Southend-on-Sea","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","HM Prison and Probation Service","230","220","22800","22850"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Stoke-on-Trent","HM Courts and Tribunals Service","170","150","19010","18880"
"New entrant CS","2021","Ministry of Justice","Stoke-on-Trent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Suffolk","HM Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Suffolk","HM Prison and Probation Service","140","140","25040","24620"
"New entrant CS","2021","Ministry of Justice","Suffolk","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sunderland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sunderland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swansea","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swansea","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swansea","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swindon","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swindon","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swindon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Telford and Wrekin","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Telford and Wrekin","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Torbay","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Torbay","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","HM Courts and Tribunals Service","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Ministry of Justice (excl. agencies)","190","190","41610","36800"
"New entrant CS","2021","Ministry of Justice","Tyneside","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tyneside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tyneside","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tyneside","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wakefield","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wakefield","HM Prison and Probation Service","70","70","21970","20600"
"New entrant CS","2021","Ministry of Justice","Wakefield","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Walsall","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Walsall","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Walsall","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wandsworth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wandsworth","HM Prison and Probation Service","110","110","29140","30220"
"New entrant CS","2021","Ministry of Justice","Warrington","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Warrington","HM Prison and Probation Service","70","70","22040","22850"
"New entrant CS","2021","Ministry of Justice","Warwickshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Warwickshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Cumbria","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Cumbria","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Essex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Northamptonshire","HM Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Northamptonshire","HM Prison and Probation Service","70","70","21790","22850"
"New entrant CS","2021","Ministry of Justice","West Surrey","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Surrey","HM Prison and Probation Service","100","90","25030","22920"
"New entrant CS","2021","Ministry of Justice","West Sussex (North East)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Sussex (North East)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Sussex (South West)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Sussex (South West)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","HM Courts and Tribunals Service","200","200","30540","26410"
"New entrant CS","2021","Ministry of Justice","Westminster","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Ministry of Justice (excl. agencies)","290","290","39030","36800"
"New entrant CS","2021","Ministry of Justice","Wiltshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wiltshire","HM Prison and Probation Service","60","60","23240","22920"
"New entrant CS","2021","Ministry of Justice","Wirral","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wirral","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wolverhampton","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wolverhampton","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Worcestershire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Worcestershire","HM Prison and Probation Service","140","140","23100","22850"
"New entrant CS","2021","Ministry of Justice","Worcestershire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","York","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","York","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","110","110","32520","32770"
"New entrant CS","2021","National Crime Agency","Bedford","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Belfast","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Berkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Birmingham","National Crime Agency","80","80","33390","32770"
"New entrant CS","2021","National Crime Agency","Bridgend and Neath Port Talbot","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Central Hampshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Chorley and West Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Coventry","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Devon CC","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Heart of Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Inverclyde, East Renfrewshire and Renfrewshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","National Crime Agency","330","320","38330","36200"
"New entrant CS","2021","National Crime Agency","Leicestershire CC and Rutland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lincolnshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Liverpool","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Medway","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Merton, Kingston upon Thames and Sutton","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Nottingham","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Sheffield","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Staffordshire CC","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Suffolk","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Sunderland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Wakefield","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Warrington","National Crime Agency","200","200","32250","30640"
"New entrant CS","2021","National Crime Agency","West Sussex (North East)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Birmingham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Bristol, City of","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Office for Standards in Education, Children's Services and Skills","50","40","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Nottingham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Westminster","Office for Standards in Education, Children's Services and Skills","50","50","48690","46360"
"New entrant CS","2021","Office for Standards in Education","York","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Office of Gas and Electricity Markets","170","170","29640","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Tower Hamlets","Office of Gas and Electricity Markets","140","140","40250","33400"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Coventry","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Birmingham","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Glasgow City","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Birmingham","Crown Commercial Service","30","30","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Birmingham","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Bristol, City of","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Leeds","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Liverpool","Crown Commercial Service","70","70","38120","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","Manchester","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Monmouthshire and Newport","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Norwich and East Norfolk","Crown Commercial Service","30","30","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Nottingham","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Swansea","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Tower Hamlets","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Wakefield","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Westminster","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","City of Edinburgh","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Westminster","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Food Standards Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Scottish Prison Service","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Aberdeen City and Aberdeenshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Angus and Dundee City","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Angus and Dundee City","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Angus and Dundee City","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Angus and Dundee City","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Angus and Dundee City","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Angus and Dundee City","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Angus and Dundee City","Social Security Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Scottish Government","Caithness and Sutherland and Ross and Cromarty","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Caithness and Sutherland and Ross and Cromarty","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Caithness and Sutherland and Ross and Cromarty","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Caithness and Sutherland and Ross and Cromarty","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","National Records of Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Scottish Courts and Tribunals Service","70","70","23310","20850"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Scottish Government (excl. agencies)","600","580","38030","30650"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Scottish Prison Service","50","50","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","City of Edinburgh","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Clackmannanshire and Fife","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Clackmannanshire and Fife","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Clackmannanshire and Fife","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Dumfries and Galloway","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","East Ayrshire and North Ayrshire mainland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","East Ayrshire and North Ayrshire mainland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","East Ayrshire and North Ayrshire mainland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Falkirk","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Falkirk","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Falkirk","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Falkirk","Scottish Prison Service","30","30","[c]","[c]"
"New entrant CS","2021","Scottish Government","Glasgow City","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Glasgow City","Disclosure Scotland","50","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Glasgow City","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Glasgow City","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Glasgow City","Scottish Government (excl. agencies)","130","130","38260","38540"
"New entrant CS","2021","Scottish Government","Glasgow City","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Glasgow City","Scottish Prison Service","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Glasgow City","Social Security Scotland","320","310","25470","20060"
"New entrant CS","2021","Scottish Government","Glasgow City","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Na h-Eileanan Siar","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","North Lanarkshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","North Lanarkshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","North Lanarkshire","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","North Lanarkshire","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","North Lanarkshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Orkney Islands","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Orkney Islands","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Perth and Kinross and Stirling","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
