"Status","Year","Parent_department","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs","Cheshire West and Chester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","City of Edinburgh","HM Revenue and Customs (excl. agencies)","2300","2180","30340","26820"
"In post","2022","HM Revenue and Customs","City of Edinburgh","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Conwy and Denbighshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Croydon","HM Revenue and Customs (excl. agencies)","2790","2650","42550","37930"
"In post","2022","HM Revenue and Customs","Croydon","Valuation Office Agency","210","200","38470","34630"
"In post","2022","HM Revenue and Customs","Darlington","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Derby","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Devon CC","Valuation Office Agency","60","60","38320","34000"
"In post","2022","HM Revenue and Customs","Dorset","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Durham","HM Revenue and Customs (excl. agencies)","430","380","24820","22080"
"In post","2022","HM Revenue and Customs","Durham","Valuation Office Agency","390","380","25640","22010"
"In post","2022","HM Revenue and Customs","East Cumbria","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","East Kent","HM Revenue and Customs (excl. agencies)","210","200","31560","28920"
"In post","2022","HM Revenue and Customs","East Kent","Valuation Office Agency","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","East Riding of Yorkshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","East Sussex CC","Valuation Office Agency","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Enfield","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Essex Haven Gateway","Valuation Office Agency","70","70","34410","31450"
"In post","2022","HM Revenue and Customs","Essex Thames Gateway","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Flintshire and Wrexham","Valuation Office Agency","70","70","39970","36120"
"In post","2022","HM Revenue and Customs","Glasgow City","HM Revenue and Customs (excl. agencies)","1780","1660","32750","33080"
"In post","2022","HM Revenue and Customs","Glasgow City","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Gloucestershire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Greater Manchester South West","HM Revenue and Customs (excl. agencies)","4470","4240","32610","28920"
"In post","2022","HM Revenue and Customs","Gwynedd","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Hackney and Newham","HM Revenue and Customs (excl. agencies)","4800","4580","43100","37930"
"In post","2022","HM Revenue and Customs","Haringey and Islington","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Harrow and Hillingdon","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Harrow and Hillingdon","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Hartlepool and Stockton-on-Tees","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Heart of Essex","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Hertfordshire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Inverness and Nairn, Moray, and Badenoch and Strathspey","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Kingston upon Hull, City of","Valuation Office Agency","70","60","32410","27080"
"In post","2022","HM Revenue and Customs","Lancaster and Wyre","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Leeds","HM Revenue and Customs (excl. agencies)","3810","3630","33880","33080"
"In post","2022","HM Revenue and Customs","Leeds","Valuation Office Agency","280","260","34390","31900"
"In post","2022","HM Revenue and Customs","Leicester","HM Revenue and Customs (excl. agencies)","250","230","29450","26820"
"In post","2022","HM Revenue and Customs","Leicestershire CC and Rutland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Lewisham and Southwark","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Lincolnshire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Liverpool","HM Revenue and Customs (excl. agencies)","4800","4480","30520","26820"
"In post","2022","HM Revenue and Customs","Luton","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Manchester","HM Revenue and Customs (excl. agencies)","2090","2000","35310","33370"
"In post","2022","HM Revenue and Customs","Manchester","Valuation Office Agency","160","150","38040","33370"
"In post","2022","HM Revenue and Customs","Merton, Kingston upon Thames and Sutton","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Mid Lancashire","HM Revenue and Customs (excl. agencies)","1670","1480","29400","22080"
"In post","2022","HM Revenue and Customs","Mid Lancashire","Valuation Office Agency","60","50","34570","31900"
"In post","2022","HM Revenue and Customs","Milton Keynes","HM Revenue and Customs (excl. agencies)","110","110","24570","21250"
"In post","2022","HM Revenue and Customs","Monmouthshire and Newport","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","North Lanarkshire","HM Revenue and Customs (excl. agencies)","1450","1270","27100","22080"
"In post","2022","HM Revenue and Customs","North Northamptonshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","North Nottinghamshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","North Yorkshire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Norwich and East Norfolk","Valuation Office Agency","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Nottingham","HM Revenue and Customs (excl. agencies)","3910","3710","34120","33080"
"In post","2022","HM Revenue and Customs","Nottingham","Valuation Office Agency","160","140","34330","31900"
"In post","2022","HM Revenue and Customs","Oxfordshire CC","Valuation Office Agency","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Peterborough","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Plymouth","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Plymouth","Valuation Office Agency","400","380","26250","22040"
"In post","2022","HM Revenue and Customs","Portsmouth","HM Revenue and Customs (excl. agencies)","950","830","29540","26820"
"In post","2022","HM Revenue and Customs","Redbridge and Waltham Forest","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Sefton","HM Revenue and Customs (excl. agencies)","1140","1040","32360","28920"
"In post","2022","HM Revenue and Customs","Sefton","Valuation Office Agency","130","130","33890","31900"
"In post","2022","HM Revenue and Customs","Sheffield","Valuation Office Agency","50","40","39290","38250"
"In post","2022","HM Revenue and Customs","Shropshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Somerset CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","South and West Derbyshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","South Hampshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","South Lanarkshire","HM Revenue and Customs (excl. agencies)","2200","1930","27160","22080"
"In post","2022","HM Revenue and Customs","South Nottinghamshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","South West Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Southampton","Valuation Office Agency","90","80","36440","33370"
"In post","2022","HM Revenue and Customs","Southend-on-Sea","HM Revenue and Customs (excl. agencies)","740","670","35900","33370"
"In post","2022","HM Revenue and Customs","Stoke-on-Trent","Valuation Office Agency","70","70","35480","32890"
"In post","2022","HM Revenue and Customs","Suffolk CC","HM Revenue and Customs (excl. agencies)","540","500","30910","28920"
"In post","2022","HM Revenue and Customs","Sunderland","HM Revenue and Customs (excl. agencies)","2330","1940","25650","22080"
"In post","2022","HM Revenue and Customs","Swansea","Valuation Office Agency","60","50","39140","33370"
"In post","2022","HM Revenue and Customs","Swindon","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Telford and Wrekin","HM Revenue and Customs (excl. agencies)","810","760","41910","40520"
"In post","2022","HM Revenue and Customs","Tower Hamlets","HM Revenue and Customs (excl. agencies)","230","210","52410","45090"
"In post","2022","HM Revenue and Customs","Tower Hamlets","Valuation Office Agency","330","310","45710","39050"
"In post","2022","HM Revenue and Customs","Tyneside","HM Revenue and Customs (excl. agencies)","8320","7620","31300","26820"
"In post","2022","HM Revenue and Customs","Tyneside","Valuation Office Agency","200","180","35560","31900"
"In post","2022","HM Revenue and Customs","Wandsworth","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Warrington","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","West Kent","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","West Northamptonshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","West Surrey","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","West Sussex (South West)","HM Revenue and Customs (excl. agencies)","620","560","35090","33370"
"In post","2022","HM Revenue and Customs","West Sussex (South West)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Westminster","HM Revenue and Customs (excl. agencies)","1190","1150","58220","62120"
"In post","2022","HM Revenue and Customs","Wiltshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Wirral","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Worcestershire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","York","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Barking & Dagenham and Havering","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Barnsley, Doncaster and Rotherham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Berkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Birmingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Blackpool","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Bristol, City of","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Cambridgeshire CC","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Camden and City of London","National Infrastructure Commission","50","50","[c]","[c]"
"In post","2022","HM Treasury","Camden and City of London","UK Debt Management Office","120","110","58090","51220"
"In post","2022","HM Treasury","Cardiff and Vale of Glamorgan","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Clackmannanshire and Fife","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Cornwall and Isles of Scilly","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Coventry","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Croydon","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Darlington","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Darlington","HM Treasury (excl. agencies)","110","110","42430","33760"
"In post","2022","HM Treasury","Dudley","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","East Kent","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","East Merseyside","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","East Sussex CC","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Essex Haven Gateway","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Glasgow City","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Greater Manchester North East","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Leeds","Government Internal Audit Agency","40","40","[c]","[c]"
"In post","2022","HM Treasury","Leicester","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Liverpool","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Manchester","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","North and North East Lincolnshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Norwich and East Norfolk","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Norwich and East Norfolk","HM Treasury (excl. agencies)","60","60","28370","24000"
"In post","2022","HM Treasury","Nottingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Plymouth","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Sefton","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Sheffield","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","South West Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Southend-on-Sea","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Staffordshire CC","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Swansea","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Swindon","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tyneside","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Westminster","Government Internal Audit Agency","170","160","52020","51820"
"In post","2022","HM Treasury","Westminster","HM Treasury (excl. agencies)","1940","1900","48380","52500"
"In post","2022","HM Treasury","Westminster","Office for Budget Responsibility","40","40","[c]","[c]"
"In post","2022","HM Treasury","Wiltshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Wirral","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","York","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Aberdeen City and Aberdeenshire","Home Office","40","30","[c]","[c]"
"In post","2022","Home Office","Antrim and Newtownabbey","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Ards and North Down","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Barking & Dagenham and Havering","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Barnet","Home Office","160","160","44960","41970"
"In post","2022","Home Office","Barnsley, Doncaster and Rotherham","Home Office","50","40","[c]","[c]"
"In post","2022","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","230","200","28290","25590"
"In post","2022","Home Office","Bedford","Home Office","120","110","29180","26120"
"In post","2022","Home Office","Belfast","Home Office","420","390","25420","24880"
"In post","2022","Home Office","Berkshire","Home Office","50","40","[c]","[c]"
"In post","2022","Home Office","Bexley and Greenwich","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Birmingham","Home Office","150","140","29830","25310"
"In post","2022","Home Office","Bournemouth, Christchurch and Poole","Home Office","80","70","28300","27260"
"In post","2022","Home Office","Bradford","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Breckland and South Norfolk","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Brent","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Bridgend and Neath Port Talbot","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Brighton and Hove","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Bristol, City of","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Buckinghamshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Calderdale and Kirklees","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cambridgeshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Camden and City of London","Home Office","300","280","35750","31520"
"In post","2022","Home Office","Cardiff and Vale of Glamorgan","Home Office","390","370","29520","25690"
"In post","2022","Home Office","Causeway Coast and Glens","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Central Bedfordshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Central Hampshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Central Valleys","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cheshire East","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cheshire West and Chester","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Chorley and West Lancashire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","City of Edinburgh","Home Office","200","180","28290","25310"
"In post","2022","Home Office","Clackmannanshire and Fife","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Conwy and Denbighshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cornwall and Isles of Scilly","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Coventry","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Croydon","Home Office","5600","5330","39040","35070"
"In post","2022","Home Office","Darlington","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Derby","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Devon CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Dorset","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Dudley","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Dumfries and Galloway","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Durham","Home Office","860","730","25020","21680"
"In post","2022","Home Office","Ealing","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Ayrshire and North Ayrshire mainland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Cumbria","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Derbyshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Kent","Home Office","2500","2300","27390","25310"
"In post","2022","Home Office","East Lancashire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Merseyside","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Riding of Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Surrey","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","East Sussex CC","Home Office","60","50","27520","26860"
"In post","2022","Home Office","Enfield","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Essex Haven Gateway","Home Office","150","130","26520","25220"
"In post","2022","Home Office","Essex Thames Gateway","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Falkirk","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Flintshire and Wrexham","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Glasgow City","Home Office","720","680","27400","24890"
"In post","2022","Home Office","Gloucestershire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Greater Manchester North East","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Greater Manchester South East","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Greater Manchester South West","Home Office","990","960","34530","30820"
"In post","2022","Home Office","Gwent Valleys","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Gwynedd","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hackney and Newham","Home Office","150","140","31930","30460"
"In post","2022","Home Office","Haringey and Islington","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Harrow and Hillingdon","Home Office","2150","1950","31400","29080"
"In post","2022","Home Office","Hartlepool and Stockton-on-Tees","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Heart of Essex","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Herefordshire, County of","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hertfordshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hounslow and Richmond upon Thames","Home Office","630","590","31440","29010"
"In post","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","Home Office","160","150","28860","27370"
"In post","2022","Home Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Isle of Anglesey","Home Office","50","50","26760","25040"
"In post","2022","Home Office","Kensington & Chelsea and Hammersmith & Fulham","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kent Thames Gateway","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kingston upon Hull, City of","Home Office","140","130","27260","25310"
"In post","2022","Home Office","Lambeth","Home Office","70","60","50030","44030"
"In post","2022","Home Office","Lancaster and Wyre","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Leeds","Home Office","820","780","28950","25490"
"In post","2022","Home Office","Leicester","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Leicestershire CC and Rutland","Home Office","220","210","28570","26170"
"In post","2022","Home Office","Lewisham and Southwark","Home Office","200","200","34200","29080"
"In post","2022","Home Office","Lincolnshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Lisburn and Castlereagh","Home Office","120","120","28520","25310"
"In post","2022","Home Office","Liverpool","Home Office","4030","3750","27290","24890"
"In post","2022","Home Office","Luton","Home Office","150","140","29550","27370"
"In post","2022","Home Office","Manchester","Home Office","730","700","28750","26160"
"In post","2022","Home Office","Merton, Kingston upon Thames and Sutton","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Mid and East Antrim","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Mid Kent","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Milton Keynes","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Monmouthshire and Newport","Home Office","180","150","27130","21680"
"In post","2022","Home Office","Newry, Mourne and Down","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North and North East Lincolnshire","Home Office","150","140","25870","24890"
"In post","2022","Home Office","North and West Norfolk","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Hampshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Lanarkshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Nottinghamshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Yorkshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Northumberland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Norwich and East Norfolk","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Nottingham","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","Home Office","300","300","30510","27370"
"In post","2022","Home Office","Oxfordshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Peterborough","Home Office","510","450","24930","21680"
"In post","2022","Home Office","Plymouth","Home Office","100","90","29280","27330"
"In post","2022","Home Office","Portsmouth","Home Office","460","440","29570","26410"
"In post","2022","Home Office","Powys","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Redbridge and Waltham Forest","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Sandwell","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Sefton","Home Office","1450","1340","25770","24880"
"In post","2022","Home Office","Sheffield","Home Office","2640","2450","28910","24890"
"In post","2022","Home Office","Shropshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Solihull","Home Office","840","780","28550","25310"
"In post","2022","Home Office","Somerset CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South and West Derbyshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Ayrshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Hampshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Lanarkshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Nottinghamshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Teesside","Home Office","100","100","26270","25220"
"In post","2022","Home Office","South West Wales","Home Office","50","40","[c]","[c]"
"In post","2022","Home Office","Southampton","Home Office","90","80","27940","25310"
"In post","2022","Home Office","Staffordshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Stoke-on-Trent","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Suffolk CC","Home Office","260","250","26850","25350"
"In post","2022","Home Office","Sunderland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Swansea","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Swindon","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Thurrock","Home Office","260","250","25740","25040"
"In post","2022","Home Office","Torbay","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Tower Hamlets","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Tyneside","Home Office","380","370","28380","25220"
"In post","2022","Home Office","Wakefield","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Walsall","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wandsworth","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Warrington","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Warwickshire CC","Home Office","90","90","25470","24880"
"In post","2022","Home Office","West Cumbria","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Essex","Home Office","420","360","29790","27370"
"In post","2022","Home Office","West Kent","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Lothian","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Surrey","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Sussex (North East)","Home Office","790","690","28970","27030"
