"Status","Year","Region_ITL2","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Male","Department for Work and Pensions (excl. agencies)","150","150","29530","27570"
"New entrant CS","2021","Unknown","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","HM Revenue and Customs (excl. agencies)","110","110","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Department for Work and Pensions (excl. agencies)","190","190","24800","27570"
"New entrant CS","2021","West Central Scotland","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Office of Gas and Electricity Markets","80","80","27270","23450"
"New entrant CS","2021","West Central Scotland","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Scottish Government (excl. agencies)","80","80","37540","35110"
"New entrant CS","2021","West Central Scotland","Female","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Scottish Prison Service","40","30","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Social Security Scotland","190","180","24540","20060"
"New entrant CS","2021","West Central Scotland","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Department for Work and Pensions (excl. agencies)","120","120","23830","21010"
"New entrant CS","2021","West Central Scotland","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Ministry of Defence (excl. agencies)","80","80","24620","23540"
"New entrant CS","2021","West Central Scotland","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Office of Gas and Electricity Markets","90","90","31900","25000"
"New entrant CS","2021","West Central Scotland","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Scottish Government (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Scottish Prison Service","50","50","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Social Security Scotland","140","130","26840","20060"
"New entrant CS","2021","West Central Scotland","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Crown Prosecution Service","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Department for Work and Pensions (excl. agencies)","350","340","26350","27570"
"New entrant CS","2021","West Midlands","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","HM Courts and Tribunals Service","70","60","21210","19930"
"New entrant CS","2021","West Midlands","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","HM Prison and Probation Service","100","90","22380","22920"
"New entrant CS","2021","West Midlands","Female","HM Revenue and Customs (excl. agencies)","140","140","22220","20140"
"New entrant CS","2021","West Midlands","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Public Health England","90","80","30360","28590"
"New entrant CS","2021","West Midlands","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Department for Education (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Department for Work and Pensions (excl. agencies)","230","230","24980","27570"
"New entrant CS","2021","West Midlands","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","HM Courts and Tribunals Service","60","60","26140","22570"
"New entrant CS","2021","West Midlands","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","HM Revenue and Customs (excl. agencies)","130","130","23370","20140"
"New entrant CS","2021","West Midlands","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Department for Work and Pensions (excl. agencies)","200","190","24530","27570"
"New entrant CS","2021","West Wales and The Valleys","Female","Driver and Vehicle Licensing Agency","170","150","21940","18060"
"New entrant CS","2021","West Wales and The Valleys","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","HM Land Registry","50","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Welsh Government (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Department for Work and Pensions (excl. agencies)","150","150","23660","21010"
"New entrant CS","2021","West Wales and The Valleys","Male","Driver and Vehicle Licensing Agency","170","160","25710","21590"
"New entrant CS","2021","West Wales and The Valleys","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Department for Work and Pensions (excl. agencies)","530","520","26860","27570"
"New entrant CS","2021","West Yorkshire","Female","Department of Health and Social Care (excl. agencies)","190","180","36940","30920"
"New entrant CS","2021","West Yorkshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","HM Courts and Tribunals Service","50","50","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","HM Prison and Probation Service","140","130","23090","22850"
"New entrant CS","2021","West Yorkshire","Female","HM Revenue and Customs (excl. agencies)","190","190","23990","20140"
"New entrant CS","2021","West Yorkshire","Female","Home Office (incl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Ministry of Justice (excl. agencies)","60","60","28340","27520"
"New entrant CS","2021","West Yorkshire","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Public Health England","50","30","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Department for Work and Pensions (excl. agencies)","430","430","27340","27570"
"New entrant CS","2021","West Yorkshire","Male","Department of Health and Social Care (excl. agencies)","110","110","39120","34810"
"New entrant CS","2021","West Yorkshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","HM Prison and Probation Service","100","100","21990","21220"
"New entrant CS","2021","West Yorkshire","Male","HM Revenue and Customs (excl. agencies)","260","260","23470","20140"
"New entrant CS","2021","West Yorkshire","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Department for Work and Pensions (excl. agencies)","100","100","27710","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","HM Prison and Probation Service","220","210","27870","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
