"Status","Year","Responsibility_level","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Male","Debt","440","430","20290","20140"
"New entrant CS","2021","AA/AO","Male","Digital, Data & Technology","50","50","21420","21040"
"New entrant CS","2021","AA/AO","Male","Finance","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Male","Human Resources","60","60","20450","20800"
"New entrant CS","2021","AA/AO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Male","Legal","110","110","20420","20120"
"New entrant CS","2021","AA/AO","Male","No function","4620","4540","22130","21050"
"New entrant CS","2021","AA/AO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Male","Property","140","130","21450","20880"
"New entrant CS","2021","AA/AO","Male","Security","480","480","25270","23540"
"New entrant CS","2021","AA/AO","Male","Unknown","3430","3410","21420","21010"
"New entrant CS","2021","AA/AO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Female","Analysis","90","90","26130","26210"
"New entrant CS","2021","EO","Female","Commercial","50","50","25830","26350"
"New entrant CS","2021","EO","Female","Communications","360","350","25830","25560"
"New entrant CS","2021","EO","Female","Counter Fraud","50","50","26220","25560"
"New entrant CS","2021","EO","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Female","Digital, Data & Technology","140","140","26290","26180"
"New entrant CS","2021","EO","Female","Finance","110","100","25180","26350"
"New entrant CS","2021","EO","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Female","Human Resources","150","150","25800","26300"
"New entrant CS","2021","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Female","Legal","140","140","26860","26950"
"New entrant CS","2021","EO","Female","No function","1940","1900","26370","25970"
"New entrant CS","2021","EO","Female","Project Delivery","220","210","24090","25560"
"New entrant CS","2021","EO","Female","Property","80","70","25170","24920"
"New entrant CS","2021","EO","Female","Security","40","40","[c]","[c]"
"New entrant CS","2021","EO","Female","Unknown","7530","7280","28450","27570"
"New entrant CS","2021","EO","Male","Analysis","100","100","26800","27000"
"New entrant CS","2021","EO","Male","Commercial","50","50","25570","26350"
"New entrant CS","2021","EO","Male","Communications","410","410","25530","25560"
"New entrant CS","2021","EO","Male","Counter Fraud","50","50","26390","25560"
"New entrant CS","2021","EO","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Male","Digital, Data & Technology","240","240","26490","26130"
"New entrant CS","2021","EO","Male","Finance","80","80","24190","25000"
"New entrant CS","2021","EO","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Male","Human Resources","60","60","25840","26430"
"New entrant CS","2021","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Male","Legal","70","70","27070","26950"
"New entrant CS","2021","EO","Male","No function","1280","1270","27020","26200"
"New entrant CS","2021","EO","Male","Project Delivery","240","240","22640","23230"
"New entrant CS","2021","EO","Male","Property","90","90","25840","25000"
"New entrant CS","2021","EO","Male","Security","80","70","27090","26000"
"New entrant CS","2021","EO","Male","Unknown","4970","4930","28220","27570"
"New entrant CS","2021","EO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Commercial","60","50","66650","57500"
"New entrant CS","2021","G6/G7","Female","Communications","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Digital, Data & Technology","170","160","56680","54700"
"New entrant CS","2021","G6/G7","Female","Finance","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Human Resources","80","80","56740","55000"
"New entrant CS","2021","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Legal","250","240","53710","51250"
"New entrant CS","2021","G6/G7","Female","No function","590","560","56710","53380"
"New entrant CS","2021","G6/G7","Female","Project Delivery","120","110","55450","53500"
"New entrant CS","2021","G6/G7","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Unknown","370","340","58460","56120"
"New entrant CS","2021","G6/G7","Male","Analysis","70","70","59270","56320"
"New entrant CS","2021","G6/G7","Male","Commercial","70","70","69920","63130"
"New entrant CS","2021","G6/G7","Male","Communications","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Digital, Data & Technology","320","310","57700","54990"
"New entrant CS","2021","G6/G7","Male","Finance","50","50","59480","57910"
"New entrant CS","2021","G6/G7","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Legal","170","160","53460","50520"
"New entrant CS","2021","G6/G7","Male","No function","570","550","57470","54500"
"New entrant CS","2021","G6/G7","Male","Project Delivery","150","150","56310","54520"
"New entrant CS","2021","G6/G7","Male","Property","60","60","56500","54540"
"New entrant CS","2021","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Unknown","430","420","60220","57430"
"New entrant CS","2021","G6/G7","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Commercial","70","60","77720","71000"
"New entrant CS","2021","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","No function","90","70","92430","87250"
"New entrant CS","2021","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Commercial","90","90","85060","72000"
"New entrant CS","2021","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","No function","100","90","99500","90000"
"New entrant CS","2021","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Analysis","380","370","33560","32540"
"New entrant CS","2021","SEO/HEO","Female","Commercial","150","140","36940","36590"
"New entrant CS","2021","SEO/HEO","Female","Communications","210","200","35110","33210"
"New entrant CS","2021","SEO/HEO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Digital, Data & Technology","350","340","36010","35500"
"New entrant CS","2021","SEO/HEO","Female","Finance","210","210","36450","36570"
"New entrant CS","2021","SEO/HEO","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Human Resources","220","210","34250","33470"
"New entrant CS","2021","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Legal","240","240","34870","36800"
"New entrant CS","2021","SEO/HEO","Female","No function","3000","2840","33680","32790"
"New entrant CS","2021","SEO/HEO","Female","Project Delivery","380","370","35410","34710"
"New entrant CS","2021","SEO/HEO","Female","Property","90","80","35350","34780"
"New entrant CS","2021","SEO/HEO","Female","Security","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Unknown","990","960","35720","35050"
"New entrant CS","2021","SEO/HEO","Male","Analysis","380","380","33670","32750"
"New entrant CS","2021","SEO/HEO","Male","Commercial","130","130","37390","36800"
"New entrant CS","2021","SEO/HEO","Male","Communications","170","170","34310","31810"
"New entrant CS","2021","SEO/HEO","Male","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Digital, Data & Technology","510","510","36670","36500"
"New entrant CS","2021","SEO/HEO","Male","Finance","170","160","35840","34550"
"New entrant CS","2021","SEO/HEO","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Human Resources","90","80","33790","33060"
"New entrant CS","2021","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Legal","130","130","34990","37230"
"New entrant CS","2021","SEO/HEO","Male","No function","2100","2060","34110","33210"
"New entrant CS","2021","SEO/HEO","Male","Project Delivery","520","520","36510","36030"
"New entrant CS","2021","SEO/HEO","Male","Property","160","160","34530","33150"
"New entrant CS","2021","SEO/HEO","Male","Security","60","60","35820","34550"
"New entrant CS","2021","SEO/HEO","Male","Unknown","860","850","36080","35310"
"New entrant CS","2021","SEO/HEO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","No function","1120","1030","22850","22920"
"New entrant CS","2021","Unknown","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","220","220","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","No function","310","280","23210","22920"
"New entrant CS","2021","Unknown","Male","Project Delivery","120","120","35670","33000"
"New entrant CS","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Unknown","120","120","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Analysis","90","80","22000","21260"
"New entrant CS","2022","AA/AO","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Communications","80","80","21440","21250"
"New entrant CS","2022","AA/AO","Female","Counter Fraud","300","280","22310","21260"
"New entrant CS","2022","AA/AO","Female","Debt","590","560","21290","21250"
"New entrant CS","2022","AA/AO","Female","Digital, Data & Technology","130","130","20810","21170"
"New entrant CS","2022","AA/AO","Female","Finance","100","90","21140","21250"
"New entrant CS","2022","AA/AO","Female","Grants Management","280","260","21240","21300"
"New entrant CS","2022","AA/AO","Female","Human Resources","220","210","21310","21170"
"New entrant CS","2022","AA/AO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Legal","240","240","21410","21250"
"New entrant CS","2022","AA/AO","Female","No function","9290","8910","21960","21260"
"New entrant CS","2022","AA/AO","Female","Project Delivery","90","80","21220","21300"
"New entrant CS","2022","AA/AO","Female","Property","180","180","21440","21750"
"New entrant CS","2022","AA/AO","Female","Security","90","90","23440","23540"
"New entrant CS","2022","AA/AO","Female","Unknown","1870","1790","21780","21260"
"New entrant CS","2022","AA/AO","Male","Analysis","100","100","21440","21260"
"New entrant CS","2022","AA/AO","Male","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Communications","80","80","21500","21250"
"New entrant CS","2022","AA/AO","Male","Counter Fraud","240","240","22170","21260"
"New entrant CS","2022","AA/AO","Male","Debt","390","380","21280","21250"
"New entrant CS","2022","AA/AO","Male","Digital, Data & Technology","150","150","20370","21110"
"New entrant CS","2022","AA/AO","Male","Finance","80","70","21180","21250"
"New entrant CS","2022","AA/AO","Male","Grants Management","200","200","21190","21300"
"New entrant CS","2022","AA/AO","Male","Human Resources","90","90","21400","21170"
"New entrant CS","2022","AA/AO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Legal","80","80","21320","21250"
"New entrant CS","2022","AA/AO","Male","No function","7210","7080","22420","21260"
"New entrant CS","2022","AA/AO","Male","Project Delivery","50","50","21270","21260"
"New entrant CS","2022","AA/AO","Male","Property","140","140","21770","21750"
"New entrant CS","2022","AA/AO","Male","Security","390","390","25430","25000"
"New entrant CS","2022","AA/AO","Male","Unknown","1350","1330","21670","21260"
"New entrant CS","2022","EO","Female","Analysis","140","130","26890","26670"
"New entrant CS","2022","EO","Female","Commercial","140","130","26070","26350"
"New entrant CS","2022","EO","Female","Communications","410","390","26750","26590"
"New entrant CS","2022","EO","Female","Counter Fraud","460","450","27610","27570"
"New entrant CS","2022","EO","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Digital, Data & Technology","210","200","26500","26590"
"New entrant CS","2022","EO","Female","Finance","180","160","25410","25120"
"New entrant CS","2022","EO","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Human Resources","280","260","26110","26350"
"New entrant CS","2022","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Legal","220","210","27160","26950"
"New entrant CS","2022","EO","Female","No function","4650","4480","27490","27570"
"New entrant CS","2022","EO","Female","Project Delivery","230","230","24250","24750"
"New entrant CS","2022","EO","Female","Property","140","130","25260","25000"
"New entrant CS","2022","EO","Female","Security","70","60","26060","26350"
"New entrant CS","2022","EO","Female","Unknown","1790","1710","27210","27230"
"New entrant CS","2022","EO","Male","Analysis","140","130","26640","26350"
"New entrant CS","2022","EO","Male","Commercial","80","80","25490","26130"
"New entrant CS","2022","EO","Male","Communications","390","380","26600","26590"
"New entrant CS","2022","EO","Male","Counter Fraud","390","390","27720","27570"
"New entrant CS","2022","EO","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Digital, Data & Technology","380","380","26530","26370"
"New entrant CS","2022","EO","Male","Finance","150","140","25280","25000"
"New entrant CS","2022","EO","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Human Resources","110","110","26250","26880"
"New entrant CS","2022","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Legal","90","90","27360","26950"
"New entrant CS","2022","EO","Male","No function","3420","3370","27580","27570"
"New entrant CS","2022","EO","Male","Project Delivery","270","270","22240","23240"
"New entrant CS","2022","EO","Male","Property","130","130","25600","25000"
"New entrant CS","2022","EO","Male","Security","130","120","28070","26350"
"New entrant CS","2022","EO","Male","Unknown","1570","1490","27510","27230"
"New entrant CS","2022","G6/G7","Female","Analysis","60","50","55590","53360"
"New entrant CS","2022","G6/G7","Female","Commercial","130","120","63190","62400"
"New entrant CS","2022","G6/G7","Female","Communications","60","50","57140","54270"
"New entrant CS","2022","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Digital, Data & Technology","220","220","53700","53360"
"New entrant CS","2022","G6/G7","Female","Finance","80","80","55430","54110"
"New entrant CS","2022","G6/G7","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Human Resources","110","110","55110","53290"
"New entrant CS","2022","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Legal","250","230","53880","52080"
"New entrant CS","2022","G6/G7","Female","No function","830","790","55740","53210"
"New entrant CS","2022","G6/G7","Female","Project Delivery","100","100","55390","54110"
"New entrant CS","2022","G6/G7","Female","Property","60","50","55190","54140"
"New entrant CS","2022","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Unknown","350","330","57950","55000"
"New entrant CS","2022","G6/G7","Male","Analysis","90","80","59110","54910"
"New entrant CS","2022","G6/G7","Male","Commercial","130","120","70090","70000"
"New entrant CS","2022","G6/G7","Male","Communications","30","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Digital, Data & Technology","450","440","56100","54700"
"New entrant CS","2022","G6/G7","Male","Finance","70","70","55870","54070"
"New entrant CS","2022","G6/G7","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Human Resources","60","50","57010","55740"
"New entrant CS","2022","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Legal","120","120","53670","51200"
"New entrant CS","2022","G6/G7","Male","No function","700","690","55970","53380"
"New entrant CS","2022","G6/G7","Male","Project Delivery","160","160","56960","54110"
"New entrant CS","2022","G6/G7","Male","Property","100","90","56710","54490"
"New entrant CS","2022","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Unknown","350","340","59550","57430"
"New entrant CS","2022","SCS","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","No function","100","90","94210","89320"
"New entrant CS","2022","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","No function","80","80","98510","87000"
"New entrant CS","2022","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Analysis","430","410","34030","33000"
"New entrant CS","2022","SEO/HEO","Female","Commercial","250","210","35170","35000"
"New entrant CS","2022","SEO/HEO","Female","Communications","260","260","35810","34260"
"New entrant CS","2022","SEO/HEO","Female","Counter Fraud","70","60","35110","33080"
"New entrant CS","2022","SEO/HEO","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Digital, Data & Technology","540","520","35690","35310"
"New entrant CS","2022","SEO/HEO","Female","Finance","280","250","36130","36120"
"New entrant CS","2022","SEO/HEO","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Human Resources","320","310","34280","33080"
"New entrant CS","2022","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Legal","160","150","40040","40000"
"New entrant CS","2022","SEO/HEO","Female","No function","3820","3690","34060","33080"
"New entrant CS","2022","SEO/HEO","Female","Project Delivery","380","370","35220","34710"
"New entrant CS","2022","SEO/HEO","Female","Property","150","140","35830","34260"
"New entrant CS","2022","SEO/HEO","Female","Security","70","70","35150","33570"
"New entrant CS","2022","SEO/HEO","Female","Unknown","1170","1130","36070","35050"
"New entrant CS","2022","SEO/HEO","Male","Analysis","440","420","33770","33080"
"New entrant CS","2022","SEO/HEO","Male","Commercial","190","160","36190","36360"
"New entrant CS","2022","SEO/HEO","Male","Communications","190","190","34820","33080"
"New entrant CS","2022","SEO/HEO","Male","Counter Fraud","120","120","34920","33080"
"New entrant CS","2022","SEO/HEO","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Digital, Data & Technology","780","750","36240","35900"
"New entrant CS","2022","SEO/HEO","Male","Finance","220","210","36500","36500"
"New entrant CS","2022","SEO/HEO","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Human Resources","150","140","34480","33000"
"New entrant CS","2022","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Legal","80","80","39540","40300"
"New entrant CS","2022","SEO/HEO","Male","No function","2980","2940","34100","33080"
"New entrant CS","2022","SEO/HEO","Male","Project Delivery","520","520","36800","36720"
"New entrant CS","2022","SEO/HEO","Male","Property","220","220","35240","33000"
"New entrant CS","2022","SEO/HEO","Male","Security","100","100","35550","34260"
"New entrant CS","2022","SEO/HEO","Male","Unknown","960","950","36160","35050"
"New entrant CS","2022","SEO/HEO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","No function","6470","5950","28000","24800"
"New entrant CS","2022","Unknown","Female","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","No function","2370","2180","30020","27980"
"New entrant CS","2022","Unknown","Male","Project Delivery","130","130","36970","33000"
"New entrant CS","2022","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","140","130","21390","16190"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
