"Status","Year","Organisation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","Department for Environment, Food and Rural Affairs","70","60","26820","25460"
"New entrant CS","2022","Charity Commission","Sefton","Charity Commission","70","70","26450","24440"
"New entrant CS","2022","Charity Commission","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Ards and North Down","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Barnsley, Doncaster and Rotherham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Belfast","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Berkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Birmingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","140","140","27360","20100"
"New entrant CS","2022","Companies House","Central Valleys","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Cheshire West and Chester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","East Lothian and Midlothian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Glasgow City","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Lincolnshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Lisburn and Castlereagh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Merton, Kingston upon Thames and Sutton","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Milton Keynes","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Oxfordshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Plymouth","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Torbay","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Belfast","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","City of Edinburgh","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Tower Hamlets","Competition and Markets Authority","130","130","45020","35850"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Glasgow City","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","North and West Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Birmingham","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Bristol, City of","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Liverpool","Cabinet Office","60","60","30560","30420"
"New entrant CS","2022","Crown Commercial Service","Monmouthshire and Newport","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Norwich and East Norfolk","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Swindon","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Tower Hamlets","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Wakefield","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Angus and Dundee City","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","City of Edinburgh","Scottish Government","110","110","26450","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Falkirk","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Glasgow City","Scottish Government","80","80","26330","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","North Lanarkshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Perth and Kinross, and Stirling","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Borders","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","South Lanarkshire","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Berkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Bexley and Greenwich","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Birmingham","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Brighton and Hove","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Bristol, City of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Cambridgeshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Camden and City of London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Cardiff and Vale of Glamorgan","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Croydon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Devon CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","East Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","East Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Flintshire and Wrexham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Harrow and Hillingdon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Heart of Essex","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Hertfordshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Hounslow and Richmond upon Thames","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Kingston upon Hull, City of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Leeds","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Leicester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Lewisham and Southwark","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Lincolnshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Liverpool","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Manchester","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Mid Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Mid Lancashire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Norwich and East Norfolk","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Nottingham","Attorney General's Departments","50","50","30370","25480"
"New entrant CS","2022","Crown Prosecution Service","Portsmouth","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Redbridge and Waltham Forest","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Sheffield","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","South Hampshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Stoke-on-Trent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Swansea","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Tyneside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Wakefield","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Warrington","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","West Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","West Surrey","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Westminster","Attorney General's Departments","180","180","33770","26970"
"New entrant CS","2022","Crown Prosecution Service","Wiltshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","York","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","760","750","30790","27540"
"New entrant CS","2022","Defence Equipment and Support","Birmingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Central Bedfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Clackmannanshire and Fife","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Dorset","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Glasgow City","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Inverness and Nairn, Moray, and Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Isle of Anglesey","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Lincolnshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","North Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","North Yorkshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Oxfordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Sandwell","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Somerset CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Southend-on-Sea","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Suffolk CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Warwickshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Wiltshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Wirral","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Central Hampshire","Ministry of Defence","220","220","31060","27010"
"New entrant CS","2022","Defence Science and Technology Laboratory","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","West Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Wiltshire","Ministry of Defence","420","410","29940","27010"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester South West","Department for Business, Energy and Industrial Strategy","110","110","34670","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Leeds","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Nottingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Swindon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","Department for Business, Energy and Industrial Strategy","480","470","37690","33570"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Birmingham","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Bristol, City of","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","City of Edinburgh","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Glasgow City","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Leeds","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Liverpool","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Manchester","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Nottingham","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Tyneside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Westminster","Department for Digital, Culture, Media and Sport","320","320","35230","34020"
"New entrant CS","2022","Department for Education (excl. agencies)","Birmingham","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Bristol, City of","Department for Education","50","50","37920","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Bromley","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Cambridgeshire CC","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Chorley and West Lancashire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Clackmannanshire and Fife","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Conwy and Denbighshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Coventry","Department for Education","90","90","32470","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Croydon","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Darlington","Department for Education","80","80","31680","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Devon CC","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Durham","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","East Riding of Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","East Sussex CC","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Gloucestershire CC","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Greater Manchester South West","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Gwynedd","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Haringey and Islington","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Hertfordshire CC","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Lancaster and Wyre","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Leeds","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Leicestershire CC and Rutland","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Manchester","Department for Education","160","160","32700","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Mid Lancashire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Nottingham","Department for Education","50","50","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Perth and Kinross, and Stirling","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Sheffield","Department for Education","140","140","31390","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Solihull","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","South Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Staffordshire CC","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Tyneside","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Wakefield","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Warwickshire CC","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","West Kent","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","West Surrey","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","West Sussex (North East)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Westminster","Department for Education","150","150","36830","32940"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Aberdeen City and Aberdeenshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Ards and North Down","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnet","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bournemouth, Christchurch and Poole","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bradford","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Breckland and South Norfolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Department for Environment, Food and Rural Affairs","250","250","36730","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Buckinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Camden and City of London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Bedfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Chorley and West Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
