"Status","Year","Organisation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Operational Delivery","530","520","22330","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Tax","280","270","25910","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Unknown","100","100","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Operational Delivery","130","130","23100","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Tax","230","230","27040","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Operational Delivery","490","480","23460","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Tax","260","250","25860","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Unknown","150","140","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Tax","90","90","34290","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","Unknown","60","60","31250","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Operational Delivery","140","130","21250","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Tax","50","50","21940","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Operational Delivery","50","50","27410","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Tax","110","110","29370","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Operational Delivery","370","360","23090","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Tax","220","210","28560","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Unknown","100","90","25790","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Finance","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Operational Delivery","330","310","22820","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Tax","260","250","26790","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Unknown","120","110","29280","26590"
"New entrant CS","2022","HM Treasury (excl. agencies)","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","East Anglia","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","East Anglia","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Economics","40","40","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Policy","140","140","31500","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Policy","40","40","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Bedfordshire and Hertfordshire","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Home Office","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Cumbria","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Devon","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Anglia","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Wales","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","East Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Wales","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Essex","Operational Delivery","50","40","26290","24880"
"New entrant CS","2022","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Operational Delivery","70","60","27650","24880"
"New entrant CS","2022","Home Office","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hampshire and Isle of Wight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - East","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - East","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Other","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Policy","80","80","39100","35050"
"New entrant CS","2022","Home Office","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Kent","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Kent","Operational Delivery","170","160","24890","24880"
"New entrant CS","2022","Home Office","Kent","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leicestershire, Rutland and Northamptonshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Leicestershire, Rutland and Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Operational Delivery","280","270","23190","24880"
"New entrant CS","2022","Home Office","Merseyside","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","North Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Northern Ireland","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Northumberland, and Tyne and Wear","Operational Delivery","60","60","25310","24880"
"New entrant CS","2022","Home Office","Northumberland, and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Northumberland, and Tyne and Wear","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Digital, Data and Technology","130","130","46830","41950"
"New entrant CS","2022","Home Office","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Operational Delivery","140","130","29150","28650"
"New entrant CS","2022","Home Office","Outer London - South","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Project Delivery","60","60","36850","35050"
"New entrant CS","2022","Home Office","Outer London - South","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - South","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - West and North West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - West and North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - West and North West","Operational Delivery","130","120","29530","28650"
"New entrant CS","2022","Home Office","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outer London - West and North West","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Shropshire and Staffordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Economics","[c]","[c]","[c]","[c]"
