"Status","Year","Age","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Heterosexual / straight","140","130","37010","35690"
"Leaver CS","2021","30-39","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","240","220","25730","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Unknown","240","210","27190","27570"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Heterosexual / straight","70","60","29030","22340"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","Heterosexual / straight","300","280","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","Unknown","180","170","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","Unknown","630","540","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Heterosexual / straight","120","110","34690","27880"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Met Office","LGBO","[c]","[c]","[c]","[c]"
