"Status","Year","Region_ITL2","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Inner London - East","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Knowledge and Information Management","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Medicine","SCS","50","50","98150","95430"
"Leaver CS","2022","Inner London - East","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Operational Delivery","AA/AO","270","260","22910","23420"
"Leaver CS","2022","Inner London - East","Operational Delivery","EO","370","350","29510","31060"
"Leaver CS","2022","Inner London - East","Operational Delivery","G6/G7","200","190","58730","56260"
"Leaver CS","2022","Inner London - East","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Operational Delivery","SEO/HEO","320","300","37530","37460"
"Leaver CS","2022","Inner London - East","Operational Delivery","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other","EO","50","40","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other","G6/G7","50","50","61810","60240"
"Leaver CS","2022","Inner London - East","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - East","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Science and Engineering","G6/G7","60","50","55070","52610"
"Leaver CS","2022","Inner London - East","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Science and Engineering","SEO/HEO","120","100","36240","36330"
"Leaver CS","2022","Inner London - East","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","AA/AO","90","70","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","EO","120","110","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","G6/G7","110","100","59790","58360"
"Leaver CS","2022","Inner London - East","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","SEO/HEO","100","90","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","SEO/HEO","90","80","39610","38530"
"Leaver CS","2022","Inner London - West","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data and Technology","G6/G7","70","60","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data and Technology","SEO/HEO","80","60","[c]","[c]"
"Leaver CS","2022","Inner London - West","Economics","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Economics","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","SEO/HEO","60","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","International Trade","EO","40","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal","G6/G7","170","160","58430","55000"
"Leaver CS","2022","Inner London - West","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Operational Delivery","AA/AO","370","350","22880","23500"
"Leaver CS","2022","Inner London - West","Operational Delivery","EO","230","200","28920","28670"
"Leaver CS","2022","Inner London - West","Operational Delivery","G6/G7","190","180","59240","56610"
"Leaver CS","2022","Inner London - West","Operational Delivery","SCS","50","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Operational Delivery","SEO/HEO","320","300","37120","36800"
"Leaver CS","2022","Inner London - West","Operational Delivery","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Operational Research","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other","AA/AO","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other","EO","90","80","28170","27500"
"Leaver CS","2022","Inner London - West","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Policy","AA/AO","60","60","[c]","[c]"
"Leaver CS","2022","Inner London - West","Policy","EO","140","120","28000","28500"
"Leaver CS","2022","Inner London - West","Policy","G6/G7","380","330","58630","56090"
"Leaver CS","2022","Inner London - West","Policy","SCS","60","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Policy","SEO/HEO","450","380","37420","36660"
"Leaver CS","2022","Inner London - West","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","AA/AO","130","80","22430","24490"
"Leaver CS","2022","Inner London - West","Unknown","EO","110","80","27290","28330"
"Leaver CS","2022","Inner London - West","Unknown","G6/G7","290","230","62180","59540"
"Leaver CS","2022","Inner London - West","Unknown","SCS","80","60","94730","89460"
"Leaver CS","2022","Inner London - West","Unknown","SEO/HEO","320","250","37350","35680"
"Leaver CS","2022","Inner London - West","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Operational Delivery","AA/AO","350","330","22240","21680"
"Leaver CS","2022","Kent","Operational Delivery","EO","190","170","29040","29290"
"Leaver CS","2022","Kent","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Operational Delivery","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Kent","Operational Delivery","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Kent","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Operational Delivery","AA/AO","510","450","21040","21260"
"Leaver CS","2022","Lancashire","Operational Delivery","EO","170","140","27240","27570"
"Leaver CS","2022","Lancashire","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Operational Delivery","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Lancashire","Operational Delivery","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Lancashire","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","AA/AO","140","120","21180","21260"
"Leaver CS","2022","Lancashire","Unknown","EO","40","40","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
