"Status","Year","Responsibility_level","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Somerset","South West (England)","90","90","20380","20170"
"New entrant CS","2021","AA/AO","South and West Derbyshire","East Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","South Hampshire","South East (England)","120","100","21000","19350"
"New entrant CS","2021","AA/AO","South Lanarkshire","Scotland","210","210","20170","20140"
"New entrant CS","2021","AA/AO","South Nottinghamshire","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","South Teesside","North East (England)","80","80","20840","21010"
"New entrant CS","2021","AA/AO","South West Wales","Wales","60","60","21150","21010"
"New entrant CS","2021","AA/AO","Southampton","South East (England)","60","50","21250","21590"
"New entrant CS","2021","AA/AO","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Staffordshire CC","West Midlands (England)","280","270","21940","21590"
"New entrant CS","2021","AA/AO","Stoke-on-Trent","West Midlands (England)","170","150","18980","18880"
"New entrant CS","2021","AA/AO","Suffolk","East of England","250","250","22370","21010"
"New entrant CS","2021","AA/AO","Sunderland","North East (England)","140","130","20220","20140"
"New entrant CS","2021","AA/AO","Swansea","Wales","400","360","20370","21590"
"New entrant CS","2021","AA/AO","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Telford and Wrekin","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Thurrock","East of England","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Tower Hamlets","London","110","110","22460","22680"
"New entrant CS","2021","AA/AO","Tyneside","North East (England)","1260","1240","20660","21010"
"New entrant CS","2021","AA/AO","Unknown","Unknown","110","110","21350","21010"
"New entrant CS","2021","AA/AO","Wakefield","Yorkshire and The Humber","70","70","21050","20600"
"New entrant CS","2021","AA/AO","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Wandsworth","London","140","140","27510","30220"
"New entrant CS","2021","AA/AO","Warrington","North West (England)","90","90","21840","22150"
"New entrant CS","2021","AA/AO","Warwickshire","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","West Cumbria","North West (England)","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","West Essex","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Lothian","Scotland","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","West Northamptonshire","East Midlands (England)","90","90","20070","18880"
"New entrant CS","2021","AA/AO","West Surrey","South East (England)","150","150","24070","24370"
"New entrant CS","2021","AA/AO","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","West Sussex (South West)","South East (England)","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Westminster","London","560","560","22880","22680"
"New entrant CS","2021","AA/AO","Wiltshire","South West (England)","320","310","20760","20920"
"New entrant CS","2021","AA/AO","Wirral","North West (England)","110","110","21610","21680"
"New entrant CS","2021","AA/AO","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Worcestershire","West Midlands (England)","150","150","21790","22850"
"New entrant CS","2021","AA/AO","York","Yorkshire and The Humber","100","100","20870","20920"
"New entrant CS","2021","EO","Aberdeen City and Aberdeenshire","Scotland","70","70","27130","27570"
"New entrant CS","2021","EO","Angus and Dundee City","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Barking & Dagenham and Havering","London","120","120","31010","31060"
"New entrant CS","2021","EO","Barnet","London","150","150","30100","31060"
"New entrant CS","2021","EO","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","90","90","27450","27570"
"New entrant CS","2021","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","460","450","24590","25000"
"New entrant CS","2021","EO","Bedford","East of England","50","50","27440","27570"
"New entrant CS","2021","EO","Belfast","Northern Ireland","80","80","26220","25560"
"New entrant CS","2021","EO","Berkshire","South East (England)","190","190","29510","29290"
"New entrant CS","2021","EO","Bexley and Greenwich","London","150","140","31010","31060"
"New entrant CS","2021","EO","Birmingham","West Midlands (England)","400","400","26340","27570"
"New entrant CS","2021","EO","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Blackpool","North West (England)","60","60","27450","27570"
"New entrant CS","2021","EO","Bournemouth and Poole","South West (England)","70","70","27520","27570"
"New entrant CS","2021","EO","Bradford","Yorkshire and The Humber","120","110","27340","27570"
"New entrant CS","2021","EO","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Brent","London","110","110","30880","31060"
"New entrant CS","2021","EO","Bridgend and Neath Port Talbot","Wales","30","30","[c]","[c]"
"New entrant CS","2021","EO","Brighton and Hove","South East (England)","90","80","27620","27570"
"New entrant CS","2021","EO","Bristol, City of","South West (England)","220","210","26140","26420"
"New entrant CS","2021","EO","Bromley","London","70","70","31060","31060"
"New entrant CS","2021","EO","Buckinghamshire CC","South East (England)","110","110","27400","27570"
"New entrant CS","2021","EO","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Calderdale and Kirklees","Yorkshire and The Humber","110","100","27550","27570"
"New entrant CS","2021","EO","Cambridgeshire CC","East of England","130","130","26840","27570"
"New entrant CS","2021","EO","Camden and City of London","London","80","80","29600","29570"
"New entrant CS","2021","EO","Cardiff and Vale of Glamorgan","Wales","170","170","26490","26290"
"New entrant CS","2021","EO","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Central Hampshire","South East (England)","110","100","26790","26350"
"New entrant CS","2021","EO","Central Valleys","Wales","40","40","[c]","[c]"
"New entrant CS","2021","EO","Cheshire East","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","EO","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Chorley and West Lancashire","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","EO","City of Edinburgh","Scotland","260","260","26630","26160"
"New entrant CS","2021","EO","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cornwall and Isles of Scilly","South West (England)","100","90","27330","27570"
"New entrant CS","2021","EO","Coventry","West Midlands (England)","150","150","26860","27570"
"New entrant CS","2021","EO","Croydon","London","210","210","29690","29570"
"New entrant CS","2021","EO","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Derby","East Midlands (England)","70","70","27550","27570"
"New entrant CS","2021","EO","Devon CC","South West (England)","190","180","26650","27570"
"New entrant CS","2021","EO","Dorset CC","South West (England)","40","40","[c]","[c]"
"New entrant CS","2021","EO","Dudley","West Midlands (England)","60","60","27570","27570"
"New entrant CS","2021","EO","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Durham CC","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ealing","London","140","140","31040","31060"
"New entrant CS","2021","EO","East Ayrshire and North Ayrshire mainland","Scotland","50","50","[c]","[c]"
"New entrant CS","2021","EO","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Derbyshire","East Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2021","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","30","30","[c]","[c]"
"New entrant CS","2021","EO","East Kent","South East (England)","270","260","27720","29290"
"New entrant CS","2021","EO","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","East Merseyside","North West (England)","100","100","27570","27570"
"New entrant CS","2021","EO","East Riding of Yorkshire","Yorkshire and The Humber","50","50","26750","27570"
"New entrant CS","2021","EO","East Surrey","South East (England)","60","60","29170","29290"
"New entrant CS","2021","EO","East Sussex CC","South East (England)","120","110","27280","27570"
"New entrant CS","2021","EO","Enfield","London","110","110","31060","31060"
"New entrant CS","2021","EO","Essex Haven Gateway","East of England","70","70","28330","29290"
"New entrant CS","2021","EO","Essex Thames Gateway","East of England","80","80","29210","29290"
"New entrant CS","2021","EO","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Glasgow City","Scotland","340","330","25850","26160"
"New entrant CS","2021","EO","Gloucestershire","South West (England)","90","90","27370","27570"
"New entrant CS","2021","EO","Greater Manchester North East","North West (England)","200","190","27540","27570"
"New entrant CS","2021","EO","Greater Manchester North West","North West (England)","70","60","27470","27570"
"New entrant CS","2021","EO","Greater Manchester South East","North West (England)","50","50","27370","27570"
"New entrant CS","2021","EO","Greater Manchester South West","North West (England)","250","240","25910","25560"
"New entrant CS","2021","EO","Gwent Valleys","Wales","40","40","[c]","[c]"
"New entrant CS","2021","EO","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hackney and Newham","London","250","240","30900","31060"
"New entrant CS","2021","EO","Haringey and Islington","London","200","190","30600","31060"
"New entrant CS","2021","EO","Harrow and Hillingdon","London","280","270","30000","31060"
"New entrant CS","2021","EO","Hartlepool and Stockton-on-Tees","North East (England)","30","30","[c]","[c]"
"New entrant CS","2021","EO","Heart of Essex","East of England","100","100","28510","29290"
"New entrant CS","2021","EO","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Hertfordshire","East of England","240","240","29080","29290"
"New entrant CS","2021","EO","Hounslow and Richmond upon Thames","London","160","160","30240","31060"
"New entrant CS","2021","EO","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","EO","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Isle of Wight","South East (England)","40","30","[c]","[c]"
"New entrant CS","2021","EO","Kensington & Chelsea and Hammersmith & Fulham","London","90","90","31050","31060"
"New entrant CS","2021","EO","Kent Thames Gateway","South East (England)","90","90","29230","29290"
"New entrant CS","2021","EO","Kingston upon Hull, City of","Yorkshire and The Humber","80","70","27070","27570"
"New entrant CS","2021","EO","Lambeth","London","460","430","30100","31060"
"New entrant CS","2021","EO","Lancaster and Wyre","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","EO","Leeds","Yorkshire and The Humber","590","580","26180","27570"
"New entrant CS","2021","EO","Leicester","East Midlands (England)","130","130","27420","27570"
"New entrant CS","2021","EO","Leicestershire CC and Rutland","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","EO","Lewisham and Southwark","London","170","170","30690","31060"
"New entrant CS","2021","EO","Lincolnshire","East Midlands (England)","100","90","27120","27570"
"New entrant CS","2021","EO","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Liverpool","North West (England)","100","100","24940","24880"
"New entrant CS","2021","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Luton","East of England","70","60","27340","27570"
"New entrant CS","2021","EO","Manchester","North West (England)","430","420","26320","27570"
"New entrant CS","2021","EO","Medway","South East (England)","80","70","29790","29290"
"New entrant CS","2021","EO","Merton, Kingston upon Thames and Sutton","London","150","150","31220","31060"
"New entrant CS","2021","EO","Mid Kent","South East (England)","70","70","29270","29290"
"New entrant CS","2021","EO","Mid Lancashire","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","EO","Milton Keynes","South East (England)","50","50","27480","27570"
"New entrant CS","2021","EO","Monmouthshire and Newport","Wales","280","270","24960","23320"
"New entrant CS","2021","EO","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","North Hampshire","South East (England)","60","60","27520","27570"
"New entrant CS","2021","EO","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","North Northamptonshire","East Midlands (England)","100","100","27590","27570"
"New entrant CS","2021","EO","North Nottinghamshire","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","EO","North Yorkshire CC","Yorkshire and The Humber","70","70","27220","27570"
"New entrant CS","2021","EO","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Norwich and East Norfolk","East of England","80","80","26170","27570"
"New entrant CS","2021","EO","Nottingham","East Midlands (England)","300","290","25850","25560"
"New entrant CS","2021","EO","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Oxfordshire","South East (England)","110","100","25230","27570"
"New entrant CS","2021","EO","Perth and Kinross and Stirling","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","EO","Peterborough","East of England","70","70","27420","27570"
"New entrant CS","2021","EO","Plymouth","South West (England)","80","80","26880","27130"
"New entrant CS","2021","EO","Portsmouth","South East (England)","160","150","27100","27570"
"New entrant CS","2021","EO","Powys","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Redbridge and Waltham Forest","London","180","180","30940","31060"
"New entrant CS","2021","EO","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Sefton","North West (England)","140","140","26170","26370"
"New entrant CS","2021","EO","Sheffield","Yorkshire and The Humber","200","190","26730","27570"
"New entrant CS","2021","EO","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Shropshire CC","West Midlands (England)","70","70","27290","27570"
"New entrant CS","2021","EO","Solihull","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","EO","Somerset","South West (England)","70","60","26580","27570"
"New entrant CS","2021","EO","South and West Derbyshire","East Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2021","EO","South Ayrshire","Scotland","70","70","27370","27570"
"New entrant CS","2021","EO","South Hampshire","South East (England)","170","170","25890","26350"
"New entrant CS","2021","EO","South Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","South West Wales","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Southampton","South East (England)","80","80","27070","27570"
"New entrant CS","2021","EO","Southend-on-Sea","East of England","70","70","28300","29290"
"New entrant CS","2021","EO","Staffordshire CC","West Midlands (England)","140","140","27270","27570"
"New entrant CS","2021","EO","Stoke-on-Trent","West Midlands (England)","100","90","27120","27570"
"New entrant CS","2021","EO","Suffolk","East of England","190","180","27010","27570"
"New entrant CS","2021","EO","Sunderland","North East (England)","190","180","27300","27570"
"New entrant CS","2021","EO","Swansea","Wales","100","100","26990","27570"
"New entrant CS","2021","EO","Swindon","South West (England)","50","50","27270","27570"
"New entrant CS","2021","EO","Telford and Wrekin","West Midlands (England)","70","60","26560","27570"
"New entrant CS","2021","EO","Thurrock","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Tower Hamlets","London","240","240","28530","27500"
"New entrant CS","2021","EO","Tyneside","North East (England)","560","550","25970","25560"
"New entrant CS","2021","EO","Unknown","Unknown","220","210","27510","27570"
"New entrant CS","2021","EO","Wakefield","Yorkshire and The Humber","100","100","27910","27570"
"New entrant CS","2021","EO","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Wandsworth","London","30","30","[c]","[c]"
"New entrant CS","2021","EO","Warrington","North West (England)","270","270","28820","27570"
"New entrant CS","2021","EO","Warwickshire","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","EO","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","West Essex","East of England","60","50","28970","29290"
"New entrant CS","2021","EO","West Kent","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","EO","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","West Northamptonshire","East Midlands (England)","50","50","27250","27570"
"New entrant CS","2021","EO","West Surrey","South East (England)","140","140","28900","29290"
"New entrant CS","2021","EO","West Sussex (North East)","South East (England)","150","140","27410","27570"
"New entrant CS","2021","EO","West Sussex (South West)","South East (England)","80","70","27480","27570"
"New entrant CS","2021","EO","Westminster","London","1620","1600","27730","27500"
"New entrant CS","2021","EO","Wiltshire","South West (England)","200","190","26240","26350"
"New entrant CS","2021","EO","Wirral","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Wolverhampton","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","EO","Worcestershire","West Midlands (England)","60","60","27090","27570"
"New entrant CS","2021","EO","York","Yorkshire and The Humber","100","100","26330","26370"
"New entrant CS","2021","G6/G7","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Angus and Dundee City","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Barnet","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","60","60","59880","55740"
"New entrant CS","2021","G6/G7","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Birmingham","West Midlands (England)","100","90","56620","53150"
"New entrant CS","2021","G6/G7","Blackpool","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Bristol, City of","South West (England)","90","90","54620","52580"
"New entrant CS","2021","G6/G7","Buckinghamshire CC","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cambridgeshire CC","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Camden and City of London","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cardiff and Vale of Glamorgan","Wales","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Central Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","City of Edinburgh","Scotland","180","170","55850","52480"
"New entrant CS","2021","G6/G7","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Coventry","West Midlands (England)","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Croydon","London","90","90","62360","59000"
"New entrant CS","2021","G6/G7","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Devon CC","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Durham CC","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","East Kent","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Glasgow City","Scotland","80","80","55770","52930"
"New entrant CS","2021","G6/G7","Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Greater Manchester South West","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Lambeth","London","150","140","58240","59160"
"New entrant CS","2021","G6/G7","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Leeds","Yorkshire and The Humber","160","160","53500","49530"
"New entrant CS","2021","G6/G7","Leicester","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Liverpool","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Manchester","North West (England)","140","130","55990","53000"
"New entrant CS","2021","G6/G7","Medway","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Mid Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Monmouthshire and Newport","Wales","60","60","52700","50000"
"New entrant CS","2021","G6/G7","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Nottingham","East Midlands (England)","50","50","55720","52580"
"New entrant CS","2021","G6/G7","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Peterborough","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Sefton","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Sheffield","Yorkshire and The Humber","60","60","56240","55000"
"New entrant CS","2021","G6/G7","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Somerset","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","South West Wales","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Staffordshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Stoke-on-Trent","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Suffolk","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Swansea","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Tower Hamlets","London","240","230","59470","55000"
"New entrant CS","2021","G6/G7","Tyneside","North East (England)","70","70","54600","52580"
