"Status","Year","Profession_of_post","Parent_department","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Scottish Government","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Scottish Government","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cabinet Office","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Business, Energy and Industrial Strategy","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Education","Department for Education (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Transport","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Transport","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","120","80","37000","27270"
"New entrant CS","2022","Communications","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department of Health and Social Care","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department of Health and Social Care","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Revenue and Customs","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Treasury","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Treasury","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Home Office","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Justice","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Justice","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Justice","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Government","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Government","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department for Transport","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department of Health and Social Care","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","650","630","26050","27570"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Cabinet Office","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","Met Office","100","100","23690","20660"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education","Department for Education (excl. agencies)","190","180","37160","36500"
"New entrant CS","2022","Digital, Data and Technology","Department for Education","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","270","270","40030","37070"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","Driver and Vehicle Standards Agency","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","360","360","40030","37100"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","80","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","UK Health Security Agency","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","HM Land Registry","90","90","31100","30600"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","310","310","35420","33080"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Home Office","Home Office","250","240","46060","41950"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","Ministry of Defence (excl. agencies)","140","140","31030","26350"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice","HM Courts and Tribunals Service","80","80","37680","36050"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice","Ministry of Justice (excl. agencies)","130","130","46940","47000"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Government","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Government","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Government","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Statistics Authority","UK Statistics Authority","120","120","35090","30210"
"New entrant CS","2022","Digital, Data and Technology","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Business, Energy and Industrial Strategy","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for International Trade","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2022","Economics","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Transport","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Economics","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Treasury","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Economics","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Home Office","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","Economics","Ministry of Justice","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","UK Statistics Authority","UK Statistics Authority","70","70","27690","21360"
"New entrant CS","2022","Economics","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education","Department for Education (excl. agencies)","60","60","31900","29360"
"New entrant CS","2022","Finance","Department for Education","Education and Skills Funding Agency","80","80","36110","30830"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","37820","35900"
"New entrant CS","2022","Finance","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","80","70","32140","31060"
"New entrant CS","2022","Finance","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","140","80","34690","32790"
"New entrant CS","2022","Finance","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","110","110","32460","33080"
"New entrant CS","2022","Finance","HM Revenue and Customs","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Treasury","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Home Office","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence","Defence Equipment and Support","60","60","25380","22750"
"New entrant CS","2022","Finance","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence","Ministry of Defence (excl. agencies)","200","200","34940","33000"
"New entrant CS","2022","Finance","Ministry of Defence","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice","Ministry of Justice (excl. agencies)","50","50","35220","36050"
"New entrant CS","2022","Finance","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Ministry of Defence","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Ministry of Defence","UK Hydrographic Office","70","70","25820","20420"
"New entrant CS","2022","Geography","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
