"Status","Year","Profession_of_post","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Leeds","160","160","40680","36820"
"In post","2021","Commercial","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Liverpool","200","190","34500","34800"
"In post","2021","Commercial","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Manchester","100","100","39550","36780"
"In post","2021","Commercial","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Milton Keynes","80","70","43780","41160"
"In post","2021","Commercial","Commercial","Monmouthshire and Newport","100","100","35580","31700"
"In post","2021","Commercial","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Norwich and East Norfolk","90","90","35650","34800"
"In post","2021","Commercial","Commercial","Nottingham","40","30","[c]","[c]"
"In post","2021","Commercial","Commercial","Overseas","40","30","[c]","[c]"
"In post","2021","Commercial","Commercial","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Peterborough","40","30","[c]","[c]"
"In post","2021","Commercial","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Portsmouth","50","50","34520","33300"
"In post","2021","Commercial","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Sheffield","60","50","38850","38000"
"In post","2021","Commercial","Commercial","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","South Lanarkshire","70","70","40210","39630"
"In post","2021","Commercial","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Staffordshire CC","70","70","39280","33300"
"In post","2021","Commercial","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Swansea","170","150","33420","31040"
"In post","2021","Commercial","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Tower Hamlets","50","50","44720","40480"
"In post","2021","Commercial","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Westminster","440","430","49890","43290"
"In post","2021","Commercial","Commercial","Wiltshire","180","170","33530","34800"
"In post","2021","Commercial","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","York","50","40","[c]","[c]"
"In post","2021","Commercial","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Internal Audit","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Coventry","30","30","[c]","[c]"
"In post","2021","Commercial","No function","Darlington","30","30","[c]","[c]"
"In post","2021","Commercial","No function","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Manchester","30","30","[c]","[c]"
"In post","2021","Commercial","No function","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Sheffield","40","30","[c]","[c]"
"In post","2021","Commercial","No function","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","No function","Westminster","100","100","52220","54110"
"In post","2021","Commercial","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","710","680","38830","34770"
"In post","2021","Commercial","Project Delivery","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Somerset","30","30","[c]","[c]"
"In post","2021","Commercial","Project Delivery","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"In post","2021","Commercial","Property","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Property","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Property","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Property","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Security","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Croydon","40","40","[c]","[c]"
"In post","2021","Commercial","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Analysis","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"In post","2021","Communications","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Birmingham","40","40","[c]","[c]"
"In post","2021","Communications","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Bristol, City of","90","80","37970","36500"
"In post","2021","Communications","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Cardiff and Vale of Glamorgan","50","40","[c]","[c]"
"In post","2021","Communications","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Central Hampshire","70","60","31680","28060"
"In post","2021","Communications","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","City of Edinburgh","40","40","[c]","[c]"
"In post","2021","Communications","Communications","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Coventry","30","30","[c]","[c]"
"In post","2021","Communications","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Devon CC","40","40","[c]","[c]"
"In post","2021","Communications","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Lambeth","60","60","49970","45650"
"In post","2021","Communications","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Leeds","50","50","[c]","[c]"
"In post","2021","Communications","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Manchester","70","70","33740","30370"
"In post","2021","Communications","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Monmouthshire and Newport","60","60","35610","30640"
"In post","2021","Communications","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Nottingham","80","70","37070","36590"
"In post","2021","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Portsmouth","40","40","[c]","[c]"
"In post","2021","Communications","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Sefton","40","40","[c]","[c]"
"In post","2021","Communications","Communications","Sheffield","40","40","[c]","[c]"
"In post","2021","Communications","Communications","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","South Hampshire","40","40","[c]","[c]"
"In post","2021","Communications","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Swansea","70","70","30400","26780"
"In post","2021","Communications","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Tower Hamlets","140","130","46730","40550"
"In post","2021","Communications","Communications","Tyneside","80","80","34110","31810"
"In post","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Westminster","1510","1480","46170","42470"
"In post","2021","Communications","Communications","Wiltshire","50","50","32690","29600"
"In post","2021","Communications","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","York","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","No function","Westminster","90","90","44070","40220"
"In post","2021","Communications","No function","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
