"Status","Year","Region_ITL2","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Central Scotland","North Lanarkshire","Department for Work and Pensions (excl. agencies)","760","660","24420","21260"
"In post","2022","West Central Scotland","North Lanarkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","HM Revenue and Customs (excl. agencies)","1450","1270","27100","22080"
"In post","2022","West Central Scotland","North Lanarkshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Scottish Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","North Lanarkshire","Scottish Prison Service","380","350","31920","35000"
"In post","2022","West Central Scotland","North Lanarkshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Advisory, Conciliation and Arbitration Service","80","70","31420","30950"
"In post","2022","West Midlands","Birmingham","Cabinet Office (excl. agencies)","100","100","53030","38740"
"In post","2022","West Midlands","Birmingham","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Crown Commercial Service","30","30","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Crown Prosecution Service","500","470","40340","38000"
"In post","2022","West Midlands","Birmingham","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","240","240","42520","36740"
"In post","2022","West Midlands","Birmingham","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","40030","36320"
"In post","2022","West Midlands","Birmingham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Department for Levelling Up, Housing and Communities (excl. agencies)","120","110","39440","36340"
"In post","2022","West Midlands","Birmingham","Department for Transport (excl. agencies)","150","150","37710","31870"
"In post","2022","West Midlands","Birmingham","Department for Work and Pensions (excl. agencies)","2250","2010","26850","27570"
"In post","2022","West Midlands","Birmingham","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Driver and Vehicle Licensing Agency","120","110","23640","21840"
"In post","2022","West Midlands","Birmingham","Driver and Vehicle Standards Agency","100","90","27760","26780"
"In post","2022","West Midlands","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Government Property Agency","70","70","48830","42900"
"In post","2022","West Midlands","Birmingham","Health and Safety Executive","90","80","45420","46320"
"In post","2022","West Midlands","Birmingham","HM Courts and Tribunals Service","890","820","24990","21410"
"In post","2022","West Midlands","Birmingham","HM Prison and Probation Service","1280","1210","29320","26380"
"In post","2022","West Midlands","Birmingham","HM Revenue and Customs (excl. agencies)","3690","3500","32600","33080"
"In post","2022","West Midlands","Birmingham","Home Office","150","140","29830","25310"
"In post","2022","West Midlands","Birmingham","Legal Aid Agency","110","110","26040","21490"
"In post","2022","West Midlands","Birmingham","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Ministry of Defence (excl. agencies)","90","80","25920","21380"
"In post","2022","West Midlands","Birmingham","Ministry of Justice (excl. agencies)","170","170","42840","37190"
"In post","2022","West Midlands","Birmingham","National Crime Agency","430","420","38140","36630"
"In post","2022","West Midlands","Birmingham","Office for Standards in Education, Children's Services and Skills","60","60","39220","32010"
"In post","2022","West Midlands","Birmingham","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Office of Rail and Road","30","30","[c]","[c]"
"In post","2022","West Midlands","Birmingham","Office of the Public Guardian","1020","940","23710","20970"
"In post","2022","West Midlands","Birmingham","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","The Insolvency Service","390","370","30950","26410"
"In post","2022","West Midlands","Birmingham","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Birmingham","UK Health Security Agency","300","280","40210","34170"
"In post","2022","West Midlands","Birmingham","Valuation Office Agency","180","160","34300","31900"
"In post","2022","West Midlands","Birmingham","Water Services Regulation Authority","180","170","49710","43270"
"In post","2022","West Midlands","Birmingham","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Department for Education (excl. agencies)","570","560","39380","36500"
"In post","2022","West Midlands","Coventry","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Department for Work and Pensions (excl. agencies)","390","350","25700","27570"
"In post","2022","West Midlands","Coventry","Education and Skills Funding Agency","560","550","41540","37100"
"In post","2022","West Midlands","Coventry","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","HM Courts and Tribunals Service","50","40","25080","20970"
"In post","2022","West Midlands","Coventry","HM Land Registry","270","240","31320","27130"
"In post","2022","West Midlands","Coventry","HM Prison and Probation Service","100","90","29700","28200"
"In post","2022","West Midlands","Coventry","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Institute for Apprenticeships and Technical Education","120","110","45230","49960"
"In post","2022","West Midlands","Coventry","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","National Crime Agency","40","30","[c]","[c]"
"In post","2022","West Midlands","Coventry","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Coventry","Office of Qualifications and Examinations Regulation","280","270","44370","40190"
"In post","2022","West Midlands","Coventry","Standards and Testing Agency","50","50","40310","36870"
"In post","2022","West Midlands","Coventry","Teaching Regulation Agency","80","80","30420","26000"
"In post","2022","West Midlands","Coventry","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Department for Work and Pensions (excl. agencies)","950","810","24980","25860"
"In post","2022","West Midlands","Dudley","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","HM Prison and Probation Service","70","70","29860","28200"
"In post","2022","West Midlands","Dudley","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Department for Work and Pensions (excl. agencies)","350","320","27380","27570"
"In post","2022","West Midlands","Sandwell","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","HM Prison and Probation Service","100","90","28530","25560"
"In post","2022","West Midlands","Sandwell","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Department for Work and Pensions (excl. agencies)","190","180","27340","27570"
"In post","2022","West Midlands","Solihull","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Home Office","840","780","28550","25310"
"In post","2022","West Midlands","Solihull","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Department for Work and Pensions (excl. agencies)","520","450","24680","26120"
"In post","2022","West Midlands","Walsall","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2022","West Midlands","Walsall","HM Prison and Probation Service","80","80","28860","28200"
"In post","2022","West Midlands","Walsall","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Department for Levelling Up, Housing and Communities (excl. agencies)","200","200","35690","30320"
"In post","2022","West Midlands","Wolverhampton","Department for Work and Pensions (excl. agencies)","630","540","25180","27570"
"In post","2022","West Midlands","Wolverhampton","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","HM Courts and Tribunals Service","120","100","24180","20970"
"In post","2022","West Midlands","Wolverhampton","HM Prison and Probation Service","160","140","28600","28200"
"In post","2022","West Midlands","Wolverhampton","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Department for Work and Pensions (excl. agencies)","450","390","26060","27570"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","HM Courts and Tribunals Service","120","110","23020","20970"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","HM Prison and Probation Service","100","90","31260","28200"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","National Crime Agency","70","70","39660","36410"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Department for Work and Pensions (excl. agencies)","1520","1380","26500","27570"
"In post","2022","West Wales and The Valleys","Central Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","HM Courts and Tribunals Service","60","50","25700","20970"
"In post","2022","West Wales and The Valleys","Central Valleys","HM Prison and Probation Service","140","130","29740","28300"
"In post","2022","West Wales and The Valleys","Central Valleys","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","Welsh Government (excl. agencies)","840","800","41580","38160"
"In post","2022","West Wales and The Valleys","Central Valleys","Welsh Revenue Authority","60","60","42820","38160"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","150","130","27490","27570"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","HM Prison and Probation Service","90","80","29130","26310"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Welsh Government (excl. agencies)","420","400","39970","38160"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Department for Work and Pensions (excl. agencies)","570","510","26650","27570"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","HM Courts and Tribunals Service","80","70","21890","20970"
"In post","2022","West Wales and The Valleys","Gwent Valleys","HM Prison and Probation Service","100","90","29410","28200"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Welsh Government (excl. agencies)","230","220","38690","38160"
"In post","2022","West Wales and The Valleys","Gwynedd","Animal and Plant Health Agency","70","60","26960","24920"
"In post","2022","West Wales and The Valleys","Gwynedd","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Department for Work and Pensions (excl. agencies)","450","410","23760","21260"
"In post","2022","West Wales and The Valleys","Gwynedd","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","HM Prison and Probation Service","70","60","28560","24800"
"In post","2022","West Wales and The Valleys","Gwynedd","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","Welsh Government (excl. agencies)","110","100","31970","29430"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Department for Work and Pensions (excl. agencies)","60","60","27790","27570"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Home Office","50","50","26760","25040"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Ministry of Defence (excl. agencies)","80","80","27020","22800"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Animal and Plant Health Agency","150","140","28350","25160"
"In post","2022","West Wales and The Valleys","South West Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Department for Work and Pensions (excl. agencies)","450","390","25350","27570"
"In post","2022","West Wales and The Valleys","South West Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","HM Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","HM Prison and Probation Service","120","120","28640","26820"
"In post","2022","West Wales and The Valleys","South West Wales","Home Office","50","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Ministry of Defence (excl. agencies)","50","50","22670","20310"
"In post","2022","West Wales and The Valleys","South West Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","Welsh Government (excl. agencies)","600","570","36910","38160"
"In post","2022","West Wales and The Valleys","Swansea","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Crown Prosecution Service","80","70","41380","38180"
"In post","2022","West Wales and The Valleys","Swansea","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Department for Transport (excl. agencies)","60","50","43280","39040"
"In post","2022","West Wales and The Valleys","Swansea","Department for Work and Pensions (excl. agencies)","600","530","25000","22460"
"In post","2022","West Wales and The Valleys","Swansea","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Driver and Vehicle Licensing Agency","6200","5490","26390","21840"
"In post","2022","West Wales and The Valleys","Swansea","Driver and Vehicle Standards Agency","390","380","29470","26130"
"In post","2022","West Wales and The Valleys","Swansea","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","HM Courts and Tribunals Service","110","100","26690","20970"
"In post","2022","West Wales and The Valleys","Swansea","HM Land Registry","770","690","29440","27130"
"In post","2022","West Wales and The Valleys","Swansea","HM Prison and Probation Service","520","480","28750","27470"
"In post","2022","West Wales and The Valleys","Swansea","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
