"Status","Year","Region_ITL2","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HM Courts and Tribunals Service","120","110","25660","22450"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HM Prison and Probation Service","150","140","29290","24870"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HM Revenue and Customs (excl. agencies)","310","290","34710","32520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Home Office (incl. agencies)","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Ministry of Defence (excl. agencies)","1020","1010","34380","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","National Crime Agency","110","110","39480","39570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Rural Payments Agency","180","170","30530","25770"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Department for Work and Pensions (excl. agencies)","210","190","27760","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","HM Prison and Probation Service","690","650","31240","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Ministry of Defence (excl. agencies)","720","700","34150","32120"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Cabinet Office (excl. agencies)","90","90","29950","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Department for Work and Pensions (excl. agencies)","230","200","27150","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","FCDO Services","770","740","38770","34760"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Foreign, Commonwealth and Development Office (excl. agencies)","280","270","31540","27060"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HM Courts and Tribunals Service","60","50","23770","20100"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HM Prison and Probation Service","600","590","30430","31180"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HM Revenue and Customs (excl. agencies)","140","130","23190","20140"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Defence Equipment and Support","130","120","35800","34170"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Department for Work and Pensions (excl. agencies)","260","230","27690","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","HM Courts and Tribunals Service","110","100","23910","20910"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","HM Prison and Probation Service","840","790","30790","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Ministry of Defence (excl. agencies)","910","880","29350","26350"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Public Health England","370","320","44390","40030"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Valuation Office Agency","30","30","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Department for Work and Pensions (excl. agencies)","150","140","27190","27570"
"In post","2021","Cheshire","Cheshire East","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Health and Safety Executive","30","30","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","HM Prison and Probation Service","350","330","29840","27380"
"In post","2021","Cheshire","Cheshire East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Rural Payments Agency","100","90","25310","24920"
"In post","2021","Cheshire","Cheshire West and Chester","Department for Work and Pensions (excl. agencies)","290","270","25160","27570"
"In post","2021","Cheshire","Cheshire West and Chester","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","HM Courts and Tribunals Service","50","50","23890","20100"
"In post","2021","Cheshire","Cheshire West and Chester","HM Prison and Probation Service","80","70","29530","28200"
"In post","2021","Cheshire","Cheshire West and Chester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Department for Environment, Food and Rural Affairs (excl. agencies)","130","130","42470","47550"
"In post","2021","Cheshire","Warrington","Department for Work and Pensions (excl. agencies)","500","440","25150","27570"
"In post","2021","Cheshire","Warrington","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","Cheshire","Warrington","HM Prison and Probation Service","660","630","28750","26630"
"In post","2021","Cheshire","Warrington","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Cheshire","Warrington","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","37510","33770"
"In post","2021","Cheshire","Warrington","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","National Crime Agency","1190","1170","36300","36410"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Animal and Plant Health Agency","60","50","32700","26520"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","70","50","23400","20100"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HM Prison and Probation Service","50","40","29920","28200"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","460","440","25170","21580"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Animal and Plant Health Agency","160","150","25630","21050"
"In post","2021","Cumbria","East Cumbria","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Defence Equipment and Support","90","90","23680","21560"
"In post","2021","Cumbria","East Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Department for Work and Pensions (excl. agencies)","100","80","27650","27570"
"In post","2021","Cumbria","East Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","HM Courts and Tribunals Service","60","50","24320","21170"
"In post","2021","Cumbria","East Cumbria","HM Prison and Probation Service","60","50","30890","28200"
"In post","2021","Cumbria","East Cumbria","Ministry of Defence (excl. agencies)","70","70","26220","21130"
"In post","2021","Cumbria","East Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Rural Payments Agency","290","250","26550","24920"
"In post","2021","Cumbria","West Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Department for Work and Pensions (excl. agencies)","170","140","26010","27570"
"In post","2021","Cumbria","West Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","HM Prison and Probation Service","250","230","27960","26580"
"In post","2021","Cumbria","West Cumbria","Ministry of Defence (excl. agencies)","70","60","32630","26670"
"In post","2021","Cumbria","West Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Rural Payments Agency","480","420","23930","21050"
"In post","2021","Cumbria","West Cumbria","Submarine Delivery Agency","150","150","42610","41000"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Department for Work and Pensions (excl. agencies)","620","540","24300","21010"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","HM Courts and Tribunals Service","130","110","22430","19830"
"In post","2021","Derbyshire and Nottinghamshire","Derby","HM Prison and Probation Service","130","110","29380","28200"
"In post","2021","Derbyshire and Nottinghamshire","Derby","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Department for Work and Pensions (excl. agencies)","320","270","26040","27570"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Department for Work and Pensions (excl. agencies)","260","230","27900","27570"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","HM Prison and Probation Service","620","600","28810","26850"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Advisory, Conciliation and Arbitration Service","100","90","29690","30950"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Crown Prosecution Service","270","250","37300","30130"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Department for Education (excl. agencies)","220","210","41850","37100"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Department for Work and Pensions (excl. agencies)","730","670","26050","27570"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Driver and Vehicle Standards Agency","300","290","35360","32230"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Education and Skills Funding Agency","60","60","42010","37100"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","HM Courts and Tribunals Service","230","210","23850","19830"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","HM Land Registry","560","510","31980","27130"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","HM Prison and Probation Service","680","630","27830","25830"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","HM Revenue and Customs (excl. agencies)","3320","3130","32690","31810"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Insolvency Service","70","70","31350","28130"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Legal Aid Agency","180","160","23090","19970"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Ministry of Justice (excl. agencies)","60","60","40150","36930"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Office for Standards in Education, Children's Services and Skills","170","160","44560","39850"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Office of the Public Guardian","420","390","21360","20280"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Public Health England","160","150","43540","36330"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Rural Payments Agency","60","60","25370","25100"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Valuation Office Agency","160","140","33770","31100"
