"Status","Year","Sexual_orientation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Derby","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derby","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derby","No function","90","70","27760","21260"
"In post","2022","Undeclared","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derby","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Digital, Data & Technology","220","210","40240","39650"
"In post","2022","Undeclared","Devon CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","No function","260","230","29480","27570"
"In post","2022","Undeclared","Devon CC","Project Delivery","60","60","40750","39650"
"In post","2022","Undeclared","Devon CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Dorset","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","No function","110","100","29490","27570"
"In post","2022","Undeclared","Dorset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dorset","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Dudley","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dudley","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dudley","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dudley","No function","90","70","24790","21260"
"In post","2022","Undeclared","Dudley","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","No function","290","250","28270","27130"
"In post","2022","Undeclared","Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Unknown","70","60","24530","21680"
"In post","2022","Undeclared","Ealing","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ealing","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ealing","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Cumbria","No function","60","50","31560","26800"
"In post","2022","Undeclared","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","No function","40","30","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Security","90","80","33640","39070"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Undeclared","East Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","No function","110","100","30700","29290"
"In post","2022","Undeclared","East Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Kent","Unknown","370","340","28670","27370"
"In post","2022","Undeclared","East Lancashire","No function","40","30","[c]","[c]"
"In post","2022","Undeclared","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Lothian and Midlothian","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","No function","70","60","28470","27170"
"In post","2022","Undeclared","East Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Riding of Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Riding of Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Riding of Yorkshire","No function","130","120","30170","29730"
"In post","2022","Undeclared","East Riding of Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Riding of Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Riding of Yorkshire","Unknown","50","50","26570","26670"
"In post","2022","Undeclared","East Surrey","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Surrey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Surrey","No function","90","80","35170","34750"
"In post","2022","Undeclared","East Surrey","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Surrey","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","No function","160","150","28010","27570"
"In post","2022","Undeclared","East Sussex CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Enfield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Enfield","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","No function","40","30","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Essex Thames Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Thames Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Thames Gateway","No function","60","50","26450","25110"
"In post","2022","Undeclared","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Falkirk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Falkirk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Falkirk","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Falkirk","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Falkirk","No function","60","50","26610","27570"
"In post","2022","Undeclared","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Fermanagh and Omagh","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","No function","350","330","28770","28150"
"In post","2022","Undeclared","Flintshire and Wrexham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Counter Fraud","60","50","27970","27570"
"In post","2022","Undeclared","Glasgow City","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Human Resources","50","50","25190","22330"
"In post","2022","Undeclared","Glasgow City","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","No function","440","400","28520","26780"
"In post","2022","Undeclared","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Glasgow City","Unknown","230","220","37990","32740"
"In post","2022","Undeclared","Gloucestershire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire CC","No function","120","100","30120","27570"
