"Status","Year","Sex","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Central Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","No function","120","110","26510","24400"
"In post","2021","Female","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Unknown","980","890","33450","28850"
"In post","2021","Female","Cheshire East","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Grants Management","60","60","24150","22980"
"In post","2021","Female","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","No function","290","260","30650","27380"
"In post","2021","Female","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","Unknown","100","90","27260","27570"
"In post","2021","Female","Cheshire West and Chester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","No function","100","90","26520","23840"
"In post","2021","Female","Cheshire West and Chester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Unknown","180","160","25650","27570"
"In post","2021","Female","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","No function","520","480","28330","26350"
"In post","2021","Female","Chorley and West Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Unknown","80","70","27540","27570"
"In post","2021","Female","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Communications","80","70","33810","31810"
"In post","2021","Female","City of Edinburgh","Counter Fraud","110","100","30010","28130"
"In post","2021","Female","City of Edinburgh","Debt","300","280","21340","20140"
"In post","2021","Female","City of Edinburgh","Digital, Data & Technology","70","70","38030","34170"
"In post","2021","Female","City of Edinburgh","Finance","100","90","36140","32730"
"In post","2021","Female","City of Edinburgh","Human Resources","150","140","35520","33290"
"In post","2021","Female","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Legal","590","540","33970","29350"
"In post","2021","Female","City of Edinburgh","No function","1370","1270","29960","28130"
"In post","2021","Female","City of Edinburgh","Project Delivery","110","110","39520","34950"
"In post","2021","Female","City of Edinburgh","Property","50","50","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","City of Edinburgh","Unknown","3780","3540","41720","37460"
"In post","2021","Female","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Legal","70","60","30800","22820"
"In post","2021","Female","Clackmannanshire and Fife","No function","180","170","28380","26110"
"In post","2021","Female","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Property","40","30","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Unknown","340","300","25960","27570"
"In post","2021","Female","Conwy and Denbighshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","No function","70","70","28200","24800"
"In post","2021","Female","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Unknown","370","340","35600","34490"
"In post","2021","Female","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","No function","140","120","27750","23840"
"In post","2021","Female","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Unknown","690","600","25640","27570"
"In post","2021","Female","Coventry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Digital, Data & Technology","110","110","40630","36960"
"In post","2021","Female","Coventry","Finance","100","90","38240","36640"
"In post","2021","Female","Coventry","Human Resources","30","30","[c]","[c]"
"In post","2021","Female","Coventry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","No function","780","730","36360","32710"
"In post","2021","Female","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","Unknown","320","280","27950","27570"
"In post","2021","Female","Croydon","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Croydon","Commercial","70","70","46880","45070"
"In post","2021","Female","Croydon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Croydon","Counter Fraud","270","250","36130","32520"
"In post","2021","Female","Croydon","Debt","160","140","26640","25180"
"In post","2021","Female","Croydon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Croydon","Finance","60","60","43340","36160"
"In post","2021","Female","Croydon","Human Resources","60","60","48950","51030"
"In post","2021","Female","Croydon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Croydon","Legal","90","80","44400","37510"
"In post","2021","Female","Croydon","No function","1160","1080","34780","31390"
"In post","2021","Female","Croydon","Project Delivery","100","90","53770","59160"
"In post","2021","Female","Croydon","Property","110","100","37120","34810"
"In post","2021","Female","Croydon","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Croydon","Unknown","3200","2940","36560","31060"
"In post","2021","Female","Darlington","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Female","Darlington","Finance","30","30","[c]","[c]"
"In post","2021","Female","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","No function","330","310","34180","30230"
"In post","2021","Female","Darlington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","Unknown","70","60","29350","27570"
"In post","2021","Female","Derby","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","No function","210","180","25330","22260"
"In post","2021","Female","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","Unknown","420","350","24320","21010"
"In post","2021","Female","Derry City and Strabane","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derry City and Strabane","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derry City and Strabane","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Commercial","100","90","40920","38340"
"In post","2021","Female","Devon CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Digital, Data & Technology","240","220","37780","39650"
"In post","2021","Female","Devon CC","Finance","30","30","[c]","[c]"
"In post","2021","Female","Devon CC","Grants Management","90","80","25420","25190"
"In post","2021","Female","Devon CC","Human Resources","70","70","35920","32810"
"In post","2021","Female","Devon CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Legal","70","60","39290","38380"
"In post","2021","Female","Devon CC","No function","730","670","28890","24740"
"In post","2021","Female","Devon CC","Project Delivery","170","150","38470","39650"
"In post","2021","Female","Devon CC","Property","60","50","32760","30000"
"In post","2021","Female","Devon CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Unknown","1110","900","24930","21350"
"In post","2021","Female","Dorset CC","Analysis","50","50","30320","29270"
"In post","2021","Female","Dorset CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","No function","570","510","27010","26310"
"In post","2021","Female","Dorset CC","Project Delivery","40","40","[c]","[c]"
"In post","2021","Female","Dorset CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","Unknown","190","170","26040","25140"
"In post","2021","Female","Dudley","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dudley","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dudley","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dudley","No function","90","80","25290","22920"
