"Status","Year","Sex","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Leeds","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","No function","290","250","28530","27570"
"Leaver CS","2022","Male","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Unknown","160","150","29780","24970"
"Leaver CS","2022","Male","Leicester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicester","No function","70","60","[c]","[c]"
"Leaver CS","2022","Male","Leicester","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","No function","120","110","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","No function","80","70","39020","31060"
"Leaver CS","2022","Male","Lewisham and Southwark","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","No function","80","80","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","No function","70","60","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Liverpool","Unknown","200","170","24760","22080"
"Leaver CS","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Luton","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","No function","180","170","30660","27570"
"Leaver CS","2022","Male","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Manchester","Unknown","100","90","31520","27570"
"Leaver CS","2022","Male","Medway","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medway","No function","80","70","[c]","[c]"
"Leaver CS","2022","Male","Medway","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merton, Kingston upon Thames and Sutton","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merton, Kingston upon Thames and Sutton","No function","40","30","[c]","[c]"
"Leaver CS","2022","Male","Merton, Kingston upon Thames and Sutton","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid and East Antrim","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Kent","No function","50","40","[c]","[c]"
"Leaver CS","2022","Male","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","No function","110","90","23970","21260"
"Leaver CS","2022","Male","Mid Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mid Lancashire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","No function","110","100","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Analysis","50","40","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Digital, Data & Technology","70","70","36410","34160"
"Leaver CS","2022","Male","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","No function","60","60","29360","24140"
"Leaver CS","2022","Male","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Na h-Eileanan Siar","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Na h-Eileanan Siar","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Newry, Mourne and Down","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Newry, Mourne and Down","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and North East Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and North East Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and West Norfolk","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","North and West Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and West Norfolk","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Hampshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Hampshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Hampshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Lanarkshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","North Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Northamptonshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Nottinghamshire","No function","40","30","[c]","[c]"
"Leaver CS","2022","Male","North Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire CC","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Northumberland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northumberland","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northumberland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northumberland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","No function","100","90","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","No function","120","110","28230","22600"
"Leaver CS","2022","Male","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Nottingham","Unknown","90","90","[c]","[c]"
"Leaver CS","2022","Male","Orkney Islands","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","No function","120","110","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Oxfordshire CC","Unknown","130","130","23960","20970"
"Leaver CS","2022","Male","Perth and Kinross, and Stirling","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Perth and Kinross, and Stirling","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Perth and Kinross, and Stirling","No function","40","30","[c]","[c]"
"Leaver CS","2022","Male","Perth and Kinross, and Stirling","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Security","30","30","[c]","[c]"
"Leaver CS","2022","Male","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Portsmouth","Unknown","90","90","32110","28380"
"Leaver CS","2022","Male","Powys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Powys","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Powys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Powys","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Redbridge and Waltham Forest","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Redbridge and Waltham Forest","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Redbridge and Waltham Forest","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Redbridge and Waltham Forest","No function","40","30","[c]","[c]"
"Leaver CS","2022","Male","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sandwell","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sandwell","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scottish Borders","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scottish Borders","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","No function","60","60","33550","29300"
"Leaver CS","2022","Male","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sefton","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","No function","70","60","32050","27570"
"Leaver CS","2022","Male","Sheffield","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sheffield","Unknown","80","70","28840","24890"
"Leaver CS","2022","Male","Shetland Islands","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire","Project Delivery","[c]","[c]","[c]","[c]"
