"Status","Year","Region_ITL1","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","Crown Prosecution Service","710","660","42580","36240"
"In post","2022","South East (England)","Legal","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","FCDO Services","50","40","48370","53430"
"In post","2022","South East (England)","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South East (England)","Legal","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Legal","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Animal and Plant Health Agency","750","720","32950","28750"
"In post","2022","South East (England)","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Defence Science and Technology Laboratory","900","860","42550","47010"
"In post","2022","South East (England)","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"In post","2022","South East (England)","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Department for Transport (excl. agencies)","170","160","52880","39470"
"In post","2022","South East (England)","No function","Department for Work and Pensions (excl. agencies)","5260","4730","27530","27570"
"In post","2022","South East (England)","No function","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"In post","2022","South East (England)","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Driver and Vehicle Standards Agency","490","470","29440","26830"
"In post","2022","South East (England)","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Food Standards Agency","80","70","41730","40350"
"In post","2022","South East (England)","No function","Foreign, Commonwealth and Development Office (excl. agencies)","230","220","30410","26050"
"In post","2022","South East (England)","No function","Health and Safety Executive","80","80","42220","42980"
"In post","2022","South East (England)","No function","HM Courts and Tribunals Service","1220","1080","25670","21490"
"In post","2022","South East (England)","No function","HM Prison and Probation Service","8800","8340","30510","30120"
"In post","2022","South East (England)","No function","HM Revenue and Customs (excl. agencies)","1030","900","28660","26590"
"In post","2022","South East (England)","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Maritime and Coastguard Agency","480","470","36720","31860"
"In post","2022","South East (England)","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","National Crime Agency","440","420","40210","39820"
"In post","2022","South East (England)","No function","Office for Standards in Education, Children's Services and Skills","130","120","63670","64500"
"In post","2022","South East (England)","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","No function","Planning Inspectorate","40","40","[c]","[c]"
"In post","2022","South East (England)","No function","The Insolvency Service","100","90","28780","26000"
"In post","2022","South East (England)","No function","UK Health Security Agency","440","390","45180","40060"
"In post","2022","South East (England)","No function","UK Statistics Authority","1560","1150","24520","20350"
"In post","2022","South East (England)","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Defence Equipment and Support","410","400","29710","26870"
"In post","2022","South East (England)","Project Delivery","Defence Science and Technology Laboratory","330","310","42060","40770"
"In post","2022","South East (England)","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Department for Work and Pensions (excl. agencies)","150","110","23160","21260"
"In post","2022","South East (England)","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","FCDO Services","60","60","36380","31420"
"In post","2022","South East (England)","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","HM Revenue and Customs (excl. agencies)","110","90","40500","37930"
"In post","2022","South East (England)","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Ministry of Defence (excl. agencies)","720","710","42830","40580"
"In post","2022","South East (England)","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","UK Statistics Authority","130","120","38880","36840"
"In post","2022","South East (England)","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Project Delivery","Wilton Park","40","40","[c]","[c]"
"In post","2022","South East (England)","Property","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","100","90","46550","42680"
"In post","2022","South East (England)","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","FCDO Services","180","180","36460","33510"
"In post","2022","South East (England)","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Ministry of Defence (excl. agencies)","380","370","32980","33300"
"In post","2022","South East (England)","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Property","Valuation Office Agency","200","190","36140","33370"
"In post","2022","South East (England)","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","Cabinet Office (excl. agencies)","110","100","32390","33300"
"In post","2022","South East (England)","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","FCDO Services","220","210","34640","33210"
"In post","2022","South East (England)","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","HM Prison and Probation Service","90","90","40220","40190"
"In post","2022","South East (England)","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","Ministry of Defence (excl. agencies)","1470","1460","31100","27680"
"In post","2022","South East (England)","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Security","UK Statistics Authority","40","40","[c]","[c]"
"In post","2022","South East (England)","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Department for Work and Pensions (excl. agencies)","50","50","33960","33650"
"In post","2022","South East (England)","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Home Office","4020","3710","28160","26160"
"In post","2022","South East (England)","Unknown","Ministry of Defence (excl. agencies)","3690","3540","32030","27720"
