"Status","Year","Profession_of_post","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Economics","Female","EO","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","SEO/HEO","110","110","33480","32790"
"New entrant CS","2021","Economics","Male","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Economics","Male","EO","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","SEO/HEO","190","190","33240","32790"
"New entrant CS","2021","Economics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","AA/AO","60","50","20510","20500"
"New entrant CS","2021","Finance","Female","EO","100","100","25180","26270"
"New entrant CS","2021","Finance","Female","G6/G7","50","40","[c]","[c]"
"New entrant CS","2021","Finance","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","SEO/HEO","180","170","36570","36500"
"New entrant CS","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","AA/AO","40","30","[c]","[c]"
"New entrant CS","2021","Finance","Male","EO","70","70","24210","25000"
"New entrant CS","2021","Finance","Male","G6/G7","50","50","59210","58510"
"New entrant CS","2021","Finance","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","SEO/HEO","150","140","36500","35300"
"New entrant CS","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","AA/AO","130","120","20920","20920"
"New entrant CS","2021","Human Resources","Female","EO","120","120","25800","26180"
"New entrant CS","2021","Human Resources","Female","G6/G7","80","70","56950","54970"
"New entrant CS","2021","Human Resources","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","SEO/HEO","180","180","34680","34000"
"New entrant CS","2021","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","EO","50","50","26120","26910"
"New entrant CS","2021","Human Resources","Male","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","SEO/HEO","70","70","34270","33120"
"New entrant CS","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","EO","50","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","International Trade","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Male","SEO/HEO","50","50","36250","33000"
"New entrant CS","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","EO","90","90","26810","25560"
"New entrant CS","2021","Legal","Female","G6/G7","260","240","53720","51250"
"New entrant CS","2021","Legal","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","SEO/HEO","230","230","34780","36570"
"New entrant CS","2021","Legal","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","EO","60","60","26790","25560"
"New entrant CS","2021","Legal","Male","G6/G7","170","160","53440","50520"
"New entrant CS","2021","Legal","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","SEO/HEO","120","120","34850","37230"
"New entrant CS","2021","Medicine","Female","AA/AO","50","40","[c]","[c]"
"New entrant CS","2021","Medicine","Female","EO","40","40","[c]","[c]"
"New entrant CS","2021","Medicine","Female","G6/G7","70","50","70060","74470"
"New entrant CS","2021","Medicine","Female","SCS","30","20","[c]","[c]"
"New entrant CS","2021","Medicine","Female","SEO/HEO","90","80","36820","37890"
"New entrant CS","2021","Medicine","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Male","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","Medicine","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Male","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Female","AA/AO","5170","4970","21410","20880"
"New entrant CS","2021","Operational Delivery","Female","EO","1520","1480","26510","25230"
"New entrant CS","2021","Operational Delivery","Female","G6/G7","200","190","55550","53120"
"New entrant CS","2021","Operational Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Female","SEO/HEO","1160","1080","34740","33570"
"New entrant CS","2021","Operational Delivery","Female","Unknown","1140","1040","22850","22920"
"New entrant CS","2021","Operational Delivery","Male","AA/AO","4250","4180","22400","21500"
"New entrant CS","2021","Operational Delivery","Male","EO","1210","1180","27000","25560"
"New entrant CS","2021","Operational Delivery","Male","G6/G7","200","190","56710","54670"
"New entrant CS","2021","Operational Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Male","SEO/HEO","810","780","35630","34730"
"New entrant CS","2021","Operational Delivery","Male","Unknown","320","280","23550","22920"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Female","AA/AO","420","400","20750","20920"
"New entrant CS","2021","Other","Female","EO","300","290","25560","26350"
"New entrant CS","2021","Other","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Other","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Female","SEO/HEO","180","170","35380","35000"
"New entrant CS","2021","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Male","AA/AO","280","280","20720","20500"
"New entrant CS","2021","Other","Male","EO","340","330","25550","26350"
"New entrant CS","2021","Other","Male","G6/G7","60","60","62480","57460"
"New entrant CS","2021","Other","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Male","SEO/HEO","190","190","34510","35000"
"New entrant CS","2021","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","AA/AO","70","70","21360","21000"
"New entrant CS","2021","Policy","Female","EO","380","380","26500","27270"
"New entrant CS","2021","Policy","Female","G6/G7","300","290","55710","53380"
"New entrant CS","2021","Policy","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","SEO/HEO","1090","1070","34210","33570"
"New entrant CS","2021","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Male","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Policy","Male","EO","220","220","26340","26750"
"New entrant CS","2021","Policy","Male","G6/G7","290","290","56240","53420"
"New entrant CS","2021","Policy","Male","SCS","40","30","[c]","[c]"
"New entrant CS","2021","Policy","Male","SEO/HEO","890","880","34260","33570"
"New entrant CS","2021","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","EO","150","140","24950","26180"
"New entrant CS","2021","Project Delivery","Female","G6/G7","80","80","55410","53500"
"New entrant CS","2021","Project Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","SEO/HEO","300","300","35870","35050"
"New entrant CS","2021","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","EO","90","90","25210","26270"
"New entrant CS","2021","Project Delivery","Male","G6/G7","110","110","56970","54540"
"New entrant CS","2021","Project Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","SEO/HEO","330","320","36260","35900"
"New entrant CS","2021","Project Delivery","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Property","Female","EO","60","50","25390","25000"
"New entrant CS","2021","Property","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","SEO/HEO","70","70","35200","33300"
"New entrant CS","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Property","Male","EO","80","80","25670","24920"
"New entrant CS","2021","Property","Male","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Property","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","SEO/HEO","140","140","34500","33000"
"New entrant CS","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","EO","50","50","24910","24620"
"New entrant CS","2021","Psychology","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Psychology","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","AA/AO","120","110","21580","21050"
"New entrant CS","2021","Science and Engineering","Female","EO","120","120","25620","26370"
"New entrant CS","2021","Science and Engineering","Female","G6/G7","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","SEO/HEO","340","290","34550","33780"
"New entrant CS","2021","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","AA/AO","120","110","20580","20520"
"New entrant CS","2021","Science and Engineering","Male","EO","180","180","24510","26370"
"New entrant CS","2021","Science and Engineering","Male","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","SEO/HEO","260","260","35050","33000"
"New entrant CS","2021","Science and Engineering","Male","Unknown","80","80","32200","27770"
"New entrant CS","2021","Security","Female","AA/AO","110","100","22370","20610"
"New entrant CS","2021","Security","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","AA/AO","440","440","25620","23540"
"New entrant CS","2021","Security","Male","EO","60","60","27580","25900"
"New entrant CS","2021","Security","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","SEO/HEO","60","60","35810","34880"
"New entrant CS","2021","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","SEO/HEO","130","130","33770","32540"
"New entrant CS","2021","Social Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","SEO/HEO","50","50","33180","32540"
"New entrant CS","2021","Social Research","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","EO","50","40","[c]","[c]"
"New entrant CS","2021","Statistics","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","SEO/HEO","110","110","33760","32540"
"New entrant CS","2021","Statistics","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","EO","40","40","[c]","[c]"
"New entrant CS","2021","Statistics","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","SEO/HEO","100","90","34430","32560"
"New entrant CS","2021","Statistics","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","AA/AO","1160","1110","20190","20140"
"New entrant CS","2021","Tax","Female","EO","330","330","25590","25560"
"New entrant CS","2021","Tax","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","SEO/HEO","120","120","32690","31810"
"New entrant CS","2021","Tax","Male","AA/AO","1040","1020","20180","20140"
"New entrant CS","2021","Tax","Male","EO","440","430","25650","25560"
"New entrant CS","2021","Tax","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Male","SEO/HEO","140","140","32610","31810"
"New entrant CS","2021","Unknown","Female","AA/AO","3490","3400","21570","21010"
"New entrant CS","2021","Unknown","Female","EO","7170","6940","28510","27570"
"New entrant CS","2021","Unknown","Female","G6/G7","340","320","57480","54700"
"New entrant CS","2021","Unknown","Female","SCS","100","100","84770","73000"
"New entrant CS","2021","Unknown","Female","SEO/HEO","1160","1140","32960","31990"
"New entrant CS","2021","Unknown","Female","Unknown","230","220","[c]","[c]"
"New entrant CS","2021","Unknown","Male","AA/AO","3060","3040","21480","21010"
"New entrant CS","2021","Unknown","Male","EO","4430","4410","28420","27570"
"New entrant CS","2021","Unknown","Male","G6/G7","390","390","59910","56120"
"New entrant CS","2021","Unknown","Male","SCS","140","140","88170","74000"
"New entrant CS","2021","Unknown","Male","SEO/HEO","830","830","33580","32640"
"New entrant CS","2021","Unknown","Male","Unknown","110","110","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","EO","160","160","25700","26350"
"New entrant CS","2022","Commercial","Female","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Commercial","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","SEO/HEO","240","210","34930","35000"
"New entrant CS","2022","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Male","EO","90","90","25130","25520"
"New entrant CS","2022","Commercial","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","SEO/HEO","170","150","35620","36120"
"New entrant CS","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Communications","Female","EO","90","80","27360","27270"
"New entrant CS","2022","Communications","Female","G6/G7","60","50","[c]","[c]"
"New entrant CS","2022","Communications","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","SEO/HEO","200","200","35950","34710"
"New entrant CS","2022","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","EO","50","40","[c]","[c]"
"New entrant CS","2022","Communications","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","SEO/HEO","110","110","35410","35060"
"New entrant CS","2022","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","AA/AO","170","170","22690","21260"
"New entrant CS","2022","Counter Fraud","Female","EO","220","210","27790","27570"
"New entrant CS","2022","Counter Fraud","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","AA/AO","120","120","22640","21260"
"New entrant CS","2022","Counter Fraud","Male","EO","140","140","27940","27570"
"New entrant CS","2022","Counter Fraud","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Female","AA/AO","90","90","20560","21170"
"New entrant CS","2022","Digital, Data and Technology","Female","EO","200","190","26700","26590"
"New entrant CS","2022","Digital, Data and Technology","Female","G6/G7","200","190","54170","53360"
"New entrant CS","2022","Digital, Data and Technology","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Female","SEO/HEO","510","490","36030","35900"
"New entrant CS","2022","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Male","AA/AO","120","120","20350","21170"
"New entrant CS","2022","Digital, Data and Technology","Male","EO","380","380","26630","26500"
"New entrant CS","2022","Digital, Data and Technology","Male","G6/G7","470","460","57250","56130"
"New entrant CS","2022","Digital, Data and Technology","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Male","SEO/HEO","800","780","36330","35900"
"New entrant CS","2022","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","EO","40","30","[c]","[c]"
"New entrant CS","2022","Economics","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","SEO/HEO","70","70","34670","33120"
"New entrant CS","2022","Economics","Male","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Economics","Male","EO","30","30","[c]","[c]"
"New entrant CS","2022","Economics","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","SEO/HEO","140","140","33420","32560"
"New entrant CS","2022","Finance","Female","AA/AO","80","70","21050","21250"
"New entrant CS","2022","Finance","Female","EO","180","170","25210","25120"
"New entrant CS","2022","Finance","Female","G6/G7","90","80","55730","54130"
"New entrant CS","2022","Finance","Female","SCS","[c]","[c]","[c]","[c]"
