"Status","Year","Organisation","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","G6/G7","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","SEO/HEO","120","120","33060","32000"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","G6/G7","180","180","57630","52590"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","SCS","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","SEO/HEO","200","190","33490","32980"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","AA/AO","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","G6/G7","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","SEO/HEO","100","90","33750","33300"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","G6/G7","70","70","61300","54700"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","SCS","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","SEO/HEO","80","70","33230","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","80","80","57410","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","460","450","31530","32000"
"In post","2021","Cabinet Office (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AA/AO","170","160","20910","20920"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","EO","110","100","26410","26670"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G6/G7","130","120","57330","52850"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SCS","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO/HEO","290","280","34380","33300"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","AA/AO","40","40","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","80","70","25090","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","G6/G7","90","90","51910","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO/HEO","250","240","33020","30660"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","40","40","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SEO/HEO","70","70","32250","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","EO","90","90","24640","24440"
"In post","2021","Charity Commission","North West (England)","G6/G7","30","30","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","SEO/HEO","170","160","32880","29550"
"In post","2021","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Wales","AA/AO","390","340","21700","22490"
"In post","2021","Companies House","Wales","EO","260","250","28030","27460"
"In post","2021","Companies House","Wales","G6/G7","70","70","57350","56390"
"In post","2021","Companies House","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Wales","SEO/HEO","300","290","38770","38070"
"In post","2021","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","EO","70","70","28600","28160"
"In post","2021","Competition and Markets Authority","London","G6/G7","390","380","66620","64220"
"In post","2021","Competition and Markets Authority","London","SCS","110","100","109740","101590"
"In post","2021","Competition and Markets Authority","London","SEO/HEO","190","180","37880","35660"
"In post","2021","Competition and Markets Authority","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","AA/AO","120","100","20270","20650"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","EO","80","80","23350","22710"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","90","80","29340","27770"
"In post","2021","Crown Commercial Service","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","SEO/HEO","110","100","33270","33340"
"In post","2021","Crown Commercial Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","North West (England)","EO","60","60","23220","22240"
"In post","2021","Crown Commercial Service","North West (England)","G6/G7","110","110","52640","52550"
"In post","2021","Crown Commercial Service","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","North West (England)","SEO/HEO","210","210","32960","34800"
"In post","2021","Crown Commercial Service","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","SEO/HEO","60","60","32000","31000"
"In post","2021","Crown Commercial Service","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","AA/AO","710","630","21930","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","EO","320","310","27330","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","G6/G7","200","190","66580","68470"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","SEO/HEO","770","720","41990","37940"
"In post","2021","Crown Prosecution Service","East Midlands (England)","AA/AO","110","110","21360","21950"
"In post","2021","Crown Prosecution Service","East Midlands (England)","EO","90","80","27040","27350"
"In post","2021","Crown Prosecution Service","East Midlands (England)","G6/G7","180","170","53780","54170"
"In post","2021","Crown Prosecution Service","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","SEO/HEO","60","50","35150","34480"
"In post","2021","Crown Prosecution Service","East of England","AA/AO","110","100","22440","23520"
"In post","2021","Crown Prosecution Service","East of England","EO","110","100","28640","28430"
"In post","2021","Crown Prosecution Service","East of England","G6/G7","190","170","58620","59930"
"In post","2021","Crown Prosecution Service","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","SEO/HEO","70","70","37160","38000"
"In post","2021","Crown Prosecution Service","London","AA/AO","330","310","23110","23520"
"In post","2021","Crown Prosecution Service","London","EO","340","320","28890","30040"
"In post","2021","Crown Prosecution Service","London","G6/G7","720","680","61370","61860"
"In post","2021","Crown Prosecution Service","London","SCS","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","SEO/HEO","260","250","37170","39540"
"In post","2021","Crown Prosecution Service","North East (England)","AA/AO","100","80","21860","21950"
"In post","2021","Crown Prosecution Service","North East (England)","EO","60","60","27390","28430"
"In post","2021","Crown Prosecution Service","North East (England)","G6/G7","130","130","54840","55610"
"In post","2021","Crown Prosecution Service","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","AA/AO","210","190","21970","21950"
"In post","2021","Crown Prosecution Service","North West (England)","EO","210","200","27610","28430"
"In post","2021","Crown Prosecution Service","North West (England)","G6/G7","390","370","55630","55610"
"In post","2021","Crown Prosecution Service","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","SEO/HEO","140","140","35210","34480"
"In post","2021","Crown Prosecution Service","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","AA/AO","150","140","22760","23520"
"In post","2021","Crown Prosecution Service","South East (England)","EO","150","140","28650","27760"
"In post","2021","Crown Prosecution Service","South East (England)","G6/G7","290","270","59500","61640"
"In post","2021","Crown Prosecution Service","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","SEO/HEO","90","80","37520","39540"
"In post","2021","Crown Prosecution Service","South West (England)","AA/AO","60","50","21750","21950"
"In post","2021","Crown Prosecution Service","South West (England)","EO","60","60","26970","26340"
"In post","2021","Crown Prosecution Service","South West (England)","G6/G7","120","110","55440","55610"
"In post","2021","Crown Prosecution Service","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","AA/AO","80","70","21970","21950"
"In post","2021","Crown Prosecution Service","Wales","EO","60","50","27440","28430"
"In post","2021","Crown Prosecution Service","Wales","G6/G7","170","150","54990","55610"
"In post","2021","Crown Prosecution Service","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","SEO/HEO","60","50","35480","34480"
"In post","2021","Crown Prosecution Service","West Midlands (England)","AA/AO","130","120","21790","21950"
"In post","2021","Crown Prosecution Service","West Midlands (England)","EO","110","100","27170","28430"
"In post","2021","Crown Prosecution Service","West Midlands (England)","G6/G7","240","220","55630","55610"
"In post","2021","Crown Prosecution Service","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","SEO/HEO","80","70","35120","34480"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","AA/AO","180","160","21730","21950"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","EO","170","150","27140","27440"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","G6/G7","430","390","56630","55610"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","SEO/HEO","150","150","35550","37440"
