"Status","Year","Organisation","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Maritime and Coastguard Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","London","EO","40","40","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","50","50","59550","54470"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","London","SCS","40","30","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","80","70","37340","34830"
"Leaver CS","2022","Met Office","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","South West (England)","SEO/HEO","50","50","37670","38180"
"Leaver CS","2022","Met Office","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Midlands (England)","AA/AO","110","100","20990","20840"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Midlands (England)","EO","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Midlands (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East of England","AA/AO","180","160","22430","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East of England","EO","60","60","29470","27990"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","East of England","SEO/HEO","80","70","40190","37000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","AA/AO","70","70","25670","23730"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","EO","50","50","29350","30200"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","SEO/HEO","90","90","40710","40640"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North West (England)","AA/AO","70","60","22010","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","50","50","40200","40120"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Scotland","AA/AO","170","160","26760","21590"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Scotland","EO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Scotland","SEO/HEO","60","60","38840","37040"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South East (England)","AA/AO","450","430","23130","21130"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South East (England)","EO","140","130","27710","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South East (England)","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South East (England)","SEO/HEO","210","200","39270","39030"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South West (England)","AA/AO","280","260","23630","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South West (England)","EO","140","130","28230","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South West (England)","G6/G7","50","40","62270","55270"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South West (England)","SEO/HEO","260","240","37970","39030"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Wales","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","AA/AO","80","80","23760","21380"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","EO","50","50","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","AA/AO","100","90","24030","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","EO","50","50","28910","26930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","EO","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","G6/G7","80","70","61320","59390"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","SEO/HEO","110","110","38860","38370"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","EO","30","30","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","G6/G7","60","60","63300","62000"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Scotland","G6/G7","[c]","[c]","[c]","[c]"
