"Status","Year","Region_ITL1","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East Midlands (England)","Unknown","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Ministry of Defence","100","90","28080","22550"
"New entrant CS","2022","East of England","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","East of England","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Legal","Attorney General's Departments","60","50","32620","24590"
"New entrant CS","2022","East of England","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","East of England","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","East of England","No function","Department for Work and Pensions","500","480","26460","27570"
"New entrant CS","2022","East of England","No function","Department of Health and Social Care","120","110","33290","30460"
"New entrant CS","2022","East of England","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Ministry of Justice","1710","1610","26000","24800"
"New entrant CS","2022","East of England","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Security","Ministry of Defence","70","70","28030","25000"
"New entrant CS","2022","East of England","Unknown","Department for Work and Pensions","50","50","27220","27570"
"New entrant CS","2022","East of England","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Home Office","110","90","27060","24880"
"New entrant CS","2022","East of England","Unknown","Ministry of Defence","120","120","30660","21170"
"New entrant CS","2022","London","Analysis","Chancellor's other departments","40","30","[c]","[c]"
"New entrant CS","2022","London","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","London","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","Department for International Trade","60","60","[c]","[c]"
"New entrant CS","2022","London","Analysis","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"New entrant CS","2022","London","Analysis","Department for Transport","60","60","40770","34710"
"New entrant CS","2022","London","Analysis","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","London","Analysis","Department of Health and Social Care","60","40","[c]","[c]"
"New entrant CS","2022","London","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","HM Revenue and Customs","50","50","36950","37610"
"New entrant CS","2022","London","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","London","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"New entrant CS","2022","London","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Cabinet Office","80","80","70120","70000"
"New entrant CS","2022","London","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Department of Health and Social Care","70","50","43830","40650"
"New entrant CS","2022","London","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","UK Export Finance","40","40","[c]","[c]"
"New entrant CS","2022","London","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Communications","Cabinet Office","50","50","[c]","[c]"
"New entrant CS","2022","London","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
