"Status","Year","Region_ITL1","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","West Midlands (England)","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Department for Business, Energy and Industrial Strategy","80","80","25990","24250"
"New entrant CS","2021","West Midlands (England)","No function","Department for Education","70","70","34870","36500"
"New entrant CS","2021","West Midlands (England)","No function","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Department for Transport","60","60","26550","21590"
"New entrant CS","2021","West Midlands (England)","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Department of Health and Social Care","120","100","30970","27780"
"New entrant CS","2021","West Midlands (England)","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","HM Land Registry","70","60","22350","22350"
"New entrant CS","2021","West Midlands (England)","No function","HM Revenue and Customs","120","120","22170","20140"
"New entrant CS","2021","West Midlands (England)","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Ministry of Justice","890","840","21790","21170"
"New entrant CS","2021","West Midlands (England)","No function","National Crime Agency","90","90","32470","32770"
"New entrant CS","2021","West Midlands (England)","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Department for Work and Pensions","1020","990","26060","27570"
"New entrant CS","2021","West Midlands (England)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Ministry of Defence","110","100","29760","26350"
"New entrant CS","2021","West Midlands (England)","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Communications","HM Revenue and Customs","80","80","27090","25560"
"New entrant CS","2021","Yorkshire and The Humber","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Debt","HM Revenue and Customs","60","50","20140","20140"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Department of Health and Social Care","50","50","32970","28970"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Legal","Attorney General's Departments","60","60","32260","25480"
"New entrant CS","2021","Yorkshire and The Humber","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department for Education","60","50","30370","29360"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department for Environment, Food and Rural Affairs","120","120","28300","25230"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department for Transport","50","50","29360","26580"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Department of Health and Social Care","250","230","37600","31370"
"New entrant CS","2021","Yorkshire and The Humber","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","HM Revenue and Customs","240","230","20800","20140"
"New entrant CS","2021","Yorkshire and The Humber","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Ministry of Justice","650","630","21970","21170"
"New entrant CS","2021","Yorkshire and The Humber","No function","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Security","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Department for Work and Pensions","1660","1630","26490","27570"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Home Office","290","280","25970","21430"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Ministry of Defence","110","100","26700","20920"
"New entrant CS","2022","East Midlands (England)","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Communications","HM Revenue and Customs","210","210","26540","26590"
"New entrant CS","2022","East Midlands (England)","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Counter Fraud","HM Revenue and Customs","50","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Debt","Department for Work and Pensions","60","60","21260","21260"
"New entrant CS","2022","East Midlands (England)","Debt","HM Revenue and Customs","50","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Grants Management","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Legal","Attorney General's Departments","70","70","30820","25480"
"New entrant CS","2022","East Midlands (England)","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Department for Work and Pensions","440","430","24660","21260"
"New entrant CS","2022","East Midlands (England)","No function","Department of Health and Social Care","80","70","35490","30020"
"New entrant CS","2022","East Midlands (England)","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","HM Land Registry","50","50","24640","22600"
"New entrant CS","2022","East Midlands (England)","No function","HM Revenue and Customs","200","200","27310","26590"
"New entrant CS","2022","East Midlands (England)","No function","Ministry of Justice","1640","1550","24860","23140"
"New entrant CS","2022","East Midlands (England)","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Department for Work and Pensions","80","80","23460","21260"
"New entrant CS","2022","East Midlands (England)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
