"Status","Year","Sexual_orientation","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Kent","AA/AO","90","80","22780","21580"
"In post","2021","Undeclared","East Kent","EO","350","310","27560","27370"
"In post","2021","Undeclared","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Kent","SEO/HEO","110","110","34710","33400"
"In post","2021","Undeclared","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Merseyside","AA/AO","30","30","[c]","[c]"
"In post","2021","Undeclared","East Merseyside","EO","30","30","[c]","[c]"
"In post","2021","Undeclared","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Riding of Yorkshire","AA/AO","90","80","26340","24920"
"In post","2021","Undeclared","East Riding of Yorkshire","EO","90","80","28840","26930"
"In post","2021","Undeclared","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Surrey","AA/AO","40","40","[c]","[c]"
"In post","2021","Undeclared","East Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Sussex CC","AA/AO","70","60","22460","21010"
"In post","2021","Undeclared","East Sussex CC","EO","80","70","27360","27570"
"In post","2021","Undeclared","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Sussex CC","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex Haven Gateway","AA/AO","50","40","[c]","[c]"
"In post","2021","Undeclared","Essex Haven Gateway","EO","60","50","31050","29290"
"In post","2021","Undeclared","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex Haven Gateway","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Essex Thames Gateway","AA/AO","40","30","[c]","[c]"
"In post","2021","Undeclared","Essex Thames Gateway","EO","30","30","[c]","[c]"
"In post","2021","Undeclared","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Falkirk","AA/AO","60","50","21440","21010"
"In post","2021","Undeclared","Falkirk","EO","40","40","[c]","[c]"
"In post","2021","Undeclared","Falkirk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Flintshire and Wrexham","AA/AO","110","100","21550","21010"
"In post","2021","Undeclared","Flintshire and Wrexham","EO","210","200","28300","28750"
"In post","2021","Undeclared","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Flintshire and Wrexham","SEO/HEO","70","70","37310","34250"
"In post","2021","Undeclared","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Glasgow City","AA/AO","390","340","21020","21010"
"In post","2021","Undeclared","Glasgow City","EO","290","260","27320","27570"
"In post","2021","Undeclared","Glasgow City","G6/G7","80","70","61630","61010"
"In post","2021","Undeclared","Glasgow City","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Glasgow City","SEO/HEO","230","220","36530","35230"
"In post","2021","Undeclared","Gloucestershire","AA/AO","50","40","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire","EO","70","60","27030","27130"
"In post","2021","Undeclared","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester North East","AA/AO","40","30","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester North East","EO","50","50","27830","27570"
"In post","2021","Undeclared","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester North West","AA/AO","80","70","21260","21010"
"In post","2021","Undeclared","Greater Manchester North West","EO","50","40","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester South East","AA/AO","70","60","20830","21010"
"In post","2021","Undeclared","Greater Manchester South East","EO","50","50","26980","27570"
"In post","2021","Undeclared","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester South West","AA/AO","110","100","20510","20570"
"In post","2021","Undeclared","Greater Manchester South West","EO","120","110","26480","26160"
"In post","2021","Undeclared","Greater Manchester South West","G6/G7","50","50","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester South West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester South West","SEO/HEO","140","140","34510","31990"
"In post","2021","Undeclared","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gwent Valleys","EO","40","40","[c]","[c]"
"In post","2021","Undeclared","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gwynedd","AA/AO","40","40","[c]","[c]"
"In post","2021","Undeclared","Gwynedd","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hackney and Newham","AA/AO","70","70","24130","25110"
"In post","2021","Undeclared","Hackney and Newham","EO","100","90","30920","31060"
"In post","2021","Undeclared","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hackney and Newham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hackney and Newham","SEO/HEO","60","60","39410","39800"
"In post","2021","Undeclared","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Haringey and Islington","AA/AO","50","40","[c]","[c]"
"In post","2021","Undeclared","Haringey and Islington","EO","40","40","[c]","[c]"
"In post","2021","Undeclared","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Harrow and Hillingdon","AA/AO","80","70","25080","25630"
"In post","2021","Undeclared","Harrow and Hillingdon","EO","270","230","29590","29980"
"In post","2021","Undeclared","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Harrow and Hillingdon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Harrow and Hillingdon","SEO/HEO","100","90","38470","36950"
"In post","2021","Undeclared","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hartlepool and Stockton-on-Tees","AA/AO","60","50","23400","21010"
"In post","2021","Undeclared","Hartlepool and Stockton-on-Tees","EO","30","30","[c]","[c]"
"In post","2021","Undeclared","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heart of Essex","AA/AO","30","30","[c]","[c]"
"In post","2021","Undeclared","Heart of Essex","EO","30","30","[c]","[c]"
"In post","2021","Undeclared","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hertfordshire","AA/AO","60","60","25040","24670"
"In post","2021","Undeclared","Hertfordshire","EO","80","70","30480","29290"
"In post","2021","Undeclared","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hertfordshire","SEO/HEO","60","50","40060","40450"
"In post","2021","Undeclared","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hounslow and Richmond upon Thames","AA/AO","80","80","25100","24440"
"In post","2021","Undeclared","Hounslow and Richmond upon Thames","EO","100","90","30440","30240"
"In post","2021","Undeclared","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hounslow and Richmond upon Thames","SEO/HEO","90","80","37900","36720"
"In post","2021","Undeclared","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","80","70","21430","21010"
"In post","2021","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","EO","60","50","27630","27570"
"In post","2021","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","50","50","21220","20820"
"In post","2021","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","40","40","[c]","[c]"
"In post","2021","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Isle of Wight","AA/AO","60","50","25150","21710"
"In post","2021","Undeclared","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent Thames Gateway","AA/AO","60","50","27020","27850"
"In post","2021","Undeclared","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kingston upon Hull, City of","AA/AO","60","60","23050","21010"
"In post","2021","Undeclared","Kingston upon Hull, City of","EO","90","80","27530","27210"
"In post","2021","Undeclared","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kingston upon Hull, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kingston upon Hull, City of","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Undeclared","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lambeth","AA/AO","40","40","[c]","[c]"
"In post","2021","Undeclared","Lambeth","EO","120","120","30500","31060"
"In post","2021","Undeclared","Lambeth","G6/G7","90","80","61880","59160"
"In post","2021","Undeclared","Lambeth","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lambeth","SEO/HEO","140","140","39710","40070"
"In post","2021","Undeclared","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leeds","AA/AO","180","160","21520","21010"
"In post","2021","Undeclared","Leeds","EO","220","200","26650","27370"
"In post","2021","Undeclared","Leeds","G6/G7","100","90","55100","52580"
"In post","2021","Undeclared","Leeds","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leeds","SEO/HEO","270","260","36080","35310"
"In post","2021","Undeclared","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicester","AA/AO","100","90","21010","20180"
"In post","2021","Undeclared","Leicester","EO","70","70","26970","27570"
"In post","2021","Undeclared","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicester","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Undeclared","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire CC and Rutland","AA/AO","90","80","23170","21580"
"In post","2021","Undeclared","Leicestershire CC and Rutland","EO","60","60","27550","27380"
"In post","2021","Undeclared","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire CC and Rutland","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Undeclared","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lewisham and Southwark","EO","60","60","29690","29600"
"In post","2021","Undeclared","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lewisham and Southwark","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lincolnshire","AA/AO","130","110","21940","21010"
"In post","2021","Undeclared","Lincolnshire","EO","80","70","27350","26890"
"In post","2021","Undeclared","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lincolnshire","SEO/HEO","70","70","38110","36460"
"In post","2021","Undeclared","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lisburn and Castlereagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
