"Status","Year","Sexual_orientation","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Outer London - East and North East","Female","80","70","31890","31060"
"In post","2021","LGBO","Outer London - East and North East","Male","40","40","[c]","[c]"
"In post","2021","LGBO","Outer London - South","Female","130","130","38240","31060"
"In post","2021","LGBO","Outer London - South","Male","170","160","40150","36160"
"In post","2021","LGBO","Outer London - West and North West","Female","150","140","32290","31060"
"In post","2021","LGBO","Outer London - West and North West","Male","140","130","35570","31060"
"In post","2021","LGBO","Overseas","Female","50","50","47100","41460"
"In post","2021","LGBO","Overseas","Male","120","120","53650","54040"
"In post","2021","LGBO","Shropshire and Staffordshire","Female","180","170","27100","25790"
"In post","2021","LGBO","Shropshire and Staffordshire","Male","140","130","29160","27470"
"In post","2021","LGBO","South Yorkshire","Female","200","190","31890","27570"
"In post","2021","LGBO","South Yorkshire","Male","190","180","30880","27570"
"In post","2021","LGBO","Southern Scotland","Female","70","60","30940","27570"
"In post","2021","LGBO","Southern Scotland","Male","80","80","30950","26160"
"In post","2021","LGBO","Surrey, East and West Sussex","Female","250","240","29640","27570"
"In post","2021","LGBO","Surrey, East and West Sussex","Male","200","190","28700","27570"
"In post","2021","LGBO","Tees Valley and Durham","Female","170","160","28140","26810"
"In post","2021","LGBO","Tees Valley and Durham","Male","120","120","28690","26560"
"In post","2021","LGBO","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Male","40","40","[c]","[c]"
"In post","2021","LGBO","West Central Scotland","Female","290","280","30820","27570"
"In post","2021","LGBO","West Central Scotland","Male","340","330","30000","27570"
"In post","2021","LGBO","West Midlands","Female","270","250","30650","27570"
"In post","2021","LGBO","West Midlands","Male","290","280","31090","27570"
"In post","2021","LGBO","West Wales and The Valleys","Female","240","220","27280","24240"
"In post","2021","LGBO","West Wales and The Valleys","Male","230","220","29370","26350"
"In post","2021","LGBO","West Yorkshire","Female","390","380","30030","27570"
"In post","2021","LGBO","West Yorkshire","Male","320","320","32070","27570"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","Female","220","200","32070","29290"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","Male","200","190","34300","31810"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Female","440","400","31840","28670"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Male","460","450","35010","33670"
"In post","2021","Undeclared","Cheshire","Female","170","160","29920","28840"
"In post","2021","Undeclared","Cheshire","Male","150","140","32940","31650"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Female","90","70","26350","26400"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Male","70","70","28530","26850"
"In post","2021","Undeclared","Cumbria","Female","80","70","27870","25190"
"In post","2021","Undeclared","Cumbria","Male","100","90","32350","27570"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","Female","630","550","30330","27570"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","Male","500","470","33180","30950"
"In post","2021","Undeclared","Devon","Female","320","280","28810","26930"
"In post","2021","Undeclared","Devon","Male","360","340","32430","29730"
"In post","2021","Undeclared","Dorset and Somerset","Female","250","220","29110","27570"
"In post","2021","Undeclared","Dorset and Somerset","Male","310","300","31280","31430"
"In post","2021","Undeclared","East Anglia","Female","570","520","29300","27130"
"In post","2021","Undeclared","East Anglia","Male","650","620","31820","31170"
"In post","2021","Undeclared","East Wales","Female","790","710","32660","27570"
"In post","2021","Undeclared","East Wales","Male","960","920","34140","30020"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Female","240","210","26900","27130"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Male","260","240","30250","27570"
"In post","2021","Undeclared","Eastern Scotland","Female","1170","1060","30560","27570"
"In post","2021","Undeclared","Eastern Scotland","Male","860","830","32850","29350"
"In post","2021","Undeclared","Essex","Female","310","270","28500","27370"
"In post","2021","Undeclared","Essex","Male","240","230","33440","29290"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1350","1230","35080","33280"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1750","1690","40560","39070"
"In post","2021","Undeclared","Greater Manchester","Female","870","780","29330","27300"
"In post","2021","Undeclared","Greater Manchester","Male","730","700","32930","28220"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Female","690","620","30600","27570"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Male","840","810","34890","33300"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Female","190","170","26860","24440"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Male","170","170","30440","29730"
"In post","2021","Undeclared","Highlands and Islands","Female","120","100","28050","27570"
"In post","2021","Undeclared","Highlands and Islands","Male","90","80","28970","26780"
"In post","2021","Undeclared","Inner London - East","Female","900","840","40570","34010"
"In post","2021","Undeclared","Inner London - East","Male","620","590","44640","39800"
"In post","2021","Undeclared","Inner London - West","Female","2370","2270","45370","40960"
"In post","2021","Undeclared","Inner London - West","Male","2630","2590","48470","44680"
"In post","2021","Undeclared","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Female","430","380","29120","27370"
"In post","2021","Undeclared","Kent","Male","480","450","31060","27370"
"In post","2021","Undeclared","Lancashire","Female","620","530","28020","27570"
"In post","2021","Undeclared","Lancashire","Male","470","450","28730","27380"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Female","330","290","26240","24620"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Male","260","240","29470","27570"
"In post","2021","Undeclared","Lincolnshire","Female","160","140","27560","26240"
"In post","2021","Undeclared","Lincolnshire","Male","140","140","31150","28210"
"In post","2021","Undeclared","Merseyside","Female","780","670","28040","25560"
"In post","2021","Undeclared","Merseyside","Male","660","620","30610","27240"
"In post","2021","Undeclared","North Eastern Scotland","Female","110","90","29230","22820"
"In post","2021","Undeclared","North Eastern Scotland","Male","100","100","41150","32060"
"In post","2021","Undeclared","North Yorkshire","Female","180","160","30820","27570"
"In post","2021","Undeclared","North Yorkshire","Male","240","230","33620","31420"
"In post","2021","Undeclared","Northern Ireland","Female","90","80","27940","25560"
"In post","2021","Undeclared","Northern Ireland","Male","140","140","28250","25560"
"In post","2021","Undeclared","Northumberland and Tyne and Wear","Female","760","640","27190","21950"
"In post","2021","Undeclared","Northumberland and Tyne and Wear","Male","680","650","30460","27290"
"In post","2021","Undeclared","Outer London - East and North East","Female","200","170","29080","30330"
"In post","2021","Undeclared","Outer London - East and North East","Male","140","130","32800","31060"
"In post","2021","Undeclared","Outer London - South","Female","640","580","35210","31060"
"In post","2021","Undeclared","Outer London - South","Male","520","510","40700","36420"
"In post","2021","Undeclared","Outer London - West and North West","Female","550","490","32440","30840"
"In post","2021","Undeclared","Outer London - West and North West","Male","480","450","35760","31060"
"In post","2021","Undeclared","Overseas","Female","140","140","45590","40330"
"In post","2021","Undeclared","Overseas","Male","230","230","48910","42110"
"In post","2021","Undeclared","Shropshire and Staffordshire","Female","340","300","28800","27130"
"In post","2021","Undeclared","Shropshire and Staffordshire","Male","360","340","31070","28110"
"In post","2021","Undeclared","South Yorkshire","Female","470","410","30280","27570"
"In post","2021","Undeclared","South Yorkshire","Male","380","370","32620","30070"
"In post","2021","Undeclared","Southern Scotland","Female","260","220","26540","22820"
"In post","2021","Undeclared","Southern Scotland","Male","200","190","28640","26780"
"In post","2021","Undeclared","Surrey, East and West Sussex","Female","480","420","30640","27570"
"In post","2021","Undeclared","Surrey, East and West Sussex","Male","410","380","32270","29410"
"In post","2021","Undeclared","Tees Valley and Durham","Female","410","350","27590","25310"
"In post","2021","Undeclared","Tees Valley and Durham","Male","300","290","29960","27570"
"In post","2021","Undeclared","Unknown","Female","70","60","31870","27570"
"In post","2021","Undeclared","Unknown","Male","50","50","33130","28010"
"In post","2021","Undeclared","West Central Scotland","Female","980","850","27760","25560"
"In post","2021","Undeclared","West Central Scotland","Male","660","630","31610","27570"
"In post","2021","Undeclared","West Midlands","Female","850","750","29660","27570"
"In post","2021","Undeclared","West Midlands","Male","590","560","32100","27570"
"In post","2021","Undeclared","West Wales and The Valleys","Female","1480","1180","25910","21590"
"In post","2021","Undeclared","West Wales and The Valleys","Male","910","870","30280","26780"
"In post","2021","Undeclared","West Yorkshire","Female","720","620","29830","27570"
"In post","2021","Undeclared","West Yorkshire","Male","580","550","32580","28420"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Female","440","390","31580","29290"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Male","320","300","33330","30400"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","800","710","31950","28990"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","920","900","34100","31280"
"In post","2021","Unknown","Cheshire","Female","360","320","27840","27470"
"In post","2021","Unknown","Cheshire","Male","330","310","31370","31650"
"In post","2021","Unknown","Cornwall and Isles of Scilly","Female","180","150","25400","21010"
"In post","2021","Unknown","Cornwall and Isles of Scilly","Male","140","130","26680","26590"
"In post","2021","Unknown","Cumbria","Female","380","320","25140","21050"
"In post","2021","Unknown","Cumbria","Male","230","220","26750","21550"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Female","1490","1330","28320","26700"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Male","1320","1260","29610","27150"
"In post","2021","Unknown","Devon","Female","1410","1230","31510","27570"
"In post","2021","Unknown","Devon","Male","1770","1710","36690","35030"
"In post","2021","Unknown","Dorset and Somerset","Female","430","360","28290","27540"
"In post","2021","Unknown","Dorset and Somerset","Male","460","440","31200","27620"
"In post","2021","Unknown","East Anglia","Female","1070","930","28980","27500"
"In post","2021","Unknown","East Anglia","Male","1130","1080","31100","28920"
"In post","2021","Unknown","East Wales","Female","2330","2060","27700","25560"
"In post","2021","Unknown","East Wales","Male","2170","2100","31310","27570"
"In post","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Female","400","350","25860","26120"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Male","410","390","28330","27380"
"In post","2021","Unknown","Eastern Scotland","Female","2990","2710","31730","27570"
"In post","2021","Unknown","Eastern Scotland","Male","3080","2950","33380","30650"
"In post","2021","Unknown","Essex","Female","630","550","29980","27530"
"In post","2021","Unknown","Essex","Male","440","420","31190","29290"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1720","1530","33260","28550"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","2080","2010","36700","32010"
"In post","2021","Unknown","Greater Manchester","Female","2390","2140","27930","25560"
"In post","2021","Unknown","Greater Manchester","Male","2250","2170","30370","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","Female","1190","1020","29720","26670"
"In post","2021","Unknown","Hampshire and Isle of Wight","Male","1250","1180","33860","29960"
"In post","2021","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","370","320","25970","24920"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","310","300","28010","26350"
"In post","2021","Unknown","Highlands and Islands","Female","230","210","28490","27570"
"In post","2021","Unknown","Highlands and Islands","Male","350","340","29950","28120"
"In post","2021","Unknown","Inner London - East","Female","2140","1960","39600","32260"
"In post","2021","Unknown","Inner London - East","Male","1880","1830","43650","36230"
"In post","2021","Unknown","Inner London - West","Female","7100","6810","44500","38600"
"In post","2021","Unknown","Inner London - West","Male","6250","6180","47030","40600"
"In post","2021","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent","Female","610","550","28190","26330"
"In post","2021","Unknown","Kent","Male","690","660","30830","29830"
"In post","2021","Unknown","Lancashire","Female","1890","1610","26200","25300"
"In post","2021","Unknown","Lancashire","Male","1520","1440","28340","27570"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Female","730","630","25640","23240"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Male","550","520","26740","26350"
"In post","2021","Unknown","Lincolnshire","Female","170","150","28050","27570"
"In post","2021","Unknown","Lincolnshire","Male","170","160","28410","27570"
"In post","2021","Unknown","Merseyside","Female","2450","2090","26550","23470"
"In post","2021","Unknown","Merseyside","Male","1660","1580","28370","25560"
"In post","2021","Unknown","North Eastern Scotland","Female","240","220","30010","27570"
"In post","2021","Unknown","North Eastern Scotland","Male","280","270","36010","33650"
"In post","2021","Unknown","North Yorkshire","Female","400","360","32490","27570"
"In post","2021","Unknown","North Yorkshire","Male","400","390","32090","27570"
"In post","2021","Unknown","Northern Ireland","Female","400","360","26260","21730"
"In post","2021","Unknown","Northern Ireland","Male","470","460","26320","23870"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Female","3500","2890","25180","21440"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Male","2440","2320","28120","25560"
"In post","2021","Unknown","Outer London - East and North East","Female","560","490","28940","30330"
"In post","2021","Unknown","Outer London - East and North East","Male","380","370","31160","31060"
"In post","2021","Unknown","Outer London - South","Female","900","840","33880","31060"
"In post","2021","Unknown","Outer London - South","Male","760","740","37510","33650"
"In post","2021","Unknown","Outer London - West and North West","Female","890","810","34800","31060"
"In post","2021","Unknown","Outer London - West and North West","Male","630","610","35500","31750"
"In post","2021","Unknown","Overseas","Female","360","360","49730","46620"
"In post","2021","Unknown","Overseas","Male","360","360","52180","52430"
"In post","2021","Unknown","Shropshire and Staffordshire","Female","790","700","28100","26300"
"In post","2021","Unknown","Shropshire and Staffordshire","Male","670","640","30180","26950"
"In post","2021","Unknown","South Yorkshire","Female","850","730","29850","27570"
"In post","2021","Unknown","South Yorkshire","Male","700","670","33020","28200"
"In post","2021","Unknown","Southern Scotland","Female","1150","990","26980","24110"
"In post","2021","Unknown","Southern Scotland","Male","880","840","28630","25560"
"In post","2021","Unknown","Surrey, East and West Sussex","Female","800","690","29200","27570"
"In post","2021","Unknown","Surrey, East and West Sussex","Male","700","660","30470","28130"
"In post","2021","Unknown","Tees Valley and Durham","Female","1020","870","25310","22350"
"In post","2021","Unknown","Tees Valley and Durham","Male","870","810","28380","27150"
"In post","2021","Unknown","Unknown","Female","550","520","33680","30780"
"In post","2021","Unknown","Unknown","Male","2000","2000","37630","33570"
"In post","2021","Unknown","West Central Scotland","Female","2130","1870","28800","25560"
"In post","2021","Unknown","West Central Scotland","Male","2310","2220","30890","27570"
"In post","2021","Unknown","West Midlands","Female","2650","2320","28700","26140"
"In post","2021","Unknown","West Midlands","Male","1840","1780","31700","27570"
"In post","2021","Unknown","West Wales and The Valleys","Female","1430","1220","25410","21590"
"In post","2021","Unknown","West Wales and The Valleys","Male","920","870","28020","26130"
"In post","2021","Unknown","West Yorkshire","Female","2390","2120","30140","27570"
"In post","2021","Unknown","West Yorkshire","Male","2210","2130","30370","26300"
"In post","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Female","1980","1830","32810","29290"
"In post","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Male","1400","1370","34880","30750"
"In post","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Female","3500","3230","32300","28840"
"In post","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Male","3260","3180","34960","32040"
