"Status","Year","Age","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","London","Intelligence Analysis","250","250","34540","34740"
"In post","2022","20-29","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","London","International Trade","440","440","38850","38160"
"In post","2022","20-29","London","Knowledge and Information Management","110","110","36710","33570"
"In post","2022","20-29","London","Legal","510","510","38630","35060"
"In post","2022","20-29","London","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","London","Operational Delivery","5780","5700","31270","31060"
"In post","2022","20-29","London","Operational Research","130","130","39900","37020"
"In post","2022","20-29","London","Other","900","890","32220","31060"
"In post","2022","20-29","London","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","London","Policy","6750","6720","40360","37640"
"In post","2022","20-29","London","Project Delivery","640","630","39000","35070"
"In post","2022","20-29","London","Property","180","180","34410","31160"
"In post","2022","20-29","London","Psychology","30","30","[c]","[c]"
"In post","2022","20-29","London","Science and Engineering","260","250","34180","32330"
"In post","2022","20-29","London","Security","180","180","33890","32580"
"In post","2022","20-29","London","Social Research","230","230","38260","35030"
"In post","2022","20-29","London","Statistics","410","410","37610","36930"
"In post","2022","20-29","London","Tax","330","330","40320","37610"
"In post","2022","20-29","London","Unknown","3040","3030","36760","32000"
"In post","2022","20-29","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Counter Fraud","80","80","27830","27570"
"In post","2022","20-29","North East (England)","Digital, Data and Technology","250","250","35220","33080"
"In post","2022","20-29","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Finance","60","60","32570","29720"
"In post","2022","20-29","North East (England)","Human Resources","40","40","[c]","[c]"
"In post","2022","20-29","North East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Legal","50","50","33100","30450"
"In post","2022","20-29","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Operational Delivery","2710","2650","24340","22600"
"In post","2022","20-29","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Other","130","130","23600","21260"
"In post","2022","20-29","North East (England)","Policy","110","110","32520","29360"
"In post","2022","20-29","North East (England)","Project Delivery","80","80","34100","33370"
"In post","2022","20-29","North East (England)","Property","50","50","28200","26030"
"In post","2022","20-29","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North East (England)","Statistics","30","30","[c]","[c]"
"In post","2022","20-29","North East (England)","Tax","580","560","26680","26590"
"In post","2022","20-29","North East (England)","Unknown","290","280","26240","25560"
"In post","2022","20-29","North West (England)","Commercial","90","90","32430","30940"
"In post","2022","20-29","North West (England)","Communications","40","40","[c]","[c]"
"In post","2022","20-29","North West (England)","Counter Fraud","70","70","27110","27570"
"In post","2022","20-29","North West (England)","Digital, Data and Technology","410","410","33530","32400"
"In post","2022","20-29","North West (England)","Economics","40","40","[c]","[c]"
"In post","2022","20-29","North West (England)","Finance","140","140","31210","29360"
"In post","2022","20-29","North West (England)","Human Resources","180","180","27920","26590"
"In post","2022","20-29","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","Legal","140","140","32090","30450"
"In post","2022","20-29","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","Operational Delivery","5970","5860","24670","24090"
"In post","2022","20-29","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","Other","290","290","25630","27570"
"In post","2022","20-29","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","Policy","330","330","33920","30960"
"In post","2022","20-29","North West (England)","Project Delivery","170","170","32720","33080"
"In post","2022","20-29","North West (England)","Property","100","100","29340","27650"
"In post","2022","20-29","North West (England)","Psychology","30","30","[c]","[c]"
"In post","2022","20-29","North West (England)","Science and Engineering","110","110","27840","26370"
"In post","2022","20-29","North West (England)","Security","50","50","27480","24940"
"In post","2022","20-29","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","North West (England)","Statistics","70","70","34200","33370"
"In post","2022","20-29","North West (England)","Tax","930","910","26780","26590"
"In post","2022","20-29","North West (England)","Unknown","480","480","29450","26820"
"In post","2022","20-29","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Operational Delivery","230","230","23800","21250"
"In post","2022","20-29","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Tax","200","190","25820","26590"
"In post","2022","20-29","Northern Ireland","Unknown","40","40","[c]","[c]"
"In post","2022","20-29","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Policy","180","180","35250","33230"
"In post","2022","20-29","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Commercial","50","50","[c]","[c]"
"In post","2022","20-29","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Counter Fraud","60","60","24140","21260"
"In post","2022","20-29","Scotland","Digital, Data and Technology","120","110","32580","33080"
"In post","2022","20-29","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Finance","80","70","26120","21640"
"In post","2022","20-29","Scotland","Human Resources","80","80","26780","24680"
"In post","2022","20-29","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Legal","170","170","37140","41750"
"In post","2022","20-29","Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Operational Delivery","2900","2840","24810","23230"
"In post","2022","20-29","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Other","360","350","25490","23450"
"In post","2022","20-29","Scotland","Policy","60","60","30910","30360"
"In post","2022","20-29","Scotland","Project Delivery","50","50","35720","33100"
"In post","2022","20-29","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Science and Engineering","50","50","[c]","[c]"
"In post","2022","20-29","Scotland","Security","240","240","25720","24610"
"In post","2022","20-29","Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Tax","400","390","26930","26590"
"In post","2022","20-29","Scotland","Unknown","2850","2800","29720","27360"
"In post","2022","20-29","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","Commercial","80","80","28220","26350"
"In post","2022","20-29","South East (England)","Communications","30","30","[c]","[c]"
"In post","2022","20-29","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","Counter Fraud","60","60","27280","27570"
"In post","2022","20-29","South East (England)","Digital, Data and Technology","130","130","31240","29350"
"In post","2022","20-29","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","Finance","140","140","30560","28350"
"In post","2022","20-29","South East (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","Human Resources","50","50","[c]","[c]"
"In post","2022","20-29","South East (England)","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","20-29","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","20-29","South East (England)","Legal","70","70","31540","26970"
"In post","2022","20-29","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","Operational Delivery","3530","3460","26490","25990"
"In post","2022","20-29","South East (England)","Operational Research","110","110","31810","29230"
"In post","2022","20-29","South East (England)","Other","240","230","24450","24000"
"In post","2022","20-29","South East (England)","Policy","70","70","30220","30730"
"In post","2022","20-29","South East (England)","Project Delivery","140","140","33570","33000"
"In post","2022","20-29","South East (England)","Property","90","90","27410","26290"
"In post","2022","20-29","South East (England)","Psychology","50","50","[c]","[c]"
"In post","2022","20-29","South East (England)","Science and Engineering","430","430","29980","29230"
"In post","2022","20-29","South East (England)","Security","270","270","27500","26660"
"In post","2022","20-29","South East (England)","Social Research","100","100","34150","30710"
"In post","2022","20-29","South East (England)","Statistics","70","70","34060","30710"
"In post","2022","20-29","South East (England)","Tax","40","30","[c]","[c]"
"In post","2022","20-29","South East (England)","Unknown","90","90","28630","28000"
"In post","2022","20-29","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Commercial","330","330","29470","29000"
"In post","2022","20-29","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Digital, Data and Technology","440","440","29500","27270"
"In post","2022","20-29","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Finance","290","290","28150","26350"
"In post","2022","20-29","South West (England)","Geography","110","110","25600","26740"
"In post","2022","20-29","South West (England)","Human Resources","130","130","25810","24050"
"In post","2022","20-29","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2022","20-29","South West (England)","Legal","60","60","31300","27130"
"In post","2022","20-29","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Operational Delivery","2290","2230","25190","24260"
"In post","2022","20-29","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Other","550","540","24580","22000"
"In post","2022","20-29","South West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Policy","250","250","33240","30320"
"In post","2022","20-29","South West (England)","Project Delivery","670","660","30670","30420"
"In post","2022","20-29","South West (England)","Property","90","90","29830","26880"
"In post","2022","20-29","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Science and Engineering","1590","1580","28510","28010"
"In post","2022","20-29","South West (England)","Security","130","130","25400","25000"
"In post","2022","20-29","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South West (England)","Statistics","50","40","[c]","[c]"
"In post","2022","20-29","South West (England)","Tax","70","70","40250","33370"
"In post","2022","20-29","South West (England)","Unknown","110","110","32200","29250"
"In post","2022","20-29","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Operational Delivery","90","90","26960","27570"
"In post","2022","20-29","Unknown","Other","380","380","28190","28980"
"In post","2022","20-29","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","280","280","31450","29250"
"In post","2022","20-29","Wales","Commercial","40","40","[c]","[c]"
"In post","2022","20-29","Wales","Communications","50","50","31240","30660"
"In post","2022","20-29","Wales","Counter Fraud","70","70","24240","21260"
"In post","2022","20-29","Wales","Digital, Data and Technology","300","300","30840","30210"
"In post","2022","20-29","Wales","Economics","100","100","29970","30710"
"In post","2022","20-29","Wales","Finance","60","60","28650","25860"
"In post","2022","20-29","Wales","Human Resources","110","110","27160","25990"
"In post","2022","20-29","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Legal","60","60","33650","30450"
"In post","2022","20-29","Wales","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Operational Delivery","3190","3110","24060","22600"
"In post","2022","20-29","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Other","150","140","25650","26820"
"In post","2022","20-29","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Policy","190","190","30970","29430"
"In post","2022","20-29","Wales","Project Delivery","50","50","30880","30470"
"In post","2022","20-29","Wales","Property","40","40","[c]","[c]"
"In post","2022","20-29","Wales","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Science and Engineering","110","110","31310","30530"
"In post","2022","20-29","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wales","Social Research","170","160","33990","30710"
"In post","2022","20-29","Wales","Statistics","140","140","32990","30710"
"In post","2022","20-29","Wales","Tax","430","420","28080","26820"
"In post","2022","20-29","Wales","Unknown","140","140","27220","26590"
"In post","2022","20-29","West Midlands (England)","Commercial","50","50","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Counter Fraud","50","50","28260","27570"
"In post","2022","20-29","West Midlands (England)","Digital, Data and Technology","200","190","33260","33000"
"In post","2022","20-29","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Finance","100","100","31550","29360"
"In post","2022","20-29","West Midlands (England)","Human Resources","50","50","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Legal","50","50","30550","30450"
"In post","2022","20-29","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Operational Delivery","3350","3270","24740","24090"
"In post","2022","20-29","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Other","160","160","23540","21260"
"In post","2022","20-29","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Policy","200","200","30450","30190"
"In post","2022","20-29","West Midlands (England)","Project Delivery","80","80","33490","32000"
"In post","2022","20-29","West Midlands (England)","Property","60","60","29690","29360"
"In post","2022","20-29","West Midlands (England)","Psychology","50","50","27750","27700"
"In post","2022","20-29","West Midlands (England)","Science and Engineering","40","40","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Security","50","50","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Tax","320","310","30540","26820"
"In post","2022","20-29","West Midlands (England)","Unknown","190","190","28810","27570"
"In post","2022","20-29","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Commercial","100","100","31650","29750"
"In post","2022","20-29","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Counter Fraud","40","40","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Digital, Data and Technology","200","200","34430","32430"
"In post","2022","20-29","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Finance","170","170","31420","29180"
"In post","2022","20-29","Yorkshire and The Humber","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Human Resources","100","100","32760","30450"
"In post","2022","20-29","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Legal","90","90","32890","30450"
"In post","2022","20-29","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Operational Delivery","3860","3790","25040","24730"
"In post","2022","20-29","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Other","160","150","23930","21260"
"In post","2022","20-29","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Policy","390","380","33600","31990"
"In post","2022","20-29","Yorkshire and The Humber","Project Delivery","70","70","32880","30820"
"In post","2022","20-29","Yorkshire and The Humber","Property","80","80","31050","26610"
"In post","2022","20-29","Yorkshire and The Humber","Psychology","40","40","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Science and Engineering","100","100","27250","26370"
"In post","2022","20-29","Yorkshire and The Humber","Security","70","70","27760","26750"
"In post","2022","20-29","Yorkshire and The Humber","Social Research","30","30","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Statistics","40","40","[c]","[c]"
"In post","2022","20-29","Yorkshire and The Humber","Tax","550","540","28270","26590"
"In post","2022","20-29","Yorkshire and The Humber","Unknown","400","400","28010","26670"
"In post","2022","20-29","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Counter Fraud","40","40","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Digital, Data and Technology","100","90","37480","34710"
"In post","2022","30-39","East Midlands (England)","Finance","60","50","33680","30730"
"In post","2022","30-39","East Midlands (England)","Human Resources","80","80","37930","33760"
"In post","2022","30-39","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Legal","120","110","41410","39320"
"In post","2022","30-39","East Midlands (England)","Medicine","50","50","38940","35000"
"In post","2022","30-39","East Midlands (England)","Operational Delivery","2920","2720","27280","26820"
"In post","2022","30-39","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Other","190","170","25910","21260"
"In post","2022","30-39","East Midlands (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Policy","90","80","40380","36500"
"In post","2022","30-39","East Midlands (England)","Project Delivery","60","50","36600","33370"
"In post","2022","30-39","East Midlands (England)","Property","70","60","33020","28180"
"In post","2022","30-39","East Midlands (England)","Psychology","70","70","34490","31180"
"In post","2022","30-39","East Midlands (England)","Science and Engineering","100","90","36230","36330"
"In post","2022","30-39","East Midlands (England)","Security","30","30","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Tax","400","390","33290","33080"
"In post","2022","30-39","East Midlands (England)","Unknown","140","130","35260","33080"
"In post","2022","30-39","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Commercial","50","50","[c]","[c]"
"In post","2022","30-39","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Counter Fraud","40","30","[c]","[c]"
"In post","2022","30-39","East of England","Digital, Data and Technology","90","90","34990","33080"
"In post","2022","30-39","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Finance","90","80","36770","33300"
"In post","2022","30-39","East of England","Geography","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Human Resources","70","60","35720","32300"
"In post","2022","30-39","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Intelligence Analysis","110","100","33340","33300"
"In post","2022","30-39","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Legal","110","110","39870","40000"
"In post","2022","30-39","East of England","Medicine","40","30","[c]","[c]"
"In post","2022","30-39","East of England","Operational Delivery","2690","2510","28130","27570"
"In post","2022","30-39","East of England","Other","180","170","26030","24250"
"In post","2022","30-39","East of England","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Policy","70","70","44520","45080"
"In post","2022","30-39","East of England","Project Delivery","110","100","40620","40000"
"In post","2022","30-39","East of England","Property","70","70","35240","33000"
"In post","2022","30-39","East of England","Psychology","70","70","33310","31180"
"In post","2022","30-39","East of England","Science and Engineering","210","200","36340","36580"
"In post","2022","30-39","East of England","Security","120","120","32650","32930"
"In post","2022","30-39","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","London","Commercial","260","250","47220","43130"
"In post","2022","30-39","London","Communications","680","660","49000","46070"
"In post","2022","30-39","London","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","London","Counter Fraud","160","160","35630","32340"
"In post","2022","30-39","London","Digital, Data and Technology","1010","990","50120","50590"
"In post","2022","30-39","London","Economics","410","400","58500","57850"
"In post","2022","30-39","London","Finance","670","650","50800","52010"
"In post","2022","30-39","London","Geography","[c]","[c]","[c]","[c]"
"In post","2022","30-39","London","Human Resources","610","600","45760","41750"
"In post","2022","30-39","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","30-39","London","Intelligence Analysis","290","280","39100","37000"
"In post","2022","30-39","London","Internal Audit","40","40","[c]","[c]"
"In post","2022","30-39","London","International Trade","390","390","50370","51970"
"In post","2022","30-39","London","Knowledge and Information Management","140","140","43700","41750"
"In post","2022","30-39","London","Legal","1380","1330","52200","51570"
"In post","2022","30-39","London","Medicine","90","80","61480","53830"
"In post","2022","30-39","London","Operational Delivery","6760","6490","35440","31370"
"In post","2022","30-39","London","Operational Research","110","110","52700","55190"
"In post","2022","30-39","London","Other","970","940","42680","35290"
