"Status","Year","Age","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Suffolk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Counter Fraud","60","60","25530","25560"
"In post","2021","30-39","Suffolk","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","No function","320","300","28870","30210"
"In post","2021","30-39","Suffolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Suffolk","Unknown","180","160","26010","27570"
"In post","2021","30-39","Sunderland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Sunderland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Sunderland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Sunderland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Sunderland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Sunderland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Sunderland","No function","400","350","23680","20140"
"In post","2021","30-39","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Sunderland","Unknown","310","290","25740","27570"
"In post","2021","30-39","Swansea","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swansea","Commercial","50","40","[c]","[c]"
"In post","2021","30-39","Swansea","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swansea","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swansea","Digital, Data & Technology","230","230","36940","32180"
"In post","2021","30-39","Swansea","Finance","50","50","[c]","[c]"
"In post","2021","30-39","Swansea","Human Resources","60","60","30130","30730"
"In post","2021","30-39","Swansea","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swansea","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swansea","No function","1640","1440","23260","21590"
"In post","2021","30-39","Swansea","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swansea","Property","30","30","[c]","[c]"
"In post","2021","30-39","Swansea","Security","30","30","[c]","[c]"
"In post","2021","30-39","Swansea","Unknown","170","160","29840","27570"
"In post","2021","30-39","Swindon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swindon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swindon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Swindon","No function","30","30","[c]","[c]"
"In post","2021","30-39","Swindon","Project Delivery","30","30","[c]","[c]"
"In post","2021","30-39","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Digital, Data & Technology","70","70","40190","38630"
"In post","2021","30-39","Telford and Wrekin","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","No function","80","70","24620","22350"
"In post","2021","30-39","Telford and Wrekin","Project Delivery","40","40","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Telford and Wrekin","Unknown","70","60","26750","27570"
"In post","2021","30-39","Thurrock","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Thurrock","Unknown","70","60","26130","25310"
"In post","2021","30-39","Torbay","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Torbay","Unknown","40","30","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Analysis","210","200","53500","56530"
"In post","2021","30-39","Tower Hamlets","Commercial","40","40","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Communications","40","40","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Digital, Data & Technology","380","370","52710","54700"
"In post","2021","30-39","Tower Hamlets","Finance","80","80","47880","41760"
"In post","2021","30-39","Tower Hamlets","Human Resources","60","60","47660","43050"
"In post","2021","30-39","Tower Hamlets","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Legal","110","110","61160","59420"
"In post","2021","30-39","Tower Hamlets","No function","350","340","44900","41760"
"In post","2021","30-39","Tower Hamlets","Project Delivery","210","200","54070","55430"
"In post","2021","30-39","Tower Hamlets","Property","50","50","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tower Hamlets","Unknown","280","270","42080","40450"
"In post","2021","30-39","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tyneside","Communications","480","460","28490","25560"
"In post","2021","30-39","Tyneside","Counter Fraud","150","150","31650","31810"
"In post","2021","30-39","Tyneside","Debt","130","120","21080","20140"
"In post","2021","30-39","Tyneside","Digital, Data & Technology","140","140","37820","38630"
"In post","2021","30-39","Tyneside","Finance","70","70","38370","38630"
"In post","2021","30-39","Tyneside","Grants Management","60","50","23740","21050"
"In post","2021","30-39","Tyneside","Human Resources","180","170","27340","25550"
"In post","2021","30-39","Tyneside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tyneside","Legal","60","50","35420","31400"
"In post","2021","30-39","Tyneside","No function","1050","970","27530","24920"
"In post","2021","30-39","Tyneside","Project Delivery","180","170","38510","38630"
"In post","2021","30-39","Tyneside","Property","40","30","[c]","[c]"
"In post","2021","30-39","Tyneside","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tyneside","Unknown","1030","950","28570","27570"
"In post","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","No function","120","120","41580","33250"
"In post","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","610","600","35230","32400"
"In post","2021","30-39","Wakefield","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","No function","270","250","28150","26810"
"In post","2021","30-39","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wakefield","Unknown","30","30","[c]","[c]"
"In post","2021","30-39","Walsall","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Walsall","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Walsall","Unknown","90","80","24340","25390"
"In post","2021","30-39","Wandsworth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wandsworth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wandsworth","No function","180","170","33410","33260"
"In post","2021","30-39","Wandsworth","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","No function","460","450","32550","32770"
"In post","2021","30-39","Warrington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warrington","Unknown","90","80","25250","27570"
"In post","2021","30-39","Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warwickshire","No function","60","50","28680","26520"
"In post","2021","30-39","Warwickshire","Project Delivery","30","30","[c]","[c]"
"In post","2021","30-39","Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Warwickshire","Unknown","120","100","24820","21430"
"In post","2021","30-39","West Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Cumbria","Grants Management","80","70","22890","21050"
"In post","2021","30-39","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Cumbria","No function","60","50","26720","25790"
"In post","2021","30-39","West Cumbria","Project Delivery","30","30","[c]","[c]"
"In post","2021","30-39","West Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Essex","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Essex","Unknown","80","80","28430","27370"
"In post","2021","30-39","West Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Kent","No function","40","40","[c]","[c]"
"In post","2021","30-39","West Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Lothian","Unknown","60","50","30710","27570"
"In post","2021","30-39","West Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Northamptonshire","No function","180","160","24760","23490"
"In post","2021","30-39","West Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","No function","260","250","30740","30400"
"In post","2021","30-39","West Surrey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Surrey","Unknown","90","80","31900","29290"
"In post","2021","30-39","West Sussex (North East)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (North East)","Unknown","170","160","27320","26310"
"In post","2021","30-39","West Sussex (South West)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","No function","40","30","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Sussex (South West)","Unknown","40","30","[c]","[c]"
"In post","2021","30-39","Westminster","Analysis","610","600","52730","53760"
"In post","2021","30-39","Westminster","Commercial","340","330","57210","54700"
