"Status","Year","Organisation","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Serious Fraud Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Unknown","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","Heterosexual / straight","80","50","19660","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","Unknown","70","60","19220","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","EO","Heterosexual / straight","60","50","25580","25680"
"Leaver CS","2021","Valuation Office Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","EO","Unknown","50","40","25900","25500"
"Leaver CS","2021","Valuation Office Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","SEO/HEO","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
