"Status","Year","Parent_department","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Digital, Data & Technology","360","350","51700","54700"
"In post","2021","Cabinet Office","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Human Resources","320","310","38460","36340"
"In post","2021","Cabinet Office","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","No function","980","970","48740","54700"
"In post","2021","Cabinet Office","30-39","Project Delivery","40","40","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Security","140","140","35090","33300"
"In post","2021","Cabinet Office","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Commercial","500","490","73350","67430"
"In post","2021","Cabinet Office","40-49","Communications","50","50","56960","54700"
"In post","2021","Cabinet Office","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Digital, Data & Technology","280","270","56910","56340"
"In post","2021","Cabinet Office","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Human Resources","270","260","43620","38890"
"In post","2021","Cabinet Office","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","No function","430","420","57460","55430"
"In post","2021","Cabinet Office","40-49","Project Delivery","50","50","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Security","170","170","36460","33300"
"In post","2021","Cabinet Office","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Commercial","450","440","78090","66940"
"In post","2021","Cabinet Office","50-59","Communications","30","30","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Digital, Data & Technology","110","100","54800","54700"
"In post","2021","Cabinet Office","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Human Resources","240","230","44350","38460"
"In post","2021","Cabinet Office","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","No function","280","270","49900","40600"
"In post","2021","Cabinet Office","50-59","Project Delivery","50","50","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Security","280","270","33670","33300"
"In post","2021","Cabinet Office","60-64","Commercial","40","40","[c]","[c]"
"In post","2021","Cabinet Office","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","60-64","Human Resources","50","40","37430","32000"
"In post","2021","Cabinet Office","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","60-64","No function","50","50","50980","37940"
"In post","2021","Cabinet Office","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","60-64","Security","70","60","32170","33300"
"In post","2021","Cabinet Office","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","20-29","Analysis","50","50","36650","35310"
"In post","2021","Chancellor's other departments","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","20-29","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","30-39","Analysis","60","60","69070","65470"
"In post","2021","Chancellor's other departments","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","30-39","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","Analysis","40","40","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","No function","40","30","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","No function","30","30","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","60-64","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Unknown","40","30","[c]","[c]"
"In post","2021","Charity Commission","30-39","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Unknown","60","50","32250","29160"
"In post","2021","Charity Commission","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","40-49","Unknown","70","60","33790","29160"
"In post","2021","Charity Commission","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","50-59","Unknown","70","60","33970","29160"
"In post","2021","Charity Commission","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Analysis","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","20-29","Project Delivery","60","60","36130","33610"
"In post","2021","Competition and Markets Authority","30-39","Analysis","50","50","62570","61530"
"In post","2021","Competition and Markets Authority","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","30-39","Legal","70","70","67530","71370"
"In post","2021","Competition and Markets Authority","30-39","Project Delivery","120","120","58370","55930"
"In post","2021","Competition and Markets Authority","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Legal","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","40-49","Project Delivery","100","90","72250","74810"
"In post","2021","Competition and Markets Authority","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Project Delivery","90","80","69100","60850"
"In post","2021","Competition and Markets Authority","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","16-19","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","16-19","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Analysis","190","190","37900","34090"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Communications","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Digital, Data & Technology","200","190","30450","30660"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Finance","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Human Resources","60","60","33430","27690"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","No function","2190","2170","36420","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Project Delivery","140","140","37420","35940"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Analysis","60","60","53750","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Commercial","70","70","41100","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Communications","90","80","47010","43790"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Digital, Data & Technology","420","410","38860","38200"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Finance","90","80","46470","48020"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Human Resources","100","90","36780","33430"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","No function","2240","2150","42770","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Project Delivery","290","280","43200","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Analysis","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Commercial","80","80","45330","47680"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Communications","60","50","45810","45150"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Counter Fraud","90","90","38770","39170"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Digital, Data & Technology","470","450","44160","41470"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Finance","90","80","46790","43340"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Human Resources","120","110","44160","40970"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","No function","1830","1730","44150","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Project Delivery","210","200","47270","46100"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","40-49","Security","[c]","[c]","[c]","[c]"
