"Status","Year","Parent_department","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","No function","80","70","48530","51610"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","No function","70","70","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","20-29","Unknown","80","80","34900","33300"
"Leaver Dept.","2021","Department for Education","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","30-39","Unknown","80","80","43660","40940"
"Leaver Dept.","2021","Department for Education","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","40-49","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","No function","180","180","34180","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","No function","100","100","41080","37620"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","No function","60","60","48050","48480"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","60-64","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","No function","90","90","36870","32730"
"Leaver Dept.","2021","Department for International Trade","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","30-39","No function","60","60","46270","50700"
"Leaver Dept.","2021","Department for International Trade","40-49","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","65+","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","Unknown","80","80","37740","34700"
"Leaver Dept.","2021","Department for Transport","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","30-39","Unknown","70","70","47610","43550"
"Leaver Dept.","2021","Department for Transport","40-49","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","20-29","Unknown","360","360","27970","27570"
"Leaver Dept.","2021","Department for Work and Pensions","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","30-39","Unknown","360","340","30200","27570"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","Unknown","340","320","30810","27570"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","Unknown","270","260","31950","27570"
"Leaver Dept.","2021","Department for Work and Pensions","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","20-29","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","Unknown","110","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","Unknown","560","550","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","Unknown","490","480","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","40-49","Unknown","320","300","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","50-59","Unknown","220","220","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","20-29","Internal Audit","[c]","[c]","[c]","[c]"
