"Status","Year","Region_ITL3","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Westminster","Female","Mixed","90","90","37750","34020"
"Leaver CS","2022","Westminster","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Female","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Westminster","Female","Unknown","770","590","41890","35000"
"Leaver CS","2022","Westminster","Female","White","1020","870","46190","41950"
"Leaver CS","2022","Westminster","Male","Asian","180","160","45440","40510"
"Leaver CS","2022","Westminster","Male","Black","70","70","36750","31060"
"Leaver CS","2022","Westminster","Male","Mixed","60","60","[c]","[c]"
"Leaver CS","2022","Westminster","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Male","Undeclared","100","90","46190","42330"
"Leaver CS","2022","Westminster","Male","Unknown","630","490","46270","40650"
"Leaver CS","2022","Westminster","Male","White","1050","930","50170","46040"
"Leaver CS","2022","Westminster","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Female","White","250","230","32010","27570"
"Leaver CS","2022","Wiltshire","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Wiltshire","Male","Unknown","50","50","31690","27790"
"Leaver CS","2022","Wiltshire","Male","White","310","300","34430","33000"
"Leaver CS","2022","Wirral","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Female","White","80","60","26210","25860"
"Leaver CS","2022","Wirral","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Male","White","50","40","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Female","White","90","80","28740","27040"
"Leaver CS","2022","Worcestershire CC","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Male","White","80","80","[c]","[c]"
"Leaver CS","2022","York","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Female","White","70","60","30530","26350"
"Leaver CS","2022","York","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","York","Male","White","60","60","40640","35720"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","White","150","140","34550","32160"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","White","180","180","36240","32710"
"Leaver Dept.","2021","Bedford","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bexley and Greenwich","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Female","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","Asian","50","40","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Male","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","Male","Mixed","[c]","[c]","[c]","[c]"
