"Status","Year","Region_ITL1","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Heterosexual / straight","500","460","32400","27130"
"In post","2021","East Midlands (England)","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Undeclared","80","70","30910","27130"
"In post","2021","East Midlands (England)","HM Land Registry","Unknown","260","240","28670","27130"
"In post","2021","East Midlands (England)","HM Revenue and Customs","Heterosexual / straight","2140","2000","34240","31810"
"In post","2021","East Midlands (England)","HM Revenue and Customs","LGBO","140","130","33630","31810"
"In post","2021","East Midlands (England)","HM Revenue and Customs","Undeclared","310","280","33390","31810"
"In post","2021","East Midlands (England)","HM Revenue and Customs","Unknown","1360","1260","28050","25560"
"In post","2021","East Midlands (England)","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Home Office","Heterosexual / straight","180","170","27790","25310"
"In post","2021","East Midlands (England)","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Home Office","Undeclared","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence","Heterosexual / straight","1400","1360","28070","23540"
"In post","2021","East Midlands (England)","Ministry of Defence","LGBO","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence","Undeclared","230","220","29590","26670"
"In post","2021","East Midlands (England)","Ministry of Defence","Unknown","160","160","28700","24760"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice","Heterosexual / straight","5100","4740","27360","24470"
"In post","2021","East Midlands (England)","Ministry of Justice","LGBO","310","300","27550","25400"
"In post","2021","East Midlands (England)","Ministry of Justice","Undeclared","700","640","27950","24620"
"In post","2021","East Midlands (England)","Ministry of Justice","Unknown","1030","950","26250","24440"
"In post","2021","East Midlands (England)","National Crime Agency","Heterosexual / straight","120","120","37940","36740"
"In post","2021","East Midlands (England)","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education","Heterosexual / straight","140","130","45330","39850"
"In post","2021","East Midlands (England)","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Attorney General's Departments","Heterosexual / straight","350","320","39880","35020"
"In post","2021","East of England","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Attorney General's Departments","Unknown","100","90","43520","37120"
"In post","2021","East of England","Cabinet Office","Heterosexual / straight","60","50","39830","33300"
"In post","2021","East of England","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office","Unknown","50","50","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","100","35770","34500"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","Unknown","100","90","30960","30930"
"In post","2021","East of England","Department for Education","Heterosexual / straight","60","50","45540","41990"
"In post","2021","East of England","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","Heterosexual / straight","430","400","34460","30220"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","Undeclared","50","50","33640","30220"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","Unknown","340","320","34330","30220"
"In post","2021","East of England","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Transport","Heterosexual / straight","260","240","30580","27680"
"In post","2021","East of England","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Transport","Undeclared","70","60","29300","28550"
"In post","2021","East of England","Department for Transport","Unknown","70","60","27090","26700"
"In post","2021","East of England","Department for Work and Pensions","Heterosexual / straight","3140","2860","28720","27570"
"In post","2021","East of England","Department for Work and Pensions","LGBO","190","180","28240","27570"
"In post","2021","East of England","Department for Work and Pensions","Undeclared","380","340","29010","27570"
"In post","2021","East of England","Department for Work and Pensions","Unknown","990","840","28000","27570"
"In post","2021","East of England","Department of Health and Social Care","Heterosexual / straight","470","430","42920","37640"
"In post","2021","East of England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department of Health and Social Care","Undeclared","80","80","45130","42020"
"In post","2021","East of England","Department of Health and Social Care","Unknown","170","160","47840","41080"
"In post","2021","East of England","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Heterosexual / straight","170","160","32790","29760"
"In post","2021","East of England","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Undeclared","50","50","31390","33840"
"In post","2021","East of England","HM Land Registry","Unknown","60","50","26050","22350"
"In post","2021","East of England","HM Revenue and Customs","Heterosexual / straight","990","900","32890","31810"
"In post","2021","East of England","HM Revenue and Customs","LGBO","50","50","31050","31810"
"In post","2021","East of England","HM Revenue and Customs","Undeclared","220","210","32740","31810"
"In post","2021","East of England","HM Revenue and Customs","Unknown","580","520","30680","28130"
"In post","2021","East of England","HM Treasury","Heterosexual / straight","60","50","32000","29320"
"In post","2021","East of England","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Home Office","Heterosexual / straight","1550","1390","26550","25220"
"In post","2021","East of England","Home Office","LGBO","60","50","26150","24890"
"In post","2021","East of England","Home Office","Undeclared","260","230","27040","26580"
"In post","2021","East of England","Home Office","Unknown","100","90","23380","21430"
"In post","2021","East of England","Ministry of Defence","Heterosexual / straight","2890","2800","31940","29200"
"In post","2021","East of England","Ministry of Defence","LGBO","80","80","30090","26670"
"In post","2021","East of England","Ministry of Defence","Undeclared","460","440","32800","33300"
"In post","2021","East of England","Ministry of Defence","Unknown","380","370","28970","26670"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","Heterosexual / straight","60","60","39390","36340"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice","Heterosexual / straight","4720","4430","28910","27700"
"In post","2021","East of England","Ministry of Justice","LGBO","270","260","28920","27380"
"In post","2021","East of England","Ministry of Justice","Undeclared","530","490","29210","28400"
"In post","2021","East of England","Ministry of Justice","Unknown","1000","930","27610","27070"
"In post","2021","East of England","National Crime Agency","Heterosexual / straight","100","90","38270","37590"
"In post","2021","East of England","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Unknown","30","30","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education","Heterosexual / straight","80","80","62190","64500"
"In post","2021","East of England","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other Cabinet Office Agencies","Heterosexual / straight","120","110","36070","34800"
"In post","2021","East of England","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other Cabinet Office Agencies","Unknown","40","40","[c]","[c]"
"In post","2021","London","Attorney General's Departments","Heterosexual / straight","3120","2960","49120","51250"
"In post","2021","London","Attorney General's Departments","LGBO","260","250","49570","51250"
"In post","2021","London","Attorney General's Departments","Undeclared","250","240","51550","51830"
"In post","2021","London","Attorney General's Departments","Unknown","1050","960","52340","54770"
"In post","2021","London","Cabinet Office","Heterosexual / straight","3220","3160","51980","54700"
"In post","2021","London","Cabinet Office","LGBO","370","360","47280","41820"
"In post","2021","London","Cabinet Office","Undeclared","410","400","50850","54700"
"In post","2021","London","Cabinet Office","Unknown","2510","2490","47150","34550"
"In post","2021","London","Chancellor's other departments","Heterosexual / straight","260","250","60720","50560"
"In post","2021","London","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Undeclared","70","70","58630","48770"
"In post","2021","London","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","London","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Unknown","30","30","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Heterosexual / straight","640","610","60050","56360"
"In post","2021","London","Competition and Markets Authority","LGBO","50","50","57990","56110"
"In post","2021","London","Competition and Markets Authority","Undeclared","50","50","60970","58010"
"In post","2021","London","Competition and Markets Authority","Unknown","40","40","[c]","[c]"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","3840","3750","49430","52330"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","LGBO","460","460","48170","45370"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Undeclared","560","550","49620","53380"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Unknown","760","740","43730","40050"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Heterosexual / straight","1210","1180","49960","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","LGBO","170","170","47160","46110"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Undeclared","100","100","48970","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Unknown","230","220","48640","51730"
"In post","2021","London","Department for Education","Heterosexual / straight","1690","1630","50400","53420"
"In post","2021","London","Department for Education","LGBO","160","160","50440","53420"
"In post","2021","London","Department for Education","Undeclared","190","180","49920","53420"
"In post","2021","London","Department for Education","Unknown","590","570","50040","53420"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1690","1640","44910","39420"
"In post","2021","London","Department for Environment, Food and Rural Affairs","LGBO","180","180","45780","39510"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Undeclared","190","180","42240","38750"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Unknown","540","520","45640","40000"
"In post","2021","London","Department for International Trade","Heterosexual / straight","1290","1270","45990","39440"
"In post","2021","London","Department for International Trade","LGBO","170","160","45070","38540"
"In post","2021","London","Department for International Trade","Undeclared","120","120","45430","40030"
"In post","2021","London","Department for International Trade","Unknown","740","730","43930","38540"
"In post","2021","London","Department for Transport","Heterosexual / straight","2180","2130","48430","43670"
"In post","2021","London","Department for Transport","LGBO","220","220","46230","42890"
"In post","2021","London","Department for Transport","Undeclared","320","310","44940","42470"
"In post","2021","London","Department for Transport","Unknown","720","700","41910","35430"
"In post","2021","London","Department for Work and Pensions","Heterosexual / straight","6420","6090","34040","31060"
"In post","2021","London","Department for Work and Pensions","LGBO","440","420","35250","31060"
"In post","2021","London","Department for Work and Pensions","Undeclared","790","720","32780","31060"
"In post","2021","London","Department for Work and Pensions","Unknown","2540","2300","33410","31060"
"In post","2021","London","Department of Health and Social Care","Heterosexual / straight","3440","3240","46840","40850"
"In post","2021","London","Department of Health and Social Care","LGBO","290","280","47140","40650"
"In post","2021","London","Department of Health and Social Care","Undeclared","490","450","48600","41030"
"In post","2021","London","Department of Health and Social Care","Unknown","2210","2130","49790","44460"
"In post","2021","London","Food Standards Agency","Heterosexual / straight","320","310","42530","40350"
"In post","2021","London","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Undeclared","70","70","42730","40960"
"In post","2021","London","Food Standards Agency","Unknown","50","50","41460","37340"
"In post","2021","London","Foreign, Commonwealth and Development Office","Heterosexual / straight","2900","2830","49410","44230"
"In post","2021","London","Foreign, Commonwealth and Development Office","LGBO","210","200","49980","47330"
"In post","2021","London","Foreign, Commonwealth and Development Office","Undeclared","340","330","49520","44110"
"In post","2021","London","Foreign, Commonwealth and Development Office","Unknown","820","790","48930","48840"
"In post","2021","London","HM Land Registry","Heterosexual / straight","210","200","42830","37290"
"In post","2021","London","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Undeclared","50","40","[c]","[c]"
"In post","2021","London","HM Land Registry","Unknown","110","110","39190","30600"
"In post","2021","London","HM Revenue and Customs","Heterosexual / straight","4900","4670","44320","38700"
"In post","2021","London","HM Revenue and Customs","LGBO","330","320","45980","39800"
"In post","2021","London","HM Revenue and Customs","Undeclared","810","760","43840","39490"
"In post","2021","London","HM Revenue and Customs","Unknown","2680","2540","40490","36160"
"In post","2021","London","HM Treasury","Heterosexual / straight","1660","1620","48880","52500"
"In post","2021","London","HM Treasury","LGBO","160","160","49000","52500"
"In post","2021","London","HM Treasury","Undeclared","280","270","44910","40100"
"In post","2021","London","HM Treasury","Unknown","230","220","53850","50000"
"In post","2021","London","Home Office","Heterosexual / straight","10450","9850","39720","35070"
"In post","2021","London","Home Office","LGBO","400","390","43720","41950"
"In post","2021","London","Home Office","Undeclared","1730","1620","39390","35070"
"In post","2021","London","Home Office","Unknown","750","740","39770","35050"
"In post","2021","London","Ministry of Defence","Heterosexual / straight","2850","2790","41100","37640"
"In post","2021","London","Ministry of Defence","LGBO","140","140","41410","37640"
"In post","2021","London","Ministry of Defence","Undeclared","490","480","43100","39420"
"In post","2021","London","Ministry of Defence","Unknown","430","420","40550","37910"
"In post","2021","London","Ministry of Housing, Communities and Local Government","Heterosexual / straight","1410","1380","48750","53130"
"In post","2021","London","Ministry of Housing, Communities and Local Government","LGBO","160","160","48130","53130"
"In post","2021","London","Ministry of Housing, Communities and Local Government","Undeclared","150","150","46650","46060"
"In post","2021","London","Ministry of Housing, Communities and Local Government","Unknown","150","150","45740","39600"
"In post","2021","London","Ministry of Justice","Heterosexual / straight","9630","9260","36300","32870"
"In post","2021","London","Ministry of Justice","LGBO","650","640","38090","33930"
"In post","2021","London","Ministry of Justice","Undeclared","1280","1220","37030","33180"
"In post","2021","London","Ministry of Justice","Unknown","3050","2930","33160","30720"
"In post","2021","London","National Crime Agency","Heterosexual / straight","1220","1190","43960","40170"
"In post","2021","London","National Crime Agency","LGBO","70","70","41490","39840"
"In post","2021","London","National Crime Agency","Undeclared","100","100","41190","40170"
"In post","2021","London","National Crime Agency","Unknown","260","260","45080","42520"
"In post","2021","London","Northern Ireland Office","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","London","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Northern Ireland Office","Unknown","40","40","[c]","[c]"
"In post","2021","London","Office for Standards in Education","Heterosexual / straight","350","340","56610","51360"
"In post","2021","London","Office for Standards in Education","LGBO","40","40","[c]","[c]"
"In post","2021","London","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Office for Standards in Education","Unknown","30","30","[c]","[c]"
"In post","2021","London","Office of Gas and Electricity Markets","Heterosexual / straight","260","250","48600","44430"
"In post","2021","London","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Office of Gas and Electricity Markets","Undeclared","30","30","[c]","[c]"
"In post","2021","London","Office of Gas and Electricity Markets","Unknown","360","350","53650","48360"
"In post","2021","London","Office of Rail and Road","Heterosexual / straight","100","100","52010","54890"
"In post","2021","London","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Office of Rail and Road","Unknown","90","80","60880","57910"
"In post","2021","London","Other Cabinet Office Agencies","Heterosexual / straight","110","110","51340","49300"
"In post","2021","London","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","The National Archives","Heterosexual / straight","220","210","36510","34220"
"In post","2021","London","The National Archives","LGBO","30","30","[c]","[c]"
"In post","2021","London","The National Archives","Undeclared","50","50","[c]","[c]"
"In post","2021","London","The National Archives","Unknown","240","230","35140","32560"
"In post","2021","London","UK Export Finance","Heterosexual / straight","320","320","52510","47230"
"In post","2021","London","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","London","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Heterosexual / straight","220","220","43560","32540"
"In post","2021","London","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Unknown","110","110","42180","34050"
"In post","2021","London","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Unknown","50","40","[c]","[c]"
"In post","2021","London","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Heterosexual / straight","240","220","38110","33310"
"In post","2021","North East (England)","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Unknown","80","70","38190","28430"
"In post","2021","North East (England)","Cabinet Office","Heterosexual / straight","310","290","28550","23850"
"In post","2021","North East (England)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","Unknown","70","70","34980","28630"
"In post","2021","North East (England)","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","110","32970","30950"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Unknown","70","60","27450","24250"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Heterosexual / straight","630","600","38230","36780"
"In post","2021","North East (England)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Undeclared","40","40","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Unknown","80","80","36970","36500"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","330","310","33290","29690"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Undeclared","40","40","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Unknown","150","150","28690","24920"
"In post","2021","North East (England)","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
