"Status","Year","Region_ITL3","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Camden and City of London","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","HM Courts and Tribunals Service","70","70","24740","22680"
"Leaver CS","2021","Camden and City of London","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","Public Health England","30","30","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","HM Revenue and Customs (excl. agencies)","240","210","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Commercial","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Finance","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","HM Prison and Probation Service","70","60","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Security","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","HM Revenue and Customs (excl. agencies)","270","220","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","Welsh Government (excl. agencies)","70","60","46330","37410"
"Leaver CS","2021","Causeway Coast and Glens","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Unknown","Ministry of Defence (excl. agencies)","50","50","28040","26100"
"Leaver CS","2021","Central Valleys","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver CS","2021","Cheshire East","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","No function","HM Prison and Probation Service","90","80","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Legal","Scottish Courts and Tribunals Service","40","40","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","Scottish Prison Service","40","30","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
