"Status","Year","Age","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Female","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Swansea","30","30","[c]","[c]"
"In post","2021","16-19","Female","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Westminster","50","50","25820","25140"
"In post","2021","16-19","Female","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","80","80","17940","17780"
"In post","2021","16-19","Male","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","City of Edinburgh","40","30","[c]","[c]"
"In post","2021","16-19","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Tyneside","40","30","[c]","[c]"
"In post","2021","16-19","Male","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","Male","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Westminster","50","50","[c]","[c]"
"In post","2021","16-19","Male","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Aberdeen City and Aberdeenshire","140","130","26920","26160"
"In post","2021","20-29","Female","Angus and Dundee City","120","120","23390","21010"
"In post","2021","20-29","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Barking & Dagenham and Havering","50","50","29390","31060"
"In post","2021","20-29","Female","Barnet","230","220","30550","31060"
"In post","2021","20-29","Female","Barnsley, Doncaster and Rotherham","240","230","24440","22920"
"In post","2021","20-29","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","1180","1150","27270","26670"
"In post","2021","20-29","Female","Bedford","90","90","26590","27570"
"In post","2021","20-29","Female","Belfast","190","180","23490","20140"
"In post","2021","20-29","Female","Berkshire","180","180","28010","26610"
"In post","2021","20-29","Female","Bexley and Greenwich","200","190","29220","31060"
"In post","2021","20-29","Female","Birmingham","1000","970","25030","23140"
"In post","2021","20-29","Female","Blackburn with Darwen","30","30","[c]","[c]"
"In post","2021","20-29","Female","Blackpool","290","290","24470","21010"
"In post","2021","20-29","Female","Bournemouth and Poole","40","30","[c]","[c]"
"In post","2021","20-29","Female","Bradford","230","220","23610","21010"
"In post","2021","20-29","Female","Breckland and South Norfolk","40","40","[c]","[c]"
"In post","2021","20-29","Female","Brent","70","70","29250","31060"
"In post","2021","20-29","Female","Bridgend and Neath Port Talbot","60","50","25080","27570"
"In post","2021","20-29","Female","Brighton and Hove","60","50","25310","26970"
"In post","2021","20-29","Female","Bristol, City of","650","630","27440","25560"
"In post","2021","20-29","Female","Bromley","40","40","[c]","[c]"
"In post","2021","20-29","Female","Buckinghamshire CC","170","170","27790","27850"
"In post","2021","20-29","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Calderdale and Kirklees","60","60","25550","27570"
"In post","2021","20-29","Female","Cambridgeshire CC","230","220","26630","26670"
"In post","2021","20-29","Female","Camden and City of London","290","290","30510","29250"
"In post","2021","20-29","Female","Cardiff and Vale of Glamorgan","1040","1020","25760","25030"
"In post","2021","20-29","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Central Hampshire","290","290","28560","28650"
"In post","2021","20-29","Female","Central Valleys","100","100","25720","24320"
"In post","2021","20-29","Female","Cheshire East","80","80","24870","24920"
"In post","2021","20-29","Female","Cheshire West and Chester","30","30","[c]","[c]"
"In post","2021","20-29","Female","Chorley and West Lancashire","110","110","25130","24620"
"In post","2021","20-29","Female","City of Edinburgh","1280","1250","27920","26160"
"In post","2021","20-29","Female","Clackmannanshire and Fife","80","70","25410","24030"
"In post","2021","20-29","Female","Conwy and Denbighshire","30","30","[c]","[c]"
"In post","2021","20-29","Female","Cornwall and Isles of Scilly","70","70","23400","21010"
"In post","2021","20-29","Female","Coventry","220","220","29390","28000"
"In post","2021","20-29","Female","Croydon","640","630","31890","29570"
"In post","2021","20-29","Female","Darlington","70","70","29560","29250"
"In post","2021","20-29","Female","Derby","80","80","24130","22920"
"In post","2021","20-29","Female","Devon CC","330","320","25410","24620"
"In post","2021","20-29","Female","Dorset CC","140","130","24630","23970"
"In post","2021","20-29","Female","Dudley","60","60","23940","22920"
"In post","2021","20-29","Female","Dumfries and Galloway","30","30","[c]","[c]"
"In post","2021","20-29","Female","Durham CC","480","460","23420","22350"
"In post","2021","20-29","Female","Ealing","60","60","30910","31060"
"In post","2021","20-29","Female","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"In post","2021","20-29","Female","East Cumbria","40","40","[c]","[c]"
"In post","2021","20-29","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","120","110","25980","25770"
"In post","2021","20-29","Female","East Kent","260","260","24930","24880"
"In post","2021","20-29","Female","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","East Merseyside","50","50","[c]","[c]"
"In post","2021","20-29","Female","East Riding of Yorkshire","120","120","23580","23970"
"In post","2021","20-29","Female","East Surrey","110","110","30360","30720"
"In post","2021","20-29","Female","East Sussex CC","150","140","24390","25320"
"In post","2021","20-29","Female","Enfield","50","40","[c]","[c]"
"In post","2021","20-29","Female","Essex Haven Gateway","60","60","24970","24340"
"In post","2021","20-29","Female","Essex Thames Gateway","90","90","25550","24180"
"In post","2021","20-29","Female","Falkirk","180","170","23420","21010"
"In post","2021","20-29","Female","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Flintshire and Wrexham","150","150","23770","22850"
"In post","2021","20-29","Female","Glasgow City","880","860","26200","24890"
"In post","2021","20-29","Female","Gloucestershire","100","100","25500","23140"
"In post","2021","20-29","Female","Greater Manchester North East","120","110","26150","27570"
"In post","2021","20-29","Female","Greater Manchester North West","130","120","23600","22850"
"In post","2021","20-29","Female","Greater Manchester South East","90","90","24620","21920"
"In post","2021","20-29","Female","Greater Manchester South West","550","540","25580","25220"
"In post","2021","20-29","Female","Gwent Valleys","70","60","24040","23830"
"In post","2021","20-29","Female","Gwynedd","60","60","22410","21010"
"In post","2021","20-29","Female","Hackney and Newham","220","220","31440","31060"
"In post","2021","20-29","Female","Haringey and Islington","190","190","28200","30220"
"In post","2021","20-29","Female","Harrow and Hillingdon","190","190","29110","28670"
"In post","2021","20-29","Female","Hartlepool and Stockton-on-Tees","80","80","25010","26300"
"In post","2021","20-29","Female","Heart of Essex","130","120","27830","28380"
"In post","2021","20-29","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
