"Status","Year","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Southern Scotland","Scotland","260","210","29770","27150"
"Leaver CS","2021","Surrey, East and West Sussex","South East (England)","550","490","29780","26080"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","610","510","27260","22350"
"Leaver CS","2021","Unknown","Unknown","690","680","40470","32000"
"Leaver CS","2021","West Central Scotland","Scotland","710","610","30340","26750"
"Leaver CS","2021","West Midlands","West Midlands (England)","1100","930","32130","26120"
"Leaver CS","2021","West Wales and The Valleys","Wales","780","650","26320","21590"
"Leaver CS","2021","West Yorkshire","Yorkshire and The Humber","980","810","29680","26890"
"Leaver CS","2022","Bedfordshire and Hertfordshire","East of England","600","560","31680","29290"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","1300","1220","30320","27570"
"Leaver CS","2022","Cheshire","North West (England)","340","310","30970","27570"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","170","150","26340","21260"
"Leaver CS","2022","Cumbria","North West (England)","200","180","29810","26030"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","1070","950","28740","26780"
"Leaver CS","2022","Devon","South West (England)","760","680","29820","26750"
"Leaver CS","2022","Dorset and Somerset","South West (England)","530","480","29870","27570"
"Leaver CS","2022","East Anglia","East of England","1460","1320","31490","27570"
"Leaver CS","2022","East Wales","Wales","1560","1390","31990","26780"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","420","380","27300","26930"
"Leaver CS","2022","Eastern Scotland","Scotland","1640","1470","33850","27570"
"Leaver CS","2022","Essex","East of England","620","550","30300","29290"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","2610","2420","34000","30000"
"Leaver CS","2022","Greater Manchester","North West (England)","1600","1450","31000","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","1530","1340","30370","26970"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","460","430","26820","26130"
"Leaver CS","2022","Highlands and Islands","Scotland","190","170","27830","26780"
"Leaver CS","2022","Inner London - East","London","2610","2450","43870","36480"
"Leaver CS","2022","Inner London - West","London","4930","4220","44310","39750"
"Leaver CS","2022","Kent","South East (England)","800","720","31060","27380"
"Leaver CS","2022","Lancashire","North West (England)","1130","990","26530","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","920","820","27730","22200"
"Leaver CS","2022","Lincolnshire","East Midlands (England)","290","270","28520","26930"
"Leaver CS","2022","Merseyside","North West (England)","1350","1140","28280","25040"
"Leaver CS","2022","North Eastern Scotland","Scotland","160","150","32590","27570"
"Leaver CS","2022","North Yorkshire","Yorkshire and The Humber","420","380","31750","27570"
"Leaver CS","2022","Northern Ireland","Northern Ireland","260","230","27950","23250"
"Leaver CS","2022","Northumberland, and Tyne and Wear","North East (England)","1840","1560","28310","21760"
"Leaver CS","2022","Outer London - East and North East","London","420","390","29980","31060"
"Leaver CS","2022","Outer London - South","London","770","710","34850","31060"
"Leaver CS","2022","Outer London - West and North West","London","910","800","32190","31060"
"Leaver CS","2022","Overseas","Overseas","140","130","48290","44910"
"Leaver CS","2022","Shropshire and Staffordshire","West Midlands (England)","780","700","28520","26780"
"Leaver CS","2022","South Yorkshire","Yorkshire and The Humber","740","660","30240","27290"
"Leaver CS","2022","Southern Scotland","Scotland","540","460","30280","27570"
"Leaver CS","2022","Surrey, East and West Sussex","South East (England)","940","830","30270","27570"
"Leaver CS","2022","Tees Valley and Durham","North East (England)","710","610","27060","22600"
"Leaver CS","2022","Unknown","Unknown","1230","1010","31440","26780"
"Leaver CS","2022","West Central Scotland","Scotland","1220","1060","30830","26970"
"Leaver CS","2022","West Midlands","West Midlands (England)","1480","1330","32670","27570"
"Leaver CS","2022","West Wales and The Valleys","Wales","650","560","28630","26120"
"Leaver CS","2022","West Yorkshire","Yorkshire and The Humber","1920","1600","30530","27570"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","East of England","40","40","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","70","70","[c]","[c]"
"Leaver Dept.","2021","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","East Midlands (England)","190","190","28260","24000"
"Leaver Dept.","2021","Devon","South West (England)","90","90","27180","22530"
"Leaver Dept.","2021","Dorset and Somerset","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","East Anglia","East of England","100","100","30530","29750"
"Leaver Dept.","2021","East Wales","Wales","400","390","34490","30630"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Scotland","200","200","31840","27570"
"Leaver Dept.","2021","Essex","East of England","50","50","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","670","650","35520","32430"
"Leaver Dept.","2021","Greater Manchester","North West (England)","450","440","29510","27570"
"Leaver Dept.","2021","Hampshire and Isle of Wight","South East (England)","180","170","33640","29130"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","London","480","470","45280","40470"
"Leaver Dept.","2021","Inner London - West","London","4480","4060","44660","39420"
"Leaver Dept.","2021","Kent","South East (England)","80","70","[c]","[c]"
"Leaver Dept.","2021","Lancashire","North West (England)","190","190","31750","27570"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","70","60","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","North West (England)","360","330","29090","25040"
"Leaver Dept.","2021","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Yorkshire and The Humber","110","100","35890","32430"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","50","50","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","North East (England)","460","440","27990","26600"
"Leaver Dept.","2021","Outer London - East and North East","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","London","240","230","39080","33960"
"Leaver Dept.","2021","Outer London - West and North West","London","110","100","32090","30220"
"Leaver Dept.","2021","Overseas","Overseas","120","70","50990","52500"
"Leaver Dept.","2021","Shropshire and Staffordshire","West Midlands (England)","90","90","25970","21170"
"Leaver Dept.","2021","South Yorkshire","Yorkshire and The Humber","160","150","34290","31990"
"Leaver Dept.","2021","Southern Scotland","Scotland","90","80","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","South East (England)","90","90","27360","25980"
"Leaver Dept.","2021","Tees Valley and Durham","North East (England)","150","140","26220","24510"
"Leaver Dept.","2021","Unknown","Unknown","710","700","35580","32000"
"Leaver Dept.","2021","West Central Scotland","Scotland","310","300","27540","26550"
"Leaver Dept.","2021","West Midlands","West Midlands (England)","400","390","28540","24570"
"Leaver Dept.","2021","West Wales and The Valleys","Wales","190","180","28640","26130"
"Leaver Dept.","2021","West Yorkshire","Yorkshire and The Humber","340","300","32350","27570"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","East of England","90","80","35750","30910"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","450","410","42390","39110"
"Leaver Dept.","2022","Cheshire","North West (England)","90","90","32580","27570"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Cumbria","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Midlands (England)","490","470","33660","28440"
"Leaver Dept.","2022","Devon","South West (England)","150","150","33610","28080"
"Leaver Dept.","2022","Dorset and Somerset","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","East Anglia","East of England","450","420","38030","30760"
"Leaver Dept.","2022","East Wales","Wales","570","560","34060","29540"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Scotland","480","460","29420","27570"
"Leaver Dept.","2022","Essex","East of England","120","120","38190","30460"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1890","1800","37070","32780"
"Leaver Dept.","2022","Greater Manchester","North West (England)","990","950","32940","27570"
"Leaver Dept.","2022","Hampshire and Isle of Wight","South East (England)","280","270","35980","30210"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","100","90","33320","27570"
"Leaver Dept.","2022","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","London","2450","2290","45540","40070"
"Leaver Dept.","2022","Inner London - West","London","6060","4970","44640","39990"
"Leaver Dept.","2022","Kent","South East (England)","180","170","38540","30840"
"Leaver Dept.","2022","Lancashire","North West (England)","260","250","33770","28590"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","110","100","26500","23390"
"Leaver Dept.","2022","Lincolnshire","East Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Merseyside","North West (England)","680","650","30560","27370"
"Leaver Dept.","2022","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Yorkshire and The Humber","220","210","38510","33300"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","50","50","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","North East (England)","780","740","31990","27570"
"Leaver Dept.","2022","Outer London - East and North East","London","100","100","31220","31060"
"Leaver Dept.","2022","Outer London - South","London","350","340","37660","32000"
"Leaver Dept.","2022","Outer London - West and North West","London","1320","1210","41220","33950"
"Leaver Dept.","2022","Overseas","Overseas","60","30","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","West Midlands (England)","160","150","33330","27570"
"Leaver Dept.","2022","South Yorkshire","Yorkshire and The Humber","280","270","37210","33320"
"Leaver Dept.","2022","Southern Scotland","Scotland","160","160","35880","33930"
"Leaver Dept.","2022","Surrey, East and West Sussex","South East (England)","170","160","37830","30460"
"Leaver Dept.","2022","Tees Valley and Durham","North East (England)","220","210","30600","27570"
"Leaver Dept.","2022","Unknown","Unknown","740","540","37380","32000"
"Leaver Dept.","2022","West Central Scotland","Scotland","580","560","28870","27570"
"Leaver Dept.","2022","West Midlands","West Midlands (England)","1060","1000","33160","27570"
"Leaver Dept.","2022","West Wales and The Valleys","Wales","170","170","31820","27570"
"Leaver Dept.","2022","West Yorkshire","Yorkshire and The Humber","1130","770","35720","30760"
"New entrant CS","2021","Bedfordshire and Hertfordshire","East of England","820","790","27060","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","1260","1220","28730","27570"
"New entrant CS","2021","Cheshire","North West (England)","670","660","27800","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","South West (England)","180","170","27020","27570"
"New entrant CS","2021","Cumbria","North West (England)","150","140","28260","23540"
"New entrant CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","1310","1270","27280","25560"
"New entrant CS","2021","Devon","South West (England)","1060","1020","26270","22850"
"New entrant CS","2021","Dorset and Somerset","South West (England)","520","500","25620","22920"
"New entrant CS","2021","East Anglia","East of England","1410","1360","26710","25850"
"New entrant CS","2021","East Wales","Wales","1940","1880","26810","23320"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","440","430","24590","22850"
"New entrant CS","2021","Eastern Scotland","Scotland","2090","2040","28880","25560"
"New entrant CS","2021","Essex","East of England","790","770","27620","29290"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","3210","3080","30350","27570"
"New entrant CS","2021","Greater Manchester","North West (England)","2680","2620","27970","25560"
"New entrant CS","2021","Hampshire and Isle of Wight","South East (England)","1870","1800","28670","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","410","390","25600","22850"
"New entrant CS","2021","Highlands and Islands","Scotland","210","200","25120","21710"
"New entrant CS","2021","Inner London - East","London","3330","3200","35420","31060"
"New entrant CS","2021","Inner London - West","London","8340","8250","37660","32790"
"New entrant CS","2021","Kent","South East (England)","1150","1120","26720","27850"
"New entrant CS","2021","Lancashire","North West (England)","1290","1260","23540","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","880","850","24610","22850"
"New entrant CS","2021","Lincolnshire","East Midlands (England)","290","280","26800","25790"
"New entrant CS","2021","Merseyside","North West (England)","1240","1210","26160","22570"
"New entrant CS","2021","North Eastern Scotland","Scotland","190","180","28000","27570"
"New entrant CS","2021","North Yorkshire","Yorkshire and The Humber","560","540","29600","27570"
"New entrant CS","2021","Northern Ireland","Northern Ireland","360","340","24170","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","North East (England)","2560","2510","24860","21010"
"New entrant CS","2021","Outer London - East and North East","London","930","910","29040","31060"
"New entrant CS","2021","Outer London - South","London","1070","1060","33050","31060"
"New entrant CS","2021","Outer London - West and North West","London","1440","1400","30310","31060"
"New entrant CS","2021","Overseas","Overseas","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","West Midlands (England)","1050","1010","25610","24000"
"New entrant CS","2021","South Yorkshire","Yorkshire and The Humber","1030","1010","27110","24120"
"New entrant CS","2021","Southern Scotland","Scotland","480","470","23680","20810"
"New entrant CS","2021","Surrey, East and West Sussex","South East (England)","1350","1300","26950","27570"
"New entrant CS","2021","Tees Valley and Durham","North East (England)","710","690","23620","21050"
"New entrant CS","2021","Unknown","Unknown","900","880","32720","27570"
"New entrant CS","2021","West Central Scotland","Scotland","1530","1490","27110","23450"
"New entrant CS","2021","West Midlands","West Midlands (England)","2000","1940","28870","27000"
"New entrant CS","2021","West Wales and The Valleys","Wales","1020","960","24190","21590"
"New entrant CS","2021","West Yorkshire","Yorkshire and The Humber","2490","2430","28060","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","East of England","750","720","29060","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","1310","1260","29240","27570"
"New entrant CS","2022","Cheshire","North West (England)","590","570","28050","24800"
"New entrant CS","2022","Cornwall and Isles of Scilly","South West (England)","250","240","25720","21260"
"New entrant CS","2022","Cumbria","North West (England)","360","340","26650","23170"
"New entrant CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","2130","2040","27130","25710"
"New entrant CS","2022","Devon","South West (England)","1020","980","27150","23540"
"New entrant CS","2022","Dorset and Somerset","South West (England)","710","680","26960","24090"
"New entrant CS","2022","East Anglia","East of England","1770","1680","26900","24800"
"New entrant CS","2022","East Wales","Wales","2540","2470","28310","24500"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","600","580","25200","23140"
"New entrant CS","2022","Eastern Scotland","Scotland","3290","3200","29470","27230"
"New entrant CS","2022","Essex","East of England","770","730","27950","24880"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","3720","3600","30720","27540"
"New entrant CS","2022","Greater Manchester","North West (England)","3430","3330","28850","26590"
"New entrant CS","2022","Hampshire and Isle of Wight","South East (England)","1790","1670","28710","26030"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","650","610","26750","24090"
"New entrant CS","2022","Highlands and Islands","Scotland","170","170","27720","27230"
"New entrant CS","2022","Inner London - East","London","2880","2800","37350","32260"
"New entrant CS","2022","Inner London - West","London","7770","7490","37750","33230"
"New entrant CS","2022","Kent","South East (England)","1090","1050","26720","24880"
"New entrant CS","2022","Lancashire","North West (England)","1600","1560","25920","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","1050","1020","25060","23140"
"New entrant CS","2022","Lincolnshire","East Midlands (England)","450","430","27030","25480"
"New entrant CS","2022","Merseyside","North West (England)","2850","2770","25890","24800"
"New entrant CS","2022","North Eastern Scotland","Scotland","270","270","30400","27230"
"New entrant CS","2022","North Yorkshire","Yorkshire and The Humber","660","640","31040","27570"
"New entrant CS","2022","Northern Ireland","Northern Ireland","600","590","28030","26590"
"New entrant CS","2022","Northumberland, and Tyne and Wear","North East (England)","2990","2910","26250","23010"
"New entrant CS","2022","Outer London - East and North East","London","690","670","30030","30130"
"New entrant CS","2022","Outer London - South","London","1160","1130","33960","30750"
"New entrant CS","2022","Outer London - West and North West","London","1270","1200","30820","29610"
"New entrant CS","2022","Overseas","Overseas","50","50","37970","36740"
"New entrant CS","2022","Shropshire and Staffordshire","West Midlands (England)","1090","1040","27560","24090"
"New entrant CS","2022","South Yorkshire","Yorkshire and The Humber","1220","1180","28850","25000"
"New entrant CS","2022","Southern Scotland","Scotland","700","680","24480","21640"
"New entrant CS","2022","Surrey, East and West Sussex","South East (England)","1330","1260","28990","26140"
"New entrant CS","2022","Tees Valley and Durham","North East (England)","1220","1190","26890","23700"
"New entrant CS","2022","Unknown","Unknown","870","770","29440","27570"
"New entrant CS","2022","West Central Scotland","Scotland","3150","3080","28970","27020"
"New entrant CS","2022","West Midlands","West Midlands (England)","3510","3380","28570","26590"
"New entrant CS","2022","West Wales and The Valleys","Wales","1680","1620","25520","21840"
"New entrant CS","2022","West Yorkshire","Yorkshire and The Humber","3390","3180","29090","26590"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
