"Status","Year","Region_ITL1","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","Male","Unknown","250","120","41860","33270"
"New entrant CS","2021","East Midlands (England)","Female","Declared disabled","110","110","26250","27570"
"New entrant CS","2021","East Midlands (England)","Female","Declared non-disabled","780","750","25930","26370"
"New entrant CS","2021","East Midlands (England)","Female","Undeclared","50","50","26490","27570"
"New entrant CS","2021","East Midlands (England)","Female","Unknown","460","430","25420","22350"
"New entrant CS","2021","East Midlands (England)","Male","Declared disabled","90","90","26170","26350"
"New entrant CS","2021","East Midlands (England)","Male","Declared non-disabled","590","580","26710","25560"
"New entrant CS","2021","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Male","Unknown","370","360","27140","24250"
"New entrant CS","2021","East of England","Female","Declared disabled","160","150","25940","27570"
"New entrant CS","2021","East of England","Female","Declared non-disabled","1070","1020","26740","27570"
"New entrant CS","2021","East of England","Female","Undeclared","60","60","28260","27570"
"New entrant CS","2021","East of England","Female","Unknown","450","430","25780","22920"
"New entrant CS","2021","East of England","Male","Declared disabled","100","100","26490","27570"
"New entrant CS","2021","East of England","Male","Declared non-disabled","780","780","27830","27570"
"New entrant CS","2021","East of England","Male","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Male","Unknown","360","350","28110","25850"
"New entrant CS","2021","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Female","Declared disabled","620","600","32510","31060"
"New entrant CS","2021","London","Female","Declared non-disabled","4440","4310","34080","31060"
"New entrant CS","2021","London","Female","Undeclared","380","360","36700","32320"
"New entrant CS","2021","London","Female","Unknown","3250","3190","35170","31060"
"New entrant CS","2021","London","Male","Declared disabled","320","320","34080","31060"
"New entrant CS","2021","London","Male","Declared non-disabled","3260","3220","36250","31060"
"New entrant CS","2021","London","Male","Undeclared","330","320","38230","32350"
"New entrant CS","2021","London","Male","Unknown","2480","2470","38560","32790"
"New entrant CS","2021","London","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Female","Declared disabled","130","120","24540","21010"
"New entrant CS","2021","North East (England)","Female","Declared non-disabled","940","920","24280","21010"
"New entrant CS","2021","North East (England)","Female","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Female","Unknown","630","610","24450","21430"
"New entrant CS","2021","North East (England)","Male","Declared disabled","120","120","25490","21010"
"New entrant CS","2021","North East (England)","Male","Declared non-disabled","810","810","24700","21010"
"New entrant CS","2021","North East (England)","Male","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Unknown","550","550","24800","22350"
"New entrant CS","2021","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Declared disabled","230","230","25440","24870"
"New entrant CS","2021","North West (England)","Female","Declared non-disabled","1700","1650","25940","23140"
"New entrant CS","2021","North West (England)","Female","Undeclared","90","90","26490","26180"
"New entrant CS","2021","North West (England)","Female","Unknown","1180","1150","25990","22850"
"New entrant CS","2021","North West (England)","Male","Declared disabled","220","210","25450","23310"
"New entrant CS","2021","North West (England)","Male","Declared non-disabled","1410","1400","26950","24060"
"New entrant CS","2021","North West (England)","Male","Undeclared","70","70","25610","21010"
"New entrant CS","2021","North West (England)","Male","Unknown","1130","1110","28550","24880"
"New entrant CS","2021","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Declared non-disabled","60","50","24900","20140"
"New entrant CS","2021","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Unknown","90","80","23880","20140"
"New entrant CS","2021","Northern Ireland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Declared non-disabled","70","70","23690","20140"
"New entrant CS","2021","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Unknown","130","120","23940","20610"
"New entrant CS","2021","Overseas","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Declared disabled","170","160","25920","26160"
"New entrant CS","2021","Scotland","Female","Declared non-disabled","1270","1240","27040","26160"
"New entrant CS","2021","Scotland","Female","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Unknown","990","950","28280","23340"
"New entrant CS","2021","Scotland","Male","Declared disabled","140","140","27080","26160"
"New entrant CS","2021","Scotland","Male","Declared non-disabled","950","940","27280","24900"
"New entrant CS","2021","Scotland","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Unknown","900","880","28030","21430"
"New entrant CS","2021","South East (England)","Female","Declared disabled","240","230","26750","27570"
"New entrant CS","2021","South East (England)","Female","Declared non-disabled","1880","1810","27140","27570"
"New entrant CS","2021","South East (England)","Female","Undeclared","110","110","28810","27570"
"New entrant CS","2021","South East (England)","Female","Unknown","870","820","27410","24880"
"New entrant CS","2021","South East (England)","Male","Declared disabled","160","160","27800","27570"
"New entrant CS","2021","South East (England)","Male","Declared non-disabled","1420","1400","28690","27570"
"New entrant CS","2021","South East (England)","Male","Undeclared","90","80","29410","27570"
"New entrant CS","2021","South East (England)","Male","Unknown","850","830","28710","26350"
"New entrant CS","2021","South East (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Declared disabled","220","200","26060","27000"
"New entrant CS","2021","South West (England)","Female","Declared non-disabled","1680","1570","27540","26480"
"New entrant CS","2021","South West (England)","Female","Undeclared","90","80","29940","27570"
"New entrant CS","2021","South West (England)","Female","Unknown","630","590","28510","24960"
"New entrant CS","2021","South West (England)","Male","Declared disabled","140","140","28060","27570"
"New entrant CS","2021","South West (England)","Male","Declared non-disabled","1490","1470","30660","27570"
"New entrant CS","2021","South West (England)","Male","Undeclared","70","70","32040","27570"
"New entrant CS","2021","South West (England)","Male","Unknown","670","650","29170","26350"
"New entrant CS","2021","Unknown","Female","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Declared non-disabled","160","150","28900","27570"
"New entrant CS","2021","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","330","320","34060","28000"
"New entrant CS","2021","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Declared non-disabled","120","120","30790","27570"
"New entrant CS","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Unknown","220","210","40680","28000"
"New entrant CS","2021","Wales","Female","Declared disabled","110","110","26320","23320"
"New entrant CS","2021","Wales","Female","Declared non-disabled","790","760","25280","22850"
"New entrant CS","2021","Wales","Female","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Wales","Female","Unknown","650","620","24930","22350"
"New entrant CS","2021","Wales","Male","Declared disabled","70","60","26050","22390"
"New entrant CS","2021","Wales","Male","Declared non-disabled","670","660","26630","22850"
"New entrant CS","2021","Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Unknown","580","570","26600","23050"
"New entrant CS","2021","Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Declared disabled","170","160","25980","27570"
"New entrant CS","2021","West Midlands (England)","Female","Declared non-disabled","1100","1040","26770","25560"
"New entrant CS","2021","West Midlands (England)","Female","Undeclared","60","60","28170","27570"
"New entrant CS","2021","West Midlands (England)","Female","Unknown","650","630","27290","22850"
"New entrant CS","2021","West Midlands (England)","Male","Declared disabled","100","100","28350","27570"
"New entrant CS","2021","West Midlands (England)","Male","Declared non-disabled","770","760","27600","26210"
"New entrant CS","2021","West Midlands (England)","Male","Undeclared","60","60","28610","27570"
"New entrant CS","2021","West Midlands (England)","Male","Unknown","550","540","29350","24860"
"New entrant CS","2021","Yorkshire and The Humber","Female","Declared disabled","210","200","27230","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","Declared non-disabled","1220","1170","26830","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","Undeclared","80","80","28470","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","Unknown","930","900","28060","24880"
"New entrant CS","2021","Yorkshire and The Humber","Male","Declared disabled","140","130","26910","27570"
"New entrant CS","2021","Yorkshire and The Humber","Male","Declared non-disabled","970","970","28070","27570"
"New entrant CS","2021","Yorkshire and The Humber","Male","Undeclared","60","60","25990","27570"
"New entrant CS","2021","Yorkshire and The Humber","Male","Unknown","900","890","28410","24880"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Declared disabled","220","210","26650","25120"
"New entrant CS","2022","East Midlands (England)","Female","Declared non-disabled","1170","1120","26060","23170"
"New entrant CS","2022","East Midlands (England)","Female","Undeclared","70","60","26030","24770"
"New entrant CS","2022","East Midlands (England)","Female","Unknown","680","640","26500","24800"
"New entrant CS","2022","East Midlands (England)","Male","Declared disabled","130","130","25990","25710"
"New entrant CS","2022","East Midlands (England)","Male","Declared non-disabled","850","840","26910","24920"
"New entrant CS","2022","East Midlands (England)","Male","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Unknown","460","450","27190","25030"
"New entrant CS","2022","East of England","Female","Declared disabled","190","170","26850","24880"
"New entrant CS","2022","East of England","Female","Declared non-disabled","1100","1050","27550","25010"
"New entrant CS","2022","East of England","Female","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Female","Unknown","570","530","26640","24800"
"New entrant CS","2022","East of England","Male","Declared disabled","100","90","27190","27570"
"New entrant CS","2022","East of England","Male","Declared non-disabled","800","790","27980","26140"
"New entrant CS","2022","East of England","Male","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Male","Unknown","460","430","28890","26130"
"New entrant CS","2022","London","Female","Declared disabled","640","610","34450","31060"
"New entrant CS","2022","London","Female","Declared non-disabled","3930","3820","35740","32090"
"New entrant CS","2022","London","Female","Undeclared","230","220","34990","32070"
"New entrant CS","2022","London","Female","Unknown","3180","3010","35340","30760"
"New entrant CS","2022","London","Male","Declared disabled","360","350","35620","32560"
"New entrant CS","2022","London","Male","Declared non-disabled","2800","2760","38050","33000"
"New entrant CS","2022","London","Male","Undeclared","220","210","36950","33210"
"New entrant CS","2022","London","Male","Unknown","2410","2310","37110","32390"
"New entrant CS","2022","North East (England)","Female","Declared disabled","190","180","26290","23170"
"New entrant CS","2022","North East (England)","Female","Declared non-disabled","1480","1430","25690","23140"
"New entrant CS","2022","North East (England)","Female","Undeclared","90","90","27010","24800"
"New entrant CS","2022","North East (England)","Female","Unknown","750","720","26000","23140"
"New entrant CS","2022","North East (England)","Male","Declared disabled","120","110","27010","24870"
"New entrant CS","2022","North East (England)","Male","Declared non-disabled","1010","1000","27180","24430"
"New entrant CS","2022","North East (England)","Male","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Unknown","530","530","27490","24880"
"New entrant CS","2022","North West (England)","Female","Declared disabled","410","390","27400","25060"
"New entrant CS","2022","North West (England)","Female","Declared non-disabled","2680","2580","26270","23170"
"New entrant CS","2022","North West (England)","Female","Undeclared","120","120","27480","24900"
"New entrant CS","2022","North West (England)","Female","Unknown","1880","1800","26780","24880"
"New entrant CS","2022","North West (England)","Male","Declared disabled","280","270","26990","24800"
"New entrant CS","2022","North West (England)","Male","Declared non-disabled","1980","1950","27850","25120"
"New entrant CS","2022","North West (England)","Male","Undeclared","110","110","27620","25120"
"New entrant CS","2022","North West (England)","Male","Unknown","1370","1330","28710","25000"
"New entrant CS","2022","Northern Ireland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Declared non-disabled","130","130","28980","26590"
"New entrant CS","2022","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Unknown","140","140","26730","24880"
"New entrant CS","2022","Northern Ireland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Declared non-disabled","130","120","29340","26590"
"New entrant CS","2022","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Unknown","150","150","26490","21680"
"New entrant CS","2022","Overseas","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Declared disabled","280","270","27100","27230"
"New entrant CS","2022","Scotland","Female","Declared non-disabled","2350","2290","28370","27230"
"New entrant CS","2022","Scotland","Female","Undeclared","70","70","28250","27230"
"New entrant CS","2022","Scotland","Female","Unknown","1600","1530","29130","27020"
"New entrant CS","2022","Scotland","Male","Declared disabled","220","220","27330","24920"
"New entrant CS","2022","Scotland","Male","Declared non-disabled","1670","1650","29450","27230"
"New entrant CS","2022","Scotland","Male","Undeclared","60","60","28480","27230"
"New entrant CS","2022","Scotland","Male","Unknown","1340","1310","29040","26130"
"New entrant CS","2022","South East (England)","Female","Declared disabled","260","240","28360","26740"
"New entrant CS","2022","South East (England)","Female","Declared non-disabled","1720","1620","27940","26140"
"New entrant CS","2022","South East (England)","Female","Undeclared","90","80","28760","26130"
"New entrant CS","2022","South East (England)","Female","Unknown","1050","970","27370","24880"
"New entrant CS","2022","South East (England)","Male","Declared disabled","160","160","28070","26140"
"New entrant CS","2022","South East (England)","Male","Declared non-disabled","1230","1200","30020","27570"
"New entrant CS","2022","South East (England)","Male","Undeclared","80","80","29030","26830"
"New entrant CS","2022","South East (England)","Male","Unknown","930","880","28840","25770"
"New entrant CS","2022","South West (England)","Female","Declared disabled","280","260","28660","24830"
"New entrant CS","2022","South West (England)","Female","Declared non-disabled","1760","1670","28620","25640"
"New entrant CS","2022","South West (England)","Female","Undeclared","70","60","28950","27000"
"New entrant CS","2022","South West (England)","Female","Unknown","830","780","27560","23690"
"New entrant CS","2022","South West (England)","Male","Declared disabled","180","180","30870","26580"
"New entrant CS","2022","South West (England)","Male","Declared non-disabled","1640","1620","30600","27130"
"New entrant CS","2022","South West (England)","Male","Undeclared","60","60","29050","26590"
"New entrant CS","2022","South West (England)","Male","Unknown","880","870","30400","26350"
"New entrant CS","2022","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Declared non-disabled","150","140","30630","28690"
"New entrant CS","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","300","240","29060","28000"
"New entrant CS","2022","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Declared non-disabled","100","100","33310","29290"
"New entrant CS","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","280","250","27020","23850"
"New entrant CS","2022","Wales","Female","Declared disabled","170","160","26900","23170"
"New entrant CS","2022","Wales","Female","Declared non-disabled","1370","1320","27080","23170"
"New entrant CS","2022","Wales","Female","Undeclared","70","70","26060","24190"
"New entrant CS","2022","Wales","Female","Unknown","700","660","25270","21840"
"New entrant CS","2022","Wales","Male","Declared disabled","120","120","26190","23170"
"New entrant CS","2022","Wales","Male","Declared non-disabled","1100","1090","28740","25860"
"New entrant CS","2022","Wales","Male","Undeclared","60","60","28010","24790"
"New entrant CS","2022","Wales","Male","Unknown","630","610","27140","23880"
"New entrant CS","2022","Wales","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Female","Declared disabled","300","280","27950","26590"
"New entrant CS","2022","West Midlands (England)","Female","Declared non-disabled","1680","1610","27680","24920"
"New entrant CS","2022","West Midlands (England)","Female","Undeclared","80","70","28230","26590"
"New entrant CS","2022","West Midlands (England)","Female","Unknown","1050","990","27060","24800"
"New entrant CS","2022","West Midlands (England)","Male","Declared disabled","140","130","27270","25520"
"New entrant CS","2022","West Midlands (England)","Male","Declared non-disabled","1160","1140","29080","26590"
"New entrant CS","2022","West Midlands (England)","Male","Undeclared","60","60","29210","27570"
"New entrant CS","2022","West Midlands (England)","Male","Unknown","790","760","29380","25120"
"New entrant CS","2022","Yorkshire and The Humber","Female","Declared disabled","260","250","29620","26370"
"New entrant CS","2022","Yorkshire and The Humber","Female","Declared non-disabled","1660","1600","28200","26220"
"New entrant CS","2022","Yorkshire and The Humber","Female","Undeclared","80","70","28970","27570"
"New entrant CS","2022","Yorkshire and The Humber","Female","Unknown","1240","1130","28020","24880"
"New entrant CS","2022","Yorkshire and The Humber","Male","Declared disabled","170","160","28940","26590"
"New entrant CS","2022","Yorkshire and The Humber","Male","Declared non-disabled","1260","1240","29260","26590"
"New entrant CS","2022","Yorkshire and The Humber","Male","Undeclared","60","50","33160","27570"
"New entrant CS","2022","Yorkshire and The Humber","Male","Unknown","1150","1070","30010","26350"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
