"Status","Year","Region_ITL1","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Department for Transport","230","220","37210","37200"
"In post","2021","East Midlands (England)","SEO/HEO","Department for Work and Pensions","520","490","35310","33650"
"In post","2021","East Midlands (England)","SEO/HEO","Department of Health and Social Care","90","80","34630","36330"
"In post","2021","East Midlands (England)","SEO/HEO","HM Land Registry","270","250","36750","33840"
"In post","2021","East Midlands (England)","SEO/HEO","HM Revenue and Customs","1540","1470","34150","31810"
"In post","2021","East Midlands (England)","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Home Office","50","50","33040","31100"
"In post","2021","East Midlands (England)","SEO/HEO","Ministry of Defence","480","460","36550","34970"
"In post","2021","East Midlands (England)","SEO/HEO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Ministry of Justice","960","910","37720","36720"
"In post","2021","East Midlands (England)","SEO/HEO","National Crime Agency","70","70","42410","42780"
"In post","2021","East Midlands (England)","SEO/HEO","Office for Standards in Education","70","70","42770","39850"
"In post","2021","East Midlands (England)","SEO/HEO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Ministry of Justice","960","880","29420","28260"
"In post","2021","East of England","AA/AO","Attorney General's Departments","110","100","22440","23520"
"In post","2021","East of England","AA/AO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Department for Business, Energy and Industrial Strategy","50","50","20980","20880"
"In post","2021","East of England","AA/AO","Department for Environment, Food and Rural Affairs","80","70","20790","21050"
"In post","2021","East of England","AA/AO","Department for Transport","90","80","26290","26580"
"In post","2021","East of England","AA/AO","Department for Work and Pensions","1030","870","22710","22980"
"In post","2021","East of England","AA/AO","Department of Health and Social Care","80","70","21830","21570"
"In post","2021","East of England","AA/AO","HM Land Registry","70","70","22360","22350"
"In post","2021","East of England","AA/AO","HM Revenue and Customs","390","340","21050","21400"
"In post","2021","East of England","AA/AO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Home Office","640","570","21160","21430"
"In post","2021","East of England","AA/AO","Ministry of Defence","1480","1410","22440","20920"
"In post","2021","East of England","AA/AO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Ministry of Justice","3760","3500","25150","23970"
"In post","2021","East of England","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Attorney General's Departments","110","100","28640","28430"
"In post","2021","East of England","EO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Department for Environment, Food and Rural Affairs","190","180","25510","25010"
"In post","2021","East of England","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Department for Transport","240","220","28190","26780"
"In post","2021","East of England","EO","Department for Work and Pensions","3180","2890","28780","29290"
"In post","2021","East of England","EO","Department of Health and Social Care","100","90","26930","27400"
"In post","2021","East of England","EO","Food Standards Agency","60","50","27580","26750"
"In post","2021","East of England","EO","HM Land Registry","90","80","27210","27130"
"In post","2021","East of England","EO","HM Revenue and Customs","510","460","26750","25560"
"In post","2021","East of England","EO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Home Office","990","880","26530","25410"
"In post","2021","East of England","EO","Ministry of Defence","740","720","29080","26670"
"In post","2021","East of England","EO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Ministry of Justice","790","760","29160","28330"
"In post","2021","East of England","EO","National Crime Agency","70","60","34290","34140"
"In post","2021","East of England","EO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Attorney General's Departments","190","170","58620","59930"
"In post","2021","East of England","G6/G7","Cabinet Office","40","40","[c]","[c]"
"In post","2021","East of England","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Department for Education","30","30","[c]","[c]"
"In post","2021","East of England","G6/G7","Department for Environment, Food and Rural Affairs","150","140","51870","48370"
"In post","2021","East of England","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Department for Work and Pensions","60","50","56510","52820"
"In post","2021","East of England","G6/G7","Department of Health and Social Care","190","190","58260","53970"
"In post","2021","East of England","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","HM Revenue and Customs","180","180","55050","52580"
"In post","2021","East of England","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Home Office","30","30","[c]","[c]"
"In post","2021","East of England","G6/G7","Ministry of Defence","210","200","62960","59730"
"In post","2021","East of England","G6/G7","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Ministry of Justice","120","110","67280","65780"
"In post","2021","East of England","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Office for Standards in Education","50","50","75680","75500"
"In post","2021","East of England","G6/G7","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Department of Health and Social Care","50","50","[c]","[c]"
"In post","2021","East of England","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Attorney General's Departments","70","70","37160","38000"
"In post","2021","East of England","SEO/HEO","Cabinet Office","40","40","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Department for Business, Energy and Industrial Strategy","120","110","37020","36730"
"In post","2021","East of England","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Department for Environment, Food and Rural Affairs","420","390","33490","32140"
"In post","2021","East of England","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Department for Transport","60","60","37290","33410"
"In post","2021","East of England","SEO/HEO","Department for Work and Pensions","430","410","36960","35120"
"In post","2021","East of England","SEO/HEO","Department of Health and Social Care","310","290","36790","37460"
"In post","2021","East of England","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","HM Land Registry","110","100","36800","33840"
"In post","2021","East of England","SEO/HEO","HM Revenue and Customs","750","690","35340","34620"
"In post","2021","East of England","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Home Office","300","290","33480","31690"
"In post","2021","East of England","SEO/HEO","Ministry of Defence","1360","1320","37740","36300"
"In post","2021","East of England","SEO/HEO","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Ministry of Justice","830","800","38480","37280"
"In post","2021","East of England","SEO/HEO","National Crime Agency","60","60","43320","43710"
"In post","2021","East of England","SEO/HEO","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Other Cabinet Office Agencies","110","100","33270","33340"
"In post","2021","East of England","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Ministry of Justice","1020","930","28600","28200"
"In post","2021","London","AA/AO","Attorney General's Departments","420","390","23220","23520"
"In post","2021","London","AA/AO","Cabinet Office","140","140","24470","24490"
"In post","2021","London","AA/AO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Department for Business, Energy and Industrial Strategy","150","140","25280","25060"
"In post","2021","London","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Department for Education","30","30","[c]","[c]"
"In post","2021","London","AA/AO","Department for Environment, Food and Rural Affairs","90","80","24440","24370"
"In post","2021","London","AA/AO","Department for International Trade","30","30","[c]","[c]"
"In post","2021","London","AA/AO","Department for Transport","150","130","30050","31680"
"In post","2021","London","AA/AO","Department for Work and Pensions","1630","1430","24480","25110"
"In post","2021","London","AA/AO","Department of Health and Social Care","290","250","23520","23530"
"In post","2021","London","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Foreign, Commonwealth and Development Office","270","260","27920","28000"
"In post","2021","London","AA/AO","HM Land Registry","70","70","25820","25850"
"In post","2021","London","AA/AO","HM Revenue and Customs","960","860","24870","25000"
"In post","2021","London","AA/AO","HM Treasury","50","50","23030","23500"
"In post","2021","London","AA/AO","Home Office","1810","1630","24980","25630"
"In post","2021","London","AA/AO","Ministry of Defence","800","780","24870","23890"
"In post","2021","London","AA/AO","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","London","AA/AO","Ministry of Justice","5460","5180","26520","23790"
"In post","2021","London","AA/AO","National Crime Agency","100","100","25970","24220"
"In post","2021","London","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","The National Archives","90","80","21250","20650"
"In post","2021","London","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Attorney General's Departments","740","700","28640","27760"
"In post","2021","London","EO","Cabinet Office","600","590","27960","27500"
"In post","2021","London","EO","Chancellor's other departments","40","30","[c]","[c]"
"In post","2021","London","EO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Competition and Markets Authority","70","70","28600","28160"
"In post","2021","London","EO","Department for Business, Energy and Industrial Strategy","420","410","28720","27690"
"In post","2021","London","EO","Department for Digital, Culture, Media and Sport","170","170","27490","26180"
"In post","2021","London","EO","Department for Education","280","270","29250","28500"
"In post","2021","London","EO","Department for Environment, Food and Rural Affairs","300","290","28690","28270"
"In post","2021","London","EO","Department for International Trade","230","230","27590","26510"
"In post","2021","London","EO","Department for Transport","590","580","30460","30540"
"In post","2021","London","EO","Department for Work and Pensions","6300","5920","31100","31060"
"In post","2021","London","EO","Department of Health and Social Care","910","850","27630","27270"
"In post","2021","London","EO","Food Standards Agency","50","50","[c]","[c]"
"In post","2021","London","EO","Foreign, Commonwealth and Development Office","500","490","31600","30650"
"In post","2021","London","EO","HM Land Registry","90","80","30790","30600"
"In post","2021","London","EO","HM Revenue and Customs","1840","1740","30460","29570"
"In post","2021","London","EO","HM Treasury","210","200","27430","26950"
"In post","2021","London","EO","Home Office","4090","3750","29480","29080"
"In post","2021","London","EO","Ministry of Defence","670","640","28840","30200"
"In post","2021","London","EO","Ministry of Housing, Communities and Local Government","210","210","29200","27850"
"In post","2021","London","EO","Ministry of Justice","2020","1960","29300","27460"
"In post","2021","London","EO","National Crime Agency","620","610","35330","36200"
"In post","2021","London","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","London","EO","Office of Gas and Electricity Markets","100","100","27970","27000"
"In post","2021","London","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","The National Archives","80","70","25550","24630"
"In post","2021","London","EO","UK Export Finance","50","40","[c]","[c]"
"In post","2021","London","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","Attorney General's Departments","2550","2370","60350","61360"
"In post","2021","London","G6/G7","Cabinet Office","2370","2330","59810","56470"
"In post","2021","London","G6/G7","Chancellor's other departments","160","150","77590","72060"
"In post","2021","London","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","Competition and Markets Authority","390","380","66620","64220"
"In post","2021","London","G6/G7","Department for Business, Energy and Industrial Strategy","2360","2300","59000","56990"
"In post","2021","London","G6/G7","Department for Digital, Culture, Media and Sport","780","770","58780","57300"
"In post","2021","London","G6/G7","Department for Education","1190","1140","59250","55800"
"In post","2021","London","G6/G7","Department for Environment, Food and Rural Affairs","880","850","57270","54650"
"In post","2021","London","G6/G7","Department for International Trade","890","880","55340","51980"
"In post","2021","London","G6/G7","Department for Transport","1150","1130","58870","54870"
"In post","2021","London","G6/G7","Department for Work and Pensions","630","600","60650","57230"
"In post","2021","London","G6/G7","Department of Health and Social Care","2210","2120","59260","55110"
"In post","2021","London","G6/G7","Food Standards Agency","120","120","57820","56130"
"In post","2021","London","G6/G7","Foreign, Commonwealth and Development Office","1680","1630","60740","59470"
"In post","2021","London","G6/G7","HM Land Registry","50","50","68560","69380"
"In post","2021","London","G6/G7","HM Revenue and Customs","2210","2110","63180","59160"
"In post","2021","London","G6/G7","HM Treasury","1020","990","59370","57000"
"In post","2021","London","G6/G7","Home Office","2610","2550","62130","57740"
"In post","2021","London","G6/G7","Ministry of Defence","630","610","63220","59730"
"In post","2021","London","G6/G7","Ministry of Housing, Communities and Local Government","820","800","57870","53870"
"In post","2021","London","G6/G7","Ministry of Justice","1680","1620","61880","59920"
"In post","2021","London","G6/G7","National Crime Agency","190","190","65790","64410"
"In post","2021","London","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","Office for Standards in Education","190","180","72650","75500"
"In post","2021","London","G6/G7","Office of Gas and Electricity Markets","310","300","61950","60800"
"In post","2021","London","G6/G7","Office of Rail and Road","100","100","64210","63580"
"In post","2021","London","G6/G7","Other Cabinet Office Agencies","60","60","58960","59560"
"In post","2021","London","G6/G7","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","The National Archives","90","90","53110","50710"
"In post","2021","London","G6/G7","UK Export Finance","120","120","67800","66690"
"In post","2021","London","G6/G7","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","United Kingdom Statistics Authority","80","80","56480","53460"
"In post","2021","London","G6/G7","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2021","London","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Attorney General's Departments","260","250","87160","81420"
"In post","2021","London","SCS","Cabinet Office","760","750","94650","80420"
"In post","2021","London","SCS","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Competition and Markets Authority","110","100","109740","101590"
"In post","2021","London","SCS","Department for Business, Energy and Industrial Strategy","330","320","83830","75880"
"In post","2021","London","SCS","Department for Digital, Culture, Media and Sport","120","110","86940","77180"
"In post","2021","London","SCS","Department for Education","200","190","84400","75290"
"In post","2021","London","SCS","Department for Environment, Food and Rural Affairs","150","140","84250","77240"
"In post","2021","London","SCS","Department for International Trade","140","140","85610","76230"
"In post","2021","London","SCS","Department for Transport","200","190","87880","79800"
"In post","2021","London","SCS","Department for Work and Pensions","130","130","93540","83090"
"In post","2021","London","SCS","Department of Health and Social Care","570","520","95480","89350"
"In post","2021","London","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Foreign, Commonwealth and Development Office","290","280","87540","78200"
"In post","2021","London","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","HM Revenue and Customs","250","240","88280","80980"
"In post","2021","London","SCS","HM Treasury","180","170","86370","77920"
"In post","2021","London","SCS","Home Office","260","260","91750","83830"
"In post","2021","London","SCS","Ministry of Defence","160","160","90030","79560"
"In post","2021","London","SCS","Ministry of Housing, Communities and Local Government","120","120","85350","77200"
"In post","2021","London","SCS","Ministry of Justice","220","220","88980","82990"
"In post","2021","London","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","London","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","SEO/HEO","Attorney General's Departments","710","700","37480","38290"
"In post","2021","London","SEO/HEO","Cabinet Office","2630","2610","34120","34550"
"In post","2021","London","SEO/HEO","Chancellor's other departments","120","120","41610","42080"
"In post","2021","London","SEO/HEO","Charity Commission","40","40","[c]","[c]"
"In post","2021","London","SEO/HEO","Competition and Markets Authority","190","180","37880","35660"
"In post","2021","London","SEO/HEO","Department for Business, Energy and Industrial Strategy","2360","2320","38240","39080"
"In post","2021","London","SEO/HEO","Department for Digital, Culture, Media and Sport","630","630","37120","34020"
"In post","2021","London","SEO/HEO","Department for Education","940","910","38780","40230"
"In post","2021","London","SEO/HEO","Department for Environment, Food and Rural Affairs","1180","1150","36430","35610"
"In post","2021","London","SEO/HEO","Department for International Trade","1010","1010","35390","34980"
"In post","2021","London","SEO/HEO","Department for Transport","1340","1320","38870","37570"
"In post","2021","London","SEO/HEO","Department for Work and Pensions","1500","1450","39150","38450"
"In post","2021","London","SEO/HEO","Department of Health and Social Care","2450","2360","37190","37260"
"In post","2021","London","SEO/HEO","Food Standards Agency","290","280","36990","37350"
"In post","2021","London","SEO/HEO","Foreign, Commonwealth and Development Office","1510","1490","39130","38600"
"In post","2021","London","SEO/HEO","HM Land Registry","150","140","41310","37330"
"In post","2021","London","SEO/HEO","HM Revenue and Customs","3470","3340","38990","37380"
"In post","2021","London","SEO/HEO","HM Treasury","870","860","35750","33650"
"In post","2021","London","SEO/HEO","Home Office","4540","4410","39190","38050"
"In post","2021","London","SEO/HEO","Ministry of Defence","1620","1590","41320","41500"
"In post","2021","London","SEO/HEO","Ministry of Housing, Communities and Local Government","680","680","37150","37600"
"In post","2021","London","SEO/HEO","Ministry of Justice","3650","3560","38910","36800"
"In post","2021","London","SEO/HEO","National Crime Agency","720","700","45670","46810"
