"Status","Year","Region_ITL2","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","20-29","50","50","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","30-39","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","30-39","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","40-49","50","50","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","50-59","70","70","30860","29230"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","20-29","120","120","26710","27570"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","30-39","100","90","30130","29290"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","40-49","60","60","31490","29300"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","50-59","100","90","31410","28550"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","20-29","410","400","28950","29290"
"In post","2021","Bedfordshire and Hertfordshire","White","30-39","540","510","33570","30750"
"In post","2021","Bedfordshire and Hertfordshire","White","40-49","640","610","35310","31810"
"In post","2021","Bedfordshire and Hertfordshire","White","50-59","950","890","34530","30750"
"In post","2021","Bedfordshire and Hertfordshire","White","60-64","300","260","30800","28880"
"In post","2021","Bedfordshire and Hertfordshire","White","65+","100","80","29190","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","20-29","100","90","26980","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","30-39","150","140","31770","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","40-49","160","140","30730","27630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","50-59","150","140","32260","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","60-64","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","20-29","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","30-39","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","40-49","80","80","31450","29600"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","50-59","100","90","30940","28200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","20-29","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","30-39","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","40-49","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","50-59","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","20-29","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","30-39","70","70","33060","32590"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","40-49","120","110","35890","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","50-59","190","180","35330","32520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","60-64","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20-29","310","310","26960","26670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","30-39","250","240","31910","30320"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40-49","210","200","34280","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50-59","240","230","33510","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60-64","60","60","31520","27710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","65+","30","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","20-29","950","940","27820","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","30-39","1270","1220","32630","31250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","40-49","1470","1400","35700","33220"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","50-59","2200","2110","35100","32610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","60-64","690","610","33070","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","65+","270","230","31820","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","40-49","40","30","[c]","[c]"
"In post","2021","Cheshire","Undeclared","50-59","40","40","[c]","[c]"
"In post","2021","Cheshire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","20-29","110","110","25090","24440"
"In post","2021","Cheshire","Unknown","30-39","100","100","29920","27570"
"In post","2021","Cheshire","Unknown","40-49","90","80","32330","30640"
"In post","2021","Cheshire","Unknown","50-59","90","80","32460","31110"
"In post","2021","Cheshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","20-29","470","460","27470","27570"
"In post","2021","Cheshire","White","30-39","670","650","31380","30640"
"In post","2021","Cheshire","White","40-49","730","690","33660","31650"
"In post","2021","Cheshire","White","50-59","1030","960","32590","28840"
"In post","2021","Cheshire","White","60-64","240","200","29320","27570"
"In post","2021","Cheshire","White","65+","60","40","28380","27570"
"In post","2021","Cornwall and Isles of Scilly","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","50-59","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","30-39","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","40-49","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","50-59","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","20-29","100","100","23560","21010"
"In post","2021","Cornwall and Isles of Scilly","White","30-39","180","160","25940","26590"
"In post","2021","Cornwall and Isles of Scilly","White","40-49","310","280","27290","27570"
"In post","2021","Cornwall and Isles of Scilly","White","50-59","560","520","27030","26750"
"In post","2021","Cornwall and Isles of Scilly","White","60-64","170","140","26120","26590"
"In post","2021","Cornwall and Isles of Scilly","White","65+","50","40","[c]","[c]"
"In post","2021","Cumbria","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","50-59","40","40","[c]","[c]"
"In post","2021","Cumbria","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","20-29","80","80","22060","21050"
"In post","2021","Cumbria","Unknown","30-39","70","70","25120","21050"
"In post","2021","Cumbria","Unknown","40-49","80","80","28220","24920"
"In post","2021","Cumbria","Unknown","50-59","60","60","28930","23540"
"In post","2021","Cumbria","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","White","20-29","130","130","24350","23690"
"In post","2021","Cumbria","White","30-39","270","240","27950","25190"
"In post","2021","Cumbria","White","40-49","530","470","28690","25880"
"In post","2021","Cumbria","White","50-59","580","540","29070","26300"
"In post","2021","Cumbria","White","60-64","150","130","27050","25150"
"In post","2021","Cumbria","White","65+","50","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Asian","20-29","120","110","27000","25560"
"In post","2021","Derbyshire and Nottinghamshire","Asian","30-39","170","160","28790","27570"
"In post","2021","Derbyshire and Nottinghamshire","Asian","40-49","180","160","30860","27570"
"In post","2021","Derbyshire and Nottinghamshire","Asian","50-59","150","140","32140","27570"
"In post","2021","Derbyshire and Nottinghamshire","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","20-29","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","30-39","70","60","25760","25830"
"In post","2021","Derbyshire and Nottinghamshire","Black","40-49","80","70","26790","25560"
"In post","2021","Derbyshire and Nottinghamshire","Black","50-59","120","110","29710","27570"
"In post","2021","Derbyshire and Nottinghamshire","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","20-29","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","30-39","80","70","29630","27570"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","40-49","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","50-59","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
