"Status","Year","Region_ITL1","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North West (England)","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Property","20-29","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","20-29","370","370","24690","24880"
"New entrant CS","2022","North West (England)","Unknown","30-39","230","230","27550","24880"
"New entrant CS","2022","North West (England)","Unknown","40-49","120","110","33260","24880"
"New entrant CS","2022","North West (England)","Unknown","50-59","130","120","30630","24880"
"New entrant CS","2022","North West (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","No function","20-29","170","170","24720","21250"
"New entrant CS","2022","Northern Ireland","No function","30-39","120","120","28360","26590"
"New entrant CS","2022","Northern Ireland","No function","40-49","70","70","28370","26590"
"New entrant CS","2022","Northern Ireland","No function","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","No function","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","No function","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","No function","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","No function","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Counter Fraud","20-29","100","100","24000","21260"
"New entrant CS","2022","Scotland","Counter Fraud","30-39","70","60","25350","26590"
"New entrant CS","2022","Scotland","Counter Fraud","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Scotland","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Debt","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Debt","20-29","60","60","21360","21250"
"New entrant CS","2022","Scotland","Debt","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Debt","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Debt","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Debt","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Digital, Data & Technology","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Digital, Data & Technology","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Finance","20-29","40","30","[c]","[c]"
"New entrant CS","2022","Scotland","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Human Resources","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Legal","20-29","50","50","35050","41750"
"New entrant CS","2022","Scotland","Legal","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Legal","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","No function","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","No function","20-29","1100","1080","23480","21640"
"New entrant CS","2022","Scotland","No function","30-39","720","710","26040","22780"
"New entrant CS","2022","Scotland","No function","40-49","390","380","28290","24500"
"New entrant CS","2022","Scotland","No function","50-59","340","330","25790","22000"
"New entrant CS","2022","Scotland","No function","60-64","50","50","24250","21260"
"New entrant CS","2022","Scotland","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Security","20-29","60","60","24350","23540"
"New entrant CS","2022","Scotland","Security","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","16-19","50","50","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","20-29","1210","1180","27190","27230"
"New entrant CS","2022","Scotland","Unknown","30-39","1140","1120","31930","27570"
"New entrant CS","2022","Scotland","Unknown","40-49","750","720","34350","31540"
"New entrant CS","2022","Scotland","Unknown","50-59","560","530","34060","27940"
"New entrant CS","2022","Scotland","Unknown","60-64","80","80","30680","27230"
"New entrant CS","2022","Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
