"Status","Year","Sex","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","3500","3230","32300","28840"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","LGBO","220","210","30580","28140"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","430","400","32530","29510"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","750","680","31360","28140"
"In post","2022","Female","Cheshire","Heterosexual / straight","1800","1660","31370","28840"
"In post","2022","Female","Cheshire","LGBO","140","130","32020","29060"
"In post","2022","Female","Cheshire","Undeclared","190","170","30540","27570"
"In post","2022","Female","Cheshire","Unknown","370","330","27920","25500"
"In post","2022","Female","Cornwall and Isles of Scilly","Heterosexual / straight","700","610","27660","27570"
"In post","2022","Female","Cornwall and Isles of Scilly","LGBO","30","30","[c]","[c]"
"In post","2022","Female","Cornwall and Isles of Scilly","Undeclared","90","70","27140","26940"
"In post","2022","Female","Cornwall and Isles of Scilly","Unknown","160","140","25690","21260"
"In post","2022","Female","Cumbria","Heterosexual / straight","830","730","28350","25640"
"In post","2022","Female","Cumbria","LGBO","40","40","[c]","[c]"
"In post","2022","Female","Cumbria","Undeclared","80","70","28250","24920"
"In post","2022","Female","Cumbria","Unknown","390","340","24880","21300"
"In post","2022","Female","Derbyshire and Nottinghamshire","Heterosexual / straight","5250","4750","31860","27570"
"In post","2022","Female","Derbyshire and Nottinghamshire","LGBO","340","330","30930","27570"
"In post","2022","Female","Derbyshire and Nottinghamshire","Undeclared","640","570","31890","27570"
"In post","2022","Female","Derbyshire and Nottinghamshire","Unknown","1550","1380","28910","26820"
"In post","2022","Female","Devon","Heterosexual / straight","3180","2800","30880","27570"
"In post","2022","Female","Devon","LGBO","200","190","29280","27570"
"In post","2022","Female","Devon","Undeclared","430","370","32280","27570"
"In post","2022","Female","Devon","Unknown","710","600","26210","23170"
"In post","2022","Female","Dorset and Somerset","Heterosexual / straight","1860","1680","29530","27570"
"In post","2022","Female","Dorset and Somerset","LGBO","110","110","28320","27130"
"In post","2022","Female","Dorset and Somerset","Undeclared","250","220","29810","27570"
"In post","2022","Female","Dorset and Somerset","Unknown","430","360","28360","27130"
"In post","2022","Female","East Anglia","Heterosexual / straight","4700","4250","29260","27370"
"In post","2022","Female","East Anglia","LGBO","250","240","27900","26140"
"In post","2022","Female","East Anglia","Undeclared","590","540","30370","27570"
"In post","2022","Female","East Anglia","Unknown","1090","950","28910","26820"
"In post","2022","Female","East Wales","Heterosexual / straight","7940","7270","33770","29750"
"In post","2022","Female","East Wales","LGBO","490","480","31420","27570"
"In post","2022","Female","East Wales","Undeclared","780","720","34000","29430"
"In post","2022","Female","East Wales","Unknown","2080","1860","29250","26590"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","1770","1550","27880","27130"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","LGBO","110","100","27220","26230"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Undeclared","240","210","27450","27130"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Unknown","420","370","26560","26120"
"In post","2022","Female","Eastern Scotland","Heterosexual / straight","6920","6410","36330","31060"
"In post","2022","Female","Eastern Scotland","LGBO","480","470","33610","30040"
"In post","2022","Female","Eastern Scotland","Undeclared","530","490","35380","28950"
"In post","2022","Female","Eastern Scotland","Unknown","3470","3170","32700","27570"
"In post","2022","Female","Essex","Heterosexual / straight","2150","1930","30720","29290"
"In post","2022","Female","Essex","LGBO","120","120","29640","29290"
"In post","2022","Female","Essex","Undeclared","280","250","29640","28200"
"In post","2022","Female","Essex","Unknown","600","520","30320","27000"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","9950","9170","34360","31700"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","570","550","32220","28880"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","1260","1150","35490","33300"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","2410","2200","34590","29590"
"In post","2022","Female","Greater Manchester","Heterosexual / straight","7730","7130","31900","27570"
"In post","2022","Female","Greater Manchester","LGBO","530","510","31660","27570"
"In post","2022","Female","Greater Manchester","Undeclared","860","780","30390","27570"
"In post","2022","Female","Greater Manchester","Unknown","2510","2270","29290","26820"
"In post","2022","Female","Hampshire and Isle of Wight","Heterosexual / straight","5440","4860","31180","27570"
"In post","2022","Female","Hampshire and Isle of Wight","LGBO","290","280","30130","28140"
"In post","2022","Female","Hampshire and Isle of Wight","Undeclared","670","610","32080","27880"
"In post","2022","Female","Hampshire and Isle of Wight","Unknown","1390","1210","32220","27570"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","1660","1510","28820","26820"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","LGBO","110","100","28500","25700"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","200","180","28130","25700"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","370","330","27060","24920"
"In post","2022","Female","Highlands and Islands","Heterosexual / straight","690","630","29030","27570"
"In post","2022","Female","Highlands and Islands","LGBO","30","30","[c]","[c]"
"In post","2022","Female","Highlands and Islands","Undeclared","70","60","30100","27570"
"In post","2022","Female","Highlands and Islands","Unknown","250","230","29410","27570"
"In post","2022","Female","Inner London - East","Heterosexual / straight","6720","6360","41140","36200"
"In post","2022","Female","Inner London - East","LGBO","400","390","40760","36200"
"In post","2022","Female","Inner London - East","Undeclared","910","850","40790","34260"
"In post","2022","Female","Inner London - East","Unknown","2330","2140","38840","33390"
"In post","2022","Female","Inner London - West","Heterosexual / straight","21870","20930","47000","42470"
"In post","2022","Female","Inner London - West","LGBO","1670","1640","45410","40650"
"In post","2022","Female","Inner London - West","Undeclared","2830","2710","46140","41750"
"In post","2022","Female","Inner London - West","Unknown","6320","6080","44860","40050"
"In post","2022","Female","Kent","Heterosexual / straight","3120","2850","29200","27370"
"In post","2022","Female","Kent","LGBO","200","190","30980","29290"
"In post","2022","Female","Kent","Undeclared","390","350","29680","28580"
"In post","2022","Female","Kent","Unknown","690","630","28670","26210"
"In post","2022","Female","Lancashire","Heterosexual / straight","5970","5310","28950","27570"
"In post","2022","Female","Lancashire","LGBO","310","290","27830","26900"
"In post","2022","Female","Lancashire","Undeclared","620","540","28710","27570"
"In post","2022","Female","Lancashire","Unknown","1750","1510","26970","26120"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","2580","2290","27770","25530"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","LGBO","150","150","27930","25830"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","320","280","27570","25700"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Unknown","650","560","26140","24620"
"In post","2022","Female","Lincolnshire","Heterosexual / straight","1200","1110","27530","26100"
"In post","2022","Female","Lincolnshire","LGBO","50","50","28110","27120"
"In post","2022","Female","Lincolnshire","Undeclared","160","140","27880","26670"
"In post","2022","Female","Lincolnshire","Unknown","160","140","28550","27380"
"In post","2022","Female","Merseyside","Heterosexual / straight","8980","8070","29250","26590"
"In post","2022","Female","Merseyside","LGBO","370","350","27970","25310"
"In post","2022","Female","Merseyside","Undeclared","820","710","28740","26370"
"In post","2022","Female","Merseyside","Unknown","2640","2310","27200","24880"
"In post","2022","Female","North Eastern Scotland","Heterosexual / straight","590","540","34290","30040"
"In post","2022","Female","North Eastern Scotland","LGBO","40","40","[c]","[c]"
"In post","2022","Female","North Eastern Scotland","Undeclared","60","50","34210","27570"
"In post","2022","Female","North Eastern Scotland","Unknown","280","250","29890","27570"
"In post","2022","Female","North Yorkshire","Heterosexual / straight","1740","1610","32740","29180"
"In post","2022","Female","North Yorkshire","LGBO","120","120","32110","28800"
"In post","2022","Female","North Yorkshire","Undeclared","200","180","32320","27570"
"In post","2022","Female","North Yorkshire","Unknown","350","310","31610","27570"
"In post","2022","Female","Northern Ireland","Heterosexual / straight","1370","1260","30800","26820"
"In post","2022","Female","Northern Ireland","LGBO","60","50","28240","26820"
"In post","2022","Female","Northern Ireland","Undeclared","90","80","29790","26820"
"In post","2022","Female","Northern Ireland","Unknown","470","420","28030","24890"
"In post","2022","Female","Northumberland, and Tyne and Wear","Heterosexual / straight","9030","7890","29400","26820"
"In post","2022","Female","Northumberland, and Tyne and Wear","LGBO","450","430","28930","26820"
"In post","2022","Female","Northumberland, and Tyne and Wear","Undeclared","780","660","28650","26130"
"In post","2022","Female","Northumberland, and Tyne and Wear","Unknown","3240","2710","26580","22080"
"In post","2022","Female","Outer London - East and North East","Heterosexual / straight","1640","1510","31080","31060"
"In post","2022","Female","Outer London - East and North East","LGBO","80","70","31480","31060"
"In post","2022","Female","Outer London - East and North East","Undeclared","200","170","29890","30740"
"In post","2022","Female","Outer London - East and North East","Unknown","520","460","29470","30330"
"In post","2022","Female","Outer London - South","Heterosexual / straight","4750","4400","37440","33440"
"In post","2022","Female","Outer London - South","LGBO","150","150","38910","33770"
"In post","2022","Female","Outer London - South","Undeclared","630","580","36590","31740"
"In post","2022","Female","Outer London - South","Unknown","1170","1100","36620","31880"
"In post","2022","Female","Outer London - West and North West","Heterosexual / straight","3420","3130","33020","31060"
"In post","2022","Female","Outer London - West and North West","LGBO","170","160","32030","31060"
"In post","2022","Female","Outer London - West and North West","Undeclared","530","470","33180","31060"
"In post","2022","Female","Outer London - West and North West","Unknown","870","790","35030","31060"
"In post","2022","Female","Overseas","Heterosexual / straight","990","980","49310","49370"
"In post","2022","Female","Overseas","LGBO","60","60","46430","44890"
"In post","2022","Female","Overseas","Undeclared","140","130","45290","40580"
"In post","2022","Female","Overseas","Unknown","320","320","49870","46600"
"In post","2022","Female","Shropshire and Staffordshire","Heterosexual / straight","3600","3290","30270","27570"
"In post","2022","Female","Shropshire and Staffordshire","LGBO","200","190","28240","26350"
"In post","2022","Female","Shropshire and Staffordshire","Undeclared","370","330","30580","27570"
"In post","2022","Female","Shropshire and Staffordshire","Unknown","760","680","29350","26820"
