"Status","Year","Sexual_orientation","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","East Anglia","EO","2250","2080","27480","27570"
"In post","2021","Heterosexual / straight","East Anglia","G6/G7","500","480","59330","55580"
"In post","2021","Heterosexual / straight","East Anglia","SCS","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","SEO/HEO","2050","1960","36300","34290"
"In post","2021","Heterosexual / straight","East Anglia","Unknown","390","360","29550","30210"
"In post","2021","Heterosexual / straight","East Wales","AA/AO","3420","3120","21600","21010"
"In post","2021","Heterosexual / straight","East Wales","EO","3440","3210","26820","27460"
"In post","2021","Heterosexual / straight","East Wales","G6/G7","1730","1660","57820","57720"
"In post","2021","Heterosexual / straight","East Wales","SCS","190","190","87180","79500"
"In post","2021","Heterosexual / straight","East Wales","SEO/HEO","4090","3890","36600","36710"
"In post","2021","Heterosexual / straight","East Wales","Unknown","370","350","30300","30210"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","AA/AO","1420","1280","23820","21950"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","EO","1120","1030","27700","27570"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","G6/G7","70","60","60610","57330"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","SEO/HEO","420","390","36780","34070"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Unknown","220","200","29890","30210"
"In post","2021","Heterosexual / straight","Eastern Scotland","AA/AO","2820","2620","21920","21010"
"In post","2021","Heterosexual / straight","Eastern Scotland","EO","2890","2710","28340","27570"
"In post","2021","Heterosexual / straight","Eastern Scotland","G6/G7","1690","1610","61910","61010"
"In post","2021","Heterosexual / straight","Eastern Scotland","SCS","140","130","91060","83230"
"In post","2021","Heterosexual / straight","Eastern Scotland","SEO/HEO","3420","3270","38340","37580"
"In post","2021","Heterosexual / straight","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","AA/AO","1000","910","23850","21780"
"In post","2021","Heterosexual / straight","Essex","EO","1590","1450","28720","29290"
"In post","2021","Heterosexual / straight","Essex","G6/G7","190","180","58490","53430"
"In post","2021","Heterosexual / straight","Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","SEO/HEO","770","720","36890","35120"
"In post","2021","Heterosexual / straight","Essex","Unknown","210","190","28160","24800"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","2620","2430","22080","21010"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","EO","4320","4050","25860","26670"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","3750","3620","56150","54540"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","220","210","95280","90000"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","9020","8650","36010","35660"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1470","1420","39190","36490"
"In post","2021","Heterosexual / straight","Greater Manchester","AA/AO","3250","2950","21290","21010"
"In post","2021","Heterosexual / straight","Greater Manchester","EO","3670","3460","26580","27370"
"In post","2021","Heterosexual / straight","Greater Manchester","G6/G7","1450","1410","56820","52580"
"In post","2021","Heterosexual / straight","Greater Manchester","SCS","90","80","89430","86200"
"In post","2021","Heterosexual / straight","Greater Manchester","SEO/HEO","3460","3310","34950","33280"
"In post","2021","Heterosexual / straight","Greater Manchester","Unknown","580","540","30180","30210"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","AA/AO","3140","2700","21870","20920"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","EO","2700","2540","26980","26670"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","G6/G7","1310","1250","55780","54540"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","SCS","50","50","89450","87230"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","SEO/HEO","3390","3260","35700","34490"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Unknown","280","260","33000","31420"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","AA/AO","1220","1140","23030","21050"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","EO","780","730","27090","27570"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","G6/G7","80","80","58770","54900"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","480","460","36480","35160"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Unknown","250","230","29540","28200"
"In post","2021","Heterosexual / straight","Highlands and Islands","AA/AO","460","430","21650","21010"
"In post","2021","Heterosexual / straight","Highlands and Islands","EO","420","390","28470","27570"
"In post","2021","Heterosexual / straight","Highlands and Islands","G6/G7","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","SEO/HEO","210","210","37790","36610"
"In post","2021","Heterosexual / straight","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Inner London - East","AA/AO","1500","1400","25770","25110"
"In post","2021","Heterosexual / straight","Inner London - East","EO","2870","2730","30840","31060"
"In post","2021","Heterosexual / straight","Inner London - East","G6/G7","2400","2310","61420","59160"
"In post","2021","Heterosexual / straight","Inner London - East","SCS","420","390","98540","96250"
"In post","2021","Heterosexual / straight","Inner London - East","SEO/HEO","3150","3040","39700","40000"
"In post","2021","Heterosexual / straight","Inner London - East","Unknown","530","510","33310","32090"
"In post","2021","Heterosexual / straight","Inner London - West","AA/AO","2870","2730","25540","24490"
"In post","2021","Heterosexual / straight","Inner London - West","EO","5130","4990","29320","29270"
"In post","2021","Heterosexual / straight","Inner London - West","G6/G7","14160","13680","60080","58030"
"In post","2021","Heterosexual / straight","Inner London - West","SCS","2610","2530","88990","79710"
"In post","2021","Heterosexual / straight","Inner London - West","SEO/HEO","14230","13970","38400","37660"
"In post","2021","Heterosexual / straight","Inner London - West","Unknown","170","160","37740","35040"
"In post","2021","Heterosexual / straight","Kent","AA/AO","2000","1880","24960","24180"
"In post","2021","Heterosexual / straight","Kent","EO","2580","2380","28130","27370"
"In post","2021","Heterosexual / straight","Kent","G6/G7","190","180","55420","52580"
"In post","2021","Heterosexual / straight","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","SEO/HEO","980","950","36810","35850"
"In post","2021","Heterosexual / straight","Kent","Unknown","220","200","30050","30880"
"In post","2021","Heterosexual / straight","Lancashire","AA/AO","3720","3330","21770","21010"
"In post","2021","Heterosexual / straight","Lancashire","EO","2810","2550","27440","27570"
"In post","2021","Heterosexual / straight","Lancashire","G6/G7","540","520","56480","52750"
"In post","2021","Heterosexual / straight","Lancashire","SCS","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","SEO/HEO","1700","1600","35690","34290"
"In post","2021","Heterosexual / straight","Lancashire","Unknown","350","320","29440","30210"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","AA/AO","1850","1660","21880","21010"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","EO","1190","1110","27240","27570"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","G6/G7","150","140","57920","55610"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","SEO/HEO","670","630","36810","35310"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Unknown","290","270","29660","30210"
"In post","2021","Heterosexual / straight","Lincolnshire","AA/AO","990","930","22160","21010"
"In post","2021","Heterosexual / straight","Lincolnshire","EO","540","500","27930","27570"
"In post","2021","Heterosexual / straight","Lincolnshire","G6/G7","60","50","58770","55610"
"In post","2021","Heterosexual / straight","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","SEO/HEO","420","410","36240","34430"
"In post","2021","Heterosexual / straight","Lincolnshire","Unknown","110","100","31320","30480"
"In post","2021","Heterosexual / straight","Merseyside","AA/AO","4520","3980","21070","21430"
"In post","2021","Heterosexual / straight","Merseyside","EO","4340","3970","26170","25600"
"In post","2021","Heterosexual / straight","Merseyside","G6/G7","1030","990","55540","52580"
"In post","2021","Heterosexual / straight","Merseyside","SCS","60","60","91770","84000"
"In post","2021","Heterosexual / straight","Merseyside","SEO/HEO","3070","2930","34730","32740"
"In post","2021","Heterosexual / straight","Merseyside","Unknown","320","300","29790","28200"
"In post","2021","Heterosexual / straight","North Eastern Scotland","AA/AO","250","230","25980","22220"
"In post","2021","Heterosexual / straight","North Eastern Scotland","EO","360","330","28770","27570"
"In post","2021","Heterosexual / straight","North Eastern Scotland","G6/G7","90","90","66900","61120"
"In post","2021","Heterosexual / straight","North Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","SEO/HEO","370","360","47160","38620"
"In post","2021","Heterosexual / straight","North Yorkshire","AA/AO","940","880","22200","20920"
"In post","2021","Heterosexual / straight","North Yorkshire","EO","680","650","27530","26750"
"In post","2021","Heterosexual / straight","North Yorkshire","G6/G7","500","470","59140","55610"
"In post","2021","Heterosexual / straight","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","SEO/HEO","1030","990","36050","35900"
"In post","2021","Heterosexual / straight","North Yorkshire","Unknown","150","140","29780","29200"
"In post","2021","Heterosexual / straight","Northern Ireland","AA/AO","1110","1020","20850","20310"
"In post","2021","Heterosexual / straight","Northern Ireland","EO","660","620","26730","25560"
"In post","2021","Heterosexual / straight","Northern Ireland","G6/G7","190","180","56310","52580"
"In post","2021","Heterosexual / straight","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","SEO/HEO","660","640","35030","32120"
"In post","2021","Heterosexual / straight","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","AA/AO","4960","4220","20720","21010"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","EO","3590","3250","26590","27570"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","G6/G7","1170","1140","54410","52580"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","SCS","70","70","88830","79460"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","SEO/HEO","3200","3020","34400","32250"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Unknown","290","270","28870","28200"
"In post","2021","Heterosexual / straight","Outer London - East and North East","AA/AO","840","790","26540","25110"
"In post","2021","Heterosexual / straight","Outer London - East and North East","EO","1090","1020","31270","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Outer London - East and North East","SEO/HEO","210","210","40090","38440"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Unknown","240","230","33400","34100"
"In post","2021","Heterosexual / straight","Outer London - South","AA/AO","1400","1260","24290","25630"
"In post","2021","Heterosexual / straight","Outer London - South","EO","2240","2110","29890","29370"
"In post","2021","Heterosexual / straight","Outer London - South","G6/G7","1180","1140","63480","61030"
"In post","2021","Heterosexual / straight","Outer London - South","SCS","60","60","89950","82690"
"In post","2021","Heterosexual / straight","Outer London - South","SEO/HEO","2600","2510","39460","37710"
"In post","2021","Heterosexual / straight","Outer London - South","Unknown","150","140","34060","32090"
"In post","2021","Heterosexual / straight","Outer London - West and North West","AA/AO","1340","1230","25670","25110"
"In post","2021","Heterosexual / straight","Outer London - West and North West","EO","2920","2670","29860","30110"
"In post","2021","Heterosexual / straight","Outer London - West and North West","G6/G7","320","310","59460","57680"
"In post","2021","Heterosexual / straight","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Outer London - West and North West","SEO/HEO","1420","1360","37890","36650"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Unknown","200","200","32600","29210"
"In post","2021","Heterosexual / straight","Overseas","AA/AO","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","EO","200","200","27860","26990"
"In post","2021","Heterosexual / straight","Overseas","G6/G7","850","850","60170","58030"
"In post","2021","Heterosexual / straight","Overseas","SCS","210","210","86090","77600"
"In post","2021","Heterosexual / straight","Overseas","SEO/HEO","1000","1000","39460","34770"
"In post","2021","Heterosexual / straight","Overseas","Unknown","190","190","[c]","[c]"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","AA/AO","2150","1990","22490","21020"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","EO","1720","1610","27590","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","G6/G7","340","330","58270","54540"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","SEO/HEO","1310","1250","37420","36520"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Unknown","300","270","30830","30880"
"In post","2021","Heterosexual / straight","South Yorkshire","AA/AO","2160","1900","21890","21430"
"In post","2021","Heterosexual / straight","South Yorkshire","EO","1970","1780","26840","27370"
"In post","2021","Heterosexual / straight","South Yorkshire","G6/G7","840","810","55740","52280"
"In post","2021","Heterosexual / straight","South Yorkshire","SCS","50","50","81360","76140"
"In post","2021","Heterosexual / straight","South Yorkshire","SEO/HEO","1860","1750","35100","34290"
"In post","2021","Heterosexual / straight","South Yorkshire","Unknown","260","230","29190","28200"
"In post","2021","Heterosexual / straight","Southern Scotland","AA/AO","980","840","21370","21010"
"In post","2021","Heterosexual / straight","Southern Scotland","EO","1150","1030","26760","27570"
"In post","2021","Heterosexual / straight","Southern Scotland","G6/G7","330","320","55680","52930"
"In post","2021","Heterosexual / straight","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","SEO/HEO","890","850","35390","33930"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","AA/AO","1880","1720","24280","21710"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","EO","1980","1790","28190","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","G6/G7","330","320","58390","54990"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","SEO/HEO","990","930","37280","35900"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Unknown","270","240","30260","30210"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","AA/AO","3020","2680","22670","21430"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","EO","1620","1460","27500","27570"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","G6/G7","270","260","55650","52070"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","SEO/HEO","1110","1050","36090","35310"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Unknown","310","290","29580","30210"
"In post","2021","Heterosexual / straight","Unknown","AA/AO","160","140","22170","21010"
"In post","2021","Heterosexual / straight","Unknown","EO","390","370","28010","27570"
"In post","2021","Heterosexual / straight","Unknown","G6/G7","120","110","56590","54700"
"In post","2021","Heterosexual / straight","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","SEO/HEO","270","260","37030","35310"
"In post","2021","Heterosexual / straight","Unknown","Unknown","60","60","28550","27370"
"In post","2021","Heterosexual / straight","West Central Scotland","AA/AO","4100","3660","22190","21010"
"In post","2021","Heterosexual / straight","West Central Scotland","EO","3180","2940","27660","27570"
"In post","2021","Heterosexual / straight","West Central Scotland","G6/G7","950","920","60400","61010"
"In post","2021","Heterosexual / straight","West Central Scotland","SCS","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","West Central Scotland","SEO/HEO","2880","2750","37080","35000"
"In post","2021","Heterosexual / straight","West Central Scotland","Unknown","60","60","39130","42950"
"In post","2021","Heterosexual / straight","West Midlands","AA/AO","3150","2810","20980","20650"
"In post","2021","Heterosexual / straight","West Midlands","EO","3690","3390","26740","27570"
"In post","2021","Heterosexual / straight","West Midlands","G6/G7","1170","1130","56530","52580"
"In post","2021","Heterosexual / straight","West Midlands","SCS","120","110","93180","86780"
"In post","2021","Heterosexual / straight","West Midlands","SEO/HEO","2980","2860","35290","33840"
"In post","2021","Heterosexual / straight","West Midlands","Unknown","600","560","29520","28200"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","AA/AO","4360","3840","21190","21590"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","EO","2700","2490","27390","27570"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","G6/G7","570","550","61420","60830"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","SCS","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","SEO/HEO","2340","2230","38310","37410"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Unknown","510","470","29780","28200"
"In post","2021","Heterosexual / straight","West Yorkshire","AA/AO","2810","2510","22230","21010"
"In post","2021","Heterosexual / straight","West Yorkshire","EO","3160","2910","27010","27570"
"In post","2021","Heterosexual / straight","West Yorkshire","G6/G7","1260","1200","55590","52580"
"In post","2021","Heterosexual / straight","West Yorkshire","SCS","90","90","88860","81400"
"In post","2021","Heterosexual / straight","West Yorkshire","SEO/HEO","2860","2710","35080","33310"
"In post","2021","Heterosexual / straight","West Yorkshire","Unknown","470","430","30350","30210"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","AA/AO","50","50","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","EO","60","50","28930","29290"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","150","150","26320","24750"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","EO","100","100","29490","29140"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","50","50","36700","35600"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","AA/AO","50","50","24080","24120"
"In post","2021","LGBO","Cheshire","EO","80","80","29070","27570"
"In post","2021","LGBO","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","LGBO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","AA/AO","30","30","[c]","[c]"
"In post","2021","LGBO","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","AA/AO","150","150","22840","21010"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","EO","150","140","26560","27130"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","G6/G7","50","40","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","SEO/HEO","110","100","35230","32250"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","AA/AO","120","120","22910","21010"
"In post","2021","LGBO","Devon","EO","80","80","27250","27570"
"In post","2021","LGBO","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","SEO/HEO","50","40","[c]","[c]"
"In post","2021","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","AA/AO","70","70","23740","22030"
"In post","2021","LGBO","Dorset and Somerset","EO","50","50","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","SEO/HEO","40","30","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","AA/AO","170","160","23540","21550"
"In post","2021","LGBO","East Anglia","EO","110","110","26790","27570"
"In post","2021","LGBO","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","SEO/HEO","80","70","35460","34800"
"In post","2021","LGBO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Wales","AA/AO","220","220","21150","20600"
"In post","2021","LGBO","East Wales","EO","250","250","26430","26860"
"In post","2021","LGBO","East Wales","G6/G7","80","80","57130","56460"
"In post","2021","LGBO","East Wales","SCS","[c]","[c]","[c]","[c]"
