"Status","Year","Region_ITL3","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Antrim and Newtownabbey","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","White","AA/AO","140","130","20730","20310"
"In post","2021","Antrim and Newtownabbey","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","White","AA/AO","150","150","21150","20310"
"In post","2021","Ards and North Down","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","EO","110","100","30840","31060"
"In post","2021","Barking & Dagenham and Havering","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Black","EO","70","60","31170","31060"
"In post","2021","Barking & Dagenham and Havering","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","EO","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","White","AA/AO","60","50","23270","23210"
"In post","2021","Barking & Dagenham and Havering","White","EO","140","130","31020","31060"
"In post","2021","Barking & Dagenham and Havering","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Asian","AA/AO","90","80","23930","23530"
"In post","2021","Barnet","Asian","EO","120","110","30230","31060"
"In post","2021","Barnet","Asian","G6/G7","50","50","59810","57600"
"In post","2021","Barnet","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Asian","SEO/HEO","130","130","38730","39080"
"In post","2021","Barnet","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Black","AA/AO","40","40","[c]","[c]"
"In post","2021","Barnet","Black","EO","80","80","29980","31060"
"In post","2021","Barnet","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Black","SEO/HEO","60","60","38200","38830"
"In post","2021","Barnet","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Barnet","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","White","AA/AO","90","80","23780","23530"
"In post","2021","Barnet","White","EO","160","150","30010","31060"
"In post","2021","Barnet","White","G6/G7","190","180","60220","57610"
"In post","2021","Barnet","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","White","SEO/HEO","280","270","38940","39690"
"In post","2021","Barnet","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","AA/AO","50","50","24010","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","AA/AO","190","180","23100","21710"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","EO","60","50","28950","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","White","AA/AO","1240","1090","23070","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","White","EO","830","720","28320","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","White","SEO/HEO","280","270","37740","35570"
"In post","2021","Barnsley, Doncaster and Rotherham","White","Unknown","180","160","29720","30210"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","EO","80","70","24070","24890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","G6/G7","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","SEO/HEO","200","190","35940","35290"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","Unknown","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","EO","50","50","24100","25040"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","SEO/HEO","180","180","35700","35630"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","EO","50","50","25120","26510"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","SEO/HEO","100","100","35110","34770"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","Unknown","[c]","[c]","[c]","[c]"
