"Status","Year","Region_ITL2","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","West Central Scotland","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","50-59","Unknown","140","130","29630","27570"
"New entrant CS","2021","West Central Scotland","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Operational Delivery","300","290","22740","22230"
"New entrant CS","2021","West Midlands","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","Tax","110","110","21150","20140"
"New entrant CS","2021","West Midlands","20-29","Unknown","240","240","25230","27570"
"New entrant CS","2021","West Midlands","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Operational Delivery","180","170","28540","24250"
"New entrant CS","2021","West Midlands","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","30-39","Tax","50","50","22410","20140"
"New entrant CS","2021","West Midlands","30-39","Unknown","150","140","26450","27570"
"New entrant CS","2021","West Midlands","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Operational Delivery","140","130","29980","25000"
"New entrant CS","2021","West Midlands","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","40-49","Unknown","130","130","27980","27570"
"New entrant CS","2021","West Midlands","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Operational Delivery","80","80","32380","28590"
"New entrant CS","2021","West Midlands","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","50-59","Unknown","80","80","30620","27570"
"New entrant CS","2021","West Midlands","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","16-19","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Operational Delivery","230","210","20960","21590"
"New entrant CS","2021","West Wales and The Valleys","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","20-29","Unknown","130","130","23430","21010"
"New entrant CS","2021","West Wales and The Valleys","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Operational Delivery","110","100","21780","21590"
"New entrant CS","2021","West Wales and The Valleys","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","30-39","Unknown","90","80","25230","27570"
"New entrant CS","2021","West Wales and The Valleys","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Operational Delivery","50","50","22140","21590"
"New entrant CS","2021","West Wales and The Valleys","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","40-49","Unknown","60","60","24880","27570"
"New entrant CS","2021","West Wales and The Valleys","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Operational Delivery","70","60","23980","21590"
"New entrant CS","2021","West Wales and The Valleys","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Operational Delivery","250","250","22300","21170"
"New entrant CS","2021","West Yorkshire","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Policy","80","80","29270","28970"
"New entrant CS","2021","West Yorkshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","20-29","Tax","200","190","21880","20140"
"New entrant CS","2021","West Yorkshire","20-29","Unknown","450","450","26000","27570"
"New entrant CS","2021","West Yorkshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Operational Delivery","120","120","25020","22920"
"New entrant CS","2021","West Yorkshire","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Policy","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","30-39","Tax","70","70","22990","20140"
"New entrant CS","2021","West Yorkshire","30-39","Unknown","240","240","28580","27570"
"New entrant CS","2021","West Yorkshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Operational Delivery","80","70","27550","24240"
"New entrant CS","2021","West Yorkshire","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Policy","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Tax","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","40-49","Unknown","190","190","29380","27570"
"New entrant CS","2021","West Yorkshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Operational Delivery","70","60","29670","26130"
"New entrant CS","2021","West Yorkshire","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Policy","30","30","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","50-59","Unknown","120","120","27100","27570"
"New entrant CS","2021","West Yorkshire","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","16-19","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Operational Delivery","210","210","25740","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Operational Delivery","110","110","27150","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Other","[c]","[c]","[c]","[c]"
