"Status","Year","Sexual_orientation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Bournemouth and Poole","Male","210","200","26360","26780"
"In post","2021","Heterosexual / straight","Bradford","Female","1110","950","27920","25560"
"In post","2021","Heterosexual / straight","Bradford","Male","700","660","28900","27460"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Female","160","140","27420","26740"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Male","230","220","29700","27260"
"In post","2021","Heterosexual / straight","Brent","Female","240","220","30730","31060"
"In post","2021","Heterosexual / straight","Brent","Male","130","130","32470","31060"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Female","380","330","26730","27570"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Male","150","140","29380","27570"
"In post","2021","Heterosexual / straight","Brighton and Hove","Female","270","240","31150","27570"
"In post","2021","Heterosexual / straight","Brighton and Hove","Male","130","120","31750","27570"
"In post","2021","Heterosexual / straight","Bristol, City of","Female","2410","2170","35090","30850"
"In post","2021","Heterosexual / straight","Bristol, City of","Male","2000","1930","38430","32780"
"In post","2021","Heterosexual / straight","Bromley","Female","230","210","29240","31060"
"In post","2021","Heterosexual / straight","Bromley","Male","80","80","29350","31060"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Female","730","690","31150","28670"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Male","510","500","33760","31420"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Female","70","60","27430","27570"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Male","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Female","470","400","27090","27570"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Male","220","210","27800","27570"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Female","1170","1090","33190","29610"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Male","1210","1180","35550","31900"
"In post","2021","Heterosexual / straight","Camden and City of London","Female","1120","1050","35580","30850"
"In post","2021","Heterosexual / straight","Camden and City of London","Male","1050","1020","40630","36160"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Female","4540","4130","33570","28850"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Male","3560","3460","35090","30000"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Male","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Female","150","140","28610","26670"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Male","190","190","31350","29670"
"In post","2021","Heterosexual / straight","Central Hampshire","Female","1430","1350","33130","32770"
"In post","2021","Heterosexual / straight","Central Hampshire","Male","1650","1620","37940","36460"
"In post","2021","Heterosexual / straight","Central Valleys","Female","850","780","33440","28850"
"In post","2021","Heterosexual / straight","Central Valleys","Male","410","400","38580","33260"
"In post","2021","Heterosexual / straight","Cheshire East","Female","270","250","31050","27570"
"In post","2021","Heterosexual / straight","Cheshire East","Male","170","160","31570","27570"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Female","220","200","26210","27570"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Male","120","110","24730","21010"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Female","430","390","29350","27570"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Male","440","410","30620","28220"
"In post","2021","Heterosexual / straight","City of Edinburgh","Female","3870","3630","39410","33830"
"In post","2021","Heterosexual / straight","City of Edinburgh","Male","3170","3100","39770","34550"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Female","410","370","28450","27570"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Male","400","380","32560","33300"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Female","370","340","34360","31250"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Male","180","180","36260","32540"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Female","630","550","26450","26670"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Male","500","480","27060","26670"
"In post","2021","Heterosexual / straight","Coventry","Female","950","880","35700","30320"
"In post","2021","Heterosexual / straight","Coventry","Male","610","600","38620","33970"
"In post","2021","Heterosexual / straight","Croydon","Female","3900","3600","37280","33290"
"In post","2021","Heterosexual / straight","Croydon","Male","2960","2900","40500","36160"
"In post","2021","Heterosexual / straight","Darlington","Female","480","450","34550","30230"
"In post","2021","Heterosexual / straight","Darlington","Male","290","290","37450","36500"
"In post","2021","Heterosexual / straight","Derby","Female","420","350","25610","22920"
"In post","2021","Heterosexual / straight","Derby","Male","230","220","29600","27570"
"In post","2021","Heterosexual / straight","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Female","1370","1190","27500","25390"
"In post","2021","Heterosexual / straight","Devon CC","Male","1250","1200","29070","26750"
"In post","2021","Heterosexual / straight","Dorset CC","Female","640","590","27800","26670"
"In post","2021","Heterosexual / straight","Dorset CC","Male","810","790","30200","28400"
"In post","2021","Heterosexual / straight","Dudley","Female","520","440","25360","26550"
"In post","2021","Heterosexual / straight","Dudley","Male","200","190","25690","25830"
"In post","2021","Heterosexual / straight","Dumfries and Galloway","Female","130","110","28420","27570"
"In post","2021","Heterosexual / straight","Dumfries and Galloway","Male","120","120","31560","30600"
"In post","2021","Heterosexual / straight","Durham CC","Female","2180","1890","26330","23970"
"In post","2021","Heterosexual / straight","Durham CC","Male","1580","1480","28260","26300"
"In post","2021","Heterosexual / straight","Ealing","Female","210","200","31840","31060"
"In post","2021","Heterosexual / straight","Ealing","Male","110","110","30590","31060"
"In post","2021","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","Female","360","310","26430","27570"
"In post","2021","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","Male","330","320","27840","26430"
"In post","2021","Heterosexual / straight","East Cumbria","Female","380","330","26910","24920"
"In post","2021","Heterosexual / straight","East Cumbria","Male","270","270","28060","25100"
"In post","2021","Heterosexual / straight","East Derbyshire","Female","210","180","26130","27570"
"In post","2021","Heterosexual / straight","East Derbyshire","Male","70","70","28110","27570"
"In post","2021","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","550","500","28040","26670"
"In post","2021","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","1070","1050","32200","28890"
"In post","2021","Heterosexual / straight","East Kent","Female","1500","1340","27830","25940"
"In post","2021","Heterosexual / straight","East Kent","Male","1540","1460","28270","26590"
"In post","2021","Heterosexual / straight","East Lancashire","Female","230","200","25690","27570"
"In post","2021","Heterosexual / straight","East Lancashire","Male","100","90","26430","27570"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","Female","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","Male","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","East Merseyside","Female","500","430","27320","27570"
"In post","2021","Heterosexual / straight","East Merseyside","Male","190","190","29520","27570"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","Female","490","440","26730","25790"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","Male","880","840","29640","26930"
"In post","2021","Heterosexual / straight","East Surrey","Female","320","300","32950","31180"
"In post","2021","Heterosexual / straight","East Surrey","Male","300","290","34390","34600"
"In post","2021","Heterosexual / straight","East Sussex CC","Female","830","710","26340","26780"
"In post","2021","Heterosexual / straight","East Sussex CC","Male","520","510","28010","27570"
"In post","2021","Heterosexual / straight","Enfield","Female","150","140","30370","31060"
"In post","2021","Heterosexual / straight","Enfield","Male","70","70","30160","31060"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","Female","430","390","29470","29290"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","Male","400","390","35370","29290"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","Female","470","410","27840","29290"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","Male","160","150","28690","29290"
"In post","2021","Heterosexual / straight","Falkirk","Female","690","590","26290","25410"
"In post","2021","Heterosexual / straight","Falkirk","Male","310","290","29990","27570"
"In post","2021","Heterosexual / straight","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","Female","690","640","27660","25790"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","Male","600","590","28530","26300"
"In post","2021","Heterosexual / straight","Glasgow City","Female","4130","3750","31640","27570"
"In post","2021","Heterosexual / straight","Glasgow City","Male","3220","3110","33060","28130"
"In post","2021","Heterosexual / straight","Gloucestershire","Female","540","470","28230","27570"
"In post","2021","Heterosexual / straight","Gloucestershire","Male","350","340","31410","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North East","Female","520","480","27990","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North East","Male","280","270","28400","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North West","Female","860","760","25420","23840"
"In post","2021","Heterosexual / straight","Greater Manchester North West","Male","420","410","26520","26780"
"In post","2021","Heterosexual / straight","Greater Manchester South East","Female","590","530","25780","22260"
"In post","2021","Heterosexual / straight","Greater Manchester South East","Male","340","330","26060","26350"
"In post","2021","Heterosexual / straight","Greater Manchester South West","Female","1850","1700","31250","27570"
"In post","2021","Heterosexual / straight","Greater Manchester South West","Male","1680","1630","31800","28120"
"In post","2021","Heterosexual / straight","Gwent Valleys","Female","540","470","27900","27570"
"In post","2021","Heterosexual / straight","Gwent Valleys","Male","230","220","31970","27570"
"In post","2021","Heterosexual / straight","Gwynedd","Female","310","270","25280","22920"
"In post","2021","Heterosexual / straight","Gwynedd","Male","180","180","26340","23830"
"In post","2021","Heterosexual / straight","Hackney and Newham","Female","1080","990","34080","31060"
"In post","2021","Heterosexual / straight","Hackney and Newham","Male","700","670","37120","31880"
"In post","2021","Heterosexual / straight","Haringey and Islington","Female","490","460","30640","31060"
"In post","2021","Heterosexual / straight","Haringey and Islington","Male","380","380","33310","31730"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","Female","1230","1110","30650","29080"
"In post","2021","Heterosexual / straight","Harrow and Hillingdon","Male","1310","1200","31310","29170"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","Female","590","520","26810","27570"
"In post","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","Male","460","440","28170","27570"
"In post","2021","Heterosexual / straight","Heart of Essex","Female","440","400","31160","29290"
"In post","2021","Heterosexual / straight","Heart of Essex","Male","330","320","33170","31220"
"In post","2021","Heterosexual / straight","Herefordshire, County of","Female","160","150","26090","26670"
"In post","2021","Heterosexual / straight","Herefordshire, County of","Male","160","150","29500","27570"
"In post","2021","Heterosexual / straight","Hertfordshire","Female","1120","1030","33760","29920"
"In post","2021","Heterosexual / straight","Hertfordshire","Male","770","760","36310","31960"
"In post","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Female","970","890","31510","29440"
"In post","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Male","900","880","33340","31750"
"In post","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Female","350","310","28800","27570"
"In post","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Male","260","250","32790","29190"
"In post","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","370","340","27910","27570"
"In post","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","310","300","29370","26960"
"In post","2021","Heterosexual / straight","Isle of Anglesey","Female","100","90","27150","26670"
"In post","2021","Heterosexual / straight","Isle of Anglesey","Male","80","80","27840","26630"
"In post","2021","Heterosexual / straight","Isle of Wight","Female","290","250","25540","25300"
"In post","2021","Heterosexual / straight","Isle of Wight","Male","340","330","28560","26810"
"In post","2021","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","Female","280","270","31590","31060"
"In post","2021","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","Male","270","270","33670","33230"
"In post","2021","Heterosexual / straight","Kent Thames Gateway","Female","500","470","29020","29290"
"In post","2021","Heterosexual / straight","Kent Thames Gateway","Male","570","550","31500","31650"
"In post","2021","Heterosexual / straight","Kingston upon Hull, City of","Female","730","620","27540","27130"
"In post","2021","Heterosexual / straight","Kingston upon Hull, City of","Male","610","580","28760","27370"
"In post","2021","Heterosexual / straight","Lambeth","Female","1820","1690","41770","37210"
"In post","2021","Heterosexual / straight","Lambeth","Male","1190","1150","46040","40870"
"In post","2021","Heterosexual / straight","Lancaster and Wyre","Female","440","390","27980","26670"
"In post","2021","Heterosexual / straight","Lancaster and Wyre","Male","330","320","29900","26810"
"In post","2021","Heterosexual / straight","Leeds","Female","3890","3540","32800","28590"
"In post","2021","Heterosexual / straight","Leeds","Male","3140","3050","34510","30980"
"In post","2021","Heterosexual / straight","Leicester","Female","980","860","27150","25440"
"In post","2021","Heterosexual / straight","Leicester","Male","640","620","27620","26210"
"In post","2021","Heterosexual / straight","Leicestershire CC and Rutland","Female","740","670","28050","25400"
"In post","2021","Heterosexual / straight","Leicestershire CC and Rutland","Male","700","690","30530","27380"
"In post","2021","Heterosexual / straight","Lewisham and Southwark","Female","580","550","33460","31060"
"In post","2021","Heterosexual / straight","Lewisham and Southwark","Male","380","370","32590","30410"
"In post","2021","Heterosexual / straight","Lincolnshire","Female","1080","990","26400","25030"
"In post","2021","Heterosexual / straight","Lincolnshire","Male","1030","1010","29610","27570"
"In post","2021","Heterosexual / straight","Lisburn and Castlereagh","Female","150","140","26610","22460"
"In post","2021","Heterosexual / straight","Lisburn and Castlereagh","Male","190","180","28090","24890"
"In post","2021","Heterosexual / straight","Liverpool","Female","4510","4050","28300","25040"
"In post","2021","Heterosexual / straight","Liverpool","Male","2980","2880","30100","25560"
"In post","2021","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","90","80","27950","27570"
"In post","2021","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Luton","Female","240","220","25470","25040"
"In post","2021","Heterosexual / straight","Luton","Male","170","150","27530","27460"
"In post","2021","Heterosexual / straight","Manchester","Female","3260","3040","33800","29360"
"In post","2021","Heterosexual / straight","Manchester","Male","2690","2620","35040","31250"
"In post","2021","Heterosexual / straight","Medway","Female","550","510","29600","29290"
"In post","2021","Heterosexual / straight","Medway","Male","440","430","33270","30680"
"In post","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","Female","280","260","30200","31060"
"In post","2021","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","Male","180","170","33950","31060"
"In post","2021","Heterosexual / straight","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mid Kent","Female","370","330","29470","28200"
"In post","2021","Heterosexual / straight","Mid Kent","Male","270","260","30430","29290"
"In post","2021","Heterosexual / straight","Mid Lancashire","Female","2100","1840","27960","25560"
"In post","2021","Heterosexual / straight","Mid Lancashire","Male","1460","1380","28850","26330"
"In post","2021","Heterosexual / straight","Milton Keynes","Female","710","660","31060","27570"
"In post","2021","Heterosexual / straight","Milton Keynes","Male","840","820","34900","31810"
"In post","2021","Heterosexual / straight","Monmouthshire and Newport","Female","2010","1830","32320","29540"
"In post","2021","Heterosexual / straight","Monmouthshire and Newport","Male","1410","1370","37340","34560"
"In post","2021","Heterosexual / straight","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Na h-Eileanan Siar","Female","80","70","24760","21010"
"In post","2021","Heterosexual / straight","Na h-Eileanan Siar","Male","50","50","27590","27570"
"In post","2021","Heterosexual / straight","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Newry, Mourne and Down","Male","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","North and North East Lincolnshire","Female","380","320","25860","25490"
"In post","2021","Heterosexual / straight","North and North East Lincolnshire","Male","160","150","26950","26660"
"In post","2021","Heterosexual / straight","North and West Norfolk","Female","320","290","25890","25250"
"In post","2021","Heterosexual / straight","North and West Norfolk","Male","400","390","29240","27570"
"In post","2021","Heterosexual / straight","North Hampshire","Female","440","400","28900","26780"
"In post","2021","Heterosexual / straight","North Hampshire","Male","310","300","36660","30620"
"In post","2021","Heterosexual / straight","North Lanarkshire","Female","1070","900","26000","21460"
"In post","2021","Heterosexual / straight","North Lanarkshire","Male","550","510","27970","25560"
"In post","2021","Heterosexual / straight","North Northamptonshire","Female","250","210","25210","27570"
"In post","2021","Heterosexual / straight","North Northamptonshire","Male","90","90","27530","27570"
"In post","2021","Heterosexual / straight","North Nottinghamshire","Female","370","340","29030","27570"
"In post","2021","Heterosexual / straight","North Nottinghamshire","Male","320","310","29790","27380"
"In post","2021","Heterosexual / straight","North Yorkshire CC","Female","690","630","28960","26670"
"In post","2021","Heterosexual / straight","North Yorkshire CC","Male","720","700","30070","27570"
"In post","2021","Heterosexual / straight","Northumberland","Female","190","170","27380","27570"
"In post","2021","Heterosexual / straight","Northumberland","Male","100","100","30360","27570"
"In post","2021","Heterosexual / straight","Norwich and East Norfolk","Female","650","570","28180","27570"
"In post","2021","Heterosexual / straight","Norwich and East Norfolk","Male","570","550","30610","27570"
"In post","2021","Heterosexual / straight","Nottingham","Female","2830","2570","32040","27570"
"In post","2021","Heterosexual / straight","Nottingham","Male","2120","2060","33720","31100"
"In post","2021","Heterosexual / straight","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Female","950","940","49570","50940"
"In post","2021","Heterosexual / straight","Overseas","Male","1550","1550","50130","49640"
"In post","2021","Heterosexual / straight","Oxfordshire","Female","1010","920","30980","27570"
"In post","2021","Heterosexual / straight","Oxfordshire","Male","880","860","31860","30400"
"In post","2021","Heterosexual / straight","Perth and Kinross and Stirling","Female","270","250","29340","27570"
"In post","2021","Heterosexual / straight","Perth and Kinross and Stirling","Male","310","290","33170","33650"
"In post","2021","Heterosexual / straight","Peterborough","Female","780","680","27520","24890"
"In post","2021","Heterosexual / straight","Peterborough","Male","460","440","29430","27130"
"In post","2021","Heterosexual / straight","Plymouth","Female","960","850","29590","27570"
"In post","2021","Heterosexual / straight","Plymouth","Male","1100","1060","33190","30980"
"In post","2021","Heterosexual / straight","Portsmouth","Female","1330","1200","30090","27250"
"In post","2021","Heterosexual / straight","Portsmouth","Male","1350","1310","32130","28200"
"In post","2021","Heterosexual / straight","Powys","Female","240","220","29480","27570"
"In post","2021","Heterosexual / straight","Powys","Male","190","180","28740","26760"
"In post","2021","Heterosexual / straight","Redbridge and Waltham Forest","Female","420","380","29390","31060"
"In post","2021","Heterosexual / straight","Redbridge and Waltham Forest","Male","220","210","29420","31060"
"In post","2021","Heterosexual / straight","Sandwell","Female","200","180","26950","27570"
"In post","2021","Heterosexual / straight","Sandwell","Male","90","90","28140","27570"
"In post","2021","Heterosexual / straight","Scottish Borders","Female","140","130","28970","27570"
"In post","2021","Heterosexual / straight","Scottish Borders","Male","120","120","31020","27570"
"In post","2021","Heterosexual / straight","Sefton","Female","2280","2020","28940","25860"
"In post","2021","Heterosexual / straight","Sefton","Male","1620","1560","31550","27570"
"In post","2021","Heterosexual / straight","Sheffield","Female","2930","2590","32100","27570"
"In post","2021","Heterosexual / straight","Sheffield","Male","2180","2120","34270","30200"
"In post","2021","Heterosexual / straight","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Shropshire CC","Female","360","330","27570","26670"
"In post","2021","Heterosexual / straight","Shropshire CC","Male","510","500","30130","29670"
"In post","2021","Heterosexual / straight","Solihull","Female","500","440","28450","26160"
"In post","2021","Heterosexual / straight","Solihull","Male","380","370","29110","26160"
"In post","2021","Heterosexual / straight","Somerset","Female","800","710","29130","27570"
"In post","2021","Heterosexual / straight","Somerset","Male","840","810","32470","32160"
"In post","2021","Heterosexual / straight","South and West Derbyshire","Female","440","390","30790","27570"
"In post","2021","Heterosexual / straight","South and West Derbyshire","Male","330","320","35050","31650"
"In post","2021","Heterosexual / straight","South Ayrshire","Female","120","110","28540","27570"
"In post","2021","Heterosexual / straight","South Ayrshire","Male","70","70","27850","27570"
"In post","2021","Heterosexual / straight","South Hampshire","Female","1470","1240","29810","27570"
"In post","2021","Heterosexual / straight","South Hampshire","Male","1370","1230","29980","27570"
"In post","2021","Heterosexual / straight","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South Lanarkshire","Female","1270","1110","31280","27570"
"In post","2021","Heterosexual / straight","South Lanarkshire","Male","720","680","34140","31810"
"In post","2021","Heterosexual / straight","South Nottinghamshire","Female","280","260","30280","27380"
"In post","2021","Heterosexual / straight","South Nottinghamshire","Male","270","260","31340","28220"
"In post","2021","Heterosexual / straight","South Teesside","Female","530","460","27010","25480"
"In post","2021","Heterosexual / straight","South Teesside","Male","240","230","25500","24890"
"In post","2021","Heterosexual / straight","South West Wales","Female","660","600","30090","27570"
"In post","2021","Heterosexual / straight","South West Wales","Male","410","400","31330","27570"
"In post","2021","Heterosexual / straight","Southampton","Female","510","450","29880","27570"
"In post","2021","Heterosexual / straight","Southampton","Male","390","380","38320","31910"
"In post","2021","Heterosexual / straight","Southend-on-Sea","Female","440","390","30900","29290"
"In post","2021","Heterosexual / straight","Southend-on-Sea","Male","300","280","35330","31870"
"In post","2021","Heterosexual / straight","Staffordshire CC","Female","1520","1400","29860","27570"
"In post","2021","Heterosexual / straight","Staffordshire CC","Male","1330","1290","31340","27680"
"In post","2021","Heterosexual / straight","Stoke-on-Trent","Female","600","530","24860","21170"
"In post","2021","Heterosexual / straight","Stoke-on-Trent","Male","290","270","25800","22530"
"In post","2021","Heterosexual / straight","Suffolk","Female","1440","1300","27430","26630"
"In post","2021","Heterosexual / straight","Suffolk","Male","1260","1220","29820","27570"
"In post","2021","Heterosexual / straight","Sunderland","Female","2070","1680","25050","21440"
"In post","2021","Heterosexual / straight","Sunderland","Male","830","780","27030","25560"
"In post","2021","Heterosexual / straight","Swansea","Female","3340","2890","26220","21590"
"In post","2021","Heterosexual / straight","Swansea","Male","2330","2240","30580","26470"
"In post","2021","Heterosexual / straight","Swindon","Female","210","190","30360","27570"
"In post","2021","Heterosexual / straight","Swindon","Male","110","110","34160","27570"
"In post","2021","Heterosexual / straight","Telford and Wrekin","Female","750","670","32180","27570"
"In post","2021","Heterosexual / straight","Telford and Wrekin","Male","490","480","35850","31810"
"In post","2021","Heterosexual / straight","Thurrock","Female","110","100","26680","26790"
"In post","2021","Heterosexual / straight","Thurrock","Male","140","140","26370","25310"
"In post","2021","Heterosexual / straight","Torbay","Female","150","120","26690","27570"
"In post","2021","Heterosexual / straight","Torbay","Male","60","60","26530","27570"
"In post","2021","Heterosexual / straight","Tower Hamlets","Female","2300","2200","46460","40600"
"In post","2021","Heterosexual / straight","Tower Hamlets","Male","1960","1920","50670","48570"
"In post","2021","Heterosexual / straight","Tyneside","Female","5820","5120","29240","26270"
"In post","2021","Heterosexual / straight","Tyneside","Male","4270","4120","31350","27570"
"In post","2021","Heterosexual / straight","Unknown","Female","560","520","32640","27570"
"In post","2021","Heterosexual / straight","Unknown","Male","440","430","34470","28120"
"In post","2021","Heterosexual / straight","Wakefield","Female","590","540","29690","27570"
"In post","2021","Heterosexual / straight","Wakefield","Male","530","500","31830","31650"
"In post","2021","Heterosexual / straight","Walsall","Female","260","220","25790","27570"
"In post","2021","Heterosexual / straight","Walsall","Male","100","100","25140","27570"
"In post","2021","Heterosexual / straight","Wandsworth","Female","280","260","31190","31060"
"In post","2021","Heterosexual / straight","Wandsworth","Male","290","280","34750","34940"
"In post","2021","Heterosexual / straight","Warrington","Female","1050","980","31180","28840"
"In post","2021","Heterosexual / straight","Warrington","Male","880","860","35090","32900"
"In post","2021","Heterosexual / straight","Warwickshire","Female","530","470","26770","24260"
"In post","2021","Heterosexual / straight","Warwickshire","Male","430","410","27560","25530"
"In post","2021","Heterosexual / straight","West Cumbria","Female","370","320","27260","25340"
"In post","2021","Heterosexual / straight","West Cumbria","Male","270","260","33930","31650"
