"Status","Year","Sex","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","AA/AO","The National Archives","40","30","[c]","[c]"
"In post","2021","Female","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","AA/AO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","AA/AO","United Kingdom Statistics Authority","830","590","19540","19520"
"In post","2021","Female","AA/AO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","AA/AO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","AA/AO","Welsh Government","620","550","23330","23830"
"In post","2021","Female","EO","Attorney General's Departments","1230","1130","28040","28430"
"In post","2021","Female","EO","Cabinet Office","530","510","27150","27500"
"In post","2021","Female","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Charity Commission","70","60","24740","24440"
"In post","2021","Female","EO","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Female","EO","Department for Business, Energy and Industrial Strategy","1110","1030","26120","26180"
"In post","2021","Female","EO","Department for Digital, Culture, Media and Sport","120","120","27470","26180"
"In post","2021","Female","EO","Department for Education","590","560","26720","26000"
"In post","2021","Female","EO","Department for Environment, Food and Rural Affairs","1200","1100","26150","25320"
"In post","2021","Female","EO","Department for International Trade","140","140","27400","26510"
"In post","2021","Female","EO","Department for Transport","1540","1410","27360","26780"
"In post","2021","Female","EO","Department for Work and Pensions","32540","28530","28110","27570"
"In post","2021","Female","EO","Department of Health and Social Care","1130","1050","26490","27140"
"In post","2021","Female","EO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Food Standards Agency","90","80","27140","26750"
"In post","2021","Female","EO","Foreign, Commonwealth and Development Office","560","530","29480","29300"
"In post","2021","Female","EO","HM Land Registry","1460","1220","27380","27130"
"In post","2021","Female","EO","HM Revenue and Customs","8370","7440","26520","25560"
"In post","2021","Female","EO","HM Treasury","160","150","27290","26780"
"In post","2021","Female","EO","Home Office","7200","6450","26860","25990"
"In post","2021","Female","EO","Ministry of Defence","4540","4280","26400","26670"
"In post","2021","Female","EO","Ministry of Housing, Communities and Local Government","200","190","27790","27850"
"In post","2021","Female","EO","Ministry of Justice","5240","4940","26660","26410"
"In post","2021","Female","EO","National Crime Agency","1260","1210","32730","32770"
"In post","2021","Female","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Office for Standards in Education","120","110","26190","25880"
"In post","2021","Female","EO","Office of Gas and Electricity Markets","140","130","26110","25610"
"In post","2021","Female","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Other Cabinet Office Agencies","70","70","23720","22640"
"In post","2021","Female","EO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Scottish Government","2530","2380","29230","29190"
"In post","2021","Female","EO","The National Archives","40","40","[c]","[c]"
"In post","2021","Female","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","United Kingdom Statistics Authority","500","460","23920","23050"
"In post","2021","Female","EO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","EO","Welsh Government","580","530","28690","28850"
"In post","2021","Female","G6/G7","Attorney General's Departments","2950","2650","57860","55610"
"In post","2021","Female","G6/G7","Cabinet Office","1500","1460","59400","55950"
"In post","2021","Female","G6/G7","Chancellor's other departments","70","70","72410","67990"
"In post","2021","Female","G6/G7","Charity Commission","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","Competition and Markets Authority","220","210","65750","62890"
"In post","2021","Female","G6/G7","Department for Business, Energy and Industrial Strategy","1560","1480","57460","55600"
"In post","2021","Female","G6/G7","Department for Digital, Culture, Media and Sport","420","400","58320","55220"
"In post","2021","Female","G6/G7","Department for Education","1620","1540","56100","53760"
"In post","2021","Female","G6/G7","Department for Environment, Food and Rural Affairs","1160","1090","54190","53200"
"In post","2021","Female","G6/G7","Department for International Trade","490","480","54780","51970"
"In post","2021","Female","G6/G7","Department for Transport","720","690","58640","54760"
"In post","2021","Female","G6/G7","Department for Work and Pensions","1560","1470","55910","54070"
"In post","2021","Female","G6/G7","Department of Health and Social Care","2210","2080","57690","53920"
"In post","2021","Female","G6/G7","ESTYN","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","Food Standards Agency","110","100","56420","55300"
"In post","2021","Female","G6/G7","Foreign, Commonwealth and Development Office","1570","1510","58990","58030"
"In post","2021","Female","G6/G7","HM Land Registry","170","150","62370","60520"
"In post","2021","Female","G6/G7","HM Revenue and Customs","3380","3220","56810","52770"
"In post","2021","Female","G6/G7","HM Treasury","470","450","58320","56600"
"In post","2021","Female","G6/G7","Home Office","1590","1530","60480","57680"
"In post","2021","Female","G6/G7","Ministry of Defence","2200","2060","57800","55220"
"In post","2021","Female","G6/G7","Ministry of Housing, Communities and Local Government","660","620","56760","53870"
"In post","2021","Female","G6/G7","Ministry of Justice","1600","1530","60600","58130"
"In post","2021","Female","G6/G7","National Crime Agency","120","120","62490","59160"
"In post","2021","Female","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Office for Standards in Education","350","340","72590","75500"
"In post","2021","Female","G6/G7","Office of Gas and Electricity Markets","190","180","58890","57140"
"In post","2021","Female","G6/G7","Office of Qualifications and Examinations Regulation","50","50","52800","48350"
"In post","2021","Female","G6/G7","Office of Rail and Road","60","50","60990","58700"
"In post","2021","Female","G6/G7","Other Cabinet Office Agencies","150","140","52790","52630"
"In post","2021","Female","G6/G7","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Scottish Government","1800","1700","62250","61010"
"In post","2021","Female","G6/G7","The National Archives","50","50","[c]","[c]"
"In post","2021","Female","G6/G7","UK Export Finance","40","30","[c]","[c]"
"In post","2021","Female","G6/G7","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","United Kingdom Statistics Authority","450","420","52050","50090"
"In post","2021","Female","G6/G7","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","Welsh Government","550","520","60930","60830"
"In post","2021","Female","SCS","Attorney General's Departments","180","170","86940","82250"
"In post","2021","Female","SCS","Cabinet Office","420","410","87650","75930"
"In post","2021","Female","SCS","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Competition and Markets Authority","50","50","[c]","[c]"
"In post","2021","Female","SCS","Department for Business, Energy and Industrial Strategy","170","160","81900","74920"
"In post","2021","Female","SCS","Department for Digital, Culture, Media and Sport","70","60","85910","75500"
"In post","2021","Female","SCS","Department for Education","170","160","82920","74100"
"In post","2021","Female","SCS","Department for Environment, Food and Rural Affairs","120","110","83440","75970"
"In post","2021","Female","SCS","Department for International Trade","80","80","80110","74600"
"In post","2021","Female","SCS","Department for Transport","100","100","85360","79000"
"In post","2021","Female","SCS","Department for Work and Pensions","130","130","86670","78390"
"In post","2021","Female","SCS","Department of Health and Social Care","480","420","97490","92860"
"In post","2021","Female","SCS","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Foreign, Commonwealth and Development Office","240","230","85030","78010"
"In post","2021","Female","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","HM Revenue and Customs","240","230","84670","78070"
"In post","2021","Female","SCS","HM Treasury","90","80","84300","77000"
"In post","2021","Female","SCS","Home Office","130","130","89270","82810"
"In post","2021","Female","SCS","Ministry of Defence","140","140","87750","81450"
"In post","2021","Female","SCS","Ministry of Housing, Communities and Local Government","70","70","84290","76700"
"In post","2021","Female","SCS","Ministry of Justice","170","170","88350","83000"
"In post","2021","Female","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Scottish Government","110","110","90100","83230"
"In post","2021","Female","SCS","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Female","SCS","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Welsh Government","80","70","86760","80940"
"In post","2021","Female","SEO/HEO","Attorney General's Departments","890","850","36520","37580"
"In post","2021","Female","SEO/HEO","Cabinet Office","2270","2240","33600","33300"
"In post","2021","Female","SEO/HEO","Chancellor's other departments","70","70","42030","42400"
"In post","2021","Female","SEO/HEO","Charity Commission","130","120","32740","29550"
"In post","2021","Female","SEO/HEO","Competition and Markets Authority","110","110","37760","35680"
"In post","2021","Female","SEO/HEO","Department for Business, Energy and Industrial Strategy","2700","2570","37210","36740"
"In post","2021","Female","SEO/HEO","Department for Digital, Culture, Media and Sport","350","350","36730","34020"
"In post","2021","Female","SEO/HEO","Department for Education","2180","2070","35600","36500"
"In post","2021","Female","SEO/HEO","Department for Environment, Food and Rural Affairs","2420","2270","34870","35900"
"In post","2021","Female","SEO/HEO","Department for International Trade","540","530","35310","34750"
"In post","2021","Female","SEO/HEO","Department for Transport","1570","1510","36690","35060"
"In post","2021","Female","SEO/HEO","Department for Work and Pensions","6780","6260","35130","34290"
"In post","2021","Female","SEO/HEO","Department of Health and Social Care","3160","2920","36070","36330"
"In post","2021","Female","SEO/HEO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","SEO/HEO","Food Standards Agency","320","310","36010","37350"
"In post","2021","Female","SEO/HEO","Foreign, Commonwealth and Development Office","1520","1480","37650","37560"
"In post","2021","Female","SEO/HEO","HM Land Registry","1040","920","36760","33840"
"In post","2021","Female","SEO/HEO","HM Revenue and Customs","10250","9580","34750","32030"
"In post","2021","Female","SEO/HEO","HM Treasury","540","520","36050","34320"
"In post","2021","Female","SEO/HEO","Home Office","4460","4240","36680","35280"
"In post","2021","Female","SEO/HEO","Ministry of Defence","8160","7750","36280","35000"
"In post","2021","Female","SEO/HEO","Ministry of Housing, Communities and Local Government","630","600","35970","34860"
"In post","2021","Female","SEO/HEO","Ministry of Justice","6900","6580","37000","36260"
"In post","2021","Female","SEO/HEO","National Crime Agency","860","820","43010","43630"
"In post","2021","Female","SEO/HEO","Northern Ireland Office","40","40","[c]","[c]"
"In post","2021","Female","SEO/HEO","Office for Standards in Education","540","520","44350","51360"
"In post","2021","Female","SEO/HEO","Office of Gas and Electricity Markets","170","160","36590","35880"
"In post","2021","Female","SEO/HEO","Office of Qualifications and Examinations Regulation","70","60","36100","36540"
"In post","2021","Female","SEO/HEO","Office of Rail and Road","50","40","[c]","[c]"
"In post","2021","Female","SEO/HEO","Other Cabinet Office Agencies","260","240","33240","34800"
"In post","2021","Female","SEO/HEO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","SEO/HEO","Scottish Government","3760","3530","38930","37940"
"In post","2021","Female","SEO/HEO","The National Archives","160","150","34600","34260"
"In post","2021","Female","SEO/HEO","UK Export Finance","80","80","41700","41250"
"In post","2021","Female","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","SEO/HEO","United Kingdom Statistics Authority","1300","1230","33360","32540"
"In post","2021","Female","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","SEO/HEO","Water Services Regulation Authority","60","60","46890","45370"
"In post","2021","Female","SEO/HEO","Welsh Government","1590","1480","40660","37410"
"In post","2021","Female","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Home Office","100","100","[c]","[c]"
"In post","2021","Female","Unknown","Ministry of Defence","830","800","37260","34710"
"In post","2021","Female","Unknown","Ministry of Justice","9380","8560","29720","28200"
"In post","2021","Female","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Attorney General's Departments","420","410","22320","21950"
"In post","2021","Male","AA/AO","Cabinet Office","240","230","21890","20920"
"In post","2021","Male","AA/AO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Department for Business, Energy and Industrial Strategy","550","540","21530","20880"
"In post","2021","Male","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Department for Education","30","30","[c]","[c]"
"In post","2021","Male","AA/AO","Department for Environment, Food and Rural Affairs","730","720","21510","21050"
"In post","2021","Male","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Department for Transport","2370","2260","23160","21590"
"In post","2021","Male","AA/AO","Department for Work and Pensions","9780","9280","21200","21010"
"In post","2021","Male","AA/AO","Department of Health and Social Care","280","260","21210","20740"
"In post","2021","Male","AA/AO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Foreign, Commonwealth and Development Office","270","270","25800","24750"
"In post","2021","Male","AA/AO","HM Land Registry","710","690","22460","22350"
"In post","2021","Male","AA/AO","HM Revenue and Customs","8790","8300","20620","20140"
"In post","2021","Male","AA/AO","HM Treasury","30","30","[c]","[c]"
"In post","2021","Male","AA/AO","Home Office","3490","3300","21900","21430"
"In post","2021","Male","AA/AO","Ministry of Defence","8960","8810","23820","20920"
"In post","2021","Male","AA/AO","Ministry of Housing, Communities and Local Government","100","100","23100","22560"
"In post","2021","Male","AA/AO","Ministry of Justice","20440","19600","26010","25400"
"In post","2021","Male","AA/AO","National Crime Agency","130","120","24050","24220"
"In post","2021","Male","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Office for Standards in Education","70","70","21300","21160"
"In post","2021","Male","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Scottish Government","2770","2670","23550","22820"
"In post","2021","Male","AA/AO","The National Archives","60","50","21000","20650"
"In post","2021","Male","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","United Kingdom Statistics Authority","630","450","19760","19520"
"In post","2021","Male","AA/AO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","AA/AO","Welsh Government","350","340","23370","23830"
"In post","2021","Male","EO","Attorney General's Departments","530","520","28100","27870"
"In post","2021","Male","EO","Cabinet Office","350","350","27300","27500"
"In post","2021","Male","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Charity Commission","40","40","[c]","[c]"
"In post","2021","Male","EO","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Male","EO","Department for Business, Energy and Industrial Strategy","830","820","26930","26410"
"In post","2021","Male","EO","Department for Digital, Culture, Media and Sport","60","60","27240","26180"
"In post","2021","Male","EO","Department for Education","370","370","26610","26000"
"In post","2021","Male","EO","Department for Environment, Food and Rural Affairs","860","840","26340","25450"
"In post","2021","Male","EO","Department for International Trade","110","110","27300","26510"
"In post","2021","Male","EO","Department for Transport","2630","2510","28400","26780"
"In post","2021","Male","EO","Department for Work and Pensions","16480","15840","28130","27570"
"In post","2021","Male","EO","Department of Health and Social Care","450","430","26430","27140"
"In post","2021","Male","EO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Food Standards Agency","350","330","27320","26750"
"In post","2021","Male","EO","Foreign, Commonwealth and Development Office","410","410","29530","29300"
"In post","2021","Male","EO","HM Land Registry","700","660","27750","27130"
"In post","2021","Male","EO","HM Revenue and Customs","7270","7000","26350","25560"
"In post","2021","Male","EO","HM Treasury","80","80","26530","26750"
"In post","2021","Male","EO","Home Office","7170","6730","27050","26160"
"In post","2021","Male","EO","Ministry of Defence","6060","5960","27220","26670"
"In post","2021","Male","EO","Ministry of Housing, Communities and Local Government","180","180","28310","27850"
"In post","2021","Male","EO","Ministry of Justice","5180","5000","29960","30810"
"In post","2021","Male","EO","National Crime Agency","1210","1200","34240","34520"
"In post","2021","Male","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Office for Standards in Education","80","80","26440","25880"
"In post","2021","Male","EO","Office of Gas and Electricity Markets","130","130","25540","25300"
"In post","2021","Male","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Other Cabinet Office Agencies","60","60","24180","23540"
"In post","2021","Male","EO","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Scottish Government","2970","2840","31090","30930"
"In post","2021","Male","EO","The National Archives","30","30","[c]","[c]"
"In post","2021","Male","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","United Kingdom Statistics Authority","260","260","24070","23050"
"In post","2021","Male","EO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","EO","Welsh Government","440","430","28670","28850"
"In post","2021","Male","G6/G7","Attorney General's Departments","1820","1760","59580","58040"
"In post","2021","Male","G6/G7","Cabinet Office","1520","1510","59800","56440"
"In post","2021","Male","G6/G7","Chancellor's other departments","110","110","79100","72110"
"In post","2021","Male","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Competition and Markets Authority","210","210","66870","65340"
"In post","2021","Male","G6/G7","Department for Business, Energy and Industrial Strategy","2060","2020","58060","57360"
"In post","2021","Male","G6/G7","Department for Digital, Culture, Media and Sport","390","390","59020","58600"
"In post","2021","Male","G6/G7","Department for Education","1270","1250","57000","54400"
"In post","2021","Male","G6/G7","Department for Environment, Food and Rural Affairs","1180","1170","54830","53620"
"In post","2021","Male","G6/G7","Department for International Trade","590","590","55980","53750"
"In post","2021","Male","G6/G7","Department for Transport","1150","1140","61430","58350"
"In post","2021","Male","G6/G7","Department for Work and Pensions","1720","1680","58710","57230"
"In post","2021","Male","G6/G7","Department of Health and Social Care","1450","1420","58830","54670"
"In post","2021","Male","G6/G7","ESTYN","40","30","[c]","[c]"
"In post","2021","Male","G6/G7","Food Standards Agency","110","110","56350","56130"
"In post","2021","Male","G6/G7","Foreign, Commonwealth and Development Office","1710","1680","60130","58470"
"In post","2021","Male","G6/G7","HM Land Registry","130","130","62840","60520"
"In post","2021","Male","G6/G7","HM Revenue and Customs","4320","4190","57670","54590"
"In post","2021","Male","G6/G7","HM Treasury","650","640","59540","56940"
"In post","2021","Male","G6/G7","Home Office","1780","1760","61120","57680"
"In post","2021","Male","G6/G7","Ministry of Defence","4140","4040","57560","56170"
"In post","2021","Male","G6/G7","Ministry of Housing, Communities and Local Government","760","730","57680","56430"
"In post","2021","Male","G6/G7","Ministry of Justice","1420","1400","63410","60770"
"In post","2021","Male","G6/G7","National Crime Agency","240","240","65730","64410"
"In post","2021","Male","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Office for Standards in Education","230","230","73740","75500"
"In post","2021","Male","G6/G7","Office of Gas and Electricity Markets","250","250","61440","61000"
"In post","2021","Male","G6/G7","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2021","Male","G6/G7","Office of Rail and Road","120","110","62930","62490"
"In post","2021","Male","G6/G7","Other Cabinet Office Agencies","150","140","55310","55000"
"In post","2021","Male","G6/G7","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Scottish Government","1460","1430","62980","61010"
"In post","2021","Male","G6/G7","The National Archives","40","40","[c]","[c]"
"In post","2021","Male","G6/G7","UK Export Finance","90","90","67720","67880"
"In post","2021","Male","G6/G7","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","United Kingdom Statistics Authority","470","470","53520","51640"
"In post","2021","Male","G6/G7","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2021","Male","G6/G7","Welsh Government","500","490","62460","60830"
"In post","2021","Male","SCS","Attorney General's Departments","130","130","88450","82860"
"In post","2021","Male","SCS","Cabinet Office","550","550","95640","81170"
"In post","2021","Male","SCS","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Competition and Markets Authority","60","60","111010","102520"
"In post","2021","Male","SCS","Department for Business, Energy and Industrial Strategy","220","220","84810","75850"
"In post","2021","Male","SCS","Department for Digital, Culture, Media and Sport","60","60","87040","78180"
"In post","2021","Male","SCS","Department for Education","130","130","85770","78000"
"In post","2021","Male","SCS","Department for Environment, Food and Rural Affairs","120","120","83930","77320"
"In post","2021","Male","SCS","Department for International Trade","100","90","91420","82780"
"In post","2021","Male","SCS","Department for Transport","130","130","91850","84360"
"In post","2021","Male","SCS","Department for Work and Pensions","140","140","92370","84920"
"In post","2021","Male","SCS","Department of Health and Social Care","410","380","100200","93000"
"In post","2021","Male","SCS","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Foreign, Commonwealth and Development Office","320","320","87610","78030"
"In post","2021","Male","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","HM Revenue and Customs","270","260","86460","79930"
"In post","2021","Male","SCS","HM Treasury","100","100","88660","80090"
"In post","2021","Male","SCS","Home Office","160","160","93870","84030"
"In post","2021","Male","SCS","Ministry of Defence","280","270","95650","88500"
"In post","2021","Male","SCS","Ministry of Housing, Communities and Local Government","70","70","87950","78930"
"In post","2021","Male","SCS","Ministry of Justice","160","160","92440","92050"
"In post","2021","Male","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Male","SCS","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Scottish Government","150","140","88970","83230"
"In post","2021","Male","SCS","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","United Kingdom Statistics Authority","50","50","86380","76660"
"In post","2021","Male","SCS","Wales Office","[c]","[c]","[c]","[c]"
