"Status","Year","Function_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Legal","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Inner London - East","50","50","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Inner London - West","210","210","30160","26950"
"New entrant CS","2022","Legal","20-29","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Inner London - West","160","150","45060","50500"
"New entrant CS","2022","Legal","30-39","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Inner London - West","80","80","49730","50500"
"New entrant CS","2022","Legal","40-49","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Greater Manchester","30","30","[c]","[c]"
"New entrant CS","2022","No function","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","16-19","West Midlands","30","30","[c]","[c]"
"New entrant CS","2022","No function","16-19","West Wales and The Valleys","70","50","19220","18310"
"New entrant CS","2022","No function","16-19","West Yorkshire","40","30","[c]","[c]"
"New entrant CS","2022","No function","20-29","Bedfordshire and Hertfordshire","200","200","26210","27570"
"New entrant CS","2022","No function","20-29","Berkshire, Buckinghamshire and Oxfordshire","320","310","25910","27570"
"New entrant CS","2022","No function","20-29","Cheshire","150","150","24500","23140"
"New entrant CS","2022","No function","20-29","Cornwall and Isles of Scilly","50","50","[c]","[c]"
"New entrant CS","2022","No function","20-29","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","20-29","Derbyshire and Nottinghamshire","500","500","24440","23140"
"New entrant CS","2022","No function","20-29","Devon","160","160","23000","22600"
"New entrant CS","2022","No function","20-29","Dorset and Somerset","170","170","23260","22560"
"New entrant CS","2022","No function","20-29","East Anglia","450","440","23970","23170"
"New entrant CS","2022","No function","20-29","East Wales","530","520","23390","21810"
"New entrant CS","2022","No function","20-29","East Yorkshire and Northern Lincolnshire","200","200","22710","23140"
"New entrant CS","2022","No function","20-29","Eastern Scotland","450","440","23490","21640"
"New entrant CS","2022","No function","20-29","Essex","200","200","25010","24250"
"New entrant CS","2022","No function","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","810","800","24940","23390"
"New entrant CS","2022","No function","20-29","Greater Manchester","890","870","24420","23140"
"New entrant CS","2022","No function","20-29","Hampshire and Isle of Wight","350","340","24530","24430"
"New entrant CS","2022","No function","20-29","Herefordshire, Worcestershire and Warwickshire","140","140","23730","23140"
"New entrant CS","2022","No function","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","20-29","Inner London - East","760","750","30700","30750"
"New entrant CS","2022","No function","20-29","Inner London - West","2710","2680","32470","31800"
"New entrant CS","2022","No function","20-29","Kent","270","270","25330","25020"
"New entrant CS","2022","No function","20-29","Lancashire","500","490","23330","23140"
