"Status","Year","Region_ITL3","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Ministry of Justice","760","690","27230","24620"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Department for Transport","40","40","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Department for Work and Pensions","340","320","25260","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Ministry of Justice","750","710","30300","27680"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Department for Work and Pensions","210","180","27250","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Home Office","90","80","25560","24890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Ministry of Defence","4320","4040","35650","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Ministry of Justice","470","420","29550","26310"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","National Crime Agency","230","210","33520","32770"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Department for Work and Pensions","110","110","27720","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Home Office","110","100","27850","25380"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Ministry of Defence","7240","7120","40440","39440"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Ministry of Justice","270","260","32250","31650"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","National Crime Agency","190","190","38830","36740"
"In post","2021","Bedford","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Department for Work and Pensions","150","130","31060","27570"
"In post","2021","Bedford","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Home Office","60","60","28850","26160"
"In post","2021","Bedford","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Ministry of Justice","220","200","27250","25840"
"In post","2021","Bedford","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Department for Work and Pensions","80","80","33780","28550"
"In post","2021","Bedford","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Home Office","60","60","28730","26220"
"In post","2021","Bedford","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Ministry of Justice","190","180","31250","30400"
"In post","2021","Bedford","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Food Standards Agency","60","50","38740","37910"
"In post","2021","Belfast","Female","HM Revenue and Customs","1020","910","28140","25560"
"In post","2021","Belfast","Female","Home Office","220","190","24780","21430"
"In post","2021","Belfast","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","National Crime Agency","60","50","39180","39480"
"In post","2021","Belfast","Female","Northern Ireland Office","50","50","36720","34990"
"In post","2021","Belfast","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","HM Revenue and Customs","980","940","28910","25560"
"In post","2021","Belfast","Male","Home Office","230","220","25170","24880"
"In post","2021","Belfast","Male","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Belfast","Male","National Crime Agency","60","60","40580","36740"
"In post","2021","Belfast","Male","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Berkshire","Female","Attorney General's Departments","100","90","41740","36240"
"In post","2021","Berkshire","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Department for Environment, Food and Rural Affairs","180","160","33800","29690"
"In post","2021","Berkshire","Female","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Berkshire","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Department for Work and Pensions","320","290","29550","29290"
"In post","2021","Berkshire","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","HM Revenue and Customs","170","150","33920","31810"
"In post","2021","Berkshire","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Ministry of Defence","240","230","30710","26670"
"In post","2021","Berkshire","Female","Ministry of Justice","200","180","27820","24020"
"In post","2021","Berkshire","Female","National Crime Agency","50","40","[c]","[c]"
"In post","2021","Berkshire","Male","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","Berkshire","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Department for Environment, Food and Rural Affairs","190","190","37440","35900"
"In post","2021","Berkshire","Male","Department for International Trade","70","70","46270","51710"
"In post","2021","Berkshire","Male","Department for Transport","30","30","[c]","[c]"
"In post","2021","Berkshire","Male","Department for Work and Pensions","130","130","29060","29290"
"In post","2021","Berkshire","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","HM Revenue and Customs","150","140","35600","32520"
"In post","2021","Berkshire","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Ministry of Defence","780","780","35520","39070"
"In post","2021","Berkshire","Male","Ministry of Justice","70","70","27820","24020"
"In post","2021","Berkshire","Male","National Crime Agency","60","60","40710","39820"
"In post","2021","Bexley and Greenwich","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Department for Work and Pensions","280","250","31090","31060"
"In post","2021","Bexley and Greenwich","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Ministry of Defence","50","50","31090","24590"
"In post","2021","Bexley and Greenwich","Female","Ministry of Justice","570","540","30230","28720"
"In post","2021","Bexley and Greenwich","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Department for Transport","50","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Department for Work and Pensions","120","110","31080","31060"
"In post","2021","Bexley and Greenwich","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Ministry of Defence","70","60","34960","33950"
"In post","2021","Bexley and Greenwich","Male","Ministry of Justice","610","600","33330","33180"
"In post","2021","Birmingham","Female","Attorney General's Departments","330","300","38170","32290"
"In post","2021","Birmingham","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Department for Business, Energy and Industrial Strategy","370","350","32440","30360"
"In post","2021","Birmingham","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Department for Transport","60","60","31190","26780"
"In post","2021","Birmingham","Female","Department for Work and Pensions","1400","1200","27090","27570"
"In post","2021","Birmingham","Female","Department of Health and Social Care","340","300","40330","34530"
"In post","2021","Birmingham","Female","Food Standards Agency","40","30","[c]","[c]"
"In post","2021","Birmingham","Female","HM Revenue and Customs","1510","1360","29940","26000"
"In post","2021","Birmingham","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Home Office","70","60","28460","25580"
"In post","2021","Birmingham","Female","Ministry of Defence","140","130","33550","33150"
"In post","2021","Birmingham","Female","Ministry of Housing, Communities and Local Government","70","70","40190","36340"
"In post","2021","Birmingham","Female","Ministry of Justice","1840","1670","25350","22570"
"In post","2021","Birmingham","Female","National Crime Agency","180","170","34930","34140"
"In post","2021","Birmingham","Female","Office for Standards in Education","100","100","52200","51360"
"In post","2021","Birmingham","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Birmingham","Female","Water Services Regulation Authority","90","90","49210","43240"
"In post","2021","Birmingham","Male","Attorney General's Departments","160","160","43130","40420"
"In post","2021","Birmingham","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Department for Business, Energy and Industrial Strategy","290","280","34370","31000"
"In post","2021","Birmingham","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Department for Transport","100","100","30200","26780"
"In post","2021","Birmingham","Male","Department for Work and Pensions","840","800","27700","27570"
"In post","2021","Birmingham","Male","Department of Health and Social Care","110","110","46930","36330"
"In post","2021","Birmingham","Male","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Birmingham","Male","HM Revenue and Customs","1480","1430","32670","31810"
"In post","2021","Birmingham","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Home Office","60","60","31800","25310"
"In post","2021","Birmingham","Male","Ministry of Defence","120","120","34660","33300"
"In post","2021","Birmingham","Male","Ministry of Housing, Communities and Local Government","60","60","37100","36340"
"In post","2021","Birmingham","Male","Ministry of Justice","1300","1260","26900","22570"
"In post","2021","Birmingham","Male","National Crime Agency","240","230","39810","36740"
"In post","2021","Birmingham","Male","Office for Standards in Education","50","50","61070","74280"
"In post","2021","Birmingham","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","Birmingham","Male","Water Services Regulation Authority","80","80","51890","50220"
"In post","2021","Blackburn with Darwen","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Department for Work and Pensions","210","180","26560","27570"
"In post","2021","Blackburn with Darwen","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Ministry of Justice","80","70","26180","22920"
"In post","2021","Blackburn with Darwen","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Department for Work and Pensions","150","140","26670","27570"
"In post","2021","Blackburn with Darwen","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"In post","2021","Blackpool","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Department for Work and Pensions","3040","2680","28040","27570"
"In post","2021","Blackpool","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Ministry of Justice","100","80","27660","23840"
"In post","2021","Blackpool","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Department for Work and Pensions","1860","1800","29880","27570"
"In post","2021","Blackpool","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Department for Work and Pensions","190","150","27290","27570"
"In post","2021","Bournemouth and Poole","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Ministry of Defence","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Ministry of Justice","160","140","26960","22920"
"In post","2021","Bournemouth and Poole","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Department for Work and Pensions","90","90","27600","27570"
"In post","2021","Bournemouth and Poole","Male","Home Office","60","50","27600","27370"
"In post","2021","Bournemouth and Poole","Male","Ministry of Defence","60","60","24140","20620"
"In post","2021","Bournemouth and Poole","Male","Ministry of Justice","60","60","26190","22920"
"In post","2021","Bradford","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","Department for Work and Pensions","560","470","25550","27570"
"In post","2021","Bradford","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","HM Revenue and Customs","1050","880","28090","25560"
"In post","2021","Bradford","Female","Ministry of Justice","250","220","24780","22260"
"In post","2021","Bradford","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Male","Department for Work and Pensions","340","320","24880","27570"
"In post","2021","Bradford","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Male","HM Revenue and Customs","790","750","29120","25560"
"In post","2021","Bradford","Male","Ministry of Justice","90","80","25070","22770"
"In post","2021","Breckland and South Norfolk","Female","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Ministry of Justice","170","160","27200","24440"
"In post","2021","Breckland and South Norfolk","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Ministry of Justice","260","250","29040","26300"
"In post","2021","Brent","Female","Department for Work and Pensions","170","150","30230","31060"
"In post","2021","Brent","Female","HM Revenue and Customs","70","60","34980","29950"
"In post","2021","Brent","Female","Ministry of Justice","160","150","28830","23500"
"In post","2021","Brent","Male","Department for Work and Pensions","90","90","30830","31060"
"In post","2021","Brent","Male","HM Revenue and Customs","70","70","39360","36400"
"In post","2021","Brent","Male","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Female","Department for Work and Pensions","330","280","25950","27570"
"In post","2021","Bridgend and Neath Port Talbot","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Female","Ministry of Justice","140","120","26240","22260"
"In post","2021","Bridgend and Neath Port Talbot","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Department for Work and Pensions","130","120","25160","23570"
"In post","2021","Bridgend and Neath Port Talbot","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Female","Attorney General's Departments","80","70","41200","32020"
"In post","2021","Brighton and Hove","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Female","Department for Work and Pensions","170","150","27460","27570"
"In post","2021","Brighton and Hove","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Female","Ministry of Justice","160","140","28950","23310"
"In post","2021","Brighton and Hove","Male","Attorney General's Departments","30","30","[c]","[c]"
