"Status","Year","Region_ITL3","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Male","130","120","27250","27570"
"In post","2021","Blackburn with Darwen","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Female","60","50","24100","21010"
"In post","2021","Blackburn with Darwen","Unknown","Male","50","50","27230","27570"
"In post","2021","Blackpool","Heterosexual / straight","Female","2100","1860","28560","27570"
"In post","2021","Blackpool","Heterosexual / straight","Male","1180","1150","30250","27570"
"In post","2021","Blackpool","LGBO","Female","90","90","26970","27570"
"In post","2021","Blackpool","LGBO","Male","90","90","26580","27570"
"In post","2021","Blackpool","Undeclared","Female","220","200","29300","27570"
"In post","2021","Blackpool","Undeclared","Male","150","140","29410","27570"
"In post","2021","Blackpool","Unknown","Female","800","690","27780","27570"
"In post","2021","Blackpool","Unknown","Male","500","480","30980","27570"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","Female","300","260","26900","27570"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","Male","210","200","26360","26780"
"In post","2021","Bournemouth and Poole","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Female","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Male","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Female","70","50","27340","27570"
"In post","2021","Bournemouth and Poole","Unknown","Male","40","30","[c]","[c]"
"In post","2021","Bradford","Heterosexual / straight","Female","1110","950","27920","25560"
"In post","2021","Bradford","Heterosexual / straight","Male","700","660","28900","27460"
"In post","2021","Bradford","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Bradford","LGBO","Male","40","40","[c]","[c]"
"In post","2021","Bradford","Undeclared","Female","150","120","25400","21440"
"In post","2021","Bradford","Undeclared","Male","100","90","28230","27430"
"In post","2021","Bradford","Unknown","Female","560","460","25180","21440"
"In post","2021","Bradford","Unknown","Male","410","390","25600","21440"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","Female","160","140","27420","26740"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","Male","230","220","29700","27260"
"In post","2021","Breckland and South Norfolk","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Female","40","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Male","60","50","26560","26580"
"In post","2021","Brent","Heterosexual / straight","Female","240","220","30730","31060"
"In post","2021","Brent","Heterosexual / straight","Male","130","130","32470","31060"
"In post","2021","Brent","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Female","60","60","29840","30330"
"In post","2021","Brent","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Female","100","80","30340","29450"
"In post","2021","Brent","Unknown","Male","50","50","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","Female","380","330","26730","27570"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","Male","150","140","29380","27570"
"In post","2021","Bridgend and Neath Port Talbot","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Female","90","70","25610","27570"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Brighton and Hove","Heterosexual / straight","Female","270","240","31150","27570"
"In post","2021","Brighton and Hove","Heterosexual / straight","Male","130","120","31750","27570"
"In post","2021","Brighton and Hove","LGBO","Female","50","40","[c]","[c]"
"In post","2021","Brighton and Hove","LGBO","Male","50","40","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","Female","40","30","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Female","70","60","31510","27570"
"In post","2021","Brighton and Hove","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Heterosexual / straight","Female","2410","2170","35090","30850"
"In post","2021","Bristol, City of","Heterosexual / straight","Male","2000","1930","38430","32780"
"In post","2021","Bristol, City of","LGBO","Female","150","140","32990","29180"
"In post","2021","Bristol, City of","LGBO","Male","150","150","36680","31810"
"In post","2021","Bristol, City of","Undeclared","Female","280","250","34460","31680"
"In post","2021","Bristol, City of","Undeclared","Male","290","270","37580","31840"
"In post","2021","Bristol, City of","Unknown","Female","690","610","32200","27570"
"In post","2021","Bristol, City of","Unknown","Male","640","620","35020","31000"
"In post","2021","Bromley","Heterosexual / straight","Female","230","210","29240","31060"
"In post","2021","Bromley","Heterosexual / straight","Male","80","80","29350","31060"
"In post","2021","Bromley","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Bromley","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","Female","60","50","29440","31060"
"In post","2021","Bromley","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Heterosexual / straight","Female","730","690","31150","28670"
"In post","2021","Buckinghamshire CC","Heterosexual / straight","Male","510","500","33760","31420"
"In post","2021","Buckinghamshire CC","LGBO","Female","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Undeclared","Female","90","90","29440","28670"
"In post","2021","Buckinghamshire CC","Undeclared","Male","70","70","34410","33960"
"In post","2021","Buckinghamshire CC","Unknown","Female","110","100","32680","28670"
"In post","2021","Buckinghamshire CC","Unknown","Male","100","100","33140","32040"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","Female","70","60","27430","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","Male","50","50","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Male","50","50","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Heterosexual / straight","Female","470","400","27090","27570"
"In post","2021","Calderdale and Kirklees","Heterosexual / straight","Male","220","210","27800","27570"
"In post","2021","Calderdale and Kirklees","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Undeclared","Female","60","50","26390","27570"
"In post","2021","Calderdale and Kirklees","Undeclared","Male","40","30","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Unknown","Female","150","120","26000","27570"
"In post","2021","Calderdale and Kirklees","Unknown","Male","90","90","26220","27570"
"In post","2021","Cambridgeshire CC","Heterosexual / straight","Female","1170","1090","33190","29610"
"In post","2021","Cambridgeshire CC","Heterosexual / straight","Male","1210","1180","35550","31900"
"In post","2021","Cambridgeshire CC","LGBO","Female","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","LGBO","Male","60","60","29650","27570"
"In post","2021","Cambridgeshire CC","Undeclared","Female","170","160","33540","29780"
"In post","2021","Cambridgeshire CC","Undeclared","Male","190","180","36150","33300"
"In post","2021","Cambridgeshire CC","Unknown","Female","220","200","32440","27570"
"In post","2021","Cambridgeshire CC","Unknown","Male","300","280","32530","31220"
"In post","2021","Camden and City of London","Heterosexual / straight","Female","1120","1050","35580","30850"
"In post","2021","Camden and City of London","Heterosexual / straight","Male","1050","1020","40630","36160"
"In post","2021","Camden and City of London","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Male","80","80","39630","36200"
"In post","2021","Camden and City of London","Undeclared","Female","180","170","35890","31780"
"In post","2021","Camden and City of London","Undeclared","Male","230","220","40020","36160"
"In post","2021","Camden and City of London","Unknown","Female","440","400","36130","31060"
"In post","2021","Camden and City of London","Unknown","Male","500","490","41090","36160"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Female","4540","4130","33570","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Male","3560","3460","35090","30000"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Female","250","240","30410","25560"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Male","310","300","33020","28260"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Female","510","450","34480","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Male","520","490","36150","31810"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Female","1210","1060","27030","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Male","1170","1130","28600","25560"
"In post","2021","Causeway Coast and Glens","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Heterosexual / straight","Male","50","50","[c]","[c]"
"In post","2021","Causeway Coast and Glens","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Heterosexual / straight","Female","150","140","28610","26670"
"In post","2021","Central Bedfordshire","Heterosexual / straight","Male","190","190","31350","29670"
"In post","2021","Central Bedfordshire","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","Male","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","Female","1430","1350","33130","32770"
"In post","2021","Central Hampshire","Heterosexual / straight","Male","1650","1620","37940","36460"
"In post","2021","Central Hampshire","LGBO","Female","70","70","30880","29200"
"In post","2021","Central Hampshire","LGBO","Male","70","70","34950","31300"
"In post","2021","Central Hampshire","Undeclared","Female","180","170","33600","33300"
"In post","2021","Central Hampshire","Undeclared","Male","250","240","38170","37320"
"In post","2021","Central Hampshire","Unknown","Female","190","180","37050","33300"
"In post","2021","Central Hampshire","Unknown","Male","350","350","40940","37320"
"In post","2021","Central Valleys","Heterosexual / straight","Female","850","780","33440","28850"
"In post","2021","Central Valleys","Heterosexual / straight","Male","410","400","38580","33260"
"In post","2021","Central Valleys","LGBO","Female","30","30","[c]","[c]"
"In post","2021","Central Valleys","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Undeclared","Female","100","90","33580","28850"
"In post","2021","Central Valleys","Undeclared","Male","60","60","39650","37410"
"In post","2021","Central Valleys","Unknown","Female","150","130","28830","27570"
"In post","2021","Central Valleys","Unknown","Male","80","80","33670","27570"
"In post","2021","Cheshire East","Heterosexual / straight","Female","270","250","31050","27570"
"In post","2021","Cheshire East","Heterosexual / straight","Male","170","160","31570","27570"
"In post","2021","Cheshire East","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Cheshire East","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","Female","60","50","30420","29470"
"In post","2021","Cheshire East","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Female","110","100","26000","25190"
"In post","2021","Cheshire East","Unknown","Male","80","80","28640","26700"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","Female","220","200","26210","27570"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","Male","120","110","24730","21010"
"In post","2021","Cheshire West and Chester","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","Female","430","390","29350","27570"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","Male","440","410","30620","28220"
"In post","2021","Chorley and West Lancashire","LGBO","Female","40","30","[c]","[c]"
"In post","2021","Chorley and West Lancashire","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Undeclared","Male","50","50","32850","31650"
"In post","2021","Chorley and West Lancashire","Unknown","Female","140","130","27110","26300"
"In post","2021","Chorley and West Lancashire","Unknown","Male","200","190","29970","31650"
"In post","2021","City of Edinburgh","Heterosexual / straight","Female","3870","3630","39410","33830"
"In post","2021","City of Edinburgh","Heterosexual / straight","Male","3170","3100","39770","34550"
"In post","2021","City of Edinburgh","LGBO","Female","250","250","35720","31810"
"In post","2021","City of Edinburgh","LGBO","Male","320","310","37600","31810"
"In post","2021","City of Edinburgh","Undeclared","Female","790","730","32380","29350"
"In post","2021","City of Edinburgh","Undeclared","Male","630","610","34410","29350"
"In post","2021","City of Edinburgh","Unknown","Female","1840","1700","34470","30080"
"In post","2021","City of Edinburgh","Unknown","Male","1940","1880","35440","31810"
"In post","2021","Clackmannanshire and Fife","Heterosexual / straight","Female","410","370","28450","27570"
"In post","2021","Clackmannanshire and Fife","Heterosexual / straight","Male","400","380","32560","33300"
"In post","2021","Clackmannanshire and Fife","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Undeclared","Female","90","80","26270","22820"
"In post","2021","Clackmannanshire and Fife","Undeclared","Male","70","70","32680","29540"
"In post","2021","Clackmannanshire and Fife","Unknown","Female","160","150","27310","25870"
"In post","2021","Clackmannanshire and Fife","Unknown","Male","190","180","30730","33650"
"In post","2021","Conwy and Denbighshire","Heterosexual / straight","Female","370","340","34360","31250"
"In post","2021","Conwy and Denbighshire","Heterosexual / straight","Male","180","180","36260","32540"
"In post","2021","Conwy and Denbighshire","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Female","50","40","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Female","630","550","26450","26670"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Male","500","480","27060","26670"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Female","90","70","26350","26400"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Male","70","70","28530","26850"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Female","180","150","25400","21010"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Male","140","130","26680","26590"
"In post","2021","Coventry","Heterosexual / straight","Female","950","880","35700","30320"
"In post","2021","Coventry","Heterosexual / straight","Male","610","600","38620","33970"
"In post","2021","Coventry","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Coventry","LGBO","Male","50","50","[c]","[c]"
"In post","2021","Coventry","Undeclared","Female","100","90","33990","30200"
"In post","2021","Coventry","Undeclared","Male","60","60","37180","36200"
"In post","2021","Coventry","Unknown","Female","370","340","36040","32300"
"In post","2021","Coventry","Unknown","Male","250","240","40090","36960"
"In post","2021","Croydon","Heterosexual / straight","Female","3900","3600","37280","33290"
"In post","2021","Croydon","Heterosexual / straight","Male","2960","2900","40500","36160"
"In post","2021","Croydon","LGBO","Female","110","110","40130","35200"
"In post","2021","Croydon","LGBO","Male","150","150","41090","36270"
"In post","2021","Croydon","Undeclared","Female","580","530","35530","30920"
"In post","2021","Croydon","Undeclared","Male","480","470","41530","37290"
"In post","2021","Croydon","Unknown","Female","760","710","34830","31060"
"In post","2021","Croydon","Unknown","Male","690","670","38330","35050"
"In post","2021","Darlington","Heterosexual / straight","Female","480","450","34550","30230"
"In post","2021","Darlington","Heterosexual / straight","Male","290","290","37450","36500"
"In post","2021","Darlington","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Female","40","30","[c]","[c]"
"In post","2021","Darlington","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Female","60","50","31870","27570"
"In post","2021","Darlington","Unknown","Male","50","50","[c]","[c]"
"In post","2021","Derby","Heterosexual / straight","Female","420","350","25610","22920"
"In post","2021","Derby","Heterosexual / straight","Male","230","220","29600","27570"
"In post","2021","Derby","LGBO","Female","[c]","[c]","[c]","[c]"
