"Status","Year","Region_ITL1","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Midlands (England)","Black","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Black","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Birmingham","70","60","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Birmingham","100","100","32500","27570"
"Leaver Dept.","2021","West Midlands (England)","White","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","White","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Leeds","90","60","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","York","60","50","34530","33300"
"Leaver Dept.","2021","Yorkshire and The Humber","White","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","Leeds","130","130","34170","31050"
"Leaver Dept.","2021","Yorkshire and The Humber","White","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","Sheffield","100","100","34880","31990"
"Leaver Dept.","2021","Yorkshire and The Humber","White","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","White","York","40","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Asian","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","Nottingham","30","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Black","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Nottingham","70","60","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","Lincolnshire CC","30","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","Nottingham","230","220","33010","28590"
"Leaver Dept.","2022","East Midlands (England)","White","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","White","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Asian","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Peterborough","[c]","[c]","[c]","[c]"
