"Status","Year","Organisation","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","SEO/HEO","50","50","34050","31640"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","EO","60","60","24600","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","SEO/HEO","70","70","34230","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","EO","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","EO","60","60","24580","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","SEO/HEO","70","60","33810","31130"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","EO","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SEO/HEO","130","120","41470","39120"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","AA/AO","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","AA/AO","50","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","AA/AO","110","100","21100","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","EO","50","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","AA/AO","100","100","21080","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","AA/AO","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","EO","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","EO","50","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","AA/AO","60","60","21150","21050"
"In post","2021","Animal and Plant Health Agency","South West Wales","EO","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","AA/AO","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","AA/AO","180","170","24250","24370"
"In post","2021","Animal and Plant Health Agency","West Surrey","EO","140","130","28460","28270"
"In post","2021","Animal and Plant Health Agency","West Surrey","G6/G7","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","SEO/HEO","190","180","37140","35820"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","AA/AO","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","EO","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","SEO/HEO","70","60","34620","32160"
"In post","2021","Animal and Plant Health Agency","York","AA/AO","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","SCS","[c]","[c]","[c]","[c]"
