"Status","Year","Ethnicity","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Asian","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Department for Work and Pensions (excl. agencies)","340","310","27800","27570"
"In post","2021","Asian","East of England","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","HM Courts and Tribunals Service","70","60","23060","21310"
"In post","2021","Asian","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","HM Prison and Probation Service","100","100","29420","28970"
"In post","2021","Asian","East of England","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Asian","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Home Office (incl. agencies)","270","230","23970","21430"
"In post","2021","Asian","East of England","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"In post","2021","Asian","East of England","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Ministry of Defence (excl. agencies)","110","110","40320","37000"
"In post","2021","Asian","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Public Health England","40","30","[c]","[c]"
"In post","2021","Asian","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Cabinet Office (excl. agencies)","420","410","47350","41820"
"In post","2021","Asian","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Competition and Markets Authority","100","100","45900","37660"
"In post","2021","Asian","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Crown Prosecution Service","290","270","40060","31560"
"In post","2021","Asian","London","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Defence Equipment and Support","50","50","23000","20090"
"In post","2021","Asian","London","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","420","410","44650","40050"
"In post","2021","Asian","London","Department for Digital, Culture, Media and Sport","120","120","47120","42280"
"In post","2021","Asian","London","Department for Education (excl. agencies)","210","200","44230","40510"
"In post","2021","Asian","London","Department for Environment, Food and Rural Affairs (excl. agencies)","180","180","39590","33510"
"In post","2021","Asian","London","Department for International Trade","190","190","42550","38540"
"In post","2021","Asian","London","Department for Transport (excl. agencies)","280","270","45070","42470"
"In post","2021","Asian","London","Department for Work and Pensions (excl. agencies)","2440","2220","31080","31060"
"In post","2021","Asian","London","Department of Health and Social Care (excl. agencies)","110","110","43910","40650"
"In post","2021","Asian","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","Asian","London","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Asian","London","Foreign, Commonwealth and Development Office (excl. agencies)","310","300","42870","37560"
"In post","2021","Asian","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Government Internal Audit Agency","40","40","[c]","[c]"
"In post","2021","Asian","London","Government Legal Department","250","240","49490","51250"
"In post","2021","Asian","London","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","HM Courts and Tribunals Service","690","640","27350","23500"
"In post","2021","Asian","London","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Asian","London","HM Prison and Probation Service","480","460","33510","32090"
"In post","2021","Asian","London","HM Revenue and Customs (excl. agencies)","1220","1150","37870","36160"
"In post","2021","Asian","London","HM Treasury (excl. agencies)","190","190","43470","37900"
"In post","2021","Asian","London","Home Office (incl. agencies)","3110","2900","33820","29080"
"In post","2021","Asian","London","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Asian","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Medicines and Healthcare Products Regulatory Agency","230","230","41850","33150"
"In post","2021","Asian","London","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Ministry of Defence (excl. agencies)","300","300","36560","36140"
"In post","2021","Asian","London","Ministry of Housing, Communities and Local Government (excl. agencies)","170","160","42700","38950"
"In post","2021","Asian","London","Ministry of Justice (excl. agencies)","370","360","40570","36800"
"In post","2021","Asian","London","National Crime Agency","130","130","38540","37750"
"In post","2021","Asian","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2021","Asian","London","Office of Gas and Electricity Markets","90","90","46400","41000"
"In post","2021","Asian","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Public Health England","430","400","43000","35000"
"In post","2021","Asian","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Serious Fraud Office","50","40","[c]","[c]"
"In post","2021","Asian","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","The National Archives","50","40","[c]","[c]"
"In post","2021","Asian","London","UK Export Finance","60","60","49250","42240"
"In post","2021","Asian","London","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Valuation Office Agency","110","100","35730","34810"
"In post","2021","Asian","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Department for Work and Pensions (excl. agencies)","150","130","28150","21010"
"In post","2021","Asian","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","HM Revenue and Customs (excl. agencies)","130","120","26220","21440"
"In post","2021","Asian","North East (England)","Home Office (incl. agencies)","30","20","[c]","[c]"
"In post","2021","Asian","North East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Crown Prosecution Service","40","30","[c]","[c]"
"In post","2021","Asian","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Department for Education (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Asian","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Department for Work and Pensions (excl. agencies)","970","880","25670","27570"
"In post","2021","Asian","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","HM Courts and Tribunals Service","80","70","24850","20650"
"In post","2021","Asian","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","HM Prison and Probation Service","130","120","30570","29750"
"In post","2021","Asian","North West (England)","HM Revenue and Customs (excl. agencies)","820","760","27030","25560"
"In post","2021","Asian","North West (England)","Home Office (incl. agencies)","210","190","26730","24890"
"In post","2021","Asian","North West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Asian","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Public Health England","40","40","[c]","[c]"
"In post","2021","Asian","North West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","80","80","48690","51500"
"In post","2021","Asian","Overseas","Home Office (incl. agencies)","30","30","[c]","[c]"
"In post","2021","Asian","Overseas","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"In post","2021","Asian","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Department for Work and Pensions (excl. agencies)","100","90","24250","27570"
"In post","2021","Asian","Scotland","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","HM Revenue and Customs (excl. agencies)","90","80","24960","20140"
"In post","2021","Asian","Scotland","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Asian","Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
