"Status","Year","Region_ITL1","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Wales","East Wales","Ministry of Defence","40","30","[c]","[c]"
"New entrant CS","2021","Wales","East Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","East Wales","Ministry of Justice","330","320","21990","22850"
"New entrant CS","2021","Wales","East Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","East Wales","United Kingdom Statistics Authority","440","430","30470","29540"
"New entrant CS","2021","Wales","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","East Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","East Wales","Welsh Government","130","130","29140","25030"
"New entrant CS","2021","Wales","West Wales and The Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Department for Transport","370","340","24210","21590"
"New entrant CS","2021","Wales","West Wales and The Valleys","Department for Work and Pensions","350","350","24170","21010"
"New entrant CS","2021","Wales","West Wales and The Valleys","HM Land Registry","60","60","23400","22350"
"New entrant CS","2021","Wales","West Wales and The Valleys","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Ministry of Justice","90","90","22250","22920"
"New entrant CS","2021","Wales","West Wales and The Valleys","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","West Wales and The Valleys","Welsh Government","70","60","26350","20500"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","140","140","25850","27570"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","190","180","22690","22850"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Department for Work and Pensions","300","290","26650","27570"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","HM Revenue and Customs","70","70","39470","38630"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Ministry of Defence","100","100","31540","29350"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Ministry of Justice","460","430","21210","20600"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Attorney General's Departments","60","60","36290","38000"
"New entrant CS","2021","West Midlands (England)","West Midlands","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Department for Business, Energy and Industrial Strategy","90","90","27020","24250"
"New entrant CS","2021","West Midlands (England)","West Midlands","Department for Education","130","130","35330","36500"
"New entrant CS","2021","West Midlands (England)","West Midlands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Department for Work and Pensions","590","570","25960","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Department of Health and Social Care","120","100","31360","27780"
"New entrant CS","2021","West Midlands (England)","West Midlands","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","HM Revenue and Customs","270","270","22940","20140"
"New entrant CS","2021","West Midlands (England)","West Midlands","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Ministry of Justice","310","300","24780","22570"
"New entrant CS","2021","West Midlands (England)","West Midlands","National Crime Agency","90","90","33250","32770"
"New entrant CS","2021","West Midlands (England)","West Midlands","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Other Cabinet Office Agencies","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","130","120","26460","27570"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Home Office","70","70","22980","21430"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Ministry of Defence","40","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Ministry of Justice","140","130","22040","22850"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Cabinet Office","40","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Department for Environment, Food and Rural Affairs","150","140","29520","29180"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Department for Work and Pensions","140","130","26610","27570"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Ministry of Defence","130","130","28420","21930"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Department for Education","140","130","31770","29360"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Department for Work and Pensions","470","460","25240","27570"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Home Office","160","150","27160","21430"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Ministry of Justice","210","210","26680","22850"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department for Work and Pensions","970","950","27130","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Department of Health and Social Care","360","340","36950","31370"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","HM Revenue and Customs","470","460","23730","20140"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Home Office","60","60","26290","24880"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Ministry of Justice","420","410","23930","22850"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Attorney General's Departments","50","50","30370","25480"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Education","60","50","33830","29360"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","80","80","26860","24920"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Transport","60","60","30490","26470"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Work and Pensions","290","280","25190","21260"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department of Health and Social Care","80","70","34050","28970"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","HM Land Registry","60","60","27180","27130"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","HM Revenue and Customs","560","550","27110","26590"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Ministry of Defence","50","50","30050","26750"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Ministry of Justice","770","710","25120","23170"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","250","240","23150","21260"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","660","630","24640","23140"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Department for Work and Pensions","70","60","26480","27570"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Ministry of Defence","110","110","28800","26350"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Ministry of Justice","240","230","25530","23170"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Department for Work and Pensions","170","170","28030","27570"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Ministry of Defence","70","70","31930","30200"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Ministry of Justice","380","360","27390","28140"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Department for Environment, Food and Rural Affairs","130","130","29000","25600"
"New entrant CS","2022","East of England","East Anglia","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Department for Work and Pensions","210","200","25410","27570"
"New entrant CS","2022","East of England","East Anglia","Department of Health and Social Care","70","70","32460","26010"
"New entrant CS","2022","East of England","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","HM Revenue and Customs","50","40","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Ministry of Defence","200","200","29630","26350"
"New entrant CS","2022","East of England","East Anglia","Ministry of Justice","970","910","25240","23170"
"New entrant CS","2022","East of England","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","East Anglia","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Department for Work and Pensions","200","190","26540","24250"
"New entrant CS","2022","East of England","Essex","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Home Office","50","40","26290","24880"
"New entrant CS","2022","East of England","Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Ministry of Justice","370","350","26840","24800"
"New entrant CS","2022","East of England","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Cabinet Office","180","170","43870","37300"
"New entrant CS","2022","London","Inner London - East","Competition and Markets Authority","130","130","45020","35850"
"New entrant CS","2022","London","Inner London - East","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Department for Work and Pensions","290","290","30560","31060"
"New entrant CS","2022","London","Inner London - East","Department of Health and Social Care","510","470","39940","32330"
"New entrant CS","2022","London","Inner London - East","HM Revenue and Customs","420","410","36540","37610"
"New entrant CS","2022","London","Inner London - East","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Ministry of Justice","880","850","34840","32000"
"New entrant CS","2022","London","Inner London - East","National Crime Agency","150","150","41550","37560"
"New entrant CS","2022","London","Inner London - East","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - East","Office of Gas and Electricity Markets","250","240","39220","32320"
"New entrant CS","2022","London","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","Attorney General's Departments","530","510","37680","29280"
"New entrant CS","2022","London","Inner London - West","Cabinet Office","800","800","37060","28000"
"New entrant CS","2022","London","Inner London - West","Chancellor's other departments","50","50","44880","44610"
"New entrant CS","2022","London","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","Department for Business, Energy and Industrial Strategy","510","500","37780","33570"
"New entrant CS","2022","London","Inner London - West","Department for Digital, Culture, Media and Sport","320","320","35230","34020"
"New entrant CS","2022","London","Inner London - West","Department for Education","190","180","37190","32940"
"New entrant CS","2022","London","Inner London - West","Department for Environment, Food and Rural Affairs","770","760","38540","32840"
"New entrant CS","2022","London","Inner London - West","Department for International Trade","390","390","36030","31800"
"New entrant CS","2022","London","Inner London - West","Department for Levelling Up, Housing and Communities","360","360","36520","33210"
"New entrant CS","2022","London","Inner London - West","Department for Transport","510","500","43810","42470"
"New entrant CS","2022","London","Inner London - West","Department for Work and Pensions","340","340","35590","35000"
"New entrant CS","2022","London","Inner London - West","Department of Health and Social Care","1010","810","41190","32790"
"New entrant CS","2022","London","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","HM Revenue and Customs","60","60","42470","37610"
"New entrant CS","2022","London","Inner London - West","HM Treasury","270","270","35540","28500"
"New entrant CS","2022","London","Inner London - West","Home Office","290","290","35810","33650"
"New entrant CS","2022","London","Inner London - West","Ministry of Defence","260","250","37500","37000"
"New entrant CS","2022","London","Inner London - West","Ministry of Justice","830","820","32750","30520"
"New entrant CS","2022","London","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","UK Export Finance","120","120","43100","37000"
"New entrant CS","2022","London","Inner London - West","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Inner London - West","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Department for Work and Pensions","260","250","29220","31060"
"New entrant CS","2022","London","Outer London - East and North East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Ministry of Justice","360","350","29800","29020"
"New entrant CS","2022","London","Outer London - East and North East","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Department for Work and Pensions","120","110","30160","31060"
"New entrant CS","2022","London","Outer London - South","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","HM Land Registry","50","50","33870","30600"
"New entrant CS","2022","London","Outer London - South","HM Revenue and Customs","260","250","35080","30750"
"New entrant CS","2022","London","Outer London - South","Home Office","400","390","36490","28650"
"New entrant CS","2022","London","Outer London - South","Ministry of Justice","290","270","30700","27980"
"New entrant CS","2022","London","Outer London - South","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - South","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
