"Status","Year","Organisation","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Monmouthshire and Newport","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Leeds","190","180","47110","40250"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Sheffield","100","100","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","York","440","420","29190","26670"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Suffolk","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset CC","140","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Westminster","70","70","42950","37910"
"In post","2021","Charity Commission","North West (England)","Sefton","310","290","32780","29160"
"In post","2021","Charity Commission","South West (England)","Somerset","50","50","35580","30350"
"In post","2021","Charity Commission","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","City of Edinburgh","40","40","[c]","[c]"
"In post","2021","Companies House","Wales","Cardiff and Vale of Glamorgan","1030","950","31130","27460"
"In post","2021","Competition and Markets Authority","London","Tower Hamlets","790","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","City of Edinburgh","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","Glasgow City","300","280","26120","22640"
"In post","2021","Crown Commercial Service","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","Norwich and East Norfolk","170","160","35020","33340"
"In post","2021","Crown Commercial Service","London","Tower Hamlets","70","70","50350","49300"
"In post","2021","Crown Commercial Service","North West (England)","Liverpool","400","390","38230","34800"
"In post","2021","Crown Commercial Service","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","Monmouthshire and Newport","110","110","33670","31680"
"In post","2021","Crown Commercial Service","West Midlands (England)","Birmingham","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Aberdeen City and Aberdeenshire","100","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Angus and Dundee City","90","80","35220","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","City of Edinburgh","490","460","38430","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Clackmannanshire and Fife","80","70","32830","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Dumfries and Galloway","40","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","East Ayrshire and North Ayrshire mainland","50","50","32600","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","70","60","25650","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Falkirk","60","60","34040","27810"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Glasgow City","570","520","35620","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","100","90","37300","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","50","50","35530","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","North Lanarkshire","80","70","39460","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","South Lanarkshire","140","130","38270","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Leicester","140","130","39010","38180"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Nottingham","270","250","37300","30130"
"In post","2021","Crown Prosecution Service","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Heart of Essex","190","170","41150","35020"
"In post","2021","Crown Prosecution Service","East of England","Hertfordshire","170","150","42490","40000"
"In post","2021","Crown Prosecution Service","East of England","Norwich and East Norfolk","80","70","35640","28430"
"In post","2021","Crown Prosecution Service","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Suffolk","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Croydon","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Westminster","1560","1470","45280","40530"
"In post","2021","Crown Prosecution Service","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","South Teesside","100","90","38060","32370"
"In post","2021","Crown Prosecution Service","North East (England)","Tyneside","240","220","38030","32420"
"In post","2021","Crown Prosecution Service","North West (England)","East Cumbria","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Liverpool","360","350","37570","30930"
"In post","2021","Crown Prosecution Service","North West (England)","Manchester","360","330","40750","38000"
"In post","2021","Crown Prosecution Service","North West (England)","Mid Lancashire","180","170","40040","38000"
"In post","2021","Crown Prosecution Service","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Berkshire","140","130","43310","40000"
"In post","2021","Crown Prosecution Service","South East (England)","Brighton and Hove","110","100","42660","36240"
"In post","2021","Crown Prosecution Service","South East (England)","East Kent","120","120","39460","30110"
"In post","2021","Crown Prosecution Service","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Portsmouth","110","100","38780","30110"
"In post","2021","Crown Prosecution Service","South East (England)","South Hampshire","150","140","45830","50520"
"In post","2021","Crown Prosecution Service","South East (England)","West Surrey","60","50","41400","40000"
"In post","2021","Crown Prosecution Service","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Bristol, City of","150","140","40450","38000"
"In post","2021","Crown Prosecution Service","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Devon CC","100","90","39950","36240"
"In post","2021","Crown Prosecution Service","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Cardiff and Vale of Glamorgan","210","200","41090","38760"
"In post","2021","Crown Prosecution Service","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Flintshire and Wrexham","70","70","41500","38000"
"In post","2021","Crown Prosecution Service","Wales","Swansea","70","60","41460","38180"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Birmingham","490","460","39820","38000"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Stoke-on-Trent","60","60","41930","48080"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Kingston upon Hull, City of","70","70","38580","28430"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Leeds","350","320","40440","38000"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Sheffield","140","120","35940","28430"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Wakefield","70","70","36100","30130"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","York","310","280","46790","53350"
"In post","2021","Crown Prosecution Service Inspectorate","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Camden and City of London","110","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Wales","Flintshire and Wrexham","380","360","28840","28750"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Staffordshire CC","60","60","25770","25950"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Lincolnshire","210","200","35900","34880"
"In post","2021","Defence Equipment and Support","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Cambridgeshire CC","50","50","35010","34370"
"In post","2021","Defence Equipment and Support","East of England","Central Bedfordshire","60","60","36290","35210"
"In post","2021","Defence Equipment and Support","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","North and West Norfolk","100","100","34040","32750"
"In post","2021","Defence Equipment and Support","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Harrow and Hillingdon","180","170","24050","21530"
"In post","2021","Defence Equipment and Support","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","East Cumbria","90","90","23680","21560"
"In post","2021","Defence Equipment and Support","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Clackmannanshire and Fife","70","70","34510","32350"
"In post","2021","Defence Equipment and Support","Scotland","East Ayrshire and North Ayrshire mainland","250","240","25160","23910"
