"Status","Year","Organisation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Inner London - West","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Inner London - West","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Lancashire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Merseyside","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Northumberland and Tyne and Wear","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","South Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","West Midlands","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","West Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Inner London - West","Attorney General's Departments","90","80","46020","50530"
"Leaver Dept.","2021","Government Legal Department","Outer London - South","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","West Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Inner London - West","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Merseyside","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Derbyshire and Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Devon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Eastern Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Inner London - East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Merseyside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","North Yorkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","West Central Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","West Midlands","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","West Yorkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Devon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Dorset and Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","East Anglia","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","East Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Greater Manchester","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Inner London - East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Inner London - West","Ministry of Justice","90","90","33860","26410"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","North Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Outer London - East and North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Outer London - South","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Outer London - West and North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Shropshire and Staffordshire","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","South Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Surrey, East and West Sussex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Tees Valley and Durham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","West Central Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","West Midlands","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","West Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Cheshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Devon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Dorset and Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","East Anglia","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","East Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Greater Manchester","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Hampshire and Isle of Wight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Inner London - East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Inner London - West","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","North Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Northumberland and Tyne and Wear","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Outer London - East and North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Outer London - South","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Outer London - West and North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Shropshire and Staffordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","South Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Surrey, East and West Sussex","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Tees Valley and Durham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","West Midlands","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","West Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","East Anglia","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","East Wales","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Eastern Scotland","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Essex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester","HM Revenue and Customs","170","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Inner London - East","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Inner London - West","HM Revenue and Customs","230","220","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Lancashire","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Merseyside","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","North Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","North Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","HM Revenue and Customs","170","160","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Outer London - East and North East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Outer London - South","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","South Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Southern Scotland","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","West Central Scotland","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","West Midlands","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","West Yorkshire","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Inner London - West","HM Treasury","120","120","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Devon","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","East Anglia","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","East Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Essex","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Greater Manchester","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Hampshire and Isle of Wight","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Herefordshire, Worcestershire and Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Inner London - East","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Inner London - West","Home Office","380","360","46840","41960"
"Leaver Dept.","2021","Home Office (incl. agencies)","Kent","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Merseyside","Home Office","140","120","26370","24310"
"Leaver Dept.","2021","Home Office (incl. agencies)","North Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Outer London - South","Home Office","150","140","40570","34960"
"Leaver Dept.","2021","Home Office (incl. agencies)","Outer London - West and North West","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Shropshire and Staffordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","South Yorkshire","Home Office","60","50","30100","24890"
"Leaver Dept.","2021","Home Office (incl. agencies)","Southern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Tees Valley and Durham","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","West Central Scotland","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","West Midlands","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","West Wales and The Valleys","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","West Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","East Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Essex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Inner London - East","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Kent","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Merseyside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Inner London - West","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","West Midlands","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Derbyshire and Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","East Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Greater Manchester","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Inner London - West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Northumberland and Tyne and Wear","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","West Midlands","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","East Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Kent","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","North Eastern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Outer London - East and North East","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","West Wales and The Valleys","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Cheshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","East Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Eastern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","70","60","38890","34710"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Greater Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Highlands and Islands","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Inner London - West","Ministry of Defence","140","130","47550","45200"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
