"Status","Year","Organisation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Department for Environment, Food and Rural Affairs","190","180","29070","25330"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Department for Environment, Food and Rural Affairs","80","80","33930","31800"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","110","100","29190","24920"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Department for Environment, Food and Rural Affairs","50","50","30950","26520"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","590","560","33200","28600"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","210","190","27660","25150"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","Attorney General's Departments","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","120","110","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Cabinet Office","110","110","47220","40250"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Cabinet Office","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","170","170","55360","52600"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Cabinet Office","270","270","45320","38650"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Cabinet Office","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","Cabinet Office","900","880","52110","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","Cabinet Office","5550","5480","49460","40600"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Cabinet Office","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Cabinet Office","130","120","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Cabinet Office","450","420","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Cabinet Office","400","380","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - South","Cabinet Office","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - West and North West","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Yorkshire","Cabinet Office","100","100","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Southern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tees Valley and Durham","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Cabinet Office","600","600","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Cabinet Office","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Department for Environment, Food and Rural Affairs","140","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Department for Environment, Food and Rural Affairs","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","Charity Commission","50","50","35580","30350"
"In post","2021","Charity Commission","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","Charity Commission","70","70","42950","37910"
"In post","2021","Charity Commission","Merseyside","Charity Commission","310","290","32780","29160"
"In post","2021","Companies House","East Wales","Department for Business, Energy and Industrial Strategy","1030","950","31130","27460"
"In post","2021","Companies House","Eastern Scotland","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Companies House","Inner London - West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","Competition and Markets Authority","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Inner London - East","Competition and Markets Authority","790","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","Ministry of Justice","300","280","26120","22640"
"In post","2021","Crown Commercial Service","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","Other Cabinet Office Agencies","170","160","35020","33340"
"In post","2021","Crown Commercial Service","East Wales","Other Cabinet Office Agencies","110","110","33670","31680"
"In post","2021","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","Other Cabinet Office Agencies","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Merseyside","Other Cabinet Office Agencies","400","390","38230","34800"
"In post","2021","Crown Commercial Service","West Midlands","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Scottish Government","770","720","36840","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Scottish Government","80","70","34120","23480"
"In post","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Scottish Government","100","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","Scottish Government","270","240","35120","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","Scottish Government","820","750","35310","30500"
"In post","2021","Crown Prosecution Service","Bedfordshire and Hertfordshire","Attorney General's Departments","170","150","42490","40000"
"In post","2021","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","140","130","43310","40000"
"In post","2021","Crown Prosecution Service","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cumbria","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Derbyshire and Nottinghamshire","Attorney General's Departments","270","260","37450","30370"
"In post","2021","Crown Prosecution Service","Devon","Attorney General's Departments","100","90","39950","36240"
"In post","2021","Crown Prosecution Service","East Anglia","Attorney General's Departments","120","110","36490","28430"
"In post","2021","Crown Prosecution Service","East Wales","Attorney General's Departments","290","270","41190","38760"
"In post","2021","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","70","70","38580","28430"
"In post","2021","Crown Prosecution Service","Essex","Attorney General's Departments","190","170","41150","35020"
"In post","2021","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","160","150","40250","37780"
"In post","2021","Crown Prosecution Service","Greater Manchester","Attorney General's Departments","360","330","40750","38000"
"In post","2021","Crown Prosecution Service","Hampshire and Isle of Wight","Attorney General's Departments","260","240","42870","39750"
"In post","2021","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - West","Attorney General's Departments","1570","1480","45210","40530"
"In post","2021","Crown Prosecution Service","Kent","Attorney General's Departments","130","120","39410","30110"
"In post","2021","Crown Prosecution Service","Lancashire","Attorney General's Departments","180","170","40040","38000"
"In post","2021","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","160","140","39390","38470"
"In post","2021","Crown Prosecution Service","Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Merseyside","Attorney General's Departments","360","350","37570","30930"
"In post","2021","Crown Prosecution Service","North Yorkshire","Attorney General's Departments","310","280","46790","53350"
"In post","2021","Crown Prosecution Service","Northumberland and Tyne and Wear","Attorney General's Departments","240","220","37990","32370"
"In post","2021","Crown Prosecution Service","Outer London - East and North East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outer London - South","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outer London - West and North West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Shropshire and Staffordshire","Attorney General's Departments","70","60","41790","48080"
"In post","2021","Crown Prosecution Service","South Yorkshire","Attorney General's Departments","140","120","35940","28430"
"In post","2021","Crown Prosecution Service","Surrey, East and West Sussex","Attorney General's Departments","170","160","42360","36240"
"In post","2021","Crown Prosecution Service","Tees Valley and Durham","Attorney General's Departments","100","90","38060","32370"
"In post","2021","Crown Prosecution Service","West Midlands","Attorney General's Departments","490","460","39800","38000"
"In post","2021","Crown Prosecution Service","West Wales and The Valleys","Attorney General's Departments","70","70","41350","38180"
"In post","2021","Crown Prosecution Service","West Yorkshire","Attorney General's Departments","410","380","39720","37780"
"In post","2021","Crown Prosecution Service Inspectorate","Inner London - West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","North Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Inner London - West","HM Treasury","110","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","East Wales","Ministry of Defence","380","360","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Shropshire and Staffordshire","Ministry of Defence","60","60","25720","25950"
"In post","2021","Defence Equipment and Support","Bedfordshire and Hertfordshire","Ministry of Defence","60","60","36410","35370"
"In post","2021","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","130","130","35840","34260"
"In post","2021","Defence Equipment and Support","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Cumbria","Ministry of Defence","100","90","23950","21660"
"In post","2021","Defence Equipment and Support","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Devon","Ministry of Defence","100","90","26980","22540"
"In post","2021","Defence Equipment and Support","Dorset and Somerset","Ministry of Defence","370","350","34640","33740"
"In post","2021","Defence Equipment and Support","East Anglia","Ministry of Defence","160","150","34080","33250"
"In post","2021","Defence Equipment and Support","East Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Yorkshire and Northern Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Eastern Scotland","Ministry of Defence","70","70","34510","32350"
"In post","2021","Defence Equipment and Support","Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","8180","7900","38070","35630"
"In post","2021","Defence Equipment and Support","Greater Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Hampshire and Isle of Wight","Ministry of Defence","330","320","27470","25070"
"In post","2021","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","Highlands and Islands","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Inner London - West","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lincolnshire","Ministry of Defence","210","200","35900","34880"
"In post","2021","Defence Equipment and Support","Merseyside","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northumberland and Tyne and Wear","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Outer London - West and North West","Ministry of Defence","180","170","24050","21530"
"In post","2021","Defence Equipment and Support","Overseas","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Shropshire and Staffordshire","Ministry of Defence","60","60","30360","26940"
"In post","2021","Defence Equipment and Support","Southern Scotland","Ministry of Defence","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Central Scotland","Ministry of Defence","180","170","31890","30000"
"In post","2021","Defence Equipment and Support","West Midlands","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Wales and The Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","2670","2580","39860","37320"
"In post","2021","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Ministry of Defence","1440","1380","41690","42860"
"In post","2021","Defence Science and Technology Laboratory","Inner London - West","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Kent","Ministry of Defence","260","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Department for Business, Energy and Industrial Strategy","80","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Department for Business, Energy and Industrial Strategy","4830","4740","49520","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","100","90","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Department for Business, Energy and Industrial Strategy","150","150","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","Department for Digital, Culture, Media and Sport","1710","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Merseyside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Central Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Yorkshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Department for Education","220","210","41850","37100"
"In post","2021","Department for Education (excl. agencies)","East Anglia","Department for Education","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","140","130","46090","42220"
"In post","2021","Department for Education (excl. agencies)","Greater Manchester","Department for Education","930","910","40660","36780"
"In post","2021","Department for Education (excl. agencies)","Inner London - West","Department for Education","2130","2050","50210","53420"
"In post","2021","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Outer London - South","Department for Education","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","South Yorkshire","Department for Education","1080","1040","40920","36960"
"In post","2021","Department for Education (excl. agencies)","Tees Valley and Durham","Department for Education","540","520","38190","36780"
"In post","2021","Department for Education (excl. agencies)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","West Midlands","Department for Education","480","460","39870","36780"
"In post","2021","Department for Education (excl. agencies)","West Yorkshire","Department for Education","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","190","190","40770","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Department for Environment, Food and Rural Affairs","170","170","43090","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","Department for Environment, Food and Rural Affairs","80","70","36740","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","60","50","41520","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","Department for Environment, Food and Rural Affairs","110","100","37800","36560"
