"Status","Year","Function_of_post","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","Merseyside","40","40","[c]","[c]"
"In post","2021","Analysis","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","South Yorkshire","50","50","[c]","[c]"
"In post","2021","Analysis","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","G6/G7","West Yorkshire","70","60","53470","51420"
"In post","2021","Analysis","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","Inner London - East","30","30","[c]","[c]"
"In post","2021","Analysis","SCS","Inner London - West","80","80","89820","78840"
"In post","2021","Analysis","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Dorset and Somerset","60","50","32400","30220"
"In post","2021","Analysis","SEO/HEO","East Anglia","200","190","33090","30660"
"In post","2021","Analysis","SEO/HEO","East Wales","620","600","33580","33330"
"In post","2021","Analysis","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","210","200","35540","36680"
"In post","2021","Analysis","SEO/HEO","Greater Manchester","160","150","35000","32010"
"In post","2021","Analysis","SEO/HEO","Hampshire and Isle of Wight","470","450","33600","34460"
"In post","2021","Analysis","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Inner London - East","300","290","38360","37530"
"In post","2021","Analysis","SEO/HEO","Inner London - West","1250","1230","37770","36160"
"In post","2021","Analysis","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Merseyside","60","60","35330","34400"
"In post","2021","Analysis","SEO/HEO","North Yorkshire","30","30","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","South Yorkshire","70","60","38570","41990"
"In post","2021","Analysis","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","West Midlands","30","30","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","SEO/HEO","West Yorkshire","50","50","33940","32900"
"In post","2021","Analysis","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Eastern Scotland","50","40","[c]","[c]"
"In post","2021","Commercial","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","21660","20920"
"In post","2021","Commercial","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Commercial","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Inner London - West","50","50","24550","24590"
"In post","2021","Commercial","AA/AO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","Commercial","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","Commercial","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","AA/AO","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Commercial","AA/AO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Commercial","EO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","East Anglia","40","40","[c]","[c]"
"In post","2021","Commercial","EO","East Wales","40","40","[c]","[c]"
"In post","2021","Commercial","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","26240","26670"
"In post","2021","Commercial","EO","Greater Manchester","50","50","26220","25750"
"In post","2021","Commercial","EO","Hampshire and Isle of Wight","90","90","26950","26670"
"In post","2021","Commercial","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Inner London - West","100","100","28970","29000"
"In post","2021","Commercial","EO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Merseyside","40","40","[c]","[c]"
"In post","2021","Commercial","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Shropshire and Staffordshire","50","50","[c]","[c]"
"In post","2021","Commercial","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Commercial","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Commercial","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Devon","90","90","52060","48350"
"In post","2021","Commercial","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","East Anglia","70","60","58720","55460"
"In post","2021","Commercial","G6/G7","East Wales","40","40","[c]","[c]"
"In post","2021","Commercial","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","59260","54540"
"In post","2021","Commercial","G6/G7","Greater Manchester","100","90","58950","52590"
"In post","2021","Commercial","G6/G7","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2021","Commercial","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Inner London - East","80","80","61500","58510"
"In post","2021","Commercial","G6/G7","Inner London - West","520","520","66100","61860"
"In post","2021","Commercial","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Merseyside","100","100","57820","53430"
"In post","2021","Commercial","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Outer London - South","30","30","[c]","[c]"
"In post","2021","Commercial","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Commercial","G6/G7","Southern Scotland","30","30","[c]","[c]"
"In post","2021","Commercial","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Yorkshire","80","70","58760","55830"
"In post","2021","Commercial","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Commercial","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Inner London - West","340","330","98440","80310"
"In post","2021","Commercial","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","120","110","38770","38940"
"In post","2021","Commercial","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Devon","100","100","36660","37420"
"In post","2021","Commercial","SEO/HEO","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","East Anglia","200","190","37530","36190"
"In post","2021","Commercial","SEO/HEO","East Wales","90","90","35270","34800"
"In post","2021","Commercial","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","500","470","37580","37680"
"In post","2021","Commercial","SEO/HEO","Greater Manchester","150","140","36610","36780"
"In post","2021","Commercial","SEO/HEO","Hampshire and Isle of Wight","170","170","37270","34830"
"In post","2021","Commercial","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Inner London - East","80","80","39590","40280"
"In post","2021","Commercial","SEO/HEO","Inner London - West","440","430","41210","40650"
"In post","2021","Commercial","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Merseyside","170","160","33670","34800"
"In post","2021","Commercial","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Outer London - South","50","50","44460","46070"
"In post","2021","Commercial","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Shropshire and Staffordshire","80","80","38540","38630"
"In post","2021","Commercial","SEO/HEO","South Yorkshire","50","50","38020","38000"
"In post","2021","Commercial","SEO/HEO","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","West Central Scotland","100","90","36700","34850"
"In post","2021","Commercial","SEO/HEO","West Midlands","60","60","38600","38130"
"In post","2021","Commercial","SEO/HEO","West Wales and The Valleys","80","80","36690","33350"
"In post","2021","Commercial","SEO/HEO","West Yorkshire","140","140","35240","35950"
"In post","2021","Commercial","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
