"Status","Year","Region_ITL3","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Westminster","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","No function","130","130","39100","32940"
"New entrant CS","2021","Westminster","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","No function","450","440","36940","32560"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for International Trade","Analysis","70","70","30120","31800"
"New entrant CS","2021","Westminster","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for International Trade","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Westminster","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for International Trade","No function","180","180","33220","31800"
"New entrant CS","2021","Westminster","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Transport","Analysis","100","100","34550","32690"
"New entrant CS","2021","Westminster","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Transport","No function","230","230","38500","34710"
"New entrant CS","2021","Westminster","Department for Transport","Project Delivery","50","50","39500","34710"
"New entrant CS","2021","Westminster","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department for Work and Pensions","Unknown","320","310","35190","31060"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Analysis","60","60","52580","53360"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Communications","50","50","[c]","[c]"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Finance","90","90","35800","32790"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Department of Health and Social Care","No function","470","460","39730","32790"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","No function","310","310","32600","28500"
"New entrant CS","2021","Westminster","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Home Office","Unknown","450","440","41020","35070"
"New entrant CS","2021","Westminster","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Defence","Unknown","80","70","32920","30750"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","No function","130","120","39990","33210"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","Digital, Data & Technology","80","70","53090","52850"
"New entrant CS","2021","Westminster","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","Legal","50","50","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","No function","300","300","30450","30060"
"New entrant CS","2021","Westminster","Ministry of Justice","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Office for Standards in Education","No function","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","Analysis","160","160","35630","32540"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","No function","50","50","[c]","[c]"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Wales Office","No function","[c]","[c]","[c]","[c]"
