"Status","Year","Responsibility_level","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","SCS","South Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","South Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","South West Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Southampton","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Staffordshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Staffordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Staffordshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Suffolk CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Suffolk CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Swansea","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tyneside","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Warrington","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Surrey","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Sussex (South West)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","UK Health Security Agency","30","30","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wiltshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wiltshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wiltshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wirral","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Worcestershire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","York","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","York","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Social Security Scotland","70","70","33650","31540"
"New entrant CS","2022","SEO/HEO","Antrim and Newtownabbey","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Antrim and Newtownabbey","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ards and North Down","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ards and North Down","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ards and North Down","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","UK Health Security Agency","70","70","35610","32330"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","360","350","35810","35000"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","60","60","36370","33000"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","HM Revenue and Customs (excl. agencies)","120","120","33790","33080"
"New entrant CS","2022","SEO/HEO","Belfast","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bexley and Greenwich","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bexley and Greenwich","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bexley and Greenwich","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bexley and Greenwich","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bexley and Greenwich","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
