"Status","Year","Disability","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Sheffield","70","60","32820","29740"
"In post","2021","Declared disabled","LGBO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","South Lanarkshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","LGBO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Staffordshire CC","30","30","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Swansea","50","50","26680","21590"
"In post","2021","Declared disabled","LGBO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Tower Hamlets","50","50","46530","41760"
"In post","2021","Declared disabled","LGBO","Tyneside","130","120","27570","25560"
"In post","2021","Declared disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Westminster","620","600","45920","40960"
"In post","2021","Declared disabled","LGBO","Wiltshire","60","60","32430","28650"
"In post","2021","Declared disabled","LGBO","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","York","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Barnsley, Doncaster and Rotherham","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","200","190","39100","37440"
"In post","2021","Declared disabled","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Berkshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Birmingham","120","110","28200","27320"
"In post","2021","Declared disabled","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Blackpool","80","70","28760","27570"
"In post","2021","Declared disabled","Undeclared","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Bristol, City of","80","70","31940","27570"
"In post","2021","Declared disabled","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Camden and City of London","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cardiff and Vale of Glamorgan","110","110","31660","27570"
"In post","2021","Declared disabled","Undeclared","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Central Hampshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","City of Edinburgh","80","80","37520","31970"
"In post","2021","Declared disabled","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Croydon","130","120","36600","32350"
"In post","2021","Declared disabled","Undeclared","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Devon CC","40","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Durham CC","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Kent","60","50","28250","27370"
"In post","2021","Declared disabled","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Sussex CC","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Flintshire and Wrexham","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Glasgow City","110","100","27180","26140"
"In post","2021","Declared disabled","Undeclared","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Greater Manchester North West","40","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Greater Manchester South West","50","50","28160","26120"
"In post","2021","Declared disabled","Undeclared","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Hackney and Newham","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Harrow and Hillingdon","60","50","31350","30460"
"In post","2021","Declared disabled","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Hounslow and Richmond upon Thames","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Lambeth","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Leeds","100","90","31150","27570"
"In post","2021","Declared disabled","Undeclared","Leicester","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Lincolnshire","40","40","[c]","[c]"
