"Status","Year","Region_ITL2","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","SEO/HEO","1370","1290","37070","37000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Unknown","220","210","42890","39970"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","AA/AO","740","680","22150","21160"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","EO","880","790","26060","26960"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","G6/G7","630","590","55850","53500"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","SCS","60","60","101860","93900"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","SEO/HEO","1330","1270","35520","35550"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","150","150","36680","32710"
"In post","2021","Greater Manchester","Heterosexual / straight","AA/AO","3250","2950","21290","21010"
"In post","2021","Greater Manchester","Heterosexual / straight","EO","3670","3460","26580","27370"
"In post","2021","Greater Manchester","Heterosexual / straight","G6/G7","1450","1410","56820","52580"
"In post","2021","Greater Manchester","Heterosexual / straight","SCS","90","80","89430","86200"
"In post","2021","Greater Manchester","Heterosexual / straight","SEO/HEO","3460","3310","34950","33280"
"In post","2021","Greater Manchester","Heterosexual / straight","Unknown","580","540","30180","30210"
"In post","2021","Greater Manchester","LGBO","AA/AO","270","260","21140","21010"
"In post","2021","Greater Manchester","LGBO","EO","290","280","26630","27390"
"In post","2021","Greater Manchester","LGBO","G6/G7","110","100","56810","53140"
"In post","2021","Greater Manchester","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","LGBO","SEO/HEO","260","250","34470","32470"
"In post","2021","Greater Manchester","LGBO","Unknown","50","50","29070","26500"
"In post","2021","Greater Manchester","Undeclared","AA/AO","470","410","21430","21010"
"In post","2021","Greater Manchester","Undeclared","EO","480","450","26680","27370"
"In post","2021","Greater Manchester","Undeclared","G6/G7","170","160","56990","54000"
"In post","2021","Greater Manchester","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Undeclared","SEO/HEO","410","400","35140","33640"
"In post","2021","Greater Manchester","Undeclared","Unknown","60","60","29570","28200"
"In post","2021","Greater Manchester","Unknown","AA/AO","1730","1540","21280","20600"
"In post","2021","Greater Manchester","Unknown","EO","1360","1270","26460","26120"
"In post","2021","Greater Manchester","Unknown","G6/G7","370","350","55990","52580"
"In post","2021","Greater Manchester","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Greater Manchester","Unknown","SEO/HEO","1090","1050","34000","31870"
"In post","2021","Greater Manchester","Unknown","Unknown","60","60","27180","23840"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","AA/AO","3140","2700","21870","20920"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","EO","2700","2540","26980","26670"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","G6/G7","1310","1250","55780","54540"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","SCS","50","50","89450","87230"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","SEO/HEO","3390","3260","35700","34490"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","Unknown","280","260","33000","31420"
"In post","2021","Hampshire and Isle of Wight","LGBO","AA/AO","150","140","22660","21010"
"In post","2021","Hampshire and Isle of Wight","LGBO","EO","140","140","26750","27370"
"In post","2021","Hampshire and Isle of Wight","LGBO","G6/G7","40","40","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","LGBO","SEO/HEO","150","150","34030","33300"
"In post","2021","Hampshire and Isle of Wight","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Undeclared","AA/AO","420","370","22690","21010"
"In post","2021","Hampshire and Isle of Wight","Undeclared","EO","370","350","27280","26780"
"In post","2021","Hampshire and Isle of Wight","Undeclared","G6/G7","180","180","57000","54540"
"In post","2021","Hampshire and Isle of Wight","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Undeclared","SEO/HEO","510","490","36590","35200"
"In post","2021","Hampshire and Isle of Wight","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","AA/AO","950","780","22510","20600"
"In post","2021","Hampshire and Isle of Wight","Unknown","EO","530","480","26870","27160"
"In post","2021","Hampshire and Isle of Wight","Unknown","G6/G7","330","320","56000","53500"
"In post","2021","Hampshire and Isle of Wight","Unknown","SCS","30","30","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","SEO/HEO","580","560","35050","35000"
"In post","2021","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","AA/AO","1220","1140","23030","21050"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","EO","780","730","27090","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","G6/G7","80","80","58770","54900"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","SEO/HEO","480","460","36480","35160"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Unknown","250","230","29540","28200"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","AA/AO","70","70","23150","22850"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","EO","30","30","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","AA/AO","160","150","23180","21010"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","EO","100","90","27700","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","SEO/HEO","70","70","37220","35900"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","AA/AO","370","340","23530","21050"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","EO","180","160","27070","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","SEO/HEO","90","80","36190","34290"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Heterosexual / straight","AA/AO","460","430","21650","21010"
"In post","2021","Highlands and Islands","Heterosexual / straight","EO","420","390","28470","27570"
"In post","2021","Highlands and Islands","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"In post","2021","Highlands and Islands","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Heterosexual / straight","SEO/HEO","210","210","37790","36610"
"In post","2021","Highlands and Islands","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","AA/AO","100","80","21720","21010"
"In post","2021","Highlands and Islands","Undeclared","EO","70","70","28880","27570"
"In post","2021","Highlands and Islands","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","AA/AO","270","260","23780","22920"
"In post","2021","Highlands and Islands","Unknown","EO","180","170","29770","29140"
"In post","2021","Highlands and Islands","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","SEO/HEO","120","110","38460","37530"
"In post","2021","Inner London - East","Heterosexual / straight","AA/AO","1500","1400","25770","25110"
"In post","2021","Inner London - East","Heterosexual / straight","EO","2870","2730","30840","31060"
"In post","2021","Inner London - East","Heterosexual / straight","G6/G7","2400","2310","61420","59160"
"In post","2021","Inner London - East","Heterosexual / straight","SCS","420","390","98540","96250"
"In post","2021","Inner London - East","Heterosexual / straight","SEO/HEO","3150","3040","39700","40000"
"In post","2021","Inner London - East","Heterosexual / straight","Unknown","530","510","33310","32090"
"In post","2021","Inner London - East","LGBO","AA/AO","100","90","26250","25110"
"In post","2021","Inner London - East","LGBO","EO","220","210","30550","31060"
"In post","2021","Inner London - East","LGBO","G6/G7","190","180","61310","59160"
"In post","2021","Inner London - East","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","LGBO","SEO/HEO","220","220","39050","37860"
"In post","2021","Inner London - East","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Inner London - East","Undeclared","AA/AO","220","200","25010","24670"
"In post","2021","Inner London - East","Undeclared","EO","400","380","30340","31060"
"In post","2021","Inner London - East","Undeclared","G6/G7","360","340","62310","59910"
"In post","2021","Inner London - East","Undeclared","SCS","60","50","92400","90500"
"In post","2021","Inner London - East","Undeclared","SEO/HEO","420","400","39730","39970"
"In post","2021","Inner London - East","Undeclared","Unknown","70","60","37100","35310"
"In post","2021","Inner London - East","Unknown","AA/AO","900","810","26340","25110"
"In post","2021","Inner London - East","Unknown","EO","990","930","30910","31060"
"In post","2021","Inner London - East","Unknown","G6/G7","820","780","62560","59260"
"In post","2021","Inner London - East","Unknown","SCS","170","160","101670","92330"
"In post","2021","Inner London - East","Unknown","SEO/HEO","1090","1060","39190","38950"
"In post","2021","Inner London - East","Unknown","Unknown","60","50","29470","26810"
"In post","2021","Inner London - West","Heterosexual / straight","AA/AO","2870","2730","25540","24490"
"In post","2021","Inner London - West","Heterosexual / straight","EO","5130","4990","29320","29270"
"In post","2021","Inner London - West","Heterosexual / straight","G6/G7","14160","13680","60080","58030"
"In post","2021","Inner London - West","Heterosexual / straight","SCS","2610","2530","88990","79710"
"In post","2021","Inner London - West","Heterosexual / straight","SEO/HEO","14230","13970","38400","37660"
"In post","2021","Inner London - West","Heterosexual / straight","Unknown","170","160","37740","35040"
"In post","2021","Inner London - West","LGBO","AA/AO","160","160","26130","24590"
"In post","2021","Inner London - West","LGBO","EO","420","410","28890","28500"
"In post","2021","Inner London - West","LGBO","G6/G7","1380","1360","58970","57430"
"In post","2021","Inner London - West","LGBO","SCS","220","210","86140","78000"
"In post","2021","Inner London - West","LGBO","SEO/HEO","1430","1420","37600","36800"
"In post","2021","Inner London - West","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Undeclared","AA/AO","370","350","25330","24490"
"In post","2021","Inner London - West","Undeclared","EO","640","620","29530","29500"
"In post","2021","Inner London - West","Undeclared","G6/G7","1830","1780","60760","59050"
"In post","2021","Inner London - West","Undeclared","SCS","250","240","86720","79460"
"In post","2021","Inner London - West","Undeclared","SEO/HEO","1890","1850","38690","38160"
"In post","2021","Inner London - West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","AA/AO","1090","1030","25610","24370"
"In post","2021","Inner London - West","Unknown","EO","1690","1630","29200","29230"
"In post","2021","Inner London - West","Unknown","G6/G7","4330","4180","60300","58130"
"In post","2021","Inner London - West","Unknown","SCS","810","790","91580","80000"
"In post","2021","Inner London - West","Unknown","SEO/HEO","5410","5330","36330","35590"
"In post","2021","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Heterosexual / straight","AA/AO","2000","1880","24960","24180"
"In post","2021","Kent","Heterosexual / straight","EO","2580","2380","28130","27370"
"In post","2021","Kent","Heterosexual / straight","G6/G7","190","180","55420","52580"
"In post","2021","Kent","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Heterosexual / straight","SEO/HEO","980","950","36810","35850"
"In post","2021","Kent","Heterosexual / straight","Unknown","220","200","30050","30880"
"In post","2021","Kent","LGBO","AA/AO","110","110","25470","24180"
"In post","2021","Kent","LGBO","EO","140","140","29040","29290"
"In post","2021","Kent","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kent","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Kent","LGBO","SEO/HEO","60","60","36440","35760"
"In post","2021","Kent","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","AA/AO","230","210","24660","23240"
"In post","2021","Kent","Undeclared","EO","440","400","28080","27370"
"In post","2021","Kent","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Undeclared","SEO/HEO","180","170","36740","33900"
"In post","2021","Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","AA/AO","650","610","25360","24570"
"In post","2021","Kent","Unknown","EO","420","380","29660","29290"
"In post","2021","Kent","Unknown","G6/G7","60","50","56300","55700"
"In post","2021","Kent","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","SEO/HEO","150","150","37290","37320"
"In post","2021","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Heterosexual / straight","AA/AO","3720","3330","21770","21010"
"In post","2021","Lancashire","Heterosexual / straight","EO","2810","2550","27440","27570"
"In post","2021","Lancashire","Heterosexual / straight","G6/G7","540","520","56480","52750"
"In post","2021","Lancashire","Heterosexual / straight","SCS","40","40","[c]","[c]"
"In post","2021","Lancashire","Heterosexual / straight","SEO/HEO","1700","1600","35690","34290"
