"Status","Year","Responsibility_level","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","Greater Manchester South West","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Greater Manchester South West","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gwynedd","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gwynedd","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lambeth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leeds","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicester","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicester","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Liverpool","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Liverpool","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medway","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Mid Lancashire","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Nottingham","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Perth and Kinross and Stirling","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Peterborough","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sandwell","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sandwell","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sefton","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sefton","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Solihull","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Solihull","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Teesside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Teesside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South West Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South West Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southampton","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southampton","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Suffolk","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Suffolk","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sunderland","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Sunderland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Swansea","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Swindon","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Swindon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tyneside","Female","100","90","20820","21010"
"Leaver Dept.","2021","AA/AO","Tyneside","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wakefield","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wakefield","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Walsall","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Walsall","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wandsworth","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wandsworth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Warrington","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Warrington","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Kent","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Kent","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Lothian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Lothian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Surrey","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Westminster","Female","60","50","23600","23520"
"Leaver Dept.","2021","AA/AO","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wirral","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wirral","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Worcestershire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Worcestershire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","York","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","York","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Barnet","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Barnet","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","Bedford","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedford","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Belfast","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Belfast","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Birmingham","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","Birmingham","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Blackpool","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Blackpool","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bradford","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bradford","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Brent","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Brent","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cardiff and Vale of Glamorgan","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Cardiff and Vale of Glamorgan","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Central Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Central Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Coventry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Coventry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Croydon","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Darlington","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Darlington","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derby","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derby","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dudley","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dudley","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Durham CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Durham CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ealing","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ealing","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Kent","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Kent","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Surrey","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Enfield","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Enfield","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Falkirk","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Falkirk","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Glasgow City","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","Glasgow City","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
