"Status","Year","Region_ITL3","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ards and North Down","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","AA/AO","80","70","23580","23210"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","EO","250","230","30980","31060"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","EO","90","90","31070","31060"
"In post","2021","Barking & Dagenham and Havering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","AA/AO","200","170","23780","23530"
"In post","2021","Barnet","Heterosexual / straight","EO","310","290","29830","31060"
"In post","2021","Barnet","Heterosexual / straight","G6/G7","180","180","60060","56730"
"In post","2021","Barnet","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","SEO/HEO","390","380","38370","38930"
"In post","2021","Barnet","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2021","Barnet","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","EO","40","30","[c]","[c]"
"In post","2021","Barnet","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","SEO/HEO","60","50","38480","39500"
"In post","2021","Barnet","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","AA/AO","50","40","[c]","[c]"
"In post","2021","Barnet","Unknown","EO","80","70","30970","31060"
"In post","2021","Barnet","Unknown","G6/G7","90","80","60470","57520"
"In post","2021","Barnet","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","SEO/HEO","110","100","41750","41880"
"In post","2021","Barnet","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","AA/AO","980","870","23010","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","EO","620","550","28210","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","SEO/HEO","240","220","37490","35570"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Unknown","170","150","29480","29200"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","AA/AO","60","60","23760","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","EO","40","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","AA/AO","110","100","24260","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","EO","80","70","28100","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","AA/AO","350","300","22960","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","EO","200","170","28690","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","AA/AO","510","470","22820","21010"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","EO","2000","1890","24740","25560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","G6/G7","1510","1480","57290","55130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","SCS","120","120","99810","91980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","SEO/HEO","4970","4800","36470","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Unknown","1180","1140","41170","39100"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","AA/AO","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","EO","120","120","24840","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","G6/G7","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","SEO/HEO","180","170","34630","33800"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Unknown","50","50","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","AA/AO","80","70","23720","21360"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","EO","210","190","25900","26670"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","G6/G7","260","250","57880","55930"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","SEO/HEO","770","740","37690","38520"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Unknown","190","180","44520","41330"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","AA/AO","130","120","23600","21550"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","EO","280","270","24400","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","G6/G7","100","100","58360","54620"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","SEO/HEO","460","450","36340","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","120","110","39450","36450"
"In post","2021","Bedford","Heterosexual / straight","AA/AO","190","180","26140","27850"
"In post","2021","Bedford","Heterosexual / straight","EO","200","180","27580","27570"
"In post","2021","Bedford","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","SEO/HEO","120","110","38260","36740"
"In post","2021","Bedford","Heterosexual / straight","Unknown","50","40","28620","26500"
"In post","2021","Bedford","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","EO","30","30","[c]","[c]"
"In post","2021","Bedford","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","AA/AO","70","60","24910","22850"
"In post","2021","Bedford","Unknown","EO","40","30","[c]","[c]"
"In post","2021","Bedford","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","AA/AO","540","480","20780","21420"
"In post","2021","Belfast","Heterosexual / straight","EO","530","490","26370","25560"
"In post","2021","Belfast","Heterosexual / straight","G6/G7","170","160","55030","52580"
"In post","2021","Belfast","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","SEO/HEO","560","540","34410","31810"
"In post","2021","Belfast","LGBO","AA/AO","30","30","[c]","[c]"
"In post","2021","Belfast","LGBO","EO","30","30","[c]","[c]"
"In post","2021","Belfast","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","AA/AO","50","40","20800","21420"
"In post","2021","Belfast","Undeclared","EO","50","50","[c]","[c]"
"In post","2021","Belfast","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Belfast","Unknown","AA/AO","380","340","20480","20140"
"In post","2021","Belfast","Unknown","EO","210","210","26080","25560"
"In post","2021","Belfast","Unknown","G6/G7","30","30","[c]","[c]"
"In post","2021","Belfast","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","SEO/HEO","150","140","33930","31810"
"In post","2021","Berkshire","Heterosexual / straight","AA/AO","620","600","27420","25540"
"In post","2021","Berkshire","Heterosexual / straight","EO","540","510","30760","29290"
"In post","2021","Berkshire","Heterosexual / straight","G6/G7","190","190","56780","54540"
"In post","2021","Berkshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","SEO/HEO","450","430","38100","36690"
"In post","2021","Berkshire","Heterosexual / straight","Unknown","140","130","31850","31980"
"In post","2021","Berkshire","LGBO","AA/AO","40","30","[c]","[c]"
"In post","2021","Berkshire","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","AA/AO","100","90","29640","25540"
"In post","2021","Berkshire","Undeclared","EO","70","70","32410","29290"
"In post","2021","Berkshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","SEO/HEO","60","60","37710","35900"
"In post","2021","Berkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","AA/AO","250","230","26970","25540"
"In post","2021","Berkshire","Unknown","EO","150","140","31190","29290"
"In post","2021","Berkshire","Unknown","G6/G7","70","70","56760","54540"
"In post","2021","Berkshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","SEO/HEO","130","120","37130","38040"
"In post","2021","Berkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","AA/AO","530","510","28230","27240"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","EO","360","340","32080","31060"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","SEO/HEO","130","130","41530","39670"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Unknown","110","100","33550","34020"
"In post","2021","Bexley and Greenwich","LGBO","AA/AO","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","AA/AO","60","60","28950","30150"
"In post","2021","Bexley and Greenwich","Undeclared","EO","60","50","31920","31060"
"In post","2021","Bexley and Greenwich","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","AA/AO","260","240","28730","28720"
"In post","2021","Bexley and Greenwich","Unknown","EO","110","100","32030","31060"
"In post","2021","Bexley and Greenwich","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","AA/AO","2090","1900","21110","20140"
"In post","2021","Birmingham","Heterosexual / straight","EO","2050","1900","26620","27570"
"In post","2021","Birmingham","Heterosexual / straight","G6/G7","780","750","57420","53500"
"In post","2021","Birmingham","Heterosexual / straight","SCS","80","70","95950","91190"
"In post","2021","Birmingham","Heterosexual / straight","SEO/HEO","2030","1950","35560","33400"
"In post","2021","Birmingham","Heterosexual / straight","Unknown","330","300","30540","28200"
"In post","2021","Birmingham","LGBO","AA/AO","100","100","21230","20140"
"In post","2021","Birmingham","LGBO","EO","100","90","26660","27570"
"In post","2021","Birmingham","LGBO","G6/G7","50","50","[c]","[c]"
"In post","2021","Birmingham","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","SEO/HEO","90","90","34660","31990"
"In post","2021","Birmingham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","AA/AO","290","260","20970","20520"
"In post","2021","Birmingham","Undeclared","EO","270","250","26470","26840"
"In post","2021","Birmingham","Undeclared","G6/G7","100","90","58320","56950"
"In post","2021","Birmingham","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","SEO/HEO","230","220","36260","34660"
"In post","2021","Birmingham","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Birmingham","Unknown","AA/AO","1090","980","20810","20140"
"In post","2021","Birmingham","Unknown","EO","890","820","26670","27440"
"In post","2021","Birmingham","Unknown","G6/G7","230","210","57670","54930"
"In post","2021","Birmingham","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","SEO/HEO","680","650","36050","33340"
"In post","2021","Birmingham","Unknown","Unknown","50","50","29120","28200"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","AA/AO","100","80","21130","21010"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","EO","150","140","27490","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Unknown","60","50","28060","26500"
"In post","2021","Blackburn with Darwen","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","AA/AO","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","EO","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Heterosexual / straight","AA/AO","1130","1020","20870","21010"
"In post","2021","Blackpool","Heterosexual / straight","EO","1140","1020","27430","27570"
"In post","2021","Blackpool","Heterosexual / straight","G6/G7","270","260","55420","52190"
"In post","2021","Blackpool","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Heterosexual / straight","SEO/HEO","680","640","34520","34290"
"In post","2021","Blackpool","Heterosexual / straight","Unknown","60","50","28610","29200"
"In post","2021","Blackpool","LGBO","AA/AO","80","80","20940","21010"
"In post","2021","Blackpool","LGBO","EO","60","60","27530","27570"
"In post","2021","Blackpool","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Blackpool","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","AA/AO","110","100","20840","21010"
"In post","2021","Blackpool","Undeclared","EO","160","140","27390","27570"
"In post","2021","Blackpool","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","SEO/HEO","80","70","34820","33940"
"In post","2021","Blackpool","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","AA/AO","440","370","20750","21010"
"In post","2021","Blackpool","Unknown","EO","510","460","27440","27570"
"In post","2021","Blackpool","Unknown","G6/G7","110","100","55620","52750"
"In post","2021","Blackpool","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","SEO/HEO","240","220","34360","34290"
"In post","2021","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","AA/AO","150","130","20290","20100"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","EO","230","200","26980","27570"
